junction,operational_burden_index,severity_norm,persistence_norm,hawkes_norm,duration_risk_norm,frailty_norm
KalyanNagar-ORR Junc,0.0639146125269745,0.0650819071100327,0.0309425467284828,0.0,0.044566292,0.2337591353313465
Devanahalli new bus stand,0.0632168487182887,0.0038059594801188,0.0468548383140656,0.0,0.0022482264,0.3220767002165141
LinkRoadMalleswaramJunc,0.0625354245083389,0.013057771696243,0.0357733366090588,0.0,0.00089261495,0.3220767002165141
DevanahalliCrossJunc,0.0625225576698865,0.0108741699431967,0.0373916091104135,0.0,0.0012048981,0.3220767002165141
Geethanjali jn,0.0621109568170707,0.0054370849715983,0.0389195236756462,0.0,0.0022482264,0.3220767002165141
LalbaghWestGate,0.0615676946312381,0.0054370849715983,0.0357733366090588,0.0,0.0022482264,0.3220767002165141
ChandraLayoutJunc-nearWaterTank,0.0611552679203478,0.0351069231828702,0.033444060722693,0.0,0.0017633201,0.2939435972903264
TC Palya-OM RoadJunc,0.0601115565862075,0.0230573567380336,0.0038524423674795,0.0,0.008338113,0.3220767002165141
GovindapuraCross,0.0599968249655401,0.0054370849715983,0.0266759800206582,0.0,0.0022482264,0.3220767002165141
NGV RearGateJunc,0.0597582538281647,0.013781252550167,0.0190109731693855,0.0,0.00089261495,0.3220767002165141
D'SouzaCircle,0.0593924876957096,0.0244477219433252,0.0,0.0,0.006921824,0.3220767002165141
Minerva Circle,0.0590497480036246,0.0085280456068269,0.0193396469623203,0.0,0.0013290441,0.3220767002165141
"Trilight Circle,Race course Road",0.0588747900109327,0.0110114886490039,0.0163346802765797,0.0,0.0010321368,0.3220767002165141
Basappa Circle Junction,0.0585748761190568,0.0163921425100488,0.0,0.0,0.009396573,0.3220767002165141
UpparpetJunction,0.0584147711304549,0.011938184571801,0.0129601609386127,0.0,0.00089261495,0.3220767002165141
LowerAgaram(IndiaGarage)Junc,0.0583937331679222,0.0121901771801907,0.0126018342071575,0.0,0.00089261495,0.3220767002165141
HosmatJunction,0.0579576706747731,0.0163112549147951,0.0,0.0,0.006331794,0.3220767002165141
ShankarMuttCircle,0.0577780915057168,0.0152030851366875,0.0,0.0,0.006331794,0.3220767002165141
Bamboobazar(Shivajinagar),0.0574057911164296,0.0130980503319812,0.0060283583484621,0.0,0.00089261495,0.3220767002165141
"Jayanagar 4th main,36th cross",0.0571639370899658,0.0128074817543632,0.0049004049533283,0.0,0.00089261495,0.3220767002165141
SafinaPlazaJunc,0.0568493810331667,0.0167952126774782,0.0,0.0,0.00031121192,0.3220767002165141
BasavamantapaJunc-Dr RajkumarRd,0.0566852665168088,0.0126247027459093,0.0022998207584197,0.0,0.00089261495,0.3220767002165141
NTTF JunctionPeenya,0.0565387009796292,0.0113410924664357,0.002580581231466,0.0,0.0009583854,0.3220767002165141
NavarangBarJunc-Dr RajkumarRd,0.0563940814123149,0.0132784031591179,0.0,0.0,0.00089261495,0.3220767002165141
KCG HospitalJunction,0.056328004155279,0.0128706452902504,0.0,0.0,0.00089261495,0.3220767002165141
ISRO Junction-NewBEL Rd,0.0560015392351968,0.0,0.008640726907091,0.0,0.0022482264,0.3220767002165141
MaharajaJunction,0.0557130631785284,0.0085450396327305,0.0,0.0,0.0013290441,0.3220767002165141
ColesParkJunc,0.0555802367476661,0.0054370849715983,0.0010982514544405,0.0,0.0022482264,0.3220767002165141
NagaTheaterJunc-Ulsoor,0.0555032715097046,0.0072504307518061,0.0,0.0,0.0013290441,0.3220767002165141
ThomasCafe-New,0.0553905981555844,0.0054370849715983,0.0,0.0,0.0022482264,0.3220767002165141
DMRoadJunc(Basavangudi),0.0553905981555844,0.0054370849715983,0.0,0.0,0.0022482264,0.3220767002165141
DickensonRd-AdigasJunc,0.0553905981555844,0.0054370849715983,0.0,0.0,0.0022482264,0.3220767002165141
KensingtonOvalJunc,0.0553905981555844,0.0054370849715983,0.0,0.0,0.0022482264,0.3220767002165141
MSRamaiahHospitalJunc,0.0553905981555844,0.0054370849715983,0.0,0.0,0.0022482264,0.3220767002165141
K G Junction,0.0553905981555844,0.0054370849715983,0.0,0.0,0.0022482264,0.3220767002165141
YediyurMeternityHospital,0.05537483669412,0.0053398221579579,0.0,0.0,0.0022482264,0.3220767002165141
KR Road-14thCross Junc,0.0553524747635132,0.0064579325910837,0.0,0.0,0.0012155427,0.3220767002165141
27th Cross Jayanagar(Ganapathi Temple),0.0553449295532143,0.0064113716560561,0.0,0.0,0.0012155427,0.3220767002165141
BHEL Gate,0.0552622915659341,0.0046453144910371,0.0,0.0,0.0022482264,0.3220767002165141
TVS CrossJunction,0.0552448365820077,0.0057937053294157,0.0,0.0,0.0012155427,0.3220767002165141
Geeta Circle,0.0552313975134979,0.0057107738310313,0.0,0.0,0.0012155427,0.3220767002165141
MarenahalliRd-18thMainRdJunc,0.0552018434460816,0.0042722936116332,0.0,0.0,0.0022482264,0.3220767002165141
GowdanapalyaJunction,0.0551598282791779,0.0040130211223488,0.0,0.0,0.0022482264,0.3220767002165141
Basveshwarnagar 8th main Junction,0.0551262738921249,0.0038059594801188,0.0,0.0,0.0022482264,0.3220767002165141
BrigadeMillenium,0.0551262738921249,0.0038059594801188,0.0,0.0,0.0022482264,0.3220767002165141
ESI(k r puram),0.0551262738921249,0.0038059594801188,0.0,0.0,0.0022482264,0.3220767002165141
NationalCollege,0.0551262738921249,0.0038059594801188,0.0,0.0,0.0022482264,0.3220767002165141
BEML GateJunc(SuranjandasRd),0.0547904673854882,0.0017337223498204,0.0,0.0,0.0022482264,0.3220767002165141
BhadrappaLayout,0.0481023201708632,0.0376150709038882,0.0512577957348403,0.0,0.0018726452,0.1953131389513918
Yemalur cross junc,0.0401288576707969,0.0794020667377264,0.1038742302051196,0.0,0.0119513115,0.0415190478891649
"KuvempuCircleJunc,HAL MainGate",0.0236481324008012,0.0077215288189839,0.0890943103613654,0.0,0.00021783775,0.0415190478891649
"Narayanapura cross, Hegde nagar",0.0122949266681166,0.0440403882699469,0.0292926963838827,0.0,0.0005078794,0.0
