event_id,event_cause,corridor,junction,T,survival_risk_score
FKID000727,accident,Hosur Road,,102986.3020403,975.3709737498306
FKID000728,others,ORR North 1,,102844.96217363334,947.5256572671136
FKID000729,others,Hennur Main Road,,102847.71985696668,938.075028424548
FKID000730,others,ORR North 1,,102855.2481903,947.5256572671136
FKID000731,construction,ORR North 1,,102842.2721903,1082.1634583414505
FKID000732,others,Magadi Road,,611.3854716000001,979.5040757431058
FKID000733,accident,Hosur Road,,103021.4642903,785.7478607777681
FKID000734,vehicle_breakdown,Hosur Road,,102952.27965696668,774.0131794581652
FKID000735,vehicle_breakdown,ORR North 2,,102942.65592363334,881.0894004174983
FKID000736,pot_holes,Non-corridor,,57967.40725696667,775.4469196154845
FKID000738,pot_holes,CBD 2,,57954.71327363334,646.2360321642388
FKID000739,vehicle_breakdown,Bellary Road 1,,58101.5172403,787.386228171778
FKID000740,vehicle_breakdown,Old Madras Road,,58088.990356966664,934.443591140777
FKID000741,others,Non-corridor,,30112.756747433337,985.0203606488138
FKID000742,vehicle_breakdown,Non-corridor,,57924.17425696667,952.7751734479394
FKID000743,others,Non-corridor,,102743.04730696668,975.9518841063516
FKID000744,vehicle_breakdown,West of Chord Road,,115.28882806666668,991.9204833274848
FKID000745,vehicle_breakdown,Magadi Road,,7.7180967,936.2990389015828
FKID000746,pot_holes,Non-corridor,,102750.55532363334,791.1898756896393
FKID000747,road_conditions,Bannerghata Road,,102774.36240696668,747.0724936356078
FKID000748,vehicle_breakdown,Varthur Road,,98.82358633333334,983.2002280919312
FKID000749,others,Tumkur Road,,1327.4565705999998,1057.0021662686795
FKID000750,pot_holes,ORR West 1,,10155.104486383332,813.9816274579753
FKID000751,vehicle_breakdown,Non-corridor,,57885.6164903,939.0336855153172
FKID000752,vehicle_breakdown,Bellary Road 1,,12.097447016666669,790.6700159541996
FKID000753,vehicle_breakdown,ORR North 1,,102834.29615696668,880.0935964324988
FKID000754,road_conditions,Non-corridor,,57873.7175903,928.4064004058304
FKID000755,vehicle_breakdown,Bannerghata Road,,10.48741705,812.9716019090888
FKID000756,vehicle_breakdown,Non-corridor,,73.79083653333333,918.9997424390868
FKID000757,vehicle_breakdown,ORR East 1,,40.523691066666665,940.5673227932784
FKID000758,congestion,Old Airport Road,,102704.25537363332,609.4814034868081
FKID000759,congestion,Non-corridor,,102736.40607363332,548.7172759017851
FKID000760,vehicle_breakdown,Non-corridor,,102637.85032363332,918.9997424390868
FKID000761,vehicle_breakdown,Non-corridor,,102551.52227363334,952.7751734479394
FKID000762,congestion,Old Airport Road,,102697.22125696667,609.4814034868081
FKID000763,vehicle_breakdown,Mysore Road,,25.035437483333332,983.415743449609
FKID000764,vehicle_breakdown,Non-corridor,,102700.13557363332,917.7468975745612
FKID000765,vehicle_breakdown,ORR North 2,,57881.73887363333,958.830433963236
FKID000766,vehicle_breakdown,Mysore Road,,48.54255426666667,988.8430499642772
FKID000767,vehicle_breakdown,Old Madras Road,,57790.6724903,957.7936806045952
FKID000768,water_logging,Bannerghata Road,,57751.69685696667,903.5793817703172
FKID000769,vehicle_breakdown,Non-corridor,,27.657876616666663,1049.1640846060604
FKID000770,vehicle_breakdown,Old Madras Road,,102495.01917363334,952.8655894328812
FKID000771,others,Non-corridor,,102295.12832363333,985.3821819697276
FKID000772,vehicle_breakdown,CBD 2,,102402.20135696667,929.7986118359366
FKID000773,vehicle_breakdown,Tumkur Road,,148.41387268333335,1013.5102140604412
FKID000774,vehicle_breakdown,Mysore Road,,57829.741906966665,983.415743449609
FKID000775,others,Mysore Road,,154.96781246666666,1062.54316210639
FKID000776,pot_holes,Non-corridor,,57624.19635696666,777.0355296221102
FKID000777,others,Mysore Road,,57647.98795696667,1062.54316210639
FKID000778,vehicle_breakdown,Bellary Road 1,,29.79319548333333,861.6649914892639
FKID000779,congestion,Mysore Road,,57647.0558403,557.0707160141789
FKID000780,vehicle_breakdown,Mysore Road,,57764.4313403,995.44587983018
FKID000781,vehicle_breakdown,Non-corridor,,119.41805865,955.3195491711392
FKID000782,vehicle_breakdown,Tumkur Road,,57822.39055696667,1007.1295860130144
FKID000783,vehicle_breakdown,Non-corridor,,30.14560906666667,949.1172418951784
FKID000784,vehicle_breakdown,Hosur Road,,102289.34080696666,867.1486250853474
FKID000785,vehicle_breakdown,Non-corridor,,57721.4181403,955.3195491711392
FKID000786,others,Non-corridor,,102227.93855696666,976.920099461028
FKID000787,vehicle_breakdown,Mysore Road,,79.44030501666666,988.6589406027576
FKID000788,congestion,ORR North 2,,102305.03747363332,512.2222087808553
FKID000789,vehicle_breakdown,ORR North 1,,33.73741513333333,966.505980950469
FKID000790,vehicle_breakdown,Bellary Road 1,,102335.19692363334,853.6983543975285
FKID000791,vehicle_breakdown,Non-corridor,,71.70723046666667,948.2399543673206
FKID000792,vehicle_breakdown,Mysore Road,,41.48662983333334,977.6637986705276
FKID000793,pot_holes,West of Chord Road,,57531.91260696667,802.8260477952025
FKID000794,vehicle_breakdown,Non-corridor,,57580.60527363334,948.2399543673206
FKID000795,others,Bellary Road 1,,57427.47210696666,931.8256053858514
FKID000796,congestion,Bellary Road 1,,57464.834906966666,557.6169179615393
FKID000797,vehicle_breakdown,ORR East 1,,102068.91947363334,955.341455787564
FKID000798,tree_fall,West of Chord Road,,31.80648258333333,975.9477006047678
FKID000799,vehicle_breakdown,Hosur Road,,102198.6147403,867.5994667804349
FKID000800,vehicle_breakdown,Hosur Road,,47.110916849999995,836.5816580863955
FKID000801,vehicle_breakdown,Tumkur Road,,102017.01732363334,1002.5581984462652
FKID000802,tree_fall,Non-corridor,,101882.74355696668,863.9631497852494
FKID000803,vehicle_breakdown,Old Madras Road,,102188.8732403,959.751320127627
FKID000804,tree_fall,Non-corridor,,101876.26622363334,863.9631497852494
FKID000805,construction,ORR East 2,,726.6753666666666,1200.1102398581295
FKID000806,vehicle_breakdown,Tumkur Road,,102163.5920903,1000.9837427603626
FKID000807,others,Bellary Road 1,,32.5370269,905.7435600058628
FKID000808,water_logging,Non-corridor,,12279.153694183333,837.8285939200509
FKID000809,tree_fall,Non-corridor,,101874.78117363334,863.9631497852494
FKID000810,construction,ORR East 1,,56848.2219403,1227.528755794708
FKID000811,water_logging,Non-corridor,,56824.63805696667,913.2645784463668
FKID000812,water_logging,Non-corridor,,56820.4400403,837.8285939200509
FKID000813,water_logging,Non-corridor,,56815.982373633335,837.8285939200509
FKID000814,water_logging,CBD 2,,56816.4046903,758.5787651989895
FKID000815,vehicle_breakdown,ORR North 2,,101480.2253403,882.8810685256807
FKID000816,construction,Tumkur Road,,0.5445333333333333,1347.9561264629722
FKID000817,tree_fall,Non-corridor,,358.28831121666667,863.9631497852494
FKID000818,vehicle_breakdown,Non-corridor,,95.20728398333334,876.9228456872459
FKID000819,vehicle_breakdown,Bellary Road 2,,101474.3055903,742.9982911136191
FKID000820,water_logging,Varthur Road,,56812.1566903,901.98559025181
FKID000821,vehicle_breakdown,Non-corridor,,38.20984111666667,849.377179052736
FKID000822,others,Tumkur Road,,40356.56807125,1003.8794910973584
FKID000823,pot_holes,Bannerghata Road,,1487.2023295833335,589.8040289633642
FKID000824,vehicle_breakdown,Mysore Road,,20.381774716666666,884.5561794122733
FKID000825,vehicle_breakdown,ORR East 2,,101452.13290696668,879.481779567287
FKID000826,water_logging,Varthur Road,,1484.0019410666669,927.1991940948024
FKID000827,construction,Non-corridor,,5820.239507183333,1505.2406864969155
FKID000828,accident,ORR East 1,,52.74507428333333,636.4685252869552
FKID000829,others,ORR North 1,,1.0338238833333333,947.5256572671136
FKID000830,others,ORR North 2,,30752.3803296,946.6978621372504
FKID000831,vehicle_breakdown,Non-corridor,,53.862429883333334,917.9637223391564
FKID000832,vehicle_breakdown,Mysore Road,,56745.68420696667,928.1130838712744
FKID000833,accident,Non-corridor,,56807.5409403,710.3620336446357
FKID000834,construction,Non-corridor,,19010.9735243,1527.7678462668305
FKID000835,construction,West of Chord Road,,101124.87410696669,1423.226064663732
FKID000836,water_logging,ORR North 2,,56728.702856966665,910.5592219653915
FKID000837,others,Tumkur Road,,101110.4292403,1056.5014855248633
FKID000838,pot_holes,Non-corridor,,56725.78265696667,781.1330753817867
FKID000839,vehicle_breakdown,Old Madras Road,,101206.4795903,941.377499036305
FKID000840,vehicle_breakdown,Tumkur Road,,101109.07555696668,1009.341844930385
FKID000841,vehicle_breakdown,Varthur Road,,62.645947,968.1957366974108
FKID000842,others,Non-corridor,SubedarChatramRd near SheshadripuramPS,71672.26525256666,1248.0937356920672
FKID000843,vehicle_breakdown,ORR East 1,,1.2778825666666669,916.6073321718249
FKID000844,vehicle_breakdown,Non-corridor,,58.697027133333336,895.6115267396548
FKID000845,vehicle_breakdown,Non-corridor,,75.01906000000001,895.6115267396548
FKID000846,road_conditions,Non-corridor,,35231.49571261667,884.4702506385661
FKID000847,vehicle_breakdown,ORR North 1,,56840.280290300005,865.084540770793
FKID000848,water_logging,Hennur Main Road,,20495.786394766663,838.4501643219323
FKID000849,congestion,Non-corridor,,56822.2877903,1046.518211832166
FKID000850,vehicle_breakdown,Airport New South Road,,56830.5339903,774.4680252044109
FKID000851,vehicle_breakdown,Non-corridor,,56839.87152363334,845.4752036837444
FKID000852,vehicle_breakdown,Mysore Road,,56817.6264403,875.7478054305496
FKID000853,vehicle_breakdown,Bellary Road 1,,101151.58230696668,782.1363620434071
FKID000854,vehicle_breakdown,Bellary Road 1,,101156.26577363332,782.1363620434071
FKID000855,vehicle_breakdown,Non-corridor,,101181.29460696668,920.2182442879274
FKID000856,water_logging,West of Chord Road,ModiBridgeJunction,56508.9407717,924.4364849280538
FKID000857,construction,Non-corridor,,969.3087974,1094.142382165665
FKID000858,vehicle_breakdown,Non-corridor,,22.188365633333333,954.241387299673
FKID000859,vehicle_breakdown,Bellary Road 1,,53.13025051666667,850.0176247640007
FKID000860,vehicle_breakdown,ORR West 1,,62.22422101666667,970.862866794768
FKID000861,vehicle_breakdown,Non-corridor,,101030.62667363332,940.252187364158
FKID000862,vehicle_breakdown,Mysore Road,,56807.36995696667,875.7478054305496
FKID000863,vehicle_breakdown,Bellary Road 2,,56805.62315696666,765.3378377909614
FKID000864,accident,Non-corridor,,56767.439173633335,1091.9284459050962
FKID000865,pot_holes,Non-corridor,,61364.248525866664,773.7621583497602
FKID000866,accident,Non-corridor,,1.8313234166666668,555.6733877971386
FKID000867,vehicle_breakdown,Non-corridor,,100882.9878903,951.3150825074129
FKID000868,pot_holes,Non-corridor,,100765.0914903,773.7621583497602
FKID000869,vehicle_breakdown,Non-corridor,,81.64968848333334,912.0508742110233
FKID000870,accident,Bellary Road 2,,56621.7839903,706.3056839927033
FKID000871,others,Non-corridor,,56636.33527363333,975.9518841063516
FKID000872,vehicle_breakdown,Non-corridor,,56671.437506966664,912.0508742110233
FKID000873,vehicle_breakdown,Non-corridor,,56746.54362363333,858.647541811609
FKID000874,vehicle_breakdown,Non-corridor,,56750.8352403,858.647541811609
FKID000875,vehicle_breakdown,ORR East 1,,56745.7748903,916.6073321718249
FKID000876,vehicle_breakdown,Old Airport Road,,15.971929466666667,968.6816400921132
FKID000877,vehicle_breakdown,Non-corridor,,78.58225675,946.5044450926738
FKID000878,procession,Non-corridor,,100758.6613903,955.6484391930176
FKID000879,vehicle_breakdown,Non-corridor,,100762.99575696667,946.5044450926738
FKID000880,accident,Bellary Road 2,,100745.62875696666,676.7434420637392
FKID000881,vehicle_breakdown,Old Madras Road,,56759.91145696666,882.967960451057
FKID000882,vehicle_breakdown,Old Madras Road,,56765.88137363333,882.967960451057
FKID000883,accident,Non-corridor,,100763.21452363332,555.6733877971386
FKID000884,vehicle_breakdown,ORR North 1,,100798.35755696666,965.994991681652
FKID000885,vehicle_breakdown,Non-corridor,,100786.93550696666,947.7844981992472
FKID000886,accident,Bellary Road 2,,100732.22932363332,676.7434420637392
FKID000887,pot_holes,Bellary Road 1,,21858.3643701,638.4390711178197
FKID000888,vehicle_breakdown,Non-corridor,,56739.02857363333,895.6115267396548
FKID000889,vehicle_breakdown,Mysore Road,,56735.33980696667,928.1130838712744
FKID000890,pot_holes,Non-corridor,,27578.025342816665,783.0213300589246
FKID000891,vehicle_breakdown,ORR East 1,,56703.244506966665,916.6073321718249
FKID000892,vehicle_breakdown,Non-corridor,,56680.708990299994,1001.7348193312524
FKID000893,vehicle_breakdown,Bellary Road 1,,114.21673276666668,787.8289141545713
FKID000895,construction,Non-corridor,,0.7237333333333333,1548.4034834770266
FKID000896,vehicle_breakdown,Old Airport Road,,1.2535275166666666,946.8750444001583
FKID000897,vehicle_breakdown,Tumkur Road,,56523.52202363333,998.1980148179774
FKID000899,vehicle_breakdown,Bellary Road 2,,100570.8449903,818.1582697422721
FKID000900,vehicle_breakdown,Bellary Road 1,,49.60811926666667,754.006417276909
FKID000901,vehicle_breakdown,Bellary Road 2,,100307.77790696666,752.946455963422
FKID000902,tree_fall,Mysore Road,Richmond circle jn,42027.8739584,1068.4024107143523
FKID000903,vehicle_breakdown,Non-corridor,,100378.58295696668,867.1746696111124
FKID000904,accident,Bellary Road 2,,100408.38405696668,637.9456718179816
FKID000905,construction,Non-corridor,,366.65548681666667,1059.4048199563686
FKID000906,road_conditions,Non-corridor,,99919.28087363332,883.5493520428145
FKID000907,others,Mysore Road,,76.24653713333333,1063.177315529657
FKID000908,others,Tumkur Road,,56369.545706966666,1053.37950971742
FKID000909,water_logging,Non-corridor,,137.85110428333334,946.1089248994728
FKID000910,road_conditions,Non-corridor,,99919.28087363332,883.5493520428145
FKID000911,vehicle_breakdown,Mysore Road,,56330.105256966664,988.8430499642772
FKID000912,others,Non-corridor,,71059.58667485,1201.8692944826978
FKID000913,vehicle_breakdown,Airport New South Road,,99853.71667363332,781.3756290396896
FKID000914,vehicle_breakdown,Hosur Road,,79.27560286666667,867.1486250853474
FKID000915,vehicle_breakdown,Hosur Road,,96.84268413333332,864.3090551983449
FKID000916,vehicle_breakdown,Airport New South Road,,99839.61175696668,781.3756290396896
FKID000917,others,CBD 2,,75.09085913333334,1014.3992524115428
FKID000918,vehicle_breakdown,CBD 2,,99841.54495696668,866.5028868391295
FKID000919,vehicle_breakdown,Bannerghata Road,,99843.81117363334,738.6311113470031
FKID000920,protest,Non-corridor,,99879.32197363333,1134.2380267644796
FKID000921,protest,Non-corridor,,0.0605833333333333,1134.2380267644796
FKID000922,protest,Non-corridor,,0.70735,1134.2380267644796
FKID000923,pot_holes,Non-corridor,WilsonGarden10thCrossJunc,201789.4924975,809.5460596480568
FKID000924,vehicle_breakdown,Non-corridor,,56173.311873633334,949.1172418951784
FKID000925,others,Non-corridor,,80635.52403755,959.5497938431196
FKID000926,vehicle_breakdown,Magadi Road,,17.01463426666667,982.2768669236226
FKID000927,vehicle_breakdown,Mysore Road,,99928.16832363332,999.9751741905036
FKID000928,vehicle_breakdown,Non-corridor,,99907.03970696668,894.6712292539866
FKID000929,vehicle_breakdown,Non-corridor,,99900.99870696668,894.6712292539866
FKID000930,vehicle_breakdown,Non-corridor,,10.597155033333332,920.2182442879274
FKID000931,road_conditions,Non-corridor,,1386.89255105,940.6106533809836
FKID000932,vehicle_breakdown,ORR East 1,,99745.45527363331,941.7688153596596
FKID000933,road_conditions,Non-corridor,,5799.80037435,904.3134660372508
FKID000934,construction,Non-corridor,,99613.79082363332,1102.992007881283
FKID000935,vehicle_breakdown,Hosur Road,,56102.43870696667,867.5994667804349
FKID000936,pot_holes,Non-corridor,,48375.30817531667,776.4300944561381
FKID000937,vehicle_breakdown,Non-corridor,,39.4856103,1033.617615491471
FKID000938,vehicle_breakdown,ORR North 2,,99602.02365696666,960.5282726863136
FKID000939,vehicle_breakdown,Tumkur Road,,16.270418616666667,1010.7816921485952
FKID000940,others,Non-corridor,,99448.43380696668,986.2388603003204
FKID000941,vehicle_breakdown,Non-corridor,,138.70672721666668,951.3150825074129
FKID000942,accident,Mysore Road,,32.826353266666665,639.3778407678986
FKID000943,vehicle_breakdown,ORR East 1,,56087.92795696667,966.0351269293564
FKID000944,water_logging,Non-corridor,MICO Bande,82116.56637165,984.9984361073172
FKID000945,vehicle_breakdown,ORR North 2,,56244.9316903,968.6872076531238
FKID000947,vehicle_breakdown,Bellary Road 2,,99291.0096403,844.9892539268111
FKID000948,vehicle_breakdown,ORR North 2,,99452.79085696668,970.1304645517366
FKID000949,procession,Non-corridor,,99254.3841403,948.7503114245982
FKID000950,congestion,Mysore Road,,99260.0919903,554.0989738248271
FKID000951,vehicle_breakdown,Non-corridor,,56059.77990696667,940.1012307636696
FKID000952,procession,Non-corridor,,36.53795035,948.7503114245982
FKID000953,vehicle_breakdown,Magadi Road,,99340.80625696668,989.224857270006
FKID000954,vehicle_breakdown,Non-corridor,,99400.14490696669,947.7844981992472
FKID000955,vehicle_breakdown,Non-corridor,,99391.09660696666,947.7844981992472
FKID000956,procession,Non-corridor,,29.108712066666666,946.8970064767672
FKID000957,vehicle_breakdown,Non-corridor,,92.15842395,936.4740367924984
FKID000958,vehicle_breakdown,Bellary Road 2,,99200.59027363334,813.7374389098374
FKID000959,vehicle_breakdown,Non-corridor,,99237.78130696667,937.4814032534384
FKID000960,vehicle_breakdown,Non-corridor,,56059.7328403,940.1012307636696
FKID000961,vehicle_breakdown,Non-corridor,,98840.5313403,862.6400406547868
FKID000962,others,Tumkur Road,,355.29140055,1022.5408981970616
FKID000963,vehicle_breakdown,Non-corridor,,56118.08572363333,948.2399543673206
FKID000964,vehicle_breakdown,Bellary Road 1,,12.875058366666668,802.8642772735744
FKID000965,vehicle_breakdown,Non-corridor,,55986.4634903,937.2744344932638
FKID000966,vehicle_breakdown,ORR East 1,,6.304003066666667,881.9429863148433
FKID000967,vehicle_breakdown,Mysore Road,,53389.59020696666,995.44587983018
FKID000968,tree_fall,Non-corridor,,19335.9219217,1085.510956262921
FKID000969,others,Non-corridor,,37483.73123706667,985.0203606488138
FKID000970,construction,ORR East 2,,767.8605333333333,1200.1102398581295
FKID000971,vehicle_breakdown,Non-corridor,,56074.622556966664,940.1012307636696
FKID000972,vehicle_breakdown,CBD 2,,83.6431582,777.8385996450103
FKID000973,vehicle_breakdown,Mysore Road,,54.19506535,888.9089254885508
FKID000974,vehicle_breakdown,ORR North 1,,98511.12222363333,899.2313435485507
FKID000975,vehicle_breakdown,Non-corridor,,21.73580035,1039.1571665670374
FKID000976,vehicle_breakdown,Non-corridor,,27.90641395,917.7468975745612
FKID000977,others,Bellary Road 1,,98301.7294403,999.2969503677376
FKID000978,vehicle_breakdown,Non-corridor,,56066.482990300006,940.1012307636696
FKID000979,vehicle_breakdown,Bellary Road 1,,26.02119336666667,791.2950407651233
FKID000980,congestion,Non-corridor,,98382.1481403,458.2377736692514
FKID000981,pot_holes,CBD 2,,96013.89433023334,822.1951503985116
FKID000982,vehicle_breakdown,Old Madras Road,,98213.0200903,963.4910229703086
FKID000983,vehicle_breakdown,Non-corridor,,2.318516516666667,1056.383885725111
FKID000984,vehicle_breakdown,CBD 2,,25.8682946,866.4379648404768
FKID000985,vehicle_breakdown,Bannerghata Road,,98073.0517903,844.7538886899514
FKID000986,vehicle_breakdown,Mysore Road,,97939.40832363332,988.6589406027576
FKID000987,vehicle_breakdown,Non-corridor,,55503.952823633335,876.9228456872459
FKID000988,construction,Non-corridor,,1.17185,1402.1401084972235
FKID000989,accident,Non-corridor,,97793.60273261668,499.26795652728634
FKID000990,vehicle_breakdown,ORR North 2,,70.6369603,881.6349361484076
FKID000991,others,Non-corridor,,66152.55166476667,940.551849019766
FKID000992,vehicle_breakdown,Non-corridor,,19.236815733333337,921.1153821951972
FKID000993,vehicle_breakdown,Mysore Road,,97090.28605696668,888.9089254885508
FKID000995,others,Non-corridor,,3812.035816,856.2162383939349
FKID000996,congestion,Hennur Main Road,,81.69610738333334,838.0809363565808
FKID000998,construction,Tumkur Road,,4608.306383333333,1233.129528434848
FKID000999,vehicle_breakdown,Tumkur Road,,77.64849921666668,939.9990843608796
FKID001000,vehicle_breakdown,Bellary Road 2,,55420.35142363333,752.888702602193
FKID001001,road_conditions,ORR East 2,,1.9296002833333332,1024.6151129025952
FKID001002,construction,ORR East 2,,2852.1638163166667,1424.8539318587443
FKID001003,others,ORR East 2,,33633.04481683333,1054.8289249108177
FKID001004,vehicle_breakdown,Tumkur Road,,97155.24560696668,915.319482531224
FKID001005,vehicle_breakdown,Bellary Road 2,,97130.34142363332,752.888702602193
FKID001006,accident,Bellary Road 1,,55400.486106966666,867.7474831079761
FKID001007,vehicle_breakdown,Tumkur Road,,97170.27260696664,915.319482531224
FKID001008,vehicle_breakdown,Tumkur Road,,97163.30120696666,915.319482531224
FKID001009,vehicle_breakdown,ORR North 1,,43.703668050000005,918.5045719984364
FKID001010,vehicle_breakdown,Non-corridor,,18.12563553333333,858.647541811609
FKID001011,vehicle_breakdown,Old Airport Road,,69.32541208333333,888.3206979689837
FKID001012,others,Non-corridor,,43.829488833333336,985.0203606488138
FKID001013,vehicle_breakdown,Mysore Road,,107.36787663333332,928.1130838712744
FKID001014,construction,ORR East 2,,328.75416666666666,1200.1102398581295
FKID001015,vehicle_breakdown,Non-corridor,,55259.90407363333,895.6115267396548
FKID001016,water_logging,ORR East 1,,96965.54620696668,923.9774648077174
FKID001017,vehicle_breakdown,Tumkur Road,,141.42639348333333,997.010262303814
FKID001018,vehicle_breakdown,Magadi Road,,97018.53542363334,916.5534382971268
FKID001019,water_logging,Bannerghata Road,,5883.57713725,752.9208652917577
FKID001020,vehicle_breakdown,Bellary Road 2,,97037.5733403,783.5261343437394
FKID001021,vehicle_breakdown,Non-corridor,,55361.72740696666,858.647541811609
FKID001022,vehicle_breakdown,Non-corridor,,96834.5121403,918.9997424390868
FKID001023,vehicle_breakdown,Hosur Road,,55247.629606966664,795.4351432800013
FKID001024,pot_holes,Mysore Road,,55197.81295696667,823.3965518992952
FKID001025,construction,ORR East 2,,764.5127,1200.1102398581295
FKID001026,pot_holes,ORR East 1,,55178.197956966666,802.2168015083582
FKID001027,pot_holes,Mysore Road,,17141.221694,823.3965518992952
FKID001028,pot_holes,ORR East 1,,55176.38182363333,802.2168015083582
FKID001029,others,Bellary Road 1,MekhriCircle,100585.63057978332,1113.971988459461
FKID001030,vehicle_breakdown,Non-corridor,,96945.43442363334,917.7468975745612
FKID001031,vehicle_breakdown,Non-corridor,,96776.03210696668,952.7751734479394
FKID001032,water_logging,ORR East 2,,55166.72530696667,934.3051277600928
FKID001033,water_logging,ORR East 2,,55165.54327363333,934.3051277600928
FKID001034,vehicle_breakdown,Hosur Road,,55267.437706966666,795.4351432800013
FKID001035,vehicle_breakdown,Non-corridor,,99.77792416666666,918.9997424390868
FKID001036,vehicle_breakdown,ORR North 2,,55286.73337363333,918.5045719984364
FKID001037,tree_fall,Bellary Road 1,,55042.117956966664,915.7487754935388
FKID001038,vehicle_breakdown,Non-corridor,,96876.07445696669,918.9997424390868
FKID001039,vehicle_breakdown,CBD 2,,96873.58485696669,803.5234317495556
FKID001040,vehicle_breakdown,ORR East 1,,96846.86007363332,940.5673227932784
FKID001041,vehicle_breakdown,Non-corridor,,71.35226383333334,939.0336855153172
FKID001042,vehicle_breakdown,Bellary Road 1,,60.9291782,833.0630630494187
FKID001043,vehicle_breakdown,Non-corridor,,13.084814833333333,946.384535102581
FKID001044,vehicle_breakdown,West of Chord Road,,96834.7889903,975.553261354656
FKID001045,tree_fall,Bellary Road 2,,55039.6324903,917.659892040814
FKID001046,vehicle_breakdown,CBD 2,,96648.48010696666,853.5355704334755
FKID001047,procession,Hosur Road,,96784.2084903,827.7400498535542
FKID001048,vehicle_breakdown,Magadi Road,,55032.21542363334,995.0598724873804
FKID001049,tree_fall,Bellary Road 1,,96595.79427363334,856.9482792479976
FKID001050,vehicle_breakdown,Tumkur Road,,96724.8794403,1000.6940269397652
FKID001051,vehicle_breakdown,Bannerghata Road,,10.573012383333332,841.0567988758276
FKID001052,construction,ORR East 2,,219.31013333333337,1163.6838081396386
FKID001053,pot_holes,CBD 1,,6152.18195165,687.6877195197567
FKID001054,others,Non-corridor,,9602.698774133334,985.3821819697276
FKID001055,vehicle_breakdown,Non-corridor,,55176.55575696667,917.7468975745612
FKID001056,vehicle_breakdown,Non-corridor,,55112.018890299994,918.9997424390868
FKID001057,vehicle_breakdown,ORR North 1,,42.808710616666666,958.830433963236
FKID001058,pot_holes,Old Airport Road,,6055.445450866667,808.4920136780623
FKID001060,vehicle_breakdown,Tumkur Road,,29.313113633333337,1013.5102140604412
FKID001061,vehicle_breakdown,Non-corridor,,28.7572406,949.1172418951784
FKID001062,pot_holes,Non-corridor,,96499.23932363332,777.0355296221102
FKID001063,vehicle_breakdown,Non-corridor,,83.15463388333333,949.1172418951784
FKID001065,vehicle_breakdown,Old Madras Road,,96683.43322363331,957.7936806045952
FKID001066,vehicle_breakdown,Mysore Road,,96677.51852363332,988.8430499642772
FKID001067,vehicle_breakdown,Mysore Road,,96624.11965696668,995.44587983018
FKID001068,vehicle_breakdown,ORR East 1,,27.226681883333335,962.9249213796804
FKID001069,vehicle_breakdown,Old Madras Road,,55009.109106966665,963.4910229703086
FKID001070,others,Hennur Main Road,,96501.12810696666,983.2412196119906
FKID001071,vehicle_breakdown,Old Madras Road,,55014.33002363333,963.4910229703086
FKID001072,vehicle_breakdown,Old Madras Road,,96686.32257363334,957.7936806045952
FKID001073,vehicle_breakdown,ORR East 1,,96608.79370696668,971.1099588171109
FKID001074,others,Non-corridor,,54852.5511403,1206.88740897321
FKID001075,vehicle_breakdown,Mysore Road,,96639.52545696666,995.44587983018
FKID001076,vehicle_breakdown,Tumkur Road,,96640.0063403,1015.833129445616
FKID001077,vehicle_breakdown,Bellary Road 1,,96615.26525696668,861.6649914892639
FKID001078,debris,Non-corridor,,54849.304223633335,1238.8550352482746
FKID001079,vehicle_breakdown,Magadi Road,,33.101952716666666,994.9045398531
FKID001080,vehicle_breakdown,ORR North 1,,64.03269065,968.6872076531238
FKID001081,vehicle_breakdown,ORR East 1,,54832.7077403,971.1099588171109
FKID001082,vehicle_breakdown,Hennur Main Road,,54987.4875403,844.3634926767628
FKID001083,vehicle_breakdown,Mysore Road,,21.942543016666665,990.7479479227966
FKID001084,others,Bellary Road 1,,4.012004933333333,980.8486639907024
FKID001085,vehicle_breakdown,Non-corridor,,24.017026933333337,1061.4423802362023
FKID001086,vehicle_breakdown,Mysore Road,,9.57339495,990.7479479227966
FKID001087,accident,Non-corridor,,96445.99347363334,520.3891878056896
FKID001088,others,Bellary Road 1,,3801.1654547,980.8486639907024
FKID001089,congestion,Hennur Main Road,,70.369317,622.7590817522603
FKID001090,congestion,ORR North 2,,54753.52367363333,510.495895373938
FKID001091,vehicle_breakdown,Non-corridor,,14.661646350000002,952.6478262033436
FKID001092,vehicle_breakdown,Non-corridor,,54895.51172363334,946.384535102581
FKID001093,tree_fall,Bellary Road 1,,54773.935073633336,849.2272375130849
FKID001094,pot_holes,Bannerghata Road,,54771.2957903,659.0056020378993
FKID001095,tree_fall,Bellary Road 1,,20.392180399999997,849.2272375130849
FKID001096,congestion,ORR North 2,,96550.11430696669,512.2222087808553
FKID001097,accident,ORR North 1,,96515.40377363333,597.1253275045943
FKID001098,vehicle_breakdown,Mysore Road,,35.98495698333333,977.6637986705276
FKID001099,vehicle_breakdown,Airport New South Road,,64.49834003333333,874.1011774706864
FKID001100,vehicle_breakdown,Varthur Road,,96447.0063403,999.8807836446786
FKID001101,vehicle_breakdown,Bellary Road 2,,96272.1533903,822.9075264879673
FKID001102,vehicle_breakdown,Non-corridor,,96474.89855696664,949.1172418951784
FKID001103,vehicle_breakdown,Mysore Road,,96439.25037363332,990.7479479227966
FKID001104,procession,Non-corridor,,59.906866666666666,946.8761289177364
