junction,sps,nhi,gi_star_h1,gi_star_h2,gi_star_h3,gi_star_h5
ISRO Junction-NewBEL Rd,-0.1812925691804447,0.403061224489796,-0.1811070484238355,-0.1813544094326478,-0.1813544094326478,-0.1813544094326478
KuvempuCircle,-0.1944976725428694,0.4022108843537415,-0.2362631383298923,-0.1805758506138619,-0.1805758506138619,-0.1805758506138619
BigBazaar(Whitefield)Junc,-0.1813154184634983,0.3996598639455782,-0.181130329583113,-0.1813771147569601,-0.1813771147569601,-0.1813771147569601
A S CharStreet-MysoreRdJunc,-0.1907868240006422,0.3988095238095238,-0.2210032673178757,-0.1807146762282311,-0.1807146762282311,-0.1807146762282311
"Bellandur Junction, Outer ring road",-0.1897416128867829,0.3988095238095238,-0.2164456610773037,-0.1808402634899427,-0.1808402634899427,-0.1808402634899427
NationalCollege,-0.1813235808449087,0.3962585034013605,-0.1811381069341533,-0.1813854054818272,-0.1813854054818272,-0.1813854054818272
KCG HospitalJunction,-0.1813416926667151,0.3928571428571428,-0.181156282633227,-0.1814034960112111,-0.1814034960112111,-0.1814034960112111
Devanahalli new bus stand,-0.1813495073926938,0.3894557823129252,-0.1811640596675269,-0.1814113233010828,-0.1814113233010828,-0.1814113233010828
Basappa Circle Junction,-0.1813540176079822,0.3860544217687074,-0.1811686417161456,-0.1814158095719278,-0.1814158095719278,-0.1814158095719278
NCERT Junction,-0.1908917158122668,0.3852040816326531,-0.2212394815591652,-0.180775793896634,-0.180775793896634,-0.180775793896634
SubedarChatramRd near SheshadripuramPS,-0.1813585681872497,0.3826530612244897,-0.1811735770024583,-0.1814202319155136,-0.1814202319155136,-0.1814202319155136
KamakyaJunction,-0.1908929016708118,0.3818027210884353,-0.2212429368809948,-0.1807762232674174,-0.1807762232674174,-0.1807762232674174
TC Palya-OM RoadJunc,-0.1813652455538289,0.3792517006802721,-0.1811799288195154,-0.1814270177986001,-0.1814270177986001,-0.1814270177986001
BhadrappaLayout,-0.1946522738955547,0.3784013605442177,-0.2364557152938723,-0.1807177934294489,-0.1807177934294489,-0.1807177934294489
LalbaghWestGate,-0.1813654847192276,0.3758503401360544,-0.1811800607289534,-0.1814272927159856,-0.1814272927159856,-0.1814272927159856
BhashyamCircle-SadashivNagar,-0.1813778845993579,0.3724489795918367,-0.1811925549590232,-0.1814396611461362,-0.1814396611461362,-0.1814396611461362
GarebhavipalyaJunc,-0.1898922948171487,0.3698979591836734,-0.2164819223962732,-0.1810290856241072,-0.1810290856241072,-0.1810290856241072
K H Road-SiddaiahRdJunc(BMTC-BigBazaar),-0.1813854755427564,0.369047619047619,-0.1812003098238047,-0.1814471974490737,-0.1814471974490737,-0.1814471974490737
PurnimaTheaterJunc,-0.1813875895721174,0.3656462585034013,-0.1812025409758353,-0.1814492724375447,-0.1814492724375447,-0.1814492724375447
OldPoliceStation-Ashoknagar,-0.1909740149517055,0.3630952380952381,-0.2211986423726243,-0.1808991391447326,-0.1808991391447326,-0.1808991391447326
ColesParkJunc,-0.1813908857087001,0.3622448979591837,-0.1812054875422546,-0.1814526850975152,-0.1814526850975152,-0.1814526850975152
Srinivagilu(Ejipura)Junc,-0.1909827426873901,0.3613945578231293,-0.2211931634765246,-0.1809126024243453,-0.1809126024243453,-0.1809126024243453
GopalGowdaJUnc,-0.1814075626006797,0.358843537414966,-0.1812222444886921,-0.1814693353046755,-0.1814693353046755,-0.1814693353046755
ASC Junction,-0.1814176455888843,0.3554421768707483,-0.1812323386068956,-0.1814794145828806,-0.1814794145828806,-0.1814794145828806
BasavamantapaJunc-Dr RajkumarRd,-0.1814262757993627,0.3494897959183674,-0.1812409531928338,-0.181488050001539,-0.181488050001539,-0.181488050001539
DickensonRd-AdigasJunc,-0.1814416806244957,0.3460884353741496,-0.1812563340937339,-0.1815034628014164,-0.1815034628014164,-0.1815034628014164
ChandrikaJunction,-0.1814464543377458,0.342687074829932,-0.181261136820881,-0.1815082268433674,-0.1815082268433674,-0.1815082268433674
WilsonGarden12thCrossJunc,-0.1814522949481161,0.336734693877551,-0.1812672516103961,-0.1815139760606894,-0.1815139760606894,-0.1815139760606894
DevangaHostelJunction,-0.1814554045338224,0.3333333333333333,-0.1812705216326923,-0.1815170321675325,-0.1815170321675325,-0.1815170321675325
Peenya2ndStageBusStand,-0.1814576394306889,0.3299319727891157,-0.1812723724410717,-0.1815193950938947,-0.1815193950938947,-0.1815193950938947
VetenaryHospitalJunc-Shivajinagar,-0.1814594680250499,0.3265306122448979,-0.1812742451985234,-0.1815212089672253,-0.1815212089672253,-0.1815212089672253
WiproJunc-Koramangala,-0.1814649414635782,0.3231292517006803,-0.1812796278900234,-0.1815267126547632,-0.1815267126547632,-0.1815267126547632
BTM16thMain-ORR Junc,-0.1814692072466196,0.3197278911564625,-0.1812840382115081,-0.1815309302583234,-0.1815309302583234,-0.1815309302583234
"Narayanapura cross, Hegde nagar",0.0873923848264314,0.3180272108843537,0.895494154444196,-0.1819748717128234,-0.1819748717128234,-0.1819748717128234
MarenahalliRd-18thMainRdJunc,-0.1814849170543224,0.3163265306122449,-0.1812996084337122,-0.1815466865945258,-0.1815466865945258,-0.1815466865945258
EliteJunc,-0.1814870314111948,0.3129251700680271,-0.1813019259027966,-0.1815487332473275,-0.1815487332473275,-0.1815487332473275
"Jayanagar 4th main,36th cross",-0.1815039264389887,0.3095238095238095,-0.1813186865318207,-0.1815656730747113,-0.1815656730747113,-0.1815656730747113
17th Mn 1st Crs Aishwarya Stores Jn,-0.1815056376745688,0.3061224489795918,-0.1813203559891418,-0.1815673982363778,-0.1815673982363778,-0.1815673982363778
PlatformRdJunction,-0.181526540118273,0.3027210884353741,-0.1813414999336603,-0.1815882201798106,-0.1815882201798106,-0.1815882201798106
ElectronicCityGate-2Junc,-0.1815289385023075,0.2993197278911564,-0.1813438742347459,-0.1815906265914947,-0.1815906265914947,-0.1815906265914947
RajajinagarEntranceJunction,-0.1815472364785098,0.2933673469387755,-0.1813621160211374,-0.1816089432976339,-0.1816089432976339,-0.1816089432976339
SagarTheatreJunc,-0.1815498049105889,0.2899659863945578,-0.1813647676287881,-0.1816114840045225,-0.1816114840045225,-0.1816114840045225
MargosaRd-18thCrossJunc,-0.1815526171210674,0.2865646258503401,-0.1813676117279211,-0.1816142855854495,-0.1816142855854495,-0.1816142855854495
NTTF JunctionPeenya,-0.1815529205398965,0.2831632653061224,-0.1813677224274524,-0.1816146532440445,-0.1816146532440445,-0.1816146532440445
RRR(Okalipuram)Junction,-0.1815556137758022,0.2797619047619047,-0.1813705718593394,-0.1816172944146231,-0.1816172944146231,-0.1816172944146231
GovindapuraCross,-0.181581318102903,0.2763605442176871,-0.1813961134880004,-0.1816430529745371,-0.1816430529745371,-0.1816430529745371
RingRoad-UllalJunction,-0.1816079837191153,0.2729591836734694,-0.1814231826587027,-0.1816695840725862,-0.1816695840725862,-0.1816695840725862
CommandoHospitalJunc,-0.1816133550145565,0.2695578231292517,-0.1814284035926854,-0.1816750054885135,-0.1816750054885135,-0.1816750054885135
TVS CrossJunction,-0.1816637703861759,0.2636054421768707,-0.1814786517003427,-0.181725476614787,-0.181725476614787,-0.181725476614787
LowerAgaram(IndiaGarage)Junc,-0.1816772060629324,0.2602040816326531,-0.1814921436567969,-0.1817388935316443,-0.1817388935316443,-0.1817388935316443
"PriyadarshiniHotel,Jayamahal,RT Nagar",-0.1816898640192069,0.2568027210884353,-0.181505032854207,-0.1817514744075402,-0.1817514744075402,-0.1817514744075402
DoddaballapuraCrossJunc,-0.1816928414846336,0.2534013605442177,-0.1815078368197662,-0.1817545097062561,-0.1817545097062561,-0.1817545097062561
HainsJunc,-0.1817234725021289,0.2499999999999999,-0.181538706837306,-0.1817850610570698,-0.1817850610570698,-0.1817850610570698
Shivashankara circle,-0.1817283955158935,0.2465986394557823,-0.1815435433792282,-0.1817900128947819,-0.1817900128947819,-0.1817900128947819
ShankarMuttCircle,-0.1817293606816997,0.2431972789115646,-0.1815443764728131,-0.1817910220846618,-0.1817910220846618,-0.1817910220846618
HalliThindi,-0.1817463117765961,0.2397959183673469,-0.1815613647538352,-0.181807960784183,-0.181807960784183,-0.181807960784183
Malleswaram18thCrossRd-SampigeRdJunc,-0.1817492221701034,0.2363945578231293,-0.1815643712977839,-0.1818108391275432,-0.1818108391275432,-0.1818108391275432
UrvashiJunction,-0.1817681214143444,0.2329931972789116,-0.1815834415024301,-0.1818296813849824,-0.1818296813849824,-0.1818296813849824
DevanahalliCrossJunc,-0.181809339839339,0.2270408163265306,-0.1816244055312867,-0.1818709846086897,-0.1818709846086897,-0.1818709846086897
South end circle,-0.1818155493536653,0.2236394557823129,-0.1816306535133165,-0.1818771813004483,-0.1818771813004483,-0.1818771813004483
BEML GateJunc(SuranjandasRd),-0.1818159461555217,0.2202380952380952,-0.1816309563363613,-0.1818776094285752,-0.1818776094285752,-0.1818776094285752
KensingtonOvalJunc,-0.1818223425593389,0.2168367346938775,-0.1816373827879301,-0.1818839958164751,-0.1818839958164751,-0.1818839958164751
WilsonGarden10thCrossJunc,-0.1818304257056307,0.2134353741496598,-0.1816457452293225,-0.1818919858644001,-0.1818919858644001,-0.1818919858644001
MysoreRd--MadhuPetrolBunkJunction,-0.1915696883386824,0.2125850340136054,-0.2218329394797808,-0.1814819379583162,-0.1814819379583162,-0.1814819379583162
MintoJunction,-0.1818386868654241,0.2100340136054422,-0.1816539735232966,-0.1819002579794666,-0.1819002579794666,-0.1819002579794666
MICO Bande,-0.1818405409608318,0.2066326530612245,-0.1816558630566714,-0.1819021002622186,-0.1819021002622186,-0.1819021002622186
D'SouzaCircle,-0.1818516487096609,0.2032312925170068,-0.1816668885671447,-0.181913235423833,-0.181913235423833,-0.181913235423833
CashPharmacyJunction,-0.1915995518732297,0.2015306122448979,-0.2218627605280348,-0.1815118156549613,-0.1815118156549613,-0.1815118156549613
LinkRoadMalleswaramJunc,-0.1818779990318401,0.1998299319727891,-0.1816931540542529,-0.1819396140243692,-0.1819396140243692,-0.1819396140243692
JohnsonMarket,-0.1904653668242974,0.1972789115646258,-0.2170830884770252,-0.1815927929400548,-0.1815927929400548,-0.1815927929400548
LalbaghMainGateJunc,-0.1818920749902227,0.1964285714285714,-0.1817074746588274,-0.1819536084340212,-0.1819536084340212,-0.1819536084340212
28thMainJayanagarJunc,-0.1819278884245083,0.1904761904761904,-0.1817436872084894,-0.181989288829848,-0.181989288829848,-0.181989288829848
NandiCross(RaniCross),-0.1819518246961706,0.1870748299319727,-0.1817670767835145,-0.1820134073337226,-0.1820134073337226,-0.1820134073337226
PotteryCircle,-0.1819648119227608,0.183673469387755,-0.1817802437218613,-0.182026334656394,-0.182026334656394,-0.182026334656394
Basveshwarnagar 8th main Junction,-0.1820744761349054,0.1777210884353741,-0.1818897599613032,-0.1821360481927729,-0.1821360481927729,-0.1821360481927729
GowdanapalyaJunction,-0.182108508279761,0.1743197278911564,-0.1819238279881046,-0.1821700683769798,-0.1821700683769798,-0.1821700683769798
BHEL Gate,-0.1822346937408385,0.1649659863945577,-0.1820501459222953,-0.1822962096803529,-0.1822962096803529,-0.1822962096803529
NGV RearGateJunc,-0.1822583321587428,0.1615646258503401,-0.1820738942803471,-0.1823198114515414,-0.1823198114515414,-0.1823198114515414
27th Cross Jayanagar(Ganapathi Temple),-0.1822786094521588,0.1581632653061224,-0.1820941212666171,-0.182340105514006,-0.182340105514006,-0.182340105514006
Minerva Circle,-0.1822969701287889,0.1547619047619047,-0.1821125199897277,-0.182358453508476,-0.182358453508476,-0.182358453508476
NavarangBarJunc-Dr RajkumarRd,-0.1823295264484294,0.151360544217687,-0.1821451580832611,-0.1823909825701522,-0.1823909825701522,-0.1823909825701522
BagalakunteCrossJunction,-0.1823684202813865,0.1479591836734694,-0.1821840867653843,-0.1824298647867206,-0.1824298647867206,-0.1824298647867206
Bamboobazar(Shivajinagar),-0.1823804736747913,0.1445578231292517,-0.1821961568431824,-0.1824419126186609,-0.1824419126186609,-0.1824419126186609
SonyworldJunction,-0.1918027541388744,0.1445578231292517,-0.2220529425370389,-0.1817193580061529,-0.1817193580061529,-0.1817193580061529
"Trilight Circle,Race course Road",-0.1823834661895433,0.141156462585034,-0.1821991300613116,-0.1824449115656206,-0.1824449115656206,-0.1824449115656206
KR Road-14thCross Junc,-0.1824148243246683,0.1377551020408163,-0.1822304752965918,-0.1824762740006938,-0.1824762740006938,-0.1824762740006938
VishweswaraiahJunctio(Uttamsagar),-0.182506202934174,0.1318027210884353,-0.1823219370757009,-0.1825676248869984,-0.1825676248869984,-0.1825676248869984
Peenya14thCrossJunc,-0.1827337769726964,0.1241496598639455,-0.1825497417766901,-0.1827951220380318,-0.1827951220380318,-0.1827951220380318
BM ShriJunc(CMH-100FtRd)Junc,-0.1919533476259914,0.1156462585034013,-0.2222114369934842,-0.1818673178368272,-0.1818673178368272,-0.1818673178368272
SwagathMainRd-EastEndRdJunc,-0.1831555281148136,0.1122448979591836,-0.182972138750676,-0.1832166579028594,-0.1832166579028594,-0.1832166579028594
ChandraLayoutJunc-nearWaterTank,-0.1835878370012313,0.1088435374149659,-0.1868423467297566,-0.1825030004250562,-0.1825030004250562,-0.1825030004250562
UCO Bank(Forum),-0.1911246754814805,0.0977891156462585,-0.2177683783032191,-0.1822434412075676,-0.1822434412075676,-0.1822434412075676
J D MaraJunc,-0.1921843560620998,0.0765306122448979,-0.2224197983954346,-0.1821058752843215,-0.1821058752843215,-0.1821058752843215
Indiranasgar13thMainJunc,-0.1923572580423051,0.0654761904761904,-0.2226323790345669,-0.1822655510448845,-0.1822655510448845,-0.1822655510448845
AdugodiJunc,-0.1917882382534606,0.0535714285714285,-0.2184606656287391,-0.1828974291283678,-0.1828974291283678,-0.1828974291283678
RoyanCircle-Chamrajpete,-0.1928141151695087,0.0340136054421768,-0.2231388572498983,-0.1827058678093789,-0.1827058678093789,-0.1827058678093789
SafinaPlazaJunc,-0.1932550845217131,0.0229591836734693,-0.2235560871706566,-0.1831547503053986,-0.1831547503053986,-0.1831547503053986
GorappanapalyaJunction,-0.1938153260651608,0.0170068027210884,-0.2241253970968612,-0.183711969054594,-0.183711969054594,-0.183711969054594
KHB Junction,-0.1985762473319186,0.0144557823129251,-0.2458579682556372,-0.182815673690679,-0.182815673690679,-0.182815673690679
