junction,severity_raw,persistence_norm,hawkes_norm,duration_risk_norm,frailty_difficulty_norm,severity_norm,operational_burden_index
ManipalCentreJunc,234.52532218,0.0,0.0,4.545934537205419e-05,0.5,0.0007087757214605359,0.05018401283217094
HalliThindi,233.86138831666665,0.0,0.0,4.5330651384910625e-05,0.5,0.0007085557043343666,0.050183938523791334
RajajinagarEntranceJunction,228.90997253333333,0.0,0.0,4.437089097148102e-05,0.5,0.0007069148838682297,0.05018338435461278
VetenaryHospitalJunc-Shivajinagar,228.30707253333333,0.0,0.0,4.4254027516950605e-05,0.5,0.0007067150923939681,0.05018331687722604
CIL CrossJunction-JayamahalRd,228.30707253333333,0.0,0.0,4.4254027516950605e-05,0.5,0.0007067150923939681,0.05018331687722604
CholurpalyaJunction(MagadiRd),225.8752222,0.0,0.0,4.378264846428142e-05,0.5,0.0007059092158584233,0.050183044701234254
WiproJunc-Koramangala,215.32322236666667,0.0,0.0,4.1737295747864746e-05,0.5,0.0007024124508839516,0.05018186370708317
ASC Junction,213.34477135,0.0,0.0,4.1353801602190735e-05,0.5,0.0007017568236731803,0.05018164227615863
PuttammaChoultryNagarbhavi,211.18404209333332,0.0,0.0,4.093497545317931e-05,0.5,0.0007010407923517847,0.05018140044440592
SafinaPlazaJunc,193.54497905,0.0,0.0,3.751589792469438e-05,0.5,0.000695195487309457,0.05017942625651607
NandiCross(RaniCross),186.48597504333333,0.0,0.0,3.6147611983803604e-05,0.5,0.0006928562456154615,0.05017863620320144
GopalGowdaJUnc,178.19847564999998,0.0,0.0,3.454119996104097e-05,0.5,0.0006901099000826443,0.05017770865501482
Basappa Circle Junction,174.84790596666667,0.0,0.0,3.389174043568157e-05,0.5,0.000688999574561581,0.05017733365470575
KHB Junction,171.2303044,0.0,0.0,3.3190520637712954e-05,0.5,0.0006878007589200233,0.05017692876782567
HosmatJunction,171.2303044,0.0,0.0,3.3190520637712954e-05,0.5,0.0006878007589200233,0.05017692876782567
RajarajeshwariKalyanaMantapaJunc,171.2303044,0.0,0.0,3.3190520637712954e-05,0.5,0.0006878007589200233,0.05017692876782567
BhashyamCircle-SadashivNagar,167.09222258333335,0.0,0.0,3.2388413262982275e-05,0.5,0.0006864294643989309,0.05017646562808918
Arts&CraftsCircle,147.44819848,0.0,0.0,2.858070299993017e-05,0.5,0.0006799197471389645,0.05017426704223473
NTTF JunctionPeenya,138.39391698333333,0.0,0.0,2.682566134461219e-05,0.5,0.0006769193022084656,0.05017325367475381
ShankarMuttCircle,135.06321291666666,0.0,0.0,2.6180052482032754e-05,0.5,0.0006758155598369145,0.050172880897831534
KamakyaJunction,133.59634169999998,0.0,0.0,2.5895720689478617e-05,0.5,0.0006753294620380596,0.05017271672361294
South end circle,132.34731676666667,0.0,0.0,2.5653615251588513e-05,0.5,0.0006749155550338797,0.05017257693104621
KR Road-14thCross Junc,123.51028495,0.0,0.0,2.3940684307997896e-05,0.5,0.0006719871031931968,0.0501715878784445
"Trilight Circle,Race course Road",120.42757326666666,0.0,0.0,2.3343145186028117e-05,0.5,0.0006709655415545562,0.050171242857166544
TamarikannanJunc,119.86121308,0.0,0.0,2.3233364446399067e-05,0.5,0.0006707778587934729,0.05017117946936533
27th Cross Jayanagar(Ganapathi Temple),119.25386498333334,0.0,0.0,2.3115638792594238e-05,0.5,0.000670576593290698,0.050171111494141565
DevanahalliCrossJunc,114.15353626666666,0.0,0.0,2.2127013758475303e-05,0.5,0.0006688864254460784,0.05017054065842529
Fire Force Junction,111.80675209999998,0.0,0.0,2.1672123553210867e-05,0.5,0.0006681087384856672,0.0501702780031544
OldMadrasRd-DoubleRdJunc,102.3361991,0.0,0.0,1.9836393681103868e-05,0.5,0.000664970347797424,0.050169218046001524
AdugodiJunc,100.29257655,0.0,0.0,1.9440266975266686e-05,0.5,0.0006642931237766933,0.05016898932099047
LinkRoadMalleswaramJunc,93.24444893333333,0.0,0.0,1.807408926543946e-05,0.5,0.0006619574863454159,0.05016820048497617
ChandrikaJunction,89.97062291666667,0.0,0.0,1.7439505391100125e-05,0.5,0.0006608725924553088,0.050167834073922495
LowerAgaram(IndiaGarage)Junc,83.82316384333333,0.0,0.0,1.6247909265881964e-05,0.5,0.0006588354222592173,0.05016714604195469
TVS CrossJunction,74.80607221666668,0.0,0.0,1.450007632955841e-05,0.5,0.0006558473014603403,0.05016613683681452
MaharajaJunction,73.43176834333333,0.0,0.0,1.4233687379131717e-05,0.5,0.0006553918790073023,0.0501659830228587
Geeta Circle,70.25211858333334,0.0,0.0,1.361735821152452e-05,0.5,0.0006543381936313102,0.05016562715213956
Minerva Circle,66.14210221666667,0.0,0.0,1.2820690918797402e-05,0.5,0.0006529761995541244,0.050165167153526355
OldMadrasRd-BMTC DepotJunc,58.8197935,0.0,0.0,1.14013671639993e-05,0.5,0.0006505497028656175,0.05016434763079101
ColesParkJunc,57.07676813333333,0.0,0.0,1.1063506879237651e-05,0.5,0.0006499720919721335,0.05016415254902492
VishweswaraiahJunctio(Uttamsagar),57.07676813333333,0.0,0.0,1.1063506879237651e-05,0.5,0.0006499720919721335,0.05016415254902492
Peenya14thCrossJunc,57.07676813333333,0.0,0.0,1.1063506879237651e-05,0.5,0.0006499720919721335,0.05016415254902492
GovindapuraCross,57.07676813333333,0.0,0.0,1.1063506879237651e-05,0.5,0.0006499720919721335,0.05016415254902492
KensingtonOvalJunc,57.07676813333333,0.0,0.0,1.1063506879237651e-05,0.5,0.0006499720919721335,0.05016415254902492
DickensonRd-AdigasJunc,57.07676813333333,0.0,0.0,1.1063506879237651e-05,0.5,0.0006499720919721335,0.05016415254902492
K G Junction,57.07676813333333,0.0,0.0,1.1063506879237651e-05,0.5,0.0006499720919721335,0.05016415254902492
DMRoadJunc(Basavangudi),57.07676813333333,0.0,0.0,1.1063506879237651e-05,0.5,0.0006499720919721335,0.05016415254902492
ThomasCafe-New,57.07676813333333,0.0,0.0,1.1063506879237651e-05,0.5,0.0006499720919721335,0.05016415254902492
LalbaghWestGate,57.07676813333333,0.0,0.0,1.1063506879237651e-05,0.5,0.0006499720919721335,0.05016415254902492
MSRamaiahHospitalJunc,57.07676813333333,0.0,0.0,1.1063506879237651e-05,0.5,0.0006499720919721335,0.05016415254902492
17th Mn 1st Crs Aishwarya Stores Jn,55.782216733333335,0.0,0.0,1.0812576793533265e-05,0.5,0.000649543098220743,0.05016400766107422
YediyurMeternityHospital,53.0065693,0.0,0.0,1.0274557640078647e-05,0.5,0.0006486232927924202,0.05016369700684412
Basveshwarnagar 8th main Junction,39.95373769333333,0.0,0.0,7.744454815466356e-06,0.5,0.0006442977919299501,0.05016223611620481
NationalCollege,39.95373769333333,0.0,0.0,7.744454815466356e-06,0.5,0.0006442977919299501,0.05016223611620481
ESI(k r puram),39.95373769333333,0.0,0.0,7.744454815466356e-06,0.5,0.0006442977919299501,0.05016223611620481
Devanahalli new bus stand,39.95373769333333,0.0,0.0,7.744454815466356e-06,0.5,0.0006442977919299501,0.05016223611620481
BrigadeMillenium,39.95373769333333,0.0,0.0,7.744454815466356e-06,0.5,0.0006442977919299501,0.05016223611620481
AttiguppeCircleJunction,39.055831600000005,0.0,0.0,7.570408691878971e-06,0.5,0.0006440002401267729,0.05016213562133548
GorappanapalyaJunction,35.340997650000006,0.0,0.0,6.850341801177633e-06,0.5,0.0006427692032193136,0.05016171985207501
RoyanCircle-Chamrajpete,35.05571625,0.0,0.0,6.7950441234246534e-06,0.5,0.0006426746654991521,0.0501616879229933
BHEL Gate,31.145576100000003,0.0,0.0,6.037119947562912e-06,0.5,0.000641378907222261,0.050161250294797705
MarenahalliRd-18thMainRdJunc,20.46787118333333,0.0,0.0,3.967401116881243e-06,0.5,0.0006378404855818061,0.050160055231562986
GowdanapalyaJunction,19.04382405,0.0,0.0,3.691370154175229e-06,0.5,0.0006373685790032913,0.05015989585027395
"KuvempuCircleJunc,HAL MainGate",17.51995,0.0,0.0,3.395989185934655e-06,0.5,0.0006368635913717797,0.050159725296220835
BEML GateJunc(SuranjandasRd),-174.52356673333335,0.0,0.0,0.0,0.5,0.000573223423299929,0.050143305855824986
ISRO Junction-NewBEL Rd,-418.3878,0.0,0.0,0.0,0.5,0.0004924106936863918,0.0501231026734216
Geethanjali jn,-463.3811985333333,0.0,0.0,0.0,0.5,0.00047750059677975626,0.05011937514919494
ShivajiTalkiesJunc,-1904.3091002999995,0.0,0.0,0.0,0.5,0.0,0.05
