event_id,state_name,posterior_mean,posterior_variance,confidence,uncertainty_tier,effective_observation_variance,obs_noise_multiplier,generated_at
FKID000164,incident_intensity,0.294,0.017675,0.56,MEDIUM,0.034859,3.4859,2026-06-20T02:27:28.192130+00:00
FKID000164,lane_availability,0.7234,0.018716,0.5459,MEDIUM,0.034859,3.4859,2026-06-20T02:27:28.192130+00:00
FKID000164,capacity_utilization,0.3059,0.036408,0.382,MEDIUM,0.069718,3.4859,2026-06-20T02:27:28.192130+00:00
FKID005593,speed,51.4667,52.353975,0.55,MEDIUM,117.776382,4.7111,2026-06-20T02:27:28.192130+00:00
FKID005593,density,0.2946,0.021064,0.5165,MEDIUM,0.047111,4.7111,2026-06-20T02:27:28.192130+00:00
FKID005593,queue_length,180.1377,1913.466971,0.5142,MEDIUM,4239.949749,4.7111,2026-06-20T02:27:28.192130+00:00
FKID005593,travel_time,240.1906,212.163763,0.6952,LOW,471.105528,4.7111,2026-06-20T02:27:28.192130+00:00
FKID005593,incident_intensity,0.2614,0.02036,0.525,MEDIUM,0.047111,4.7111,2026-06-20T02:27:28.192130+00:00
FKID005593,lane_availability,1.0,0.021754,0.5084,MEDIUM,0.047111,4.7111,2026-06-20T02:27:28.192130+00:00
FKID005593,capacity_utilization,0.2794,0.042129,0.3481,MEDIUM,0.094221,4.7111,2026-06-20T02:27:28.192130+00:00
FKID004694,speed,51.0643,39.407886,0.6189,MEDIUM,67.725202,2.709,2026-06-20T02:27:28.192130+00:00
FKID004694,density,0.2119,0.015833,0.587,MEDIUM,0.02709,2.709,2026-06-20T02:27:28.192130+00:00
FKID004694,queue_length,95.0197,1434.897373,0.5853,MEDIUM,2438.107287,2.709,2026-06-20T02:27:28.192130+00:00
FKID004694,travel_time,210.829,159.183412,0.7525,LOW,270.90081,2.709,2026-06-20T02:27:28.192130+00:00
FKID004694,incident_intensity,0.1334,0.015431,0.5932,MEDIUM,0.02709,2.709,2026-06-20T02:27:28.192130+00:00
FKID004694,lane_availability,0.6822,0.016219,0.5811,MEDIUM,0.02709,2.709,2026-06-20T02:27:28.192130+00:00
FKID004694,capacity_utilization,0.2514,0.031665,0.4154,MEDIUM,0.05418,2.709,2026-06-20T02:27:28.192130+00:00
FKID003235,speed,39.1305,59.542117,0.518,MEDIUM,161.687898,6.4675,2026-06-20T02:27:28.192130+00:00
FKID003235,density,0.3973,0.023976,0.4841,MEDIUM,0.064675,6.4675,2026-06-20T02:27:28.192130+00:00
FKID003235,queue_length,206.7952,2180.746966,0.4815,MEDIUM,5820.764331,6.4675,2026-06-20T02:27:28.192130+00:00
FKID003235,travel_time,239.9864,241.729102,0.6669,MEDIUM,646.751592,6.4675,2026-06-20T02:27:28.192130+00:00
FKID003235,incident_intensity,0.5364,0.023067,0.4938,MEDIUM,0.064675,6.4675,2026-06-20T02:27:28.192130+00:00
FKID003235,lane_availability,0.7992,0.024873,0.475,MEDIUM,0.064675,6.4675,2026-06-20T02:27:28.192130+00:00
FKID003235,capacity_utilization,0.5241,0.047952,0.3194,HIGH,0.12935,6.4675,2026-06-20T02:27:28.192130+00:00
FKID005137,speed,55.8196,38.173507,0.6264,MEDIUM,64.159738,2.5664,2026-06-20T02:27:28.192130+00:00
FKID005137,density,0.2783,0.015335,0.5947,MEDIUM,0.025664,2.5664,2026-06-20T02:27:28.192130+00:00
FKID005137,queue_length,190.7263,1389.454489,0.5931,MEDIUM,2309.750567,2.5664,2026-06-20T02:27:28.192130+00:00
FKID005137,travel_time,233.6775,154.149753,0.7584,LOW,256.638952,2.5664,2026-06-20T02:27:28.192130+00:00
FKID005137,incident_intensity,0.4234,0.014958,0.6007,MEDIUM,0.025664,2.5664,2026-06-20T02:27:28.192130+00:00
FKID005137,lane_availability,0.8325,0.015697,0.5891,MEDIUM,0.025664,2.5664,2026-06-20T02:27:28.192130+00:00
FKID005137,capacity_utilization,0.3901,0.030669,0.4232,MEDIUM,0.051328,2.5664,2026-06-20T02:27:28.192130+00:00
FKID001489,speed,47.988,45.364886,0.5852,MEDIUM,87.463035,3.4985,2026-06-20T02:27:28.192130+00:00
FKID001489,density,0.3348,0.018238,0.5523,MEDIUM,0.034985,3.4985,2026-06-20T02:27:28.192130+00:00
FKID001489,queue_length,198.9249,1654.658756,0.5503,MEDIUM,3148.669245,3.4985,2026-06-20T02:27:28.192130+00:00
FKID001489,travel_time,240.163,183.519104,0.7251,LOW,349.852138,3.4985,2026-06-20T02:27:28.192130+00:00
FKID001489,incident_intensity,0.1707,0.017708,0.5596,MEDIUM,0.034985,3.4985,2026-06-20T02:27:28.192130+00:00
FKID001489,lane_availability,0.9099,0.018753,0.5454,MEDIUM,0.034985,3.4985,2026-06-20T02:27:28.192130+00:00
FKID001489,capacity_utilization,0.3055,0.036476,0.3815,MEDIUM,0.06997,3.4985,2026-06-20T02:27:28.192130+00:00
FKID004408,speed,47.1165,45.503684,0.5845,MEDIUM,87.980439,3.5192,2026-06-20T02:27:28.192130+00:00
FKID004408,density,0.3219,0.018294,0.5515,MEDIUM,0.035192,3.5192,2026-06-20T02:27:28.192130+00:00
FKID004408,queue_length,180.6496,1659.788295,0.5496,MEDIUM,3167.295813,3.5192,2026-06-20T02:27:28.192130+00:00
FKID004408,travel_time,208.647,184.086994,0.7245,LOW,351.921757,3.5192,2026-06-20T02:27:28.192130+00:00
FKID004408,incident_intensity,0.0622,0.01776,0.5589,MEDIUM,0.035192,3.5192,2026-06-20T02:27:28.192130+00:00
FKID004408,lane_availability,0.7381,0.018812,0.5446,MEDIUM,0.035192,3.5192,2026-06-20T02:27:28.192130+00:00
FKID004408,capacity_utilization,0.3151,0.036588,0.3808,MEDIUM,0.070384,3.5192,2026-06-20T02:27:28.192130+00:00
FKID004829,speed,56.0063,38.573685,0.6239,MEDIUM,65.29832,2.6119,2026-06-20T02:27:28.192130+00:00
FKID004829,density,0.2217,0.015496,0.5922,MEDIUM,0.026119,2.6119,2026-06-20T02:27:28.192130+00:00
FKID004829,queue_length,135.2425,1404.183225,0.5905,MEDIUM,2350.739534,2.6119,2026-06-20T02:27:28.192130+00:00
FKID004829,travel_time,242.1541,155.781294,0.7565,LOW,261.193282,2.6119,2026-06-20T02:27:28.192130+00:00
FKID004829,incident_intensity,0.1729,0.015111,0.5982,MEDIUM,0.026119,2.6119,2026-06-20T02:27:28.192130+00:00
FKID004829,lane_availability,0.7602,0.015866,0.5865,MEDIUM,0.026119,2.6119,2026-06-20T02:27:28.192130+00:00
FKID004829,capacity_utilization,0.2668,0.030992,0.4206,MEDIUM,0.052239,2.6119,2026-06-20T02:27:28.192130+00:00
FKID005079,speed,47.2259,45.184803,0.5862,MEDIUM,86.7961,3.4718,2026-06-20T02:27:28.192130+00:00
FKID005079,density,0.3672,0.018165,0.5533,MEDIUM,0.034718,3.4718,2026-06-20T02:27:28.192130+00:00
FKID005079,queue_length,226.662,1648.004141,0.5513,MEDIUM,3124.659589,3.4718,2026-06-20T02:27:28.192130+00:00
FKID005079,travel_time,307.501,182.782364,0.7259,LOW,347.184399,3.4718,2026-06-20T02:27:28.192130+00:00
FKID005079,incident_intensity,0.343,0.017639,0.5606,MEDIUM,0.034718,3.4718,2026-06-20T02:27:28.192130+00:00
FKID005079,lane_availability,0.7924,0.018676,0.5464,MEDIUM,0.034718,3.4718,2026-06-20T02:27:28.192130+00:00
FKID005079,capacity_utilization,0.4478,0.036331,0.3825,MEDIUM,0.069437,3.4718,2026-06-20T02:27:28.192130+00:00
FKID001592,speed,46.5213,39.610762,0.6177,MEDIUM,68.326618,2.7331,2026-06-20T02:27:28.192130+00:00
FKID001592,density,0.2662,0.015915,0.5857,MEDIUM,0.027331,2.7331,2026-06-20T02:27:28.192130+00:00
FKID001592,queue_length,121.2996,1442.369241,0.584,MEDIUM,2459.758247,2.7331,2026-06-20T02:27:28.192130+00:00
FKID001592,travel_time,230.8114,160.011016,0.7515,LOW,273.306472,2.7331,2026-06-20T02:27:28.192130+00:00
FKID001592,incident_intensity,0.4191,0.015509,0.592,MEDIUM,0.027331,2.7331,2026-06-20T02:27:28.192130+00:00
FKID001592,lane_availability,0.7675,0.016305,0.5798,MEDIUM,0.027331,2.7331,2026-06-20T02:27:28.192130+00:00
FKID001592,capacity_utilization,0.3807,0.031829,0.4141,MEDIUM,0.054661,2.7331,2026-06-20T02:27:28.192130+00:00
FKID000346,speed,47.4654,45.764728,0.5831,MEDIUM,88.961565,3.5585,2026-06-20T02:27:28.192130+00:00
FKID000346,density,0.3163,0.0184,0.5501,MEDIUM,0.035585,3.5585,2026-06-20T02:27:28.192130+00:00
FKID000346,queue_length,177.2209,1669.436719,0.5481,MEDIUM,3202.616346,3.5585,2026-06-20T02:27:28.192130+00:00
FKID000346,travel_time,251.5253,185.155151,0.7233,LOW,355.846261,3.5585,2026-06-20T02:27:28.192130+00:00
FKID000346,incident_intensity,0.2923,0.01786,0.5575,MEDIUM,0.035585,3.5585,2026-06-20T02:27:28.192130+00:00
FKID000346,lane_availability,0.6198,0.018923,0.5432,MEDIUM,0.035585,3.5585,2026-06-20T02:27:28.192130+00:00
FKID000346,capacity_utilization,0.4802,0.036799,0.3794,MEDIUM,0.071169,3.5585,2026-06-20T02:27:28.192130+00:00
FKID004519,speed,47.2874,46.151092,0.581,MEDIUM,90.433245,3.6173,2026-06-20T02:27:28.192130+00:00
FKID004519,density,0.3244,0.018556,0.548,MEDIUM,0.036173,3.6173,2026-06-20T02:27:28.192130+00:00
FKID004519,queue_length,184.2072,1683.719744,0.546,MEDIUM,3255.596836,3.6173,2026-06-20T02:27:28.192130+00:00
FKID004519,travel_time,277.8232,186.736354,0.7216,LOW,361.732982,3.6173,2026-06-20T02:27:28.192130+00:00
FKID004519,incident_intensity,0.008,0.018007,0.5555,MEDIUM,0.036173,3.6173,2026-06-20T02:27:28.192130+00:00
FKID004519,lane_availability,0.7595,0.019089,0.541,MEDIUM,0.036173,3.6173,2026-06-20T02:27:28.192130+00:00
FKID004519,capacity_utilization,0.288,0.037112,0.3774,MEDIUM,0.072347,3.6173,2026-06-20T02:27:28.192130+00:00
FKID003897,speed,47.299,43.907982,0.5931,MEDIUM,82.204239,3.2882,2026-06-20T02:27:28.192130+00:00
FKID003897,density,0.3454,0.01765,0.5604,MEDIUM,0.032882,3.2882,2026-06-20T02:27:28.192130+00:00
FKID003897,queue_length,205.3336,1600.841466,0.5585,MEDIUM,2959.352594,3.2882,2026-06-20T02:27:28.192130+00:00
FKID003897,travel_time,240.1554,177.560624,0.7316,LOW,328.816955,3.2882,2026-06-20T02:27:28.192130+00:00
FKID003897,incident_intensity,0.2983,0.017152,0.5674,MEDIUM,0.032882,3.2882,2026-06-20T02:27:28.192130+00:00
FKID003897,lane_availability,0.969,0.018131,0.5538,MEDIUM,0.032882,3.2882,2026-06-20T02:27:28.192130+00:00
FKID003897,capacity_utilization,0.334,0.035299,0.3893,MEDIUM,0.065763,3.2882,2026-06-20T02:27:28.192130+00:00
FKID004967,speed,47.3696,44.601548,0.5893,MEDIUM,84.669226,3.3868,2026-06-20T02:27:28.192130+00:00
FKID004967,density,0.3157,0.01793,0.5565,MEDIUM,0.033868,3.3868,2026-06-20T02:27:28.192130+00:00
FKID004967,queue_length,176.0609,1626.45579,0.5546,MEDIUM,3048.09212,3.3868,2026-06-20T02:27:28.192130+00:00
FKID004967,travel_time,243.8584,180.396648,0.7285,LOW,338.676902,3.3868,2026-06-20T02:27:28.192130+00:00
FKID004967,incident_intensity,0.0078,0.017417,0.5637,MEDIUM,0.033868,3.3868,2026-06-20T02:27:28.192130+00:00
FKID004967,lane_availability,0.294,0.018427,0.5498,MEDIUM,0.033868,3.3868,2026-06-20T02:27:28.192130+00:00
FKID004967,capacity_utilization,0.7191,0.035859,0.3855,MEDIUM,0.067735,3.3868,2026-06-20T02:27:28.192130+00:00
FKID005194,speed,40.6653,39.352267,0.6192,MEDIUM,67.561099,2.7024,2026-06-20T02:27:28.192130+00:00
FKID005194,density,0.2934,0.01581,0.5873,MEDIUM,0.027024,2.7024,2026-06-20T02:27:28.192130+00:00
FKID005194,queue_length,112.4756,1432.849086,0.5856,MEDIUM,2432.199546,2.7024,2026-06-20T02:27:28.192130+00:00
FKID005194,travel_time,286.7514,158.956537,0.7528,LOW,270.244394,2.7024,2026-06-20T02:27:28.192130+00:00
FKID005194,incident_intensity,0.4517,0.01541,0.5935,MEDIUM,0.027024,2.7024,2026-06-20T02:27:28.192130+00:00
FKID005194,lane_availability,0.7977,0.016195,0.5815,MEDIUM,0.027024,2.7024,2026-06-20T02:27:28.192130+00:00
FKID005194,capacity_utilization,0.3903,0.03162,0.4157,MEDIUM,0.054049,2.7024,2026-06-20T02:27:28.192130+00:00
FKID004492,speed,47.7886,52.967749,0.5472,MEDIUM,120.928733,4.8371,2026-06-20T02:27:28.192130+00:00
FKID004492,density,0.309,0.021313,0.5135,MEDIUM,0.048371,4.8371,2026-06-20T02:27:28.192130+00:00
FKID004492,queue_length,171.8254,1936.245502,0.5112,MEDIUM,4353.434376,4.8371,2026-06-20T02:27:28.192130+00:00
FKID004492,travel_time,207.9083,214.684096,0.6927,LOW,483.714931,4.8371,2026-06-20T02:27:28.192130+00:00
FKID004492,incident_intensity,0.0576,0.020592,0.5221,MEDIUM,0.048371,4.8371,2026-06-20T02:27:28.192130+00:00
FKID004492,lane_availability,0.8106,0.022019,0.5054,MEDIUM,0.048371,4.8371,2026-06-20T02:27:28.192130+00:00
FKID004492,capacity_utilization,0.2734,0.042626,0.3455,MEDIUM,0.096743,4.8371,2026-06-20T02:27:28.192130+00:00
FKID005244,speed,44.9918,39.310455,0.6195,MEDIUM,67.437952,2.6975,2026-06-20T02:27:28.192130+00:00
FKID005244,density,0.1888,0.015793,0.5876,MEDIUM,0.026975,2.6975,2026-06-20T02:27:28.192130+00:00
FKID005244,queue_length,34.5574,1431.309334,0.5859,MEDIUM,2427.766287,2.6975,2026-06-20T02:27:28.192130+00:00
FKID005244,travel_time,232.2883,158.785987,0.753,LOW,269.75181,2.6975,2026-06-20T02:27:28.192130+00:00
FKID005244,incident_intensity,0.5304,0.015394,0.5938,MEDIUM,0.026975,2.6975,2026-06-20T02:27:28.192130+00:00
FKID005244,lane_availability,0.6993,0.016178,0.5817,MEDIUM,0.026975,2.6975,2026-06-20T02:27:28.192130+00:00
FKID005244,capacity_utilization,0.3684,0.031587,0.416,MEDIUM,0.05395,2.6975,2026-06-20T02:27:28.192130+00:00
FKID004401,speed,51.9651,58.977104,0.5204,MEDIUM,157.5882,6.3035,2026-06-20T02:27:28.192130+00:00
FKID004401,density,0.3121,0.023747,0.4865,MEDIUM,0.063035,6.3035,2026-06-20T02:27:28.192130+00:00
FKID004401,queue_length,200.659,2159.697244,0.4839,MEDIUM,5673.175182,6.3035,2026-06-20T02:27:28.192130+00:00
FKID004401,travel_time,249.7804,239.401299,0.6691,MEDIUM,630.352798,6.3035,2026-06-20T02:27:28.192130+00:00
FKID004401,incident_intensity,0.2405,0.022855,0.4961,MEDIUM,0.063035,6.3035,2026-06-20T02:27:28.192130+00:00
FKID004401,lane_availability,0.7269,0.024626,0.4774,MEDIUM,0.063035,6.3035,2026-06-20T02:27:28.192130+00:00
FKID004401,capacity_utilization,0.3965,0.047494,0.3215,HIGH,0.126071,6.3035,2026-06-20T02:27:28.192130+00:00
FKID000002,speed,49.0848,44.812527,0.5882,MEDIUM,85.43278,3.4173,2026-06-20T02:27:28.192130+00:00
FKID000002,density,0.338,0.018015,0.5554,MEDIUM,0.034173,3.4173,2026-06-20T02:27:28.192130+00:00
FKID000002,queue_length,208.9551,1634.249566,0.5534,MEDIUM,3075.580073,3.4173,2026-06-20T02:27:28.192130+00:00
FKID000002,travel_time,240.1363,181.259546,0.7275,LOW,341.731119,3.4173,2026-06-20T02:27:28.192130+00:00
FKID000002,incident_intensity,0.1915,0.017497,0.5625,MEDIUM,0.034173,3.4173,2026-06-20T02:27:28.192130+00:00
FKID000002,lane_availability,0.772,0.018517,0.5486,MEDIUM,0.034173,3.4173,2026-06-20T02:27:28.192130+00:00
FKID000002,capacity_utilization,0.3747,0.03603,0.3844,MEDIUM,0.068346,3.4173,2026-06-20T02:27:28.192130+00:00
