query_event_id,query_cause,query_corridor,query_is_planned,retrieved_event_id,retrieved_cause,retrieved_corridor,final_similarity_score,gower_component,hybrid_component,retrieved_duration_min,retrieved_closure,retrieved_priority,rank,retrieval_stage
FKID001734,public_event,Non-corridor,True,FKID000994,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID001801,public_event,Non-corridor,True,FKID004426,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID001801,public_event,Non-corridor,True,FKID004632,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID001801,public_event,Non-corridor,True,FKID000433,public_event,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,3,stage1_only
FKID001801,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,4,stage1_only
FKID001801,public_event,Non-corridor,True,FKID005805,public_event,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,5,stage1_only
FKID001857,vip_movement,Old Airport Road,True,FKID002057,vip_movement,Mysore Road,0.7922,0.8556,0.75,67.6,1,High,1,stage1_only
FKID001857,vip_movement,Old Airport Road,True,FKID002008,vip_movement,Mysore Road,0.7922,0.8556,0.75,67.6,1,High,2,stage1_only
FKID001857,vip_movement,Old Airport Road,True,FKID001970,vip_movement,Mysore Road,0.7922,0.8556,0.75,67.6,1,High,3,stage1_only
FKID001857,vip_movement,Old Airport Road,True,FKID002015,vip_movement,Mysore Road,0.7922,0.8556,0.75,67.6,1,High,4,stage1_only
FKID001857,vip_movement,Old Airport Road,True,FKID001687,vip_movement,Non-corridor,0.7011,0.7778,0.65,67.6,1,Low,5,stage1_only
FKID001865,procession,Non-corridor,True,FKID000717,procession,Non-corridor,0.9947,0.9933,0.9957,39.3,0,Low,1,stage1_only
FKID001865,procession,Non-corridor,True,FKID004092,procession,Non-corridor,0.9909,0.984,0.9955,91.6,0,Low,2,stage1_only
FKID001865,procession,Non-corridor,True,FKID007575,procession,Non-corridor,0.9769,0.9689,0.9822,32.4,0,Low,3,stage1_only
FKID001865,procession,Non-corridor,True,FKID007408,procession,Non-corridor,0.9649,0.9456,0.9779,67.6,0,Low,4,stage1_only
FKID001865,procession,Non-corridor,True,FKID002110,procession,Non-corridor,0.9643,0.9372,0.9824,67.6,0,Low,5,stage1_only
FKID001896,vip_movement,Non-corridor,True,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID001896,vip_movement,Non-corridor,True,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID001896,vip_movement,Non-corridor,True,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID001896,vip_movement,Non-corridor,True,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID001896,vip_movement,Non-corridor,True,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID001925,vip_movement,Non-corridor,True,FKID001687,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID001925,vip_movement,Non-corridor,True,FKID002017,vip_movement,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,2,stage1_only
FKID001925,vip_movement,Non-corridor,True,FKID001896,vip_movement,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,3,stage1_only
FKID001925,vip_movement,Non-corridor,True,FKID001934,vip_movement,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,4,stage1_only
FKID001925,vip_movement,Non-corridor,True,FKID001676,vip_movement,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,5,stage1_only
FKID001934,vip_movement,Non-corridor,True,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID001934,vip_movement,Non-corridor,True,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID001934,vip_movement,Non-corridor,True,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID001934,vip_movement,Non-corridor,True,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID001934,vip_movement,Non-corridor,True,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID001970,vip_movement,Mysore Road,True,FKID002008,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,1,stage1_only
FKID001970,vip_movement,Mysore Road,True,FKID002057,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,2,stage1_only
FKID001970,vip_movement,Mysore Road,True,FKID002015,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,3,stage1_only
FKID001970,vip_movement,Mysore Road,True,FKID000241,vip_movement,Mysore Road,0.8139,0.7992,0.8237,21.0,0,High,4,stage1_only
FKID001970,vip_movement,Mysore Road,True,FKID007967,vip_movement,Mysore Road,0.8052,0.7707,0.8283,1.2,0,High,5,stage1_only
FKID001979,vip_movement,Non-corridor,True,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID001979,vip_movement,Non-corridor,True,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID001979,vip_movement,Non-corridor,True,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID001979,vip_movement,Non-corridor,True,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID001979,vip_movement,Non-corridor,True,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID001980,procession,Magadi Road,True,FKID004703,procession,Magadi Road,0.9438,0.9054,0.9694,67.6,0,High,1,stage1_only
FKID001980,procession,Magadi Road,True,FKID007161,procession,Magadi Road,0.8864,0.8493,0.9111,85.8,0,High,2,stage1_only
FKID001980,procession,Magadi Road,True,FKID002212,procession,Bannerghata Road,0.7676,0.8137,0.737,0.6,0,High,3,stage1_only
FKID001980,procession,Magadi Road,True,FKID007249,procession,Magadi Road,0.7532,0.6893,0.7958,259.4,1,High,4,stage1_only
FKID001980,procession,Magadi Road,True,FKID002071,procession,Mysore Road,0.7527,0.7636,0.7455,120.2,0,High,5,stage1_only
FKID001988,public_event,CBD 2,True,FKID000008,public_event,CBD 2,1.0,1.0,1.0,67.6,0,High,1,stage1_only
FKID001988,public_event,CBD 2,True,FKID000439,public_event,CBD 2,1.0,1.0,1.0,67.6,0,High,2,stage1_only
FKID001988,public_event,CBD 2,True,FKID000946,public_event,CBD 2,1.0,1.0,1.0,67.6,0,High,3,stage1_only
FKID001988,public_event,CBD 2,True,FKID001683,public_event,CBD 2,1.0,1.0,1.0,67.6,0,High,4,stage1_only
FKID001988,public_event,CBD 2,True,FKID001680,public_event,CBD 2,1.0,1.0,1.0,67.6,0,High,5,stage1_only
FKID002005,protest,Tumkur Road,True,FKID008080,protest,Mysore Road,0.7163,0.6792,0.7411,67.6,0,High,1,stage1_only
FKID002005,protest,Tumkur Road,True,FKID006807,protest,Mysore Road,0.7082,0.7138,0.7045,1440.0,0,High,2,stage1_only
FKID002005,protest,Tumkur Road,True,FKID007450,protest,Mysore Road,0.6954,0.6659,0.715,30.7,0,High,3,stage1_only
FKID002005,protest,Tumkur Road,True,FKID004165,protest,Non-corridor,0.6146,0.649,0.5917,1440.0,0,Low,4,stage1_only
FKID002005,protest,Tumkur Road,True,FKID006996,construction,Tumkur Road,0.5945,0.6056,0.5872,67.6,0,High,5,stage1_only
FKID002008,vip_movement,Mysore Road,True,FKID002015,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,1,stage1_only
FKID002008,vip_movement,Mysore Road,True,FKID002057,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,2,stage1_only
FKID002008,vip_movement,Mysore Road,True,FKID001970,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,3,stage1_only
FKID002008,vip_movement,Mysore Road,True,FKID000241,vip_movement,Mysore Road,0.8139,0.7992,0.8237,21.0,0,High,4,stage1_only
FKID002008,vip_movement,Mysore Road,True,FKID007967,vip_movement,Mysore Road,0.8052,0.7707,0.8283,1.2,0,High,5,stage1_only
FKID002015,vip_movement,Mysore Road,True,FKID002008,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,1,stage1_only
FKID002015,vip_movement,Mysore Road,True,FKID002057,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,2,stage1_only
FKID002015,vip_movement,Mysore Road,True,FKID001970,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,3,stage1_only
FKID002015,vip_movement,Mysore Road,True,FKID000241,vip_movement,Mysore Road,0.8139,0.7992,0.8237,21.0,0,High,4,stage1_only
FKID002015,vip_movement,Mysore Road,True,FKID007967,vip_movement,Mysore Road,0.8052,0.7707,0.8283,1.2,0,High,5,stage1_only
FKID002017,vip_movement,Non-corridor,True,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID002017,vip_movement,Non-corridor,True,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID002017,vip_movement,Non-corridor,True,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID002017,vip_movement,Non-corridor,True,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID002017,vip_movement,Non-corridor,True,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID002051,vip_movement,Non-corridor,True,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID002051,vip_movement,Non-corridor,True,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID002051,vip_movement,Non-corridor,True,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID002051,vip_movement,Non-corridor,True,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID002051,vip_movement,Non-corridor,True,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID002054,vip_movement,Non-corridor,True,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID002054,vip_movement,Non-corridor,True,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID002054,vip_movement,Non-corridor,True,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID002054,vip_movement,Non-corridor,True,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID002054,vip_movement,Non-corridor,True,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID002057,vip_movement,Mysore Road,True,FKID001970,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,1,stage1_only
FKID002057,vip_movement,Mysore Road,True,FKID002008,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,2,stage1_only
FKID002057,vip_movement,Mysore Road,True,FKID002015,vip_movement,Mysore Road,1.0,1.0,1.0,67.6,1,High,3,stage1_only
FKID002057,vip_movement,Mysore Road,True,FKID000241,vip_movement,Mysore Road,0.8139,0.7992,0.8237,21.0,0,High,4,stage1_only
FKID002057,vip_movement,Mysore Road,True,FKID007967,vip_movement,Mysore Road,0.8052,0.7707,0.8283,1.2,0,High,5,stage1_only
FKID002071,procession,Mysore Road,True,FKID007686,procession,Mysore Road,0.8009,0.7801,0.8148,67.6,1,High,1,stage1_only
FKID002071,procession,Mysore Road,True,FKID006314,procession,Mysore Road,0.8009,0.7801,0.8148,67.6,1,High,2,stage1_only
FKID002071,procession,Mysore Road,True,FKID002212,procession,Bannerghata Road,0.7593,0.7995,0.7324,0.6,0,High,3,stage1_only
FKID002071,procession,Mysore Road,True,FKID007191,procession,Airport New South Road,0.7409,0.7801,0.7148,67.6,0,High,4,stage1_only
FKID002071,procession,Mysore Road,True,FKID004703,procession,Magadi Road,0.7409,0.7801,0.7148,67.6,0,High,5,stage1_only
FKID002110,procession,Non-corridor,True,FKID007408,procession,Non-corridor,0.9858,0.9714,0.9955,67.6,0,Low,1,stage1_only
FKID002110,procession,Non-corridor,True,FKID000717,procession,Non-corridor,0.9681,0.9402,0.9868,39.3,0,Low,2,stage1_only
FKID002110,procession,Non-corridor,True,FKID001865,procession,Non-corridor,0.9643,0.9372,0.9824,15.7,0,Low,3,stage1_only
FKID002110,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9625,0.9388,0.9783,0.3,0,Low,4,stage1_only
FKID002110,procession,Non-corridor,True,FKID003153,procession,Non-corridor,0.9609,0.909,0.9955,376.5,0,Low,5,stage1_only
FKID002212,procession,Bannerghata Road,True,FKID007191,procession,Airport New South Road,0.7831,0.8591,0.7324,67.6,0,High,1,stage1_only
FKID002212,procession,Bannerghata Road,True,FKID004703,procession,Magadi Road,0.7831,0.8591,0.7324,67.6,0,High,2,stage1_only
FKID002212,procession,Bannerghata Road,True,FKID002071,procession,Mysore Road,0.7593,0.7995,0.7324,120.2,0,High,3,stage1_only
FKID002212,procession,Bannerghata Road,True,FKID006703,procession,Hosur Road,0.7156,0.7323,0.7045,67.6,0,High,4,stage1_only
FKID002212,procession,Bannerghata Road,True,FKID007161,procession,Magadi Road,0.6812,0.6919,0.6741,85.8,0,High,5,stage1_only
FKID002254,procession,Non-corridor,True,FKID000468,procession,Non-corridor,0.959,0.9175,0.9868,340.3,1,Low,1,stage1_only
FKID002254,procession,Non-corridor,True,FKID007787,procession,Non-corridor,0.9581,0.9089,0.9909,67.6,1,Low,2,stage1_only
FKID002254,procession,Non-corridor,True,FKID004509,procession,Non-corridor,0.9575,0.9205,0.9822,170.4,1,Low,3,stage1_only
FKID002254,procession,Non-corridor,True,FKID001167,procession,Non-corridor,0.9457,0.9039,0.9735,67.6,1,Low,4,stage1_only
FKID002254,procession,Non-corridor,True,FKID006315,procession,Non-corridor,0.9457,0.9039,0.9735,67.6,1,Low,5,stage1_only
FKID002282,procession,Hennur Main Road,True,FKID004703,procession,Magadi Road,0.7801,0.8453,0.7366,67.6,0,High,1,stage1_only
FKID002282,procession,Hennur Main Road,True,FKID007191,procession,Airport New South Road,0.7801,0.8453,0.7366,67.6,0,High,2,stage1_only
FKID002282,procession,Hennur Main Road,True,FKID002212,procession,Bannerghata Road,0.7711,0.8358,0.7281,0.6,0,High,3,stage1_only
FKID002282,procession,Hennur Main Road,True,FKID002071,procession,Mysore Road,0.7573,0.814,0.7196,120.2,0,High,4,stage1_only
FKID002282,procession,Hennur Main Road,True,FKID006703,procession,Hosur Road,0.7096,0.7364,0.6917,67.6,0,High,5,stage1_only
FKID002292,procession,Magadi Road,True,FKID004703,procession,Magadi Road,0.9609,0.942,0.9735,67.6,0,High,1,stage1_only
FKID002292,procession,Magadi Road,True,FKID007161,procession,Magadi Road,0.8874,0.832,0.9243,85.8,0,High,2,stage1_only
FKID002292,procession,Magadi Road,True,FKID002212,procession,Bannerghata Road,0.7848,0.8503,0.7411,0.6,0,High,3,stage1_only
FKID002292,procession,Magadi Road,True,FKID007249,procession,Magadi Road,0.7839,0.7461,0.8091,259.4,1,High,4,stage1_only
FKID002292,procession,Magadi Road,True,FKID007248,procession,Magadi Road,0.7833,0.751,0.8047,1.7,1,High,5,stage1_only
FKID002408,public_event,Old Airport Road,True,FKID002409,public_event,Old Airport Road,1.0,0.9999,1.0,409.2,0,High,1,stage1_only
FKID002408,public_event,Old Airport Road,True,FKID002410,public_event,Old Airport Road,0.9999,0.9997,1.0,413.9,0,High,2,stage1_only
FKID002408,public_event,Old Airport Road,True,FKID002416,public_event,Old Airport Road,0.9997,0.9992,1.0,400.5,0,High,3,stage1_only
FKID002408,public_event,Old Airport Road,True,FKID002411,public_event,Old Airport Road,0.9947,0.9932,0.9957,384.9,0,High,4,stage1_only
FKID002408,public_event,Old Airport Road,True,FKID006401,public_event,Old Airport Road,0.7119,0.6705,0.7395,67.6,1,High,5,stage1_only
FKID002409,public_event,Old Airport Road,True,FKID002408,public_event,Old Airport Road,1.0,0.9999,1.0,410.3,0,High,1,stage1_only
FKID002409,public_event,Old Airport Road,True,FKID002410,public_event,Old Airport Road,0.9999,0.9996,1.0,413.9,0,High,2,stage1_only
FKID002409,public_event,Old Airport Road,True,FKID002416,public_event,Old Airport Road,0.9997,0.9993,1.0,400.5,0,High,3,stage1_only
FKID002409,public_event,Old Airport Road,True,FKID002411,public_event,Old Airport Road,0.9947,0.9933,0.9957,384.9,0,High,4,stage1_only
FKID002409,public_event,Old Airport Road,True,FKID006401,public_event,Old Airport Road,0.712,0.6706,0.7395,67.6,1,High,5,stage1_only
FKID002410,public_event,Old Airport Road,True,FKID002408,public_event,Old Airport Road,0.9999,0.9997,1.0,410.3,0,High,1,stage1_only
FKID002410,public_event,Old Airport Road,True,FKID002409,public_event,Old Airport Road,0.9999,0.9996,1.0,409.2,0,High,2,stage1_only
FKID002410,public_event,Old Airport Road,True,FKID002416,public_event,Old Airport Road,0.9996,0.999,1.0,400.5,0,High,3,stage1_only
FKID002410,public_event,Old Airport Road,True,FKID002411,public_event,Old Airport Road,0.9946,0.9929,0.9957,384.9,0,High,4,stage1_only
FKID002410,public_event,Old Airport Road,True,FKID006401,public_event,Old Airport Road,0.7118,0.6702,0.7395,67.6,1,High,5,stage1_only
FKID002411,public_event,Old Airport Road,True,FKID002416,public_event,Old Airport Road,0.995,0.994,0.9957,400.5,0,High,1,stage1_only
FKID002411,public_event,Old Airport Road,True,FKID002409,public_event,Old Airport Road,0.9947,0.9933,0.9957,409.2,0,High,2,stage1_only
FKID002411,public_event,Old Airport Road,True,FKID002408,public_event,Old Airport Road,0.9947,0.9932,0.9957,410.3,0,High,3,stage1_only
FKID002411,public_event,Old Airport Road,True,FKID002410,public_event,Old Airport Road,0.9946,0.9929,0.9957,413.9,0,High,4,stage1_only
FKID002411,public_event,Old Airport Road,True,FKID006401,public_event,Old Airport Road,0.7082,0.6676,0.7352,67.6,1,High,5,stage1_only
FKID002416,public_event,Old Airport Road,True,FKID002409,public_event,Old Airport Road,0.9997,0.9993,1.0,409.2,0,High,1,stage1_only
FKID002416,public_event,Old Airport Road,True,FKID002408,public_event,Old Airport Road,0.9997,0.9992,1.0,410.3,0,High,2,stage1_only
FKID002416,public_event,Old Airport Road,True,FKID002410,public_event,Old Airport Road,0.9996,0.999,1.0,413.9,0,High,3,stage1_only
FKID002416,public_event,Old Airport Road,True,FKID002411,public_event,Old Airport Road,0.995,0.994,0.9957,384.9,0,High,4,stage1_only
FKID002416,public_event,Old Airport Road,True,FKID006401,public_event,Old Airport Road,0.7122,0.6713,0.7395,67.6,1,High,5,stage1_only
FKID002440,public_event,Non-corridor,True,FKID005099,public_event,Non-corridor,0.983,0.9712,0.9909,111.2,0,Low,1,stage1_only
FKID002440,public_event,Non-corridor,True,FKID005098,public_event,Non-corridor,0.983,0.9711,0.9909,113.1,0,Low,2,stage1_only
FKID002440,public_event,Non-corridor,True,FKID002445,public_event,Non-corridor,0.9349,0.8901,0.9648,67.6,0,Low,3,stage1_only
FKID002440,public_event,Non-corridor,True,FKID006806,public_event,Non-corridor,0.9349,0.8901,0.9648,67.6,0,Low,4,stage1_only
FKID002440,public_event,Non-corridor,True,FKID004906,public_event,Non-corridor,0.9293,0.8909,0.9549,241.5,0,Low,5,stage1_only
FKID002445,public_event,Non-corridor,True,FKID006806,public_event,Non-corridor,1.0,1.0,1.0,67.6,0,Low,1,stage1_only
FKID002445,public_event,Non-corridor,True,FKID005099,public_event,Non-corridor,0.9492,0.9121,0.9739,111.2,0,Low,2,stage1_only
FKID002445,public_event,Non-corridor,True,FKID005098,public_event,Non-corridor,0.9491,0.9119,0.9739,113.1,0,Low,3,stage1_only
FKID002445,public_event,Non-corridor,True,FKID002440,public_event,Non-corridor,0.9349,0.8901,0.9648,0.2,0,Low,4,stage1_only
FKID002445,public_event,Non-corridor,True,FKID004430,public_event,Non-corridor,0.9101,0.8078,0.9783,1333.9,0,Low,5,stage1_only
FKID002483,public_event,Old Madras Road,True,FKID001581,public_event,Old Madras Road,1.0,1.0,1.0,67.6,1,High,1,stage1_only
FKID002483,public_event,Old Madras Road,True,FKID001578,public_event,Old Madras Road,1.0,1.0,1.0,67.6,1,High,2,stage1_only
FKID002483,public_event,Old Madras Road,True,FKID001573,public_event,Old Madras Road,1.0,1.0,1.0,67.6,1,High,3,stage1_only
FKID002483,public_event,Old Madras Road,True,FKID008131,public_event,Hennur Main Road,0.8056,0.8889,0.75,67.6,1,High,4,stage1_only
FKID002483,public_event,Old Madras Road,True,FKID003763,public_event,ORR West 1,0.8056,0.8889,0.75,67.6,1,High,5,stage1_only
FKID002602,procession,Non-corridor,True,FKID002110,procession,Non-corridor,0.9795,0.9752,0.9824,67.6,0,Low,1,stage1_only
FKID002602,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9693,0.943,0.9868,0.3,0,Low,2,stage1_only
FKID002602,procession,Non-corridor,True,FKID007408,procession,Non-corridor,0.9653,0.9466,0.9779,67.6,0,Low,3,stage1_only
FKID002602,procession,Non-corridor,True,FKID001648,procession,Non-corridor,0.9626,0.946,0.9737,19.3,0,Low,4,stage1_only
FKID002602,procession,Non-corridor,True,FKID000717,procession,Non-corridor,0.9614,0.936,0.9783,39.3,0,Low,5,stage1_only
FKID002639,protest,Non-corridor,True,FKID004535,protest,Non-corridor,0.9176,0.855,0.9593,18.2,0,Low,1,stage1_only
FKID002639,protest,Non-corridor,True,FKID000922,protest,Non-corridor,0.8402,0.8454,0.8368,0.7,1,Low,2,stage1_only
FKID002639,protest,Non-corridor,True,FKID000921,protest,Non-corridor,0.8402,0.8454,0.8368,0.1,1,Low,3,stage1_only
FKID002639,protest,Non-corridor,True,FKID004165,protest,Non-corridor,0.8378,0.6817,0.9419,1440.0,0,Low,4,stage1_only
FKID002639,protest,Non-corridor,True,FKID001198,protest,Non-corridor,0.8351,0.8323,0.837,2.7,1,Low,5,stage1_only
FKID002684,procession,Hosur Road,True,FKID006703,procession,Hosur Road,0.883,0.8145,0.9287,67.6,0,High,1,stage1_only
FKID002684,procession,Hosur Road,True,FKID007191,procession,Airport New South Road,0.7739,0.8494,0.7235,67.6,0,High,2,stage1_only
FKID002684,procession,Hosur Road,True,FKID004703,procession,Magadi Road,0.7739,0.8494,0.7235,67.6,0,High,3,stage1_only
FKID002684,procession,Hosur Road,True,FKID002212,procession,Bannerghata Road,0.7649,0.8398,0.715,0.6,0,High,4,stage1_only
FKID002684,procession,Hosur Road,True,FKID002071,procession,Mysore Road,0.7363,0.781,0.7065,120.2,0,High,5,stage1_only
FKID002883,public_event,Hennur Main Road,True,FKID008131,public_event,Hennur Main Road,0.7559,0.6546,0.8235,67.6,1,High,1,stage1_only
FKID002883,public_event,Hennur Main Road,True,FKID003577,public_event,Mysore Road,0.7217,0.6925,0.7411,0.6,0,High,2,stage1_only
FKID002883,public_event,Hennur Main Road,True,FKID006639,public_event,Bellary Road 2,0.7031,0.7006,0.7047,1440.0,0,High,3,stage1_only
FKID002883,public_event,Hennur Main Road,True,FKID000439,public_event,CBD 2,0.6959,0.6546,0.7235,67.6,0,High,4,stage1_only
FKID002883,public_event,Hennur Main Road,True,FKID005754,public_event,Bellary Road 1,0.6959,0.6546,0.7235,67.6,0,High,5,stage1_only
FKID003127,public_event,Non-corridor,True,FKID001691,public_event,Non-corridor,0.9679,0.9527,0.9781,234.2,1,Low,1,stage1_only
FKID003127,public_event,Non-corridor,True,FKID004426,public_event,Non-corridor,0.9407,0.9176,0.9561,67.6,1,Low,2,stage1_only
FKID003127,public_event,Non-corridor,True,FKID001801,public_event,Non-corridor,0.9407,0.9176,0.9561,67.6,1,Low,3,stage1_only
FKID003127,public_event,Non-corridor,True,FKID004632,public_event,Non-corridor,0.9407,0.9176,0.9561,67.6,1,Low,4,stage1_only
FKID003127,public_event,Non-corridor,True,FKID005805,public_event,Non-corridor,0.9274,0.8843,0.9561,67.6,1,Low,5,stage1_only
FKID003153,procession,Non-corridor,True,FKID002110,procession,Non-corridor,0.9609,0.909,0.9955,67.6,0,Low,1,stage1_only
FKID003153,procession,Non-corridor,True,FKID007408,procession,Non-corridor,0.9467,0.8804,0.9909,67.6,0,Low,2,stage1_only
FKID003153,procession,Non-corridor,True,FKID000717,procession,Non-corridor,0.945,0.8754,0.9913,39.3,0,Low,3,stage1_only
FKID003153,procession,Non-corridor,True,FKID001865,procession,Non-corridor,0.9397,0.8688,0.987,15.7,0,Low,4,stage1_only
FKID003153,procession,Non-corridor,True,FKID004092,procession,Non-corridor,0.9353,0.8645,0.9824,91.6,0,Low,5,stage1_only
FKID003180,procession,Non-corridor,True,FKID001167,procession,Non-corridor,0.9247,0.8906,0.9474,67.6,1,Low,1,stage1_only
FKID003180,procession,Non-corridor,True,FKID006315,procession,Non-corridor,0.9247,0.8906,0.9474,67.6,1,Low,2,stage1_only
FKID003180,procession,Non-corridor,True,FKID002254,procession,Non-corridor,0.9241,0.9016,0.9391,6.6,1,Low,3,stage1_only
FKID003180,procession,Non-corridor,True,FKID000468,procession,Non-corridor,0.9111,0.8628,0.9433,340.3,1,Low,4,stage1_only
FKID003180,procession,Non-corridor,True,FKID004509,procession,Non-corridor,0.9096,0.8659,0.9387,170.4,1,Low,5,stage1_only
FKID003577,public_event,Mysore Road,True,FKID006666,public_event,Mysore Road,0.9161,0.8449,0.9636,3.4,0,High,1,stage1_only
FKID003577,public_event,Mysore Road,True,FKID003704,public_event,Mysore Road,0.8222,0.8204,0.8233,67.6,1,High,2,stage1_only
FKID003577,public_event,Mysore Road,True,FKID005634,public_event,Mysore Road,0.8131,0.8107,0.8146,67.6,1,High,3,stage1_only
FKID003577,public_event,Mysore Road,True,FKID000008,public_event,CBD 2,0.7622,0.8204,0.7233,67.6,0,High,4,stage1_only
FKID003577,public_event,Mysore Road,True,FKID001064,public_event,Bellary Road 1,0.7622,0.8204,0.7233,67.6,0,High,5,stage1_only
FKID003704,public_event,Mysore Road,True,FKID005634,public_event,Mysore Road,0.9761,0.9533,0.9913,67.6,1,High,1,stage1_only
FKID003704,public_event,Mysore Road,True,FKID003577,public_event,Mysore Road,0.8222,0.8204,0.8233,0.6,0,High,2,stage1_only
FKID003704,public_event,Mysore Road,True,FKID004486,public_event,Bellary Road 1,0.8056,0.8889,0.75,67.6,1,High,3,stage1_only
FKID003704,public_event,Mysore Road,True,FKID008131,public_event,Hennur Main Road,0.8056,0.8889,0.75,67.6,1,High,4,stage1_only
FKID003704,public_event,Mysore Road,True,FKID006283,public_event,Hosur Road,0.8056,0.8889,0.75,67.6,1,High,5,stage1_only
FKID003731,procession,Non-corridor,True,FKID005248,procession,Non-corridor,0.9278,0.8942,0.9502,1440.0,0,Low,1,stage1_only
FKID003731,procession,Non-corridor,True,FKID007408,procession,Non-corridor,0.9241,0.8362,0.9826,67.6,0,Low,2,stage1_only
FKID003731,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9235,0.8221,0.9911,0.3,0,Low,3,stage1_only
FKID003731,procession,Non-corridor,True,FKID003153,procession,Non-corridor,0.9207,0.8414,0.9735,376.5,0,Low,4,stage1_only
FKID003731,procession,Non-corridor,True,FKID001648,procession,Non-corridor,0.9179,0.8276,0.9781,19.3,0,Low,5,stage1_only
