event_id,duration_sanity_flag,excluded_from_posterior,quality_weight,data_quality_flag,duration_guard_reason,generated_at
FKID006674,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006675,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006676,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID000332,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006677,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004709,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004711,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006680,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004713,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004715,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004716,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006681,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006682,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004717,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006685,0,1,0.6000000000000001,flagged,raw_quantile_crossing|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005285,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004730,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006691,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004760,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004733,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006694,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006696,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006697,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006698,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004744,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006699,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004753,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006702,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006704,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006705,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004790,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004795,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004799,0,0,0.8,flagged,raw_quantile_crossing,2026-06-20T01:47:22.930010+00:00
FKID006710,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004796,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006711,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006713,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006715,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006716,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006717,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004835,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006719,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006721,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004843,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004849,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006726,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004851,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006729,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006730,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID000565,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID004861,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006731,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004876,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006734,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004893,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID004895,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006739,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006741,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006742,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006743,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006744,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004910,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004918,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006745,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004923,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006746,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004929,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004947,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004939,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006684,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006748,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006749,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006750,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005286,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006757,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004949,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004954,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004956,0,0,0.8,flagged,raw_quantile_crossing,2026-06-20T01:47:22.930010+00:00
FKID006764,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004959,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006765,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006767,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006768,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006769,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006770,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006773,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006774,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006775,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006762,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006776,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005288,0,1,0.6000000000000001,flagged,raw_quantile_crossing|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006778,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006784,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006785,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID001133,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID004985,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006789,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006791,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006793,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006792,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006799,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006800,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004996,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006801,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005030,0,0,0.8,flagged,raw_quantile_crossing,2026-06-20T01:47:22.930010+00:00
FKID004998,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005001,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006802,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006803,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005289,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005290,0,1,0.6000000000000001,flagged,raw_quantile_crossing|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006805,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005004,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005291,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005292,0,1,0.6000000000000001,flagged,p95_clamped|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006807,0,1,0.6000000000000001,flagged,p95_clamped|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005005,0,1,0.6000000000000001,flagged,raw_quantile_crossing|p95_clamped|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006810,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006811,0,1,0.6000000000000001,flagged,raw_quantile_crossing|p95_clamped|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006813,0,1,0.6000000000000001,flagged,raw_quantile_crossing|p95_clamped|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005024,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005018,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006815,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006816,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006818,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006817,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006819,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005021,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006822,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006823,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006826,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006829,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005040,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006831,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005293,0,1,0.6000000000000001,flagged,raw_quantile_crossing|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006832,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005294,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005295,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006834,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005046,0,0,0.8,flagged,raw_quantile_crossing,2026-06-20T01:47:22.930010+00:00
FKID005045,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006838,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005297,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005044,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005298,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005048,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006840,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID001976,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006827,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006841,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006855,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID001972,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006844,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006845,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005054,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006851,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006852,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006853,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006854,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006856,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005055,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005058,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005057,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005056,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID000227,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005059,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID000236,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006857,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006867,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006868,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006869,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006870,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006871,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005327,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006892,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID000112,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID002644,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006893,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006894,0,1,0.6000000000000001,flagged,raw_quantile_crossing|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006895,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005079,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006896,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID000944,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006918,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006922,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID003362,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005339,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006930,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006934,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006935,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006936,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005086,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005341,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005342,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004160,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005090,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006942,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006946,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006948,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006949,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006950,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005100,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005101,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006955,0,1,0.6000000000000001,flagged,p95_clamped|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006956,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006959,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006961,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006960,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006962,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006963,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006951,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006952,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006966,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005107,0,1,0.6000000000000001,flagged,p95_clamped|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005106,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006969,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005344,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006970,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006971,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005345,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006972,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005114,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005347,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005348,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005349,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006978,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005125,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006979,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005127,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005354,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006982,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006985,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006990,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005356,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006995,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005133,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006997,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005134,0,0,0.8,flagged,raw_quantile_crossing,2026-06-20T01:47:22.930010+00:00
FKID004693,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005137,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005377,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005378,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005379,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005380,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005382,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007011,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007012,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007013,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007015,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007016,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005384,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007020,0,1,0.6000000000000001,flagged,raw_quantile_crossing|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID007021,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007022,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007025,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007026,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007027,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005389,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID007029,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007030,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID007031,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004125,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005394,0,0,0.8,flagged,raw_quantile_crossing,2026-06-20T01:47:22.930010+00:00
FKID005402,0,1,0.6000000000000001,flagged,raw_quantile_crossing|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID007046,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005395,0,0,0.8,flagged,raw_quantile_crossing|p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005396,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005404,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005400,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007050,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID007052,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005399,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005403,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005405,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005408,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005409,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007053,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007056,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005412,0,0,0.8,flagged,raw_quantile_crossing,2026-06-20T01:47:22.930010+00:00
FKID005415,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007068,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005416,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005417,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005419,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005420,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005421,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005422,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007075,0,1,0.6000000000000001,flagged,p95_clamped|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID007076,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005426,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID007077,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007078,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005429,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005428,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID007079,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005430,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004178,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID007084,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
