level,stratum,n_obs,mu_prior,sigma_prior,mu_posterior,sigma_posterior,observed_mean,posterior_predictive_mean,posterior_predictive_std,posterior_mean_error,ppc_coverage_50pct,ppc_coverage_80pct,ppc_coverage_95pct,ppc_tail_discrepancy_5pct,kl_prior_to_posterior,same_level_comparable,notes,generated_at
cause,water_logging__cause_level,157,7.9016,1.7457,7.825,0.8128,6.4295,7.8054,0.7913,-1.3956,0.1274,0.2866,0.414,0.4336,1.0462,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1.0462,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,6.1285,0.5878,6.4295,6.1288,0.5891,0.3009,0.0191,0.0892,0.2357,0.3253,7.37,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=7.3700,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,8.452,0.664,6.4295,8.4638,0.6786,-2.0225,0.1146,0.2548,0.3885,0.5228,2.3324,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=2.3324,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,9.9812,0.003,6.4295,9.9812,0.003,-3.5518,0.0,0.0064,0.0191,0.9495,403885.9476,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=403885.9476,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,6.1732,0.8108,6.4295,6.1462,0.8139,0.2562,0.0446,0.1847,0.3312,0.2553,3.3228,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=3.3228,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,7.4514,1.064,6.4295,7.4841,1.0669,-1.0219,0.1975,0.3185,0.4713,0.3826,0.4404,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=0.4404,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,6.049,0.5423,6.4295,6.0537,0.5467,0.3805,0.0127,0.0892,0.1975,0.3253,9.3481,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=9.3481,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,7.5497,1.1596,6.4295,7.5303,1.1554,-1.1202,0.2102,0.3567,0.5541,0.3699,0.2701,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=0.2701,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,6.3473,0.7182,6.4295,6.3826,0.7171,0.0821,0.0446,0.1656,0.2739,0.3126,3.9079,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=3.9079,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,7.5491,1.0095,6.4295,7.5391,0.9957,-1.1196,0.1783,0.3248,0.4459,0.4081,0.5083,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=0.5083,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,4.5476,0.001,6.4295,4.5476,0.001,1.8818,0.0064,0.0064,0.0064,0.2489,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,3.9767,0.6895,6.4295,4.0015,0.6871,2.4527,0.1783,0.2739,0.3694,0.0132,17.9757,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=17.9757,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,6.7437,0.8145,6.4295,6.7334,0.7996,-0.3142,0.1274,0.172,0.3312,0.3508,2.0452,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=2.0452,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,7.659,0.8851,6.4295,7.6479,0.9028,-1.2295,0.1465,0.3057,0.414,0.4272,0.8031,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=0.8031,2026-06-19T09:44:52Z
cause,water_logging__cause_level,157,7.9016,1.7457,8.0849,1.076,6.4295,8.0385,1.1047,-1.6554,0.1847,0.4076,0.5414,0.4336,0.3467,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=0.3467,2026-06-19T09:44:52Z
global,global,934,4.1025,1.2394,4.5825,0.0582,4.6867,4.5847,0.0599,0.1043,0.0171,0.0385,0.061,0.5671,257.3735,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=257.3735,2026-06-19T09:44:52Z
