junction,gi_star_h1,gi_star_h2,gi_star_h3,gi_star_h5,sps,nhi
Kammanahalli-RingRoadJunction,-0.2434559205236214,-0.1805536351590768,-0.1805536351590768,-0.1805536351590768,-0.19627920650021297,0.4056122448979592
ISRO Junction-NewBEL Rd,-0.18110704842383557,-0.1813544094326478,-0.1813544094326478,-0.1813544094326478,-0.18129256918044473,0.403061224489796
KuvempuCircle,-0.2362631383298923,-0.1805758506138619,-0.1805758506138619,-0.1805758506138619,-0.19449767254286948,0.4022108843537415
BigBazaar(Whitefield)Junc,-0.18113032958311304,-0.18137711475696017,-0.18137711475696017,-0.18137711475696017,-0.18131541846349838,0.39965986394557823
A S CharStreet-MysoreRdJunc,-0.2210032673178757,-0.1807146762282311,-0.1807146762282311,-0.1807146762282311,-0.19078682400064226,0.39880952380952384
"Bellandur Junction, Outer ring road",-0.2164456610773037,-0.18084026348994273,-0.18084026348994273,-0.18084026348994273,-0.18974161288678298,0.39880952380952384
NationalCollege,-0.18113810693415336,-0.18138540548182724,-0.18138540548182724,-0.18138540548182724,-0.18132358084490877,0.3962585034013605
KCG HospitalJunction,-0.18115628263322708,-0.1814034960112111,-0.1814034960112111,-0.1814034960112111,-0.1813416926667151,0.39285714285714285
Devanahalli new bus stand,-0.1811640596675269,-0.1814113233010828,-0.1814113233010828,-0.1814113233010828,-0.18134950739269382,0.3894557823129252
Basappa Circle Junction,-0.18116864171614563,-0.18141580957192785,-0.18141580957192785,-0.18141580957192785,-0.18135401760798228,0.38605442176870747
NCERT Junction,-0.2212394815591652,-0.18077579389663406,-0.18077579389663406,-0.18077579389663406,-0.19089171581226688,0.3852040816326531
SubedarChatramRd near SheshadripuramPS,-0.18117357700245834,-0.1814202319155136,-0.1814202319155136,-0.1814202319155136,-0.18135856818724977,0.3826530612244897
KamakyaJunction,-0.22124293688099483,-0.18077622326741744,-0.18077622326741744,-0.18077622326741744,-0.1908929016708118,0.3818027210884353
TC Palya-OM RoadJunc,-0.18117992881951545,-0.1814270177986001,-0.1814270177986001,-0.1814270177986001,-0.18136524555382894,0.3792517006802721
BhadrappaLayout,-0.2364557152938723,-0.18071779342944896,-0.18071779342944896,-0.18071779342944896,-0.19465227389555478,0.3784013605442177
LalbaghWestGate,-0.18118006072895348,-0.18142729271598562,-0.18142729271598562,-0.18142729271598562,-0.1813654847192276,0.37585034013605445
BhashyamCircle-SadashivNagar,-0.18119255495902323,-0.1814396611461362,-0.1814396611461362,-0.1814396611461362,-0.18137788459935794,0.3724489795918367
GarebhavipalyaJunc,-0.21648192239627323,-0.18102908562410727,-0.18102908562410727,-0.18102908562410727,-0.18989229481714875,0.3698979591836734
K H Road-SiddaiahRdJunc(BMTC-BigBazaar),-0.18120030982380472,-0.18144719744907373,-0.18144719744907373,-0.18144719744907373,-0.18138547554275647,0.36904761904761907
PurnimaTheaterJunc,-0.18120254097583535,-0.18144927243754477,-0.18144927243754477,-0.18144927243754477,-0.18138758957211742,0.3656462585034013
OldPoliceStation-Ashoknagar,-0.2211986423726243,-0.18089913914473263,-0.18089913914473263,-0.18089913914473263,-0.19097401495170555,0.3630952380952381
ColesParkJunc,-0.18120548754225468,-0.18145268509751528,-0.18145268509751528,-0.18145268509751528,-0.18139088570870016,0.3622448979591837
Srinivagilu(Ejipura)Junc,-0.22119316347652462,-0.18091260242434531,-0.18091260242434531,-0.18091260242434531,-0.19098274268739013,0.3613945578231293
GopalGowdaJUnc,-0.18122224448869217,-0.18146933530467557,-0.18146933530467557,-0.18146933530467557,-0.18140756260067972,0.358843537414966
ASC Junction,-0.1812323386068956,-0.18147941458288064,-0.18147941458288064,-0.18147941458288064,-0.18141764558888437,0.35544217687074836
BasavamantapaJunc-Dr RajkumarRd,-0.18124095319283387,-0.18148805000153906,-0.18148805000153906,-0.18148805000153906,-0.18142627579936277,0.3494897959183674
DickensonRd-AdigasJunc,-0.18125633409373398,-0.1815034628014164,-0.1815034628014164,-0.1815034628014164,-0.18144168062449578,0.34608843537414963
ChandrikaJunction,-0.18126113682088105,-0.18150822684336745,-0.18150822684336745,-0.18150822684336745,-0.18144645433774584,0.342687074829932
WilsonGarden12thCrossJunc,-0.1812672516103961,-0.18151397606068942,-0.18151397606068942,-0.18151397606068942,-0.1814522949481161,0.33673469387755106
DevangaHostelJunction,-0.1812705216326923,-0.1815170321675325,-0.1815170321675325,-0.1815170321675325,-0.18145540453382247,0.3333333333333333
Peenya2ndStageBusStand,-0.18127237244107175,-0.18151939509389473,-0.18151939509389473,-0.18151939509389473,-0.18145763943068896,0.3299319727891157
VetenaryHospitalJunc-Shivajinagar,-0.18127424519852348,-0.18152120896722537,-0.18152120896722537,-0.18152120896722537,-0.1814594680250499,0.32653061224489793
WiproJunc-Koramangala,-0.18127962789002341,-0.1815267126547632,-0.1815267126547632,-0.1815267126547632,-0.18146494146357825,0.3231292517006803
BTM16thMain-ORR Junc,-0.1812840382115081,-0.18153093025832348,-0.18153093025832348,-0.18153093025832348,-0.18146920724661963,0.31972789115646255
"Narayanapura cross, Hegde nagar",0.895494154444196,-0.18197487171282348,-0.18197487171282348,-0.18197487171282348,0.08739238482643141,0.31802721088435376
MarenahalliRd-18thMainRdJunc,-0.1812996084337122,-0.18154668659452583,-0.18154668659452583,-0.18154668659452583,-0.18148491705432246,0.3163265306122449
EliteJunc,-0.18130192590279665,-0.18154873324732757,-0.18154873324732757,-0.18154873324732757,-0.18148703141119482,0.31292517006802717
"Jayanagar 4th main,36th cross",-0.1813186865318207,-0.18156567307471136,-0.18156567307471136,-0.18156567307471136,-0.18150392643898872,0.30952380952380953
17th Mn 1st Crs Aishwarya Stores Jn,-0.1813203559891418,-0.1815673982363778,-0.1815673982363778,-0.1815673982363778,-0.18150563767456881,0.30612244897959184
PlatformRdJunction,-0.18134149993366033,-0.1815882201798106,-0.1815882201798106,-0.1815882201798106,-0.18152654011827302,0.30272108843537415
ElectronicCityGate-2Junc,-0.18134387423474593,-0.18159062659149472,-0.18159062659149472,-0.18159062659149472,-0.18152893850230753,0.29931972789115646
RajajinagarEntranceJunction,-0.18136211602113742,-0.1816089432976339,-0.1816089432976339,-0.1816089432976339,-0.1815472364785098,0.29336734693877553
SagarTheatreJunc,-0.1813647676287881,-0.18161148400452257,-0.18161148400452257,-0.18161148400452257,-0.18154980491058895,0.28996598639455784
MargosaRd-18thCrossJunc,-0.18136761172792112,-0.1816142855854495,-0.1816142855854495,-0.1816142855854495,-0.1815526171210674,0.28656462585034015
NTTF JunctionPeenya,-0.1813677224274524,-0.18161465324404458,-0.18161465324404458,-0.18161465324404458,-0.18155292053989652,0.28316326530612246
RRR(Okalipuram)Junction,-0.18137057185933944,-0.18161729441462313,-0.18161729441462313,-0.18161729441462313,-0.1815556137758022,0.27976190476190477
GovindapuraCross,-0.18139611348800047,-0.18164305297453714,-0.18164305297453714,-0.18164305297453714,-0.181581318102903,0.2763605442176871
RingRoad-UllalJunction,-0.18142318265870275,-0.18166958407258627,-0.18166958407258627,-0.18166958407258627,-0.18160798371911538,0.2729591836734694
CommandoHospitalJunc,-0.18142840359268544,-0.18167500548851354,-0.18167500548851354,-0.18167500548851354,-0.18161335501455653,0.2695578231292517
TVS CrossJunction,-0.18147865170034275,-0.18172547661478705,-0.18172547661478705,-0.18172547661478705,-0.18166377038617598,0.2636054421768707
LowerAgaram(IndiaGarage)Junc,-0.18149214365679692,-0.18173889353164432,-0.18173889353164432,-0.18173889353164432,-0.18167720606293247,0.2602040816326531
"PriyadarshiniHotel,Jayamahal,RT Nagar",-0.18150503285420705,-0.18175147440754025,-0.18175147440754025,-0.18175147440754025,-0.18168986401920695,0.2568027210884353
DoddaballapuraCrossJunc,-0.1815078368197662,-0.18175450970625612,-0.18175450970625612,-0.18175450970625612,-0.1816928414846336,0.2534013605442177
HainsJunc,-0.18153870683730605,-0.18178506105706987,-0.18178506105706987,-0.18178506105706987,-0.18172347250212895,0.24999999999999994
Shivashankara circle,-0.18154354337922826,-0.18179001289478192,-0.18179001289478192,-0.18179001289478192,-0.1817283955158935,0.24659863945578236
ShankarMuttCircle,-0.18154437647281313,-0.18179102208466189,-0.18179102208466189,-0.18179102208466189,-0.1817293606816997,0.24319727891156462
HalliThindi,-0.18156136475383522,-0.18180796078418301,-0.18180796078418301,-0.18180796078418301,-0.1817463117765961,0.23979591836734698
Malleswaram18thCrossRd-SampigeRdJunc,-0.18156437129778394,-0.1818108391275432,-0.1818108391275432,-0.1818108391275432,-0.18174922217010342,0.2363945578231293
UrvashiJunction,-0.18158344150243017,-0.18182968138498246,-0.18182968138498246,-0.18182968138498246,-0.1817681214143444,0.2329931972789116
DevanahalliCrossJunc,-0.18162440553128673,-0.18187098460868978,-0.18187098460868978,-0.18187098460868978,-0.18180933983933903,0.22704081632653064
South end circle,-0.1816306535133165,-0.1818771813004483,-0.1818771813004483,-0.1818771813004483,-0.18181554935366534,0.22363945578231295
BEML GateJunc(SuranjandasRd),-0.18163095633636134,-0.18187760942857523,-0.18187760942857523,-0.18187760942857523,-0.18181594615552177,0.22023809523809526
KensingtonOvalJunc,-0.1816373827879301,-0.18188399581647516,-0.18188399581647516,-0.18188399581647516,-0.1818223425593389,0.21683673469387757
WilsonGarden10thCrossJunc,-0.1816457452293225,-0.18189198586440014,-0.18189198586440014,-0.18189198586440014,-0.18183042570563074,0.21343537414965988
MysoreRd--MadhuPetrolBunkJunction,-0.22183293947978083,-0.18148193795831627,-0.18148193795831627,-0.18148193795831627,-0.1915696883386824,0.21258503401360546
MintoJunction,-0.18165397352329665,-0.18190025797946663,-0.18190025797946663,-0.18190025797946663,-0.18183868686542415,0.2100340136054422
MICO Bande,-0.1816558630566714,-0.18190210026221867,-0.18190210026221867,-0.18190210026221867,-0.18184054096083185,0.2066326530612245
D'SouzaCircle,-0.18166688856714477,-0.18191323542383303,-0.18191323542383303,-0.18191323542383303,-0.18185164870966097,0.2032312925170068
CashPharmacyJunction,-0.2218627605280348,-0.18151181565496136,-0.18151181565496136,-0.18151181565496136,-0.19159955187322972,0.20153061224489793
LinkRoadMalleswaramJunc,-0.18169315405425296,-0.18193961402436923,-0.18193961402436923,-0.18193961402436923,-0.18187799903184015,0.19982993197278912
JohnsonMarket,-0.2170830884770252,-0.18159279294005481,-0.18159279294005481,-0.18159279294005481,-0.1904653668242974,0.19727891156462585
LalbaghMainGateJunc,-0.1817074746588274,-0.18195360843402125,-0.18195360843402125,-0.18195360843402125,-0.18189207499022275,0.19642857142857142
28thMainJayanagarJunc,-0.1817436872084894,-0.181989288829848,-0.181989288829848,-0.181989288829848,-0.18192788842450835,0.19047619047619047
NandiCross(RaniCross),-0.18176707678351453,-0.18201340733372268,-0.18201340733372268,-0.18201340733372268,-0.18195182469617066,0.18707482993197277
PotteryCircle,-0.18178024372186133,-0.182026334656394,-0.182026334656394,-0.182026334656394,-0.18196481192276082,0.18367346938775508
Basveshwarnagar 8th main Junction,-0.1818897599613032,-0.1821360481927729,-0.1821360481927729,-0.1821360481927729,-0.18207447613490546,0.17772108843537412
GowdanapalyaJunction,-0.18192382798810466,-0.18217006837697985,-0.18217006837697985,-0.18217006837697985,-0.18210850827976105,0.17431972789115643
BHEL Gate,-0.18205014592229538,-0.1822962096803529,-0.1822962096803529,-0.1822962096803529,-0.1822346937408385,0.16496598639455778
NGV RearGateJunc,-0.18207389428034712,-0.18231981145154147,-0.18231981145154147,-0.18231981145154147,-0.18225833215874288,0.16156462585034012
27th Cross Jayanagar(Ganapathi Temple),-0.18209412126661714,-0.18234010551400603,-0.18234010551400603,-0.18234010551400603,-0.18227860945215882,0.15816326530612243
Minerva Circle,-0.18211251998972774,-0.182358453508476,-0.182358453508476,-0.182358453508476,-0.18229697012878893,0.15476190476190477
NavarangBarJunc-Dr RajkumarRd,-0.18214515808326112,-0.18239098257015227,-0.18239098257015227,-0.18239098257015227,-0.18232952644842948,0.15136054421768708
BagalakunteCrossJunction,-0.18218408676538436,-0.18242986478672063,-0.18242986478672063,-0.18242986478672063,-0.18236842028138656,0.1479591836734694
Bamboobazar(Shivajinagar),-0.1821961568431824,-0.18244191261866094,-0.18244191261866094,-0.18244191261866094,-0.18238047367479132,0.14455782312925172
SonyworldJunction,-0.22205294253703894,-0.18171935800615294,-0.18171935800615294,-0.18171935800615294,-0.19180275413887443,0.1445578231292517
"Trilight Circle,Race course Road",-0.18219913006131164,-0.18244491156562062,-0.18244491156562062,-0.18244491156562062,-0.18238346618954338,0.14115646258503403
KR Road-14thCross Junc,-0.1822304752965918,-0.18247627400069388,-0.18247627400069388,-0.18247627400069388,-0.18241482432466835,0.13775510204081634
VishweswaraiahJunctio(Uttamsagar),-0.18232193707570096,-0.18256762488699846,-0.18256762488699846,-0.18256762488699846,-0.18250620293417408,0.13180272108843535
Peenya14thCrossJunc,-0.18254974177669017,-0.1827951220380318,-0.1827951220380318,-0.1827951220380318,-0.1827337769726964,0.12414965986394559
BM ShriJunc(CMH-100FtRd)Junc,-0.2222114369934842,-0.1818673178368272,-0.1818673178368272,-0.1818673178368272,-0.19195334762599145,0.11564625850340138
SwagathMainRd-EastEndRdJunc,-0.182972138750676,-0.18321665790285946,-0.18321665790285946,-0.18321665790285946,-0.1831555281148136,0.11224489795918367
ChandraLayoutJunc-nearWaterTank,-0.18684234672975664,-0.18250300042505627,-0.18250300042505627,-0.18250300042505627,-0.18358783700123138,0.10884353741496597
UCO Bank(Forum),-0.21776837830321916,-0.18224344120756766,-0.18224344120756766,-0.18224344120756766,-0.19112467548148052,0.09778911564625851
J D MaraJunc,-0.22241979839543466,-0.18210587528432157,-0.18210587528432157,-0.18210587528432157,-0.19218435606209983,0.07653061224489796
Indiranasgar13thMainJunc,-0.2226323790345669,-0.18226555104488457,-0.18226555104488457,-0.18226555104488457,-0.19235725804230513,0.06547619047619048
AdugodiJunc,-0.21846066562873917,-0.18289742912836784,-0.18289742912836784,-0.18289742912836784,-0.19178823825346067,0.05357142857142856
RoyanCircle-Chamrajpete,-0.2231388572498983,-0.1827058678093789,-0.1827058678093789,-0.1827058678093789,-0.19281411516950875,0.03401360544217687
SafinaPlazaJunc,-0.22355608717065667,-0.18315475030539866,-0.18315475030539866,-0.18315475030539866,-0.19325508452171314,0.022959183673469385
GorappanapalyaJunction,-0.22412539709686122,-0.183711969054594,-0.183711969054594,-0.183711969054594,-0.1938153260651608,0.017006802721088437
KHB Junction,-0.24585796825563727,-0.18281567369067903,-0.18281567369067903,-0.18281567369067903,-0.1985762473319186,0.014455782312925172
