event_id,snapshot_date,quantile_fallback,retrieval_fallback,quantile_support,planned_support,event_cause,corridor,coverage_flag
FKID006422,2023-12-02,cause_corridor,exact,22,24,vehicle_breakdown,Tumkur Road,True
FKID006423,2023-12-02,cause_corridor,exact,22,24,vehicle_breakdown,Tumkur Road,True
FKID006424,2023-12-02,cause_corridor,exact,40,24,vehicle_breakdown,Mysore Road,True
FKID006425,2023-12-02,cause_only,exact,279,24,vehicle_breakdown,Old Madras Road,True
FKID004369,2023-12-02,cause_corridor,exact,8,24,vehicle_breakdown,ORR North 2,True
FKID006426,2023-12-02,cause_corridor,exact,5,24,road_conditions,Bellary Road 1,True
FKID006427,2023-12-02,cause_corridor,exact,40,24,vehicle_breakdown,Mysore Road,True
FKID005271,2023-12-02,corridor_only,exact,182,24,procession,Non-corridor,True
FKID004370,2023-12-02,cause_corridor,exact,96,24,vehicle_breakdown,Non-corridor,True
FKID006428,2023-12-02,cause_corridor,exact,15,24,vehicle_breakdown,Bellary Road 2,True
FKID004364,2023-12-02,cause_only,exact,39,24,construction,Bellary Road 1,True
FKID006429,2023-12-02,cause_only,exact,279,24,vehicle_breakdown,Airport New South Road,True
FKID006430,2023-12-02,corridor_only,exact,8,24,water_logging,West of Chord Road,True
FKID006431,2023-12-02,cause_corridor,exact,6,24,vehicle_breakdown,ORR North 1,True
FKID006432,2023-12-02,cause_corridor,exact,6,24,vehicle_breakdown,ORR North 1,True
FKID006433,2023-12-02,cause_only,exact,279,24,vehicle_breakdown,Old Madras Road,True
FKID006434,2023-12-02,cause_only,exact,39,24,construction,Old Madras Road,True
FKID006435,2023-12-02,cause_corridor,exact,96,24,vehicle_breakdown,Non-corridor,True
FKID005272,2023-12-02,cause_corridor,exact,5,24,vehicle_breakdown,Hosur Road,True
FKID004374,2023-12-02,cause_only,exact,5,24,congestion,Mysore Road,True
FKID006436,2023-12-02,cause_corridor,exact,40,24,vehicle_breakdown,Mysore Road,True
FKID006437,2023-12-02,cause_corridor,exact,96,24,vehicle_breakdown,Non-corridor,True
FKID006438,2023-12-02,cause_corridor,exact,40,24,vehicle_breakdown,Mysore Road,True
FKID006439,2023-12-02,cause_only,exact,73,24,others,CBD 2,True
FKID004371,2023-12-02,cause_corridor,exact,30,24,vehicle_breakdown,Bellary Road 1,True
FKID006440,2023-12-02,cause_corridor,exact,12,24,construction,Non-corridor,True
FKID006441,2023-12-02,cause_corridor,exact,22,24,vehicle_breakdown,Tumkur Road,True
FKID006442,2023-12-02,cause_corridor,exact,40,24,vehicle_breakdown,Mysore Road,True
FKID004376,2023-12-02,cause_corridor,exact,96,24,vehicle_breakdown,Non-corridor,True
FKID006443,2023-12-02,cause_corridor,exact,96,24,vehicle_breakdown,Non-corridor,True
FKID006444,2023-12-02,cause_corridor,exact,22,24,vehicle_breakdown,Tumkur Road,True
FKID006445,2023-12-02,cause_corridor,exact,40,24,vehicle_breakdown,Mysore Road,True
FKID004377,2023-12-02,cause_corridor,exact,40,24,vehicle_breakdown,Mysore Road,True
FKID006446,2023-12-02,cause_corridor,exact,22,24,vehicle_breakdown,Tumkur Road,True
FKID004378,2023-12-02,cause_corridor,exact,96,24,vehicle_breakdown,Non-corridor,True
FKID004380,2023-12-02,cause_corridor,exact,5,24,others,Bellary Road 1,True
FKID006447,2023-12-02,cause_only,exact,279,24,vehicle_breakdown,Hennur Main Road,True
FKID006448,2023-12-02,cause_corridor,exact,29,24,others,Non-corridor,True
FKID006449,2023-12-02,cause_corridor,exact,15,24,vehicle_breakdown,Bellary Road 2,True
FKID005273,2023-12-02,cause_only,exact,9,24,public_event,Magadi Road,True
FKID006450,2023-12-02,cause_corridor,exact,22,24,vehicle_breakdown,Tumkur Road,True
FKID004386,2023-12-02,cause_only,exact,9,24,public_event,Magadi Road,True
FKID006451,2023-12-02,cause_corridor,exact,22,24,vehicle_breakdown,Tumkur Road,True
FKID004393,2023-12-02,cause_corridor,exact,29,24,others,Non-corridor,True
FKID006452,2023-12-02,cause_corridor,exact,5,24,vehicle_breakdown,Hosur Road,True
FKID006453,2023-12-02,cause_corridor,exact,5,24,vehicle_breakdown,Hosur Road,True
FKID004391,2023-12-02,cause_corridor,exact,6,24,vehicle_breakdown,ORR North 1,True
FKID004394,2023-12-02,cause_corridor,exact,12,24,vehicle_breakdown,Magadi Road,True
FKID004395,2023-12-02,cause_corridor,exact,96,24,vehicle_breakdown,Non-corridor,True
FKID006454,2023-12-02,cause_corridor,exact,40,24,vehicle_breakdown,Mysore Road,True
FKID006455,2023-12-02,cause_corridor,exact,5,24,vehicle_breakdown,Hosur Road,True
FKID006456,2023-12-02,cause_corridor,exact,8,24,vehicle_breakdown,ORR North 2,True
FKID004402,2023-12-02,cause_corridor,exact,96,24,vehicle_breakdown,Non-corridor,True
FKID006457,2023-12-02,cause_corridor,exact,9,24,vehicle_breakdown,ORR East 1,True
FKID006458,2023-12-02,cause_only,exact,20,24,pot_holes,Bellary Road 1,True
FKID006459,2023-12-03,cause_corridor,exact,5,25,construction,ORR North 1,True
FKID006460,2023-12-03,cause_corridor,exact,23,25,vehicle_breakdown,Tumkur Road,True
FKID006461,2023-12-03,cause_corridor,exact,40,25,vehicle_breakdown,Mysore Road,True
FKID006462,2023-12-03,cause_only,exact,21,25,road_conditions,ORR West 1,True
FKID006463,2023-12-03,cause_corridor,exact,12,25,vehicle_breakdown,Magadi Road,True
FKID006464,2023-12-03,cause_corridor,exact,97,25,vehicle_breakdown,Non-corridor,True
FKID006465,2023-12-03,cause_corridor,exact,6,25,vehicle_breakdown,Hosur Road,True
FKID004146,2023-12-03,cause_corridor,exact,97,25,vehicle_breakdown,Non-corridor,True
FKID004412,2023-12-03,cause_corridor,exact,97,25,vehicle_breakdown,Non-corridor,True
FKID005274,2023-12-03,cause_corridor,exact,5,25,others,Mysore Road,True
FKID005275,2023-12-03,cause_corridor,exact,10,25,pot_holes,Non-corridor,True
FKID006466,2023-12-03,cause_corridor,exact,40,25,vehicle_breakdown,Mysore Road,True
FKID004416,2023-12-03,cause_corridor,exact,14,25,construction,Non-corridor,True
FKID004422,2023-12-03,cause_corridor,exact,16,25,vehicle_breakdown,Bellary Road 2,True
FKID004418,2023-12-03,corridor_only,exact,187,25,procession,Non-corridor,True
FKID006467,2023-12-03,cause_corridor,exact,5,25,vehicle_breakdown,Varthur Road,True
FKID004419,2023-12-03,cause_corridor,exact,6,25,vehicle_breakdown,ORR North 1,True
FKID006468,2023-12-03,cause_only,exact,287,25,vehicle_breakdown,Old Madras Road,True
FKID006469,2023-12-03,cause_only,exact,287,25,vehicle_breakdown,Old Madras Road,True
FKID006471,2023-12-03,cause_corridor,exact,40,25,vehicle_breakdown,Mysore Road,True
FKID006470,2023-12-03,cause_corridor,exact,40,25,vehicle_breakdown,Mysore Road,True
FKID004424,2023-12-03,cause_corridor,exact,97,25,vehicle_breakdown,Non-corridor,True
FKID006472,2023-12-03,cause_corridor,exact,12,25,vehicle_breakdown,Magadi Road,True
FKID006473,2023-12-03,corridor_only,exact,25,25,procession,Bellary Road 2,True
FKID006474,2023-12-03,cause_corridor,exact,7,25,vehicle_breakdown,West of Chord Road,True
FKID006475,2023-12-03,cause_corridor,exact,97,25,vehicle_breakdown,Non-corridor,True
FKID006476,2023-12-03,cause_corridor,exact,7,25,vehicle_breakdown,ORR West 1,True
FKID006477,2023-12-03,cause_corridor,exact,6,25,vehicle_breakdown,ORR North 1,True
FKID006478,2023-12-03,cause_corridor,exact,23,25,vehicle_breakdown,Tumkur Road,True
FKID006479,2023-12-03,cause_corridor,exact,16,25,vehicle_breakdown,Bellary Road 2,True
FKID006480,2023-12-03,cause_corridor,exact,40,25,vehicle_breakdown,Mysore Road,True
FKID004427,2023-12-04,cause_corridor,exact,15,28,construction,Non-corridor,True
FKID004429,2023-12-04,cause_corridor,exact,32,28,vehicle_breakdown,Bellary Road 1,True
FKID006481,2023-12-04,cause_corridor,exact,45,28,vehicle_breakdown,Mysore Road,True
FKID006482,2023-12-04,cause_corridor,exact,7,28,vehicle_breakdown,ORR West 1,True
FKID006483,2023-12-04,cause_corridor,exact,101,28,vehicle_breakdown,Non-corridor,True
FKID006484,2023-12-04,cause_corridor,exact,101,28,vehicle_breakdown,Non-corridor,True
FKID006485,2023-12-04,cause_corridor,exact,101,28,vehicle_breakdown,Non-corridor,True
FKID006486,2023-12-04,cause_only,exact,46,28,construction,IRR(Thanisandra road),True
FKID006487,2023-12-04,cause_corridor,exact,45,28,vehicle_breakdown,Mysore Road,True
FKID006488,2023-12-04,cause_corridor,exact,13,28,vehicle_breakdown,Magadi Road,True
FKID006489,2023-12-04,cause_corridor,exact,26,28,vehicle_breakdown,Tumkur Road,True
FKID006490,2023-12-04,cause_corridor,exact,26,28,vehicle_breakdown,Tumkur Road,True
FKID006491,2023-12-04,cause_only,exact,46,28,construction,Magadi Road,True
FKID006492,2023-12-04,cause_corridor,exact,5,28,vehicle_breakdown,Old Madras Road,True
FKID006493,2023-12-04,cause_corridor,exact,101,28,vehicle_breakdown,Non-corridor,True
FKID001029,2023-12-04,cause_corridor,exact,7,28,others,Bellary Road 1,True
FKID006494,2023-12-04,cause_corridor,exact,6,28,accident,Non-corridor,True
FKID006495,2023-12-04,cause_only,exact,22,28,road_conditions,ORR West 1,True
FKID005276,2023-12-04,cause_corridor,exact,6,28,road_conditions,Bellary Road 1,True
FKID006496,2023-12-04,cause_only,exact,305,28,vehicle_breakdown,IRR(Thanisandra road),True
FKID006497,2023-12-04,cause_corridor,exact,6,28,road_conditions,Bellary Road 1,True
FKID004434,2023-12-04,cause_corridor,exact,101,28,vehicle_breakdown,Non-corridor,True
FKID006498,2023-12-04,cause_corridor,exact,101,28,vehicle_breakdown,Non-corridor,True
FKID006499,2023-12-04,cause_corridor,exact,101,28,vehicle_breakdown,Non-corridor,True
FKID006500,2023-12-04,cause_corridor,exact,26,28,vehicle_breakdown,Tumkur Road,True
FKID004441,2023-12-04,cause_corridor,exact,101,28,vehicle_breakdown,Non-corridor,True
FKID006501,2023-12-05,cause_corridor,exact,32,30,vehicle_breakdown,Bellary Road 1,True
FKID006502,2023-12-05,cause_corridor,exact,6,30,accident,Non-corridor,True
FKID006503,2023-12-05,cause_corridor,exact,9,30,vehicle_breakdown,Hosur Road,True
FKID004437,2023-12-05,cause_corridor,exact,9,30,vehicle_breakdown,ORR North 2,True
FKID006504,2023-12-05,cause_corridor,exact,15,30,vehicle_breakdown,Magadi Road,True
FKID004442,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID006505,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID006506,2023-12-05,cause_corridor,exact,6,30,road_conditions,Bellary Road 1,True
FKID004477,2023-12-05,cause_corridor,exact,12,30,construction,ORR East 2,True
FKID004680,2023-12-05,cause_corridor,exact,16,30,construction,Non-corridor,True
FKID006507,2023-12-05,cause_corridor,exact,6,30,road_conditions,Bellary Road 1,True
FKID006508,2023-12-05,cause_corridor,exact,46,30,vehicle_breakdown,Mysore Road,True
FKID004446,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID006509,2023-12-05,cause_corridor,exact,6,30,others,Mysore Road,True
FKID006510,2023-12-05,cause_corridor,exact,5,30,vehicle_breakdown,Old Airport Road,True
FKID006512,2023-12-05,cause_only,exact,315,30,vehicle_breakdown,Bannerghata Road,True
FKID006511,2023-12-05,cause_corridor,exact,6,30,others,Mysore Road,True
FKID006513,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID006514,2023-12-05,corridor_only,exact,199,30,tree_fall,Non-corridor,True
FKID006515,2023-12-05,cause_corridor,exact,27,30,vehicle_breakdown,Tumkur Road,True
FKID006516,2023-12-05,cause_corridor,exact,7,30,vehicle_breakdown,West of Chord Road,True
FKID006517,2023-12-05,cause_corridor,exact,6,30,others,Mysore Road,True
FKID006518,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID006520,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID006519,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID006521,2023-12-05,cause_only,exact,315,30,vehicle_breakdown,Bannerghata Road,True
FKID006522,2023-12-05,cause_corridor,exact,5,30,accident,Bellary Road 2,True
FKID006523,2023-12-05,cause_corridor,exact,7,30,vehicle_breakdown,West of Chord Road,True
FKID004456,2023-12-05,cause_corridor,exact,7,30,others,ORR North 2,True
FKID006524,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID006525,2023-12-05,cause_corridor,exact,32,30,vehicle_breakdown,Bellary Road 1,True
FKID006526,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID004458,2023-12-05,cause_corridor,exact,6,30,road_conditions,Bellary Road 1,True
FKID006527,2023-12-05,cause_corridor,exact,5,30,others,Magadi Road,True
FKID006528,2023-12-05,cause_corridor,exact,5,30,others,Magadi Road,True
FKID006529,2023-12-05,cause_corridor,exact,27,30,vehicle_breakdown,Tumkur Road,True
FKID006530,2023-12-05,cause_corridor,exact,46,30,vehicle_breakdown,Mysore Road,True
FKID006531,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID006532,2023-12-05,cause_only,exact,23,30,road_conditions,ORR North 2,True
FKID006533,2023-12-05,cause_corridor,exact,46,30,vehicle_breakdown,Mysore Road,True
FKID006534,2023-12-05,cause_corridor,exact,46,30,vehicle_breakdown,Mysore Road,True
FKID004463,2023-12-05,cause_corridor,exact,32,30,others,Non-corridor,True
FKID006535,2023-12-05,cause_corridor,exact,15,30,vehicle_breakdown,Magadi Road,True
FKID006536,2023-12-05,cause_corridor,exact,6,30,vehicle_breakdown,Old Madras Road,True
FKID004466,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID006537,2023-12-05,cause_corridor,exact,46,30,vehicle_breakdown,Mysore Road,True
FKID005277,2023-12-05,cause_corridor,exact,46,30,vehicle_breakdown,Mysore Road,True
FKID004479,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID006538,2023-12-05,cause_corridor,exact,17,30,vehicle_breakdown,Bellary Road 2,True
FKID004473,2023-12-05,cause_corridor,exact,5,30,others,Magadi Road,True
FKID006539,2023-12-05,cause_corridor,exact,104,30,vehicle_breakdown,Non-corridor,True
FKID000522,2023-12-05,cause_corridor,exact,6,30,road_conditions,Bellary Road 1,True
FKID006540,2023-12-06,cause_corridor,exact,32,30,vehicle_breakdown,Bellary Road 1,True
FKID006541,2023-12-06,cause_corridor,exact,9,30,vehicle_breakdown,Hosur Road,True
FKID006542,2023-12-06,cause_corridor,exact,7,30,vehicle_breakdown,Old Madras Road,True
FKID006543,2023-12-06,cause_corridor,exact,46,30,vehicle_breakdown,Mysore Road,True
FKID006553,2023-12-06,cause_only,exact,22,30,pot_holes,Old Madras Road,True
FKID005278,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID006544,2023-12-06,cause_corridor,exact,17,30,vehicle_breakdown,Bellary Road 2,True
FKID004482,2023-12-06,cause_corridor,exact,8,30,others,Bellary Road 1,True
FKID004493,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID000316,2023-12-06,cause_corridor,exact,10,30,pot_holes,Non-corridor,True
FKID006545,2023-12-06,cause_corridor,exact,5,30,accident,Bellary Road 2,True
FKID006546,2023-12-06,cause_corridor,exact,7,30,vehicle_breakdown,ORR West 1,True
FKID004502,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID004503,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID004537,2023-12-06,cause_corridor,exact,12,30,construction,ORR East 2,True
FKID004489,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID006547,2023-12-06,cause_corridor,exact,6,30,public_event,Non-corridor,True
FKID004505,2023-12-06,cause_only,exact,6,30,procession,Non-corridor,True
FKID006548,2023-12-06,corridor_only,exact,202,30,water_logging,Non-corridor,True
FKID006549,2023-12-06,cause_corridor,exact,7,30,vehicle_breakdown,West of Chord Road,True
FKID006550,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID004501,2023-12-06,cause_only,exact,22,30,pot_holes,ORR North 1,True
FKID006551,2023-12-06,cause_only,exact,82,30,others,Bellary Road 2,True
FKID006552,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID006554,2023-12-06,cause_corridor,exact,7,30,vehicle_breakdown,West of Chord Road,True
FKID004506,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID006555,2023-12-06,cause_corridor,exact,28,30,vehicle_breakdown,Tumkur Road,True
FKID006556,2023-12-06,cause_only,exact,321,30,vehicle_breakdown,Airport New South Road,True
FKID006557,2023-12-06,cause_only,exact,321,30,vehicle_breakdown,Airport New South Road,True
FKID006558,2023-12-06,cause_corridor,exact,28,30,vehicle_breakdown,Tumkur Road,True
FKID006559,2023-12-06,cause_corridor,exact,28,30,vehicle_breakdown,Tumkur Road,True
FKID004513,2023-12-06,cause_corridor,exact,5,30,vehicle_breakdown,Varthur Road,True
FKID006560,2023-12-06,cause_corridor,exact,32,30,vehicle_breakdown,Bellary Road 1,True
FKID006561,2023-12-06,cause_corridor,exact,32,30,vehicle_breakdown,Bellary Road 1,True
FKID006562,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID006563,2023-12-06,cause_corridor,exact,11,30,vehicle_breakdown,ORR East 1,True
FKID006564,2023-12-06,cause_corridor,exact,28,30,vehicle_breakdown,Tumkur Road,True
FKID006565,2023-12-06,cause_corridor,exact,5,30,vehicle_breakdown,Varthur Road,True
FKID006566,2023-12-06,cause_corridor,exact,32,30,others,Non-corridor,True
FKID006567,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID006569,2023-12-06,cause_only,exact,321,30,vehicle_breakdown,CBD 2,True
FKID006570,2023-12-06,cause_only,exact,321,30,vehicle_breakdown,CBD 2,True
FKID006571,2023-12-06,cause_corridor,exact,7,30,vehicle_breakdown,Old Madras Road,True
FKID006572,2023-12-06,cause_corridor,exact,46,30,vehicle_breakdown,Mysore Road,True
FKID006573,2023-12-06,cause_corridor,exact,46,30,vehicle_breakdown,Mysore Road,True
FKID004522,2023-12-06,cause_corridor,exact,7,30,vehicle_breakdown,ORR West 1,True
FKID004524,2023-12-06,cause_corridor,exact,46,30,vehicle_breakdown,Mysore Road,True
FKID006574,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID006575,2023-12-06,cause_only,exact,321,30,vehicle_breakdown,CBD 2,True
FKID006576,2023-12-06,cause_corridor,exact,5,30,vehicle_breakdown,Varthur Road,True
FKID004533,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID004534,2023-12-06,cause_corridor,exact,6,30,vehicle_breakdown,ORR North 1,True
FKID004529,2023-12-06,cause_corridor,exact,46,30,vehicle_breakdown,Mysore Road,True
FKID004532,2023-12-06,cause_corridor,exact,9,30,vehicle_breakdown,Hosur Road,True
FKID004538,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID006577,2023-12-06,cause_corridor,exact,106,30,vehicle_breakdown,Non-corridor,True
FKID004539,2023-12-06,cause_corridor,exact,32,30,vehicle_breakdown,Bellary Road 1,True
FKID004543,2023-12-06,cause_only,exact,321,30,vehicle_breakdown,Airport New South Road,True
FKID006578,2023-12-06,cause_only,exact,25,30,road_conditions,Old Airport Road,True
FKID004541,2023-12-06,cause_corridor,exact,7,30,road_conditions,Bellary Road 1,True
FKID006579,2023-12-06,cause_only,exact,48,30,construction,Bellary Road 1,True
FKID004544,2023-12-07,cause_corridor,exact,8,30,others,ORR North 2,True
FKID006580,2023-12-07,cause_corridor,exact,30,30,vehicle_breakdown,Tumkur Road,True
FKID004550,2023-12-07,cause_corridor,exact,11,30,vehicle_breakdown,ORR East 1,True
FKID004548,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID006568,2023-12-07,cause_only,exact,18,30,accident,Bannerghata Road,True
FKID004603,2023-12-07,cause_corridor,exact,13,30,construction,ORR East 2,True
FKID006581,2023-12-07,cause_corridor,exact,6,30,public_event,Non-corridor,True
FKID004557,2023-12-07,cause_only,exact,50,30,construction,Bellary Road 1,True
FKID004558,2023-12-07,cause_corridor,exact,10,30,vehicle_breakdown,ORR North 2,True
FKID006582,2023-12-07,cause_corridor,exact,7,30,vehicle_breakdown,ORR West 1,True
FKID006583,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID005279,2023-12-07,cause_corridor,exact,9,30,road_conditions,Non-corridor,True
FKID006584,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID006585,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID006586,2023-12-07,corridor_only,exact,211,30,water_logging,Non-corridor,True
FKID006587,2023-12-07,cause_corridor,exact,6,30,others,Mysore Road,True
FKID004562,2023-12-07,cause_corridor,exact,49,30,vehicle_breakdown,Mysore Road,True
FKID006588,2023-12-07,cause_corridor,exact,33,30,vehicle_breakdown,Bellary Road 1,True
FKID006589,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID006590,2023-12-07,cause_only,exact,338,30,vehicle_breakdown,CBD 2,True
FKID004565,2023-12-07,cause_corridor,exact,10,30,pot_holes,Non-corridor,True
FKID006591,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID006592,2023-12-07,cause_only,exact,87,30,others,ORR North 1,True
FKID006593,2023-12-07,cause_only,exact,50,30,construction,Varthur Road,True
FKID006594,2023-12-07,cause_only,exact,50,30,construction,Varthur Road,True
FKID006595,2023-12-07,cause_corridor,exact,7,30,accident,Non-corridor,True
FKID006596,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID006597,2023-12-07,cause_corridor,exact,6,30,others,Mysore Road,True
FKID006598,2023-12-07,cause_corridor,exact,49,30,vehicle_breakdown,Mysore Road,True
FKID006599,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID006600,2023-12-07,cause_only,exact,87,30,others,IRR(Thanisandra road),True
FKID006601,2023-12-07,cause_corridor,exact,18,30,vehicle_breakdown,Magadi Road,True
FKID004584,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID004579,2023-12-07,cause_corridor,exact,33,30,vehicle_breakdown,Bellary Road 1,True
FKID004582,2023-12-07,cause_corridor,exact,7,30,accident,Non-corridor,True
FKID006602,2023-12-07,cause_only,exact,28,30,road_conditions,ORR North 1,True
FKID006603,2023-12-07,cause_corridor,exact,6,30,vehicle_breakdown,ORR North 1,True
FKID006604,2023-12-07,cause_corridor,exact,33,30,vehicle_breakdown,Bellary Road 1,True
FKID004593,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID006605,2023-12-07,cause_corridor,exact,7,30,vehicle_breakdown,ORR West 1,True
FKID006606,2023-12-07,cause_corridor,exact,49,30,vehicle_breakdown,Mysore Road,True
FKID006607,2023-12-07,corridor_only,exact,9,30,debris,ORR West 1,True
FKID006608,2023-12-07,cause_corridor,exact,30,30,vehicle_breakdown,Tumkur Road,True
FKID006609,2023-12-07,cause_corridor,exact,30,30,vehicle_breakdown,Tumkur Road,True
FKID004599,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID005280,2023-12-07,cause_corridor,exact,33,30,vehicle_breakdown,Bellary Road 1,True
FKID006610,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID004595,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID006611,2023-12-07,cause_corridor,exact,33,30,others,Non-corridor,True
FKID006612,2023-12-07,cause_corridor,exact,7,30,vehicle_breakdown,West of Chord Road,True
FKID006613,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID006614,2023-12-07,cause_only,exact,338,30,vehicle_breakdown,Bannerghata Road,True
FKID006615,2023-12-07,cause_corridor,exact,7,30,vehicle_breakdown,West of Chord Road,True
FKID004605,2023-12-07,cause_corridor,exact,8,30,others,ORR North 2,True
FKID004607,2023-12-07,cause_corridor,exact,112,30,vehicle_breakdown,Non-corridor,True
FKID006616,2023-12-07,cause_corridor,exact,33,30,vehicle_breakdown,Bellary Road 1,True
FKID006617,2023-12-07,cause_corridor,exact,33,30,vehicle_breakdown,Bellary Road 1,True
FKID006618,2023-12-07,cause_corridor,exact,33,30,vehicle_breakdown,Bellary Road 1,True
FKID006619,2023-12-07,cause_corridor,exact,33,30,vehicle_breakdown,Bellary Road 1,True
FKID004604,2023-12-07,cause_corridor,exact,10,30,vehicle_breakdown,ORR North 2,True
FKID006620,2023-12-07,cause_only,exact,50,30,construction,Bannerghata Road,True
FKID006621,2023-12-07,cause_corridor,exact,10,30,vehicle_breakdown,ORR North 2,True
FKID004611,2023-12-08,cause_corridor,exact,112,32,vehicle_breakdown,Non-corridor,True
FKID006622,2023-12-08,cause_corridor,exact,17,32,vehicle_breakdown,Bellary Road 2,True
FKID004610,2023-12-08,cause_corridor,exact,33,32,vehicle_breakdown,Bellary Road 1,True
FKID006623,2023-12-08,cause_only,exact,89,32,others,Bellary Road 2,True
FKID006624,2023-12-08,cause_corridor,exact,33,32,vehicle_breakdown,Bellary Road 1,True
FKID006625,2023-12-08,cause_corridor,exact,54,32,vehicle_breakdown,Mysore Road,True
FKID004621,2023-12-08,cause_corridor,exact,112,32,vehicle_breakdown,Non-corridor,True
FKID003911,2023-12-08,cause_corridor,exact,11,32,pot_holes,Non-corridor,True
FKID004616,2023-12-08,cause_only,exact,353,32,vehicle_breakdown,ORR East 2,True
FKID006626,2023-12-08,cause_only,exact,5,32,congestion,West of Chord Road,True
FKID006627,2023-12-08,cause_corridor,exact,54,32,vehicle_breakdown,Mysore Road,True
FKID004662,2023-12-08,cause_corridor,exact,14,32,construction,ORR East 2,True
FKID004619,2023-12-08,cause_only,exact,24,32,pot_holes,Bellary Road 1,True
FKID004618,2023-12-08,cause_corridor,exact,8,32,others,ORR North 2,True
FKID006628,2023-12-08,cause_only,exact,89,32,others,Old Airport Road,True
FKID006629,2023-12-08,cause_corridor,exact,8,32,others,Magadi Road,True
FKID006630,2023-12-08,cause_corridor,exact,8,32,others,Magadi Road,True
FKID006631,2023-12-08,cause_corridor,exact,112,32,vehicle_breakdown,Non-corridor,True
FKID004622,2023-12-08,cause_corridor,exact,17,32,construction,Non-corridor,True
FKID005281,2023-12-08,cause_corridor,exact,17,32,construction,Non-corridor,True
FKID005282,2023-12-08,cause_corridor,exact,112,32,vehicle_breakdown,Non-corridor,True
FKID006632,2023-12-08,corridor_only,exact,214,32,tree_fall,Non-corridor,True
FKID006637,2023-12-08,cause_corridor,exact,112,32,vehicle_breakdown,Non-corridor,True
FKID004623,2023-12-08,cause_corridor,exact,34,32,others,Non-corridor,True
FKID006633,2023-12-08,cause_only,exact,12,32,public_event,Bellary Road 2,True
FKID006635,2023-12-08,cause_only,exact,12,32,public_event,Bellary Road 2,True
FKID006636,2023-12-08,cause_corridor,exact,112,32,vehicle_breakdown,Non-corridor,True
FKID006638,2023-12-08,cause_only,exact,12,32,public_event,Bellary Road 2,True
