row_idx,event_id,event_cause,corridor,duration_min,trust_score,is_true_planned_event,start_timestamp
2368,FKID002368,accident,ORR North 1,34.21685993333333,1.0,False,2024-03-20T19:44:39
2369,FKID002369,vehicle_breakdown,Old Madras Road,,0.7,False,2024-03-02T18:47:35
2370,FKID002370,vehicle_breakdown,ORR North 1,22.854111483333334,1.0,False,2024-03-02T20:15:20
2371,FKID002371,vehicle_breakdown,Mysore Road,,1.0,False,2024-03-02T21:37:11
2372,FKID002372,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-02T19:20:03
2373,FKID002373,vehicle_breakdown,Mysore Road,,1.0,False,2024-03-02T19:34:17
2374,FKID002374,congestion,Non-corridor,,0.7,False,2024-03-02T20:25:13
2375,FKID002375,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-03-02T20:17:57
2376,FKID002376,construction,Non-corridor,,1.0,False,2024-03-02T22:34:23
2377,FKID002377,vehicle_breakdown,Hosur Road,2.5054130166666666,1.0,False,2024-03-02T23:52:23
2378,FKID002378,vehicle_breakdown,Magadi Road,64.30445040000001,1.0,False,2024-03-02T23:35:29
2379,FKID002379,vehicle_breakdown,Hosur Road,,1.0,False,2024-03-02T22:34:39
2380,FKID002380,construction,ORR East 2,823.1908999999999,0.7,False,2024-03-20T20:22:34
2381,FKID002381,water_logging,Bellary Road 1,6866.7838292666665,1.0,False,2024-03-03T03:10:07
2382,FKID002382,water_logging,Non-corridor,,1.0,False,2024-03-03T03:00:38
2383,FKID002383,others,Non-corridor,9677.060467866666,0.7,False,2024-03-03T05:59:56
2384,FKID002384,accident,Bellary Road 1,,0.7,False,2024-03-03T04:21:07
2385,FKID002385,construction,Non-corridor,21.925417683333333,1.0,False,2024-03-03T01:26:00
2386,FKID002386,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-20T20:48:20
2387,FKID002387,others,Bellary Road 1,14.34505785,1.0,False,2024-03-03T02:56:01
2388,FKID002388,vehicle_breakdown,Non-corridor,50.05725543333333,1.0,False,2024-03-03T04:42:52
2389,FKID002389,vehicle_breakdown,Mysore Road,39.02434768333333,1.0,False,2024-03-03T05:37:10
2390,FKID002390,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-03T06:49:42
2391,FKID002391,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-03T07:35:22
2392,FKID002392,accident,ORR North 2,,0.7,False,2024-03-20T21:01:40
2393,FKID002393,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-20T19:47:26
2394,FKID002394,accident,Non-corridor,,0.7,False,2024-03-20T20:06:43
2395,FKID002395,water_logging,ORR East 1,,1.0,False,2024-03-03T07:36:00
2396,FKID002396,vehicle_breakdown,Bellary Road 1,29.16649395,1.0,False,2024-03-03T08:32:46
2397,FKID002397,vehicle_breakdown,Mysore Road,,1.0,False,2024-03-03T06:09:44
2398,FKID002398,accident,Bellary Road 2,,0.7,False,2024-03-03T07:12:37
2399,FKID002399,accident,West of Chord Road,,0.7,False,2024-03-03T08:31:56
2400,FKID002400,vehicle_breakdown,ORR North 1,,0.7,False,2024-03-03T10:28:46
2401,FKID002401,vehicle_breakdown,Non-corridor,84.40798688333332,1.0,False,2024-03-20T23:22:01
2402,FKID002402,vehicle_breakdown,CBD 2,,1.0,False,2024-03-03T08:25:22
2403,FKID002403,vehicle_breakdown,Mysore Road,,1.0,False,2024-03-03T09:21:31
2404,FKID002404,vehicle_breakdown,CBD 2,,1.0,False,2024-03-03T07:46:50
2405,FKID002405,vehicle_breakdown,Varthur Road,,1.0,False,2024-03-20T23:22:44
2406,FKID002406,others,Old Airport Road,1.6053822999999998,1.0,False,2024-03-03T13:19:39
2407,FKID002407,others,West of Chord Road,,1.0,False,
2408,FKID002408,public_event,Old Airport Road,410.30448333333334,1.0,True,2024-03-03T13:15:27
2409,FKID002409,public_event,Old Airport Road,409.17351666666667,1.0,True,2024-03-03T13:16:35
2410,FKID002410,public_event,Old Airport Road,413.85461666666663,1.0,True,2024-03-03T13:11:54
2411,FKID002411,public_event,Old Airport Road,384.93605,1.0,True,2024-03-03T13:40:49
2412,FKID002412,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-03T12:07:50
2413,FKID002413,vehicle_breakdown,Bannerghata Road,,1.0,False,2024-03-20T21:12:37
2414,FKID002414,vehicle_breakdown,Tumkur Road,12.03063225,1.0,False,2024-03-20T23:43:02
2415,FKID002415,vehicle_breakdown,Mysore Road,8.410828716666666,1.0,False,2024-03-03T18:11:25
2416,FKID002416,public_event,Old Airport Road,400.49101666666667,1.0,True,2024-03-03T13:25:16
2417,FKID002417,vehicle_breakdown,Mysore Road,23.780724000000003,1.0,False,2024-03-03T21:50:26
2418,FKID002418,others,Non-corridor,31835.84156751667,0.48999999999999994,False,2024-03-21T00:16:33
2419,FKID002419,pot_holes,Non-corridor,2122.3967791833334,1.0,False,2024-03-03T23:02:20
2420,FKID002420,vehicle_breakdown,West of Chord Road,29.734221366666667,1.0,False,2024-03-21T00:26:55
2421,FKID002421,vehicle_breakdown,Mysore Road,60.74641678333333,1.0,False,2024-03-03T23:11:17
2422,FKID002422,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-20T22:11:53
2423,FKID002423,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-20T23:30:01
2424,FKID002424,pot_holes,Hosur Road,,1.0,False,2024-03-03T23:16:35
2425,FKID002425,vehicle_breakdown,Mysore Road,,1.0,False,2024-03-03T20:41:42
2426,FKID002426,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-03T20:44:44
2427,FKID002427,accident,Bellary Road 2,,0.7,False,2024-03-04T04:14:50
2428,FKID002428,others,Non-corridor,38.768891116666666,1.0,False,2024-03-04T01:23:20
2429,FKID002429,vehicle_breakdown,Non-corridor,57.316075016666666,1.0,False,2024-03-04T00:03:19
2430,FKID002430,vehicle_breakdown,Hennur Main Road,,1.0,False,2024-03-04T01:17:55
2431,FKID002431,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-04T00:37:31
2432,FKID002432,vehicle_breakdown,Old Madras Road,,0.7,False,2024-03-03T20:50:16
2433,FKID002433,vehicle_breakdown,Mysore Road,,1.0,False,2024-03-04T01:36:35
2434,FKID002434,others,Mysore Road,6.82868555,1.0,False,2024-03-21T01:36:59
2435,FKID002435,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-21T00:04:02
2436,FKID002436,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-03-04T04:11:54
2437,FKID002437,vehicle_breakdown,Non-corridor,54.46608108333333,1.0,False,2024-03-21T03:25:51
2438,FKID002438,vehicle_breakdown,ORR North 1,40.761785499999995,1.0,False,2024-03-04T07:16:24
2439,FKID002439,vehicle_breakdown,Mysore Road,90.19987731666667,1.0,False,2024-03-04T07:13:45
2440,FKID002440,public_event,Non-corridor,0.20875000000000002,1.0,True,2024-03-04T08:01:33
2441,FKID002441,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-21T00:05:43
2442,FKID002442,construction,Non-corridor,19646.09310235,0.48999999999999994,False,2024-03-21T03:37:48
2443,FKID002443,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-04T06:07:55
2444,FKID002444,vehicle_breakdown,Bellary Road 1,86.78634966666667,1.0,False,2024-03-21T05:09:49
2445,FKID002445,public_event,Non-corridor,,1.0,True,
2446,FKID002446,vehicle_breakdown,Non-corridor,81.11977473333333,1.0,False,2024-03-21T05:21:52
2447,FKID002447,construction,Non-corridor,2880.14515,1.0,False,2024-03-21T04:40:37
2448,FKID002448,vehicle_breakdown,Hosur Road,,1.0,False,2024-03-04T07:01:39
2449,FKID002449,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-04T06:44:41
2450,FKID002450,vehicle_breakdown,Non-corridor,8.9473605,1.0,False,2024-03-04T09:42:19
2451,FKID002451,accident,Bellary Road 2,,0.7,False,2024-03-04T08:36:42
2452,FKID002452,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-04T06:42:59
2453,FKID002453,vehicle_breakdown,Non-corridor,30.47674805,1.0,False,2024-03-21T05:40:13
2454,FKID002454,vehicle_breakdown,Mysore Road,,1.0,False,2024-03-04T19:03:28
2455,FKID002455,vehicle_breakdown,Magadi Road,67.566669,1.0,False,2024-03-21T06:23:34
2456,FKID002456,water_logging,Non-corridor,4.666376866666667,1.0,False,2024-03-04T20:51:04
2457,FKID002457,vehicle_breakdown,Tumkur Road,21.935244516666668,1.0,False,2024-03-04T19:51:16
2458,FKID002458,vehicle_breakdown,Non-corridor,31.711534466666667,1.0,False,2024-03-04T19:47:42
2459,FKID002459,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-04T20:09:07
2460,FKID002460,vehicle_breakdown,Non-corridor,121.07565023333333,1.0,False,2024-03-04T20:46:02
2461,FKID002461,water_logging,Non-corridor,121.41991448333333,1.0,False,2024-03-04T20:46:20
2462,FKID002462,pot_holes,Bellary Road 1,3171.436475616667,1.0,False,2024-03-04T19:44:45
2463,FKID002463,construction,ORR East 2,784.37205,1.0,False,2024-03-04T21:01:23
2464,FKID002464,vehicle_breakdown,Mysore Road,,1.0,False,2024-03-21T04:23:49
2465,FKID002465,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-21T04:21:28
2466,FKID002466,vehicle_breakdown,Non-corridor,55.092613899999996,1.0,False,2024-03-21T06:15:17
2467,FKID002467,vehicle_breakdown,Mysore Road,9.4180207,1.0,False,2024-03-21T06:44:02
2468,FKID002468,congestion,ORR North 2,,0.7,False,2024-03-21T03:47:31
2469,FKID002469,pot_holes,CBD 1,,1.0,False,2024-03-04T21:24:54
2470,FKID002470,vehicle_breakdown,Bannerghata Road,,1.0,False,2024-03-21T06:59:45
2471,FKID002471,vehicle_breakdown,Tumkur Road,9.946038833333334,1.0,False,2024-03-04T21:33:53
2472,FKID002472,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-04T21:21:05
2473,FKID002473,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-21T05:22:04
2474,FKID002474,pot_holes,CBD 1,45.08455431666666,1.0,False,2024-03-04T21:24:54
2475,FKID002475,vehicle_breakdown,Hennur Main Road,39.94712393333334,1.0,False,2024-03-04T22:06:45
2476,FKID002476,vehicle_breakdown,ORR West 1,47.0778124,1.0,False,2024-03-21T07:13:03
2477,FKID002477,vehicle_breakdown,Mysore Road,43.93709355,1.0,False,2024-03-21T07:58:30
2478,FKID002478,accident,Hosur Road,19.286777033333333,1.0,False,2024-03-04T22:42:51
2479,FKID002479,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-21T06:05:00
2480,FKID002480,congestion,Hennur Main Road,,0.7,False,2024-03-21T06:00:41
2481,FKID002481,vehicle_breakdown,Bellary Road 1,26.211784233333333,1.0,False,2024-03-04T23:02:01
2482,FKID002482,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-04T22:28:40
2483,FKID002483,public_event,Old Madras Road,,1.0,True,
2484,FKID002484,vehicle_breakdown,Magadi Road,,1.0,False,2024-03-21T06:08:57
2485,FKID002485,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-21T06:22:23
2486,FKID002486,construction,Non-corridor,,1.0,False,
2487,FKID002487,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-05T01:04:05
2488,FKID002488,vehicle_breakdown,Mysore Road,20.760291183333333,1.0,False,2024-03-04T23:55:04
2489,FKID002489,pot_holes,Non-corridor,55012.060823416665,0.7,False,2024-03-05T00:29:44
2490,FKID002490,vehicle_breakdown,Airport New South Road,,1.0,False,2024-03-04T23:03:34
2491,FKID002491,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-03-04T23:21:49
2492,FKID002492,vehicle_breakdown,West of Chord Road,,1.0,False,2024-03-04T22:01:57
2493,FKID002493,vehicle_breakdown,West of Chord Road,,1.0,False,2024-03-04T21:38:03
2494,FKID002494,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-05T01:39:57
2495,FKID002495,construction,Non-corridor,66.40621666666667,1.0,False,2024-03-21T19:29:21
2496,FKID002496,pot_holes,Non-corridor,6753.669983233333,1.0,False,2024-03-05T02:56:40
2497,FKID002497,vehicle_breakdown,ORR North 1,,0.7,False,2024-03-05T00:09:48
2498,FKID002498,vehicle_breakdown,Airport New South Road,,1.0,False,2024-03-05T00:21:26
2499,FKID002499,others,Non-corridor,,1.0,False,2024-03-21T19:46:55
2500,FKID002500,vehicle_breakdown,Tumkur Road,14.798998433333333,1.0,False,2024-03-05T02:21:45
2501,FKID002501,vehicle_breakdown,ORR East 2,1.3184935833333333,1.0,False,2024-03-05T02:13:01
2502,FKID002502,pot_holes,Non-corridor,,1.0,False,2024-03-05T02:54:09
2503,FKID002503,water_logging,CBD 2,1397.64799305,1.0,False,2024-03-05T02:47:57
2504,FKID002504,others,Non-corridor,,1.0,False,2024-03-21T19:48:34
2505,FKID002505,vehicle_breakdown,Tumkur Road,17.37361458333333,1.0,False,2024-03-21T20:31:17
2506,FKID002506,vehicle_breakdown,Non-corridor,137.26294234999997,1.0,False,2024-03-21T21:06:59
2507,FKID002507,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-05T04:13:06
2508,FKID002508,vehicle_breakdown,ORR East 2,,1.0,False,2024-03-05T02:16:30
2509,FKID002509,vehicle_breakdown,ORR East 2,,1.0,False,2024-03-05T02:14:20
2510,FKID002510,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-21T19:05:43
2511,FKID002511,vehicle_breakdown,Hosur Road,,1.0,False,2024-03-05T02:10:03
2512,FKID002512,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-21T19:08:29
2513,FKID002513,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-21T18:38:44
2514,FKID002514,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-05T03:24:20
2515,FKID002515,pot_holes,Non-corridor,,1.0,False,2024-03-05T04:37:24
2516,FKID002516,vehicle_breakdown,CBD 2,,1.0,False,2024-03-05T05:57:47
2517,FKID002517,vehicle_breakdown,Mysore Road,55.2758047,1.0,False,2024-03-05T05:43:36
2518,FKID002518,congestion,ORR North 2,,0.7,False,2024-03-05T05:03:43
2519,FKID002519,accident,ORR North 1,,0.7,False,2024-03-05T04:22:47
2520,FKID002520,accident,ORR North 1,,0.7,False,2024-03-05T04:23:07
2521,FKID002521,vehicle_breakdown,Non-corridor,12.261251683333334,1.0,False,2024-03-21T21:43:09
2522,FKID002522,construction,Mysore Road,,1.0,False,2024-03-21T21:55:42
2523,FKID002523,vehicle_breakdown,Magadi Road,61.61077986666667,1.0,False,2024-03-05T06:11:26
2524,FKID002524,road_conditions,Non-corridor,,1.0,False,2024-03-21T21:43:47
2525,FKID002525,water_logging,IRR(Thanisandra road),,1.0,False,2024-03-21T21:57:25
2526,FKID002526,water_logging,Magadi Road,,1.0,False,2024-03-21T21:56:29
2527,FKID002527,vehicle_breakdown,Magadi Road,64.27595888333333,1.0,False,2024-03-05T06:10:17
2528,FKID002528,vehicle_breakdown,Bellary Road 1,14.07579545,1.0,False,2024-03-21T22:26:57
2529,FKID002529,vehicle_breakdown,ORR North 2,,1.0,False,2024-03-05T06:20:10
2530,FKID002530,pot_holes,Non-corridor,,1.0,False,2024-03-21T23:22:47
2531,FKID002531,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-05T08:29:11
2532,FKID002532,vehicle_breakdown,ORR East 1,21.646528683333333,1.0,False,2024-03-21T22:47:23
2533,FKID002533,construction,Non-corridor,2881.3424833333333,1.0,False,2024-03-21T22:47:25
2534,FKID002534,road_conditions,Non-corridor,19176.481665083335,1.0,False,2024-03-21T23:25:28
2535,FKID002535,road_conditions,Non-corridor,19180.275299733334,1.0,False,2024-03-21T23:21:44
2536,FKID002536,others,Non-corridor,,1.0,False,2024-03-21T23:16:28
2537,FKID002537,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-05T08:19:32
2538,FKID002538,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-05T18:03:08
2539,FKID002539,vehicle_breakdown,ORR North 1,,0.7,False,2024-03-05T11:59:19
2540,FKID002540,vehicle_breakdown,ORR North 1,,0.7,False,2024-03-05T07:51:26
2541,FKID002541,vehicle_breakdown,Bellary Road 2,24.362505416666668,1.0,False,2024-03-05T18:12:44
2542,FKID002542,vehicle_breakdown,Non-corridor,39.91352521666667,1.0,False,2024-03-22T00:18:05
2543,FKID002543,accident,Non-corridor,,0.7,False,2024-03-21T22:31:07
2544,FKID002544,vehicle_breakdown,Non-corridor,20.05264845,1.0,False,2024-03-21T23:16:29
2545,FKID002545,road_conditions,Non-corridor,19168.524886033334,1.0,False,2024-03-21T23:33:23
2546,FKID002546,vehicle_breakdown,ORR North 1,,0.7,False,2024-03-21T23:24:37
2547,FKID002547,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-21T23:25:14
2548,FKID002548,water_logging,Bellary Road 2,59786.04160051666,0.7,False,2024-01-24T06:11:07
2549,FKID002549,others,Hennur Main Road,10404.144533566667,0.7,False,2024-03-05T20:24:29
2550,FKID002550,others,Bellary Road 1,4304.7043229,0.7,False,2024-03-22T01:44:46
2551,FKID002551,vehicle_breakdown,Mysore Road,,1.0,False,2024-03-05T20:40:35
2552,FKID002552,others,CBD 1,,1.0,False,2024-03-05T19:28:47
2553,FKID002553,vehicle_breakdown,Tumkur Road,10.195782266666667,1.0,False,2024-03-05T20:07:08
2554,FKID002554,vehicle_breakdown,Mysore Road,6.759156316666666,1.0,False,2024-03-05T20:41:42
2555,FKID002555,others,Mysore Road,2073.54119145,0.7,False,2024-03-05T19:08:45
2556,FKID002556,vehicle_breakdown,Tumkur Road,23.556338,1.0,False,2024-03-22T01:21:53
2557,FKID002557,others,Non-corridor,1954.8978021666667,1.0,False,2024-03-05T20:53:57
2558,FKID002558,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-22T01:58:17
2559,FKID002559,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-22T04:33:59
2560,FKID002560,congestion,Hennur Main Road,157.83113301666666,1.0,False,2024-03-22T04:49:19
2561,FKID002561,construction,ORR East 2,778.3801666666666,1.0,False,2024-03-05T21:07:23
2562,FKID002562,test_demo,Non-corridor,2.3584172666666663,1.0,False,2024-03-05T21:31:23
2563,FKID002563,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-05T19:33:28
2564,FKID002564,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-03-05T18:58:32
2565,FKID002565,vehicle_breakdown,ORR North 2,98.79469238333333,1.0,False,2024-03-05T21:19:44
2566,FKID002566,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-22T03:02:29
2567,FKID002567,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-05T22:00:36
2568,FKID002568,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-03-22T04:46:20
2569,FKID002569,vehicle_breakdown,Non-corridor,19.4802817,1.0,False,2024-03-22T06:17:24
2570,FKID002570,water_logging,Non-corridor,,1.0,False,2024-03-22T06:48:46
2571,FKID002571,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-03-22T05:30:42
2572,FKID002572,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-22T05:07:25
2573,FKID002573,vehicle_breakdown,Mysore Road,112.59205778333333,1.0,False,2024-03-22T06:34:52
2574,FKID002574,others,Bellary Road 1,23212.68517465,0.7,False,2024-03-05T22:52:02
2575,FKID002575,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-22T03:12:49
2576,FKID002576,vehicle_breakdown,Hosur Road,,1.0,False,2024-03-22T06:16:49
2577,FKID002577,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-05T21:32:34
2578,FKID002578,vehicle_breakdown,Non-corridor,36.436371050000005,1.0,False,2024-03-05T22:46:19
2579,FKID002579,vehicle_breakdown,Non-corridor,41.06278635,1.0,False,2024-03-05T22:57:05
2580,FKID002580,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-05T20:56:11
2581,FKID002581,construction,ORR East 2,806.1592166666667,1.0,False,2024-03-21T20:39:36
2582,FKID002582,vehicle_breakdown,Hosur Road,,1.0,False,2024-03-22T08:46:49
2583,FKID002583,vehicle_breakdown,Non-corridor,63.735437633333326,1.0,False,2024-03-05T23:41:47
2584,FKID002584,vehicle_breakdown,Magadi Road,,1.0,False,2024-03-22T07:10:03
2585,FKID002585,vehicle_breakdown,ORR North 2,41.89284255,1.0,False,2024-03-22T18:23:00
2586,FKID002586,construction,ORR North 1,,1.0,False,2024-03-22T19:00:55
2587,FKID002587,accident,Non-corridor,,0.7,False,2024-03-06T00:45:40
2588,FKID002588,water_logging,Bellary Road 1,,1.0,False,2024-03-22T19:00:41
2589,FKID002589,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-05T22:44:47
2590,FKID002590,others,Non-corridor,12.775447683333335,1.0,False,2024-03-06T01:09:22
2591,FKID002591,congestion,ORR North 1,52.42753255,1.0,False,2024-03-06T01:11:48
2592,FKID002592,others,ORR West 1,20.280152166666667,1.0,False,2024-03-22T20:06:39
2593,FKID002593,others,Magadi Road,13.76268395,1.0,False,2024-03-06T01:44:04
2594,FKID002594,accident,Bellary Road 2,,0.7,False,2024-03-22T18:29:34
2595,FKID002595,vehicle_breakdown,ORR East 1,,1.0,False,2024-03-22T21:04:57
2596,FKID002596,water_logging,Bellary Road 1,,1.0,False,2024-03-22T19:03:11
2597,FKID002597,pot_holes,IRR(Thanisandra road),,1.0,False,2024-03-22T19:52:38
2598,FKID002598,tree_fall,Non-corridor,48.95543648333333,1.0,False,2024-03-22T19:54:55
2599,FKID002599,vehicle_breakdown,Bellary Road 1,9.997270066666665,1.0,False,2024-03-22T21:08:16
2600,FKID002600,pot_holes,IRR(Thanisandra road),,1.0,False,2024-03-22T21:15:49
2601,FKID002601,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-22T19:07:10
2602,FKID002602,procession,Non-corridor,3.0139137333333332,1.0,True,2024-03-06T02:32:14
2603,FKID002603,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-06T00:16:25
2604,FKID002604,vehicle_breakdown,CBD 2,,1.0,False,2024-03-06T00:21:45
2605,FKID002605,pot_holes,Non-corridor,,1.0,False,2024-03-06T02:40:43
2606,FKID002606,vehicle_breakdown,Old Madras Road,18.148097683333333,1.0,False,2024-03-06T02:26:38
2607,FKID002607,vehicle_breakdown,Mysore Road,32.78711466666667,1.0,False,2024-03-06T02:40:05
2608,FKID002608,vehicle_breakdown,Non-corridor,0.5196999999999999,1.0,False,2024-03-06T03:59:14
2609,FKID002609,vehicle_breakdown,Non-corridor,104.44264348333333,1.0,False,2024-03-06T03:41:45
2610,FKID002610,construction,ORR East 2,30240.56625,0.7,False,2024-02-14T02:25:12
2611,FKID002611,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-03-22T19:11:50
2612,FKID002612,congestion,Non-corridor,12.732202816666668,0.7,False,2024-03-06T04:22:06
2613,FKID002613,others,Non-corridor,,1.0,False,2024-03-06T05:07:56
2614,FKID002614,vehicle_breakdown,Bellary Road 1,4.05119445,1.0,False,2024-03-22T21:42:58
2615,FKID002615,others,Non-corridor,46986.866745549996,0.48999999999999994,False,2024-03-06T04:27:43
2616,FKID002616,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-22T22:21:17
2617,FKID002617,vehicle_breakdown,Non-corridor,42.46220125,1.0,False,2024-03-06T06:06:44
2618,FKID002618,water_logging,Tumkur Road,72.85393916666666,1.0,False,2024-03-06T06:18:15
2619,FKID002619,road_conditions,Mysore Road,20560.756528333335,1.0,False,2024-03-22T22:23:01
2620,FKID002620,vehicle_breakdown,Hosur Road,,1.0,False,2024-03-22T20:10:23
2621,FKID002621,vehicle_breakdown,ORR North 1,,0.7,False,2024-03-06T03:42:12
2622,FKID002622,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-06T03:52:26
2623,FKID002623,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-06T04:02:06
2624,FKID002624,congestion,ORR North 1,154.51919141666667,1.0,False,2024-03-06T04:42:48
2625,FKID002625,tree_fall,Non-corridor,,1.0,False,2024-03-06T07:00:26
2626,FKID002626,vehicle_breakdown,Mysore Road,31.87520885,1.0,False,2024-03-22T23:12:47
2627,FKID002627,vehicle_breakdown,Old Madras Road,78.34826575000001,1.0,False,2024-03-22T23:28:16
2628,FKID002628,vehicle_breakdown,ORR North 1,,0.7,False,2024-03-22T19:47:00
2629,FKID002629,congestion,Tumkur Road,,0.48999999999999994,False,2024-03-06T07:22:29
2630,FKID002630,vehicle_breakdown,ORR North 2,29.89324733333333,1.0,False,2024-03-23T00:03:01
2631,FKID002631,accident,Non-corridor,,0.7,False,2024-03-06T06:29:43
2632,FKID002632,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-06T09:09:05
2633,FKID002633,accident,Non-corridor,,0.7,False,2024-03-06T07:00:50
2634,FKID002634,vehicle_breakdown,Non-corridor,26.941963933333334,1.0,False,2024-03-23T00:59:18
2635,FKID002635,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-06T06:48:13
2636,FKID002636,vehicle_breakdown,Non-corridor,,0.7,False,2024-03-06T07:13:05
2637,FKID002637,vehicle_breakdown,ORR East 1,,1.0,False,2024-03-06T08:10:19
2638,FKID002638,vehicle_breakdown,Non-corridor,,1.0,False,2024-03-06T07:50:31
2639,FKID002639,protest,Non-corridor,,1.0,True,2024-03-23T00:03:40
2640,FKID002640,congestion,ORR North 2,,0.7,False,2024-03-06T04:44:43
2641,FKID002641,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-03-06T05:33:12
2642,FKID002642,vehicle_breakdown,Hosur Road,22.988230849999997,1.0,False,2024-03-06T10:05:58
2643,FKID002643,vehicle_breakdown,Tumkur Road,22.34844435,1.0,False,2024-03-23T01:05:10
2644,FKID002644,pot_holes,Hosur Road,117103.4595215,0.7,False,2023-12-16T02:45:37
2645,FKID002645,vehicle_breakdown,West of Chord Road,24.466795816666668,1.0,False,2024-03-06T18:48:38
2646,FKID002646,others,Tumkur Road,,1.0,False,2024-03-06T18:03:12
2647,FKID002647,vehicle_breakdown,ORR North 2,,1.0,False,2024-03-23T00:05:06
2648,FKID002648,vehicle_breakdown,Old Madras Road,,0.7,False,2024-03-23T00:08:11
2649,FKID002649,vehicle_breakdown,Tumkur Road,,1.0,False,2024-03-06T19:45:55
2650,FKID002650,pot_holes,Bannerghata Road,,1.0,False,2024-03-23T03:07:17
2651,FKID002651,vehicle_breakdown,Non-corridor,158.45544278333332,1.0,False,2024-03-23T02:38:35
2652,FKID002652,vehicle_breakdown,Mysore Road,,1.0,False,2024-03-23T04:33:18
2653,FKID002653,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-03-23T02:35:43
2654,FKID002654,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-03-06T20:35:19
2655,FKID002655,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-03-23T02:52:50
2656,FKID002656,construction,Non-corridor,121.63026666666666,1.0,False,2024-03-23T03:05:08
2657,FKID002657,vehicle_breakdown,West of Chord Road,,1.0,False,2024-03-23T05:22:38
2658,FKID002658,tree_fall,Non-corridor,92.98989458333334,1.0,False,2024-03-06T21:01:41
2659,FKID002659,construction,ORR East 2,772.6570333333333,1.0,False,2024-03-06T21:13:06
2660,FKID002660,vehicle_breakdown,Non-corridor,70.00693796666665,1.0,False,2024-03-23T05:38:26
2661,FKID002661,others,Tumkur Road,1848.5386914833332,1.0,False,2024-03-06T21:39:38
2662,FKID002662,vehicle_breakdown,ORR North 1,,0.7,False,2024-03-06T19:28:10
2663,FKID002663,debris,Bellary Road 2,19189.641194183332,0.7,False,2024-03-06T22:02:04
