event_id,archetype,probability,cluster_id
FKID001744,mega_disruption,1.0,21
FKID001750,severe,1.0,9
FKID001755,moderate,1.0,51
FKID001756,severe,0.6614669653135344,34
FKID001757,rapid_clear,1.0,49
FKID001760,moderate,1.0,6
FKID001762,chronic,1.0,43
FKID001765,severe,1.0,19
FKID001768,severe,0.4431428029257948,19
FKID001769,rapid_clear,1.0,44
FKID001770,severe,0.5840942047527058,48
FKID001771,moderate,1.0,15
FKID001772,moderate,1.0,16
FKID001774,moderate,1.0,51
FKID001777,rapid_clear,1.0,35
FKID001778,severe,0.6614669653135344,34
FKID001788,severe,1.0,13
FKID001796,severe,1.0,19
FKID001799,chronic,0.6247305586270866,3
FKID001800,moderate,1.0,24
FKID001809,chronic,1.0,39
FKID001812,moderate,0.0677679610293307,24
FKID001815,chronic,1.0,4
FKID001816,severe,0.09085170600491374,14
FKID001820,severe,0.9329549851723129,0
FKID001821,mega_disruption,0.6107651015090589,46
FKID001822,rapid_clear,1.0,31
FKID001826,moderate,1.0,24
FKID001827,outlier,0.0,-1
FKID001828,moderate,1.0,40
FKID001829,chronic,1.0,4
FKID001835,chronic,0.8236297428021401,17
FKID001837,chronic,1.0,17
FKID001838,chronic,0.8162837142662637,17
FKID001839,outlier,0.0,-1
FKID001840,mega_disruption,0.5930475411218153,7
FKID001843,outlier,0.0,-1
FKID001844,outlier,0.0,-1
FKID001851,severe,1.0,33
FKID001852,rapid_clear,1.0,49
FKID001854,rapid_clear,1.0,49
FKID001855,severe,1.0,14
FKID001858,severe,1.0,14
FKID001861,severe,1.0,13
FKID001863,severe,1.0,22
FKID001864,rapid_clear,0.6763522577196196,37
FKID001865,outlier,0.0,-1
FKID001870,moderate,0.7532047069416377,40
FKID001872,severe,0.9221746023320838,32
FKID001873,rapid_clear,1.0,26
FKID001874,rapid_clear,0.7830718896469164,26
FKID001877,mega_disruption,1.0,21
FKID001879,mega_disruption,1.0,47
FKID001885,outlier,0.0,-1
FKID001888,rapid_clear,1.0,31
FKID001892,chronic,0.8636729543097604,50
FKID001894,chronic,1.0,4
FKID001897,rapid_clear,0.970557545019231,49
FKID001903,severe,0.8512726972650416,22
FKID001904,severe,1.0,22
FKID001906,severe,1.0,22
FKID001911,moderate,0.5227386476687612,36
FKID001912,mega_disruption,1.0,29
FKID001913,chronic,0.8675875900180187,39
FKID001914,rapid_clear,1.0,26
FKID001920,chronic,1.0,3
FKID001922,outlier,0.0,-1
FKID001928,chronic,1.0,25
FKID001929,severe,0.9224872348891607,0
FKID001930,chronic,1.0,4
FKID001931,mega_disruption,1.0,8
FKID001932,mega_disruption,1.0,8
FKID001933,outlier,0.0,-1
FKID001937,rapid_clear,1.0,45
FKID001939,moderate,1.0,11
FKID001940,severe,0.9072464157577855,48
FKID001941,rapid_clear,1.0,49
FKID001942,severe,1.0,34
FKID001943,moderate,1.0,6
FKID001944,chronic,1.0,50
FKID001948,severe,1.0,13
FKID001949,severe,1.0,22
FKID001951,severe,1.0,13
FKID001954,mega_disruption,1.0,8
FKID001958,chronic,0.8729319618017972,39
FKID001959,severe,1.0,22
FKID001960,moderate,1.0,36
FKID001961,chronic,1.0,39
FKID001962,chronic,1.0,39
FKID001968,outlier,0.0,-1
FKID001969,moderate,0.7555007920025674,36
FKID001972,mega_disruption,1.0,21
FKID001973,rapid_clear,1.0,26
FKID001974,chronic,1.0,3
FKID001975,chronic,0.6247305586270866,3
FKID001976,mega_disruption,1.0,21
FKID001983,severe,1.0,18
FKID001990,rapid_clear,1.0,23
FKID001991,rapid_clear,1.0,23
FKID001998,severe,1.0,34
FKID001999,severe,1.0,34
FKID002002,mega_disruption,1.0,28
FKID002005,mega_disruption,1.0,28
FKID002006,severe,0.6614669653135344,34
FKID002009,chronic,0.8675875900180187,39
FKID002020,rapid_clear,1.0,5
FKID002022,severe,0.9110261568696757,48
FKID002024,moderate,0.9573809033886831,41
FKID002025,severe,1.0,33
FKID002026,chronic,1.0,4
FKID002027,moderate,1.0,16
FKID002038,severe,1.0,14
FKID002039,mega_disruption,1.0,8
FKID002040,moderate,1.0,6
FKID002041,severe,1.0,14
FKID002044,chronic,1.0,43
FKID002052,chronic,1.0,43
FKID002053,severe,1.0,22
FKID002059,mega_disruption,1.0,1
FKID002065,moderate,1.0,36
FKID002066,moderate,1.0,36
FKID002068,chronic,0.6975429122390078,3
FKID002070,moderate,0.12503024012211622,12
FKID002071,chronic,1.0,3
FKID002072,moderate,1.0,24
FKID002075,mega_disruption,0.6127026915448224,7
FKID002076,mega_disruption,1.0,21
FKID002081,outlier,0.0,-1
FKID002082,severe,0.12193217847956768,18
FKID002087,severe,0.09534251931787387,18
FKID002091,rapid_clear,1.0,23
FKID002094,mega_disruption,1.0,42
FKID002096,moderate,0.7532047069416377,40
FKID002097,chronic,1.0,4
FKID002098,moderate,0.7532047069416377,40
FKID002100,severe,1.0,48
FKID002103,outlier,0.0,-1
FKID002105,chronic,1.0,4
FKID002106,moderate,1.0,11
FKID002107,mega_disruption,0.8553667433914572,42
FKID002108,mega_disruption,0.8553667433914572,42
FKID002109,severe,1.0,33
FKID002111,severe,0.6614669653135344,34
FKID002113,mega_disruption,1.0,28
FKID002118,mega_disruption,1.0,21
FKID002120,severe,0.4431428029257948,19
FKID002121,severe,1.0,13
FKID002126,severe,1.0,22
FKID002127,severe,0.5840942047527058,48
FKID002131,moderate,1.0,36
FKID002134,severe,1.0,34
FKID002136,moderate,1.0,51
FKID002137,mega_disruption,1.0,47
FKID002142,chronic,0.8675875900180187,39
FKID002144,severe,0.9221746023320838,32
FKID002145,severe,1.0,13
FKID002151,chronic,0.6247305586270866,3
FKID002154,severe,1.0,18
FKID002156,severe,0.4431428029257948,19
FKID002159,moderate,1.0,12
FKID002160,rapid_clear,1.0,5
FKID002167,moderate,1.0,41
FKID002168,chronic,1.0,4
FKID002170,rapid_clear,1.0,23
FKID002171,rapid_clear,1.0,23
FKID002172,mega_disruption,1.0,42
FKID002174,mega_disruption,0.4484164534379405,28
FKID002175,rapid_clear,0.8438428609859682,37
FKID002177,rapid_clear,1.0,23
FKID002178,chronic,0.8162837142662637,17
FKID002179,severe,1.0,9
FKID002181,severe,0.7801907908072047,48
FKID002190,moderate,1.0,36
FKID002191,moderate,1.0,36
FKID002192,chronic,0.8675875900180187,39
FKID002195,chronic,0.924906454442648,50
FKID002197,moderate,1.0,51
FKID002200,severe,1.0,13
FKID002201,severe,1.0,14
FKID002202,severe,1.0,14
FKID002205,rapid_clear,0.7851696698645753,26
FKID002207,moderate,1.0,36
FKID002209,chronic,0.8729319618017972,39
FKID002210,chronic,1.0,39
FKID002212,chronic,0.8729319618017972,39
FKID002213,chronic,1.0,39
FKID002220,moderate,1.0,36
FKID002221,severe,0.8986889967842258,32
FKID002222,moderate,1.0,24
FKID002223,outlier,0.0,-1
FKID002224,mega_disruption,1.0,8
FKID002225,mega_disruption,0.6744040886472502,7
FKID002226,chronic,1.0,25
FKID002227,chronic,0.6247305586270866,3
FKID002230,severe,1.0,18
FKID002232,moderate,1.0,24
FKID002233,mega_disruption,1.0,29
FKID002235,rapid_clear,1.0,31
FKID002236,moderate,1.0,12
FKID002238,outlier,0.0,-1
FKID002239,mega_disruption,1.0,42
FKID002240,mega_disruption,1.0,47
FKID002241,rapid_clear,0.9703898851105591,31
FKID002244,rapid_clear,1.0,5
FKID002245,mega_disruption,0.9436839482983198,20
FKID002249,moderate,1.0,40
FKID002250,rapid_clear,1.0,5
FKID002251,rapid_clear,1.0,23
FKID002254,mega_disruption,1.0,8
FKID002257,chronic,0.7333890280384693,50
FKID002261,outlier,0.0,-1
FKID002263,mega_disruption,1.0,47
FKID002264,severe,0.5840942047527058,48
FKID002267,severe,0.6614669653135344,34
FKID002270,severe,1.0,33
FKID002276,severe,1.0,13
FKID002278,rapid_clear,1.0,49
FKID002283,moderate,1.0,15
FKID002284,chronic,1.0,39
FKID002285,moderate,1.0,36
FKID002286,severe,0.4431428029257948,19
FKID002287,moderate,1.0,24
FKID002291,moderate,1.0,24
FKID002293,severe,1.0,18
FKID002294,moderate,0.12503024012211622,12
FKID002301,chronic,0.32694302541107884,30
FKID002304,chronic,1.0,39
FKID002308,moderate,1.0,40
FKID002309,rapid_clear,1.0,23
FKID002311,moderate,1.0,36
FKID002312,mega_disruption,1.0,7
FKID002316,severe,0.9722915288373969,48
FKID002320,mega_disruption,1.0,28
FKID002321,severe,1.0,13
FKID002327,moderate,1.0,15
FKID002330,mega_disruption,0.956214114135412,29
FKID002333,chronic,0.8729319618017972,39
FKID002334,rapid_clear,0.9404596073484052,26
FKID002335,rapid_clear,1.0,35
FKID002336,rapid_clear,1.0,35
FKID002337,chronic,0.8729319618017972,39
FKID002340,mega_disruption,1.0,46
FKID002345,mega_disruption,1.0,1
FKID002348,chronic,0.6247305586270866,3
FKID002349,severe,1.0,18
FKID002350,severe,0.7368381964334768,32
FKID002351,severe,1.0,32
FKID002353,mega_disruption,0.6107651015090589,46
FKID002360,chronic,1.0,25
FKID002363,chronic,1.0,25
FKID002366,rapid_clear,1.0,23
FKID002367,chronic,1.0,25
FKID002368,rapid_clear,1.0,31
FKID002370,rapid_clear,1.0,5
FKID002377,rapid_clear,1.0,45
FKID002378,chronic,0.789987042776938,50
FKID002380,mega_disruption,0.9149061241645882,20
FKID002381,chronic,1.0,43
FKID002383,mega_disruption,1.0,47
FKID002385,severe,1.0,34
FKID002387,rapid_clear,1.0,44
FKID002388,rapid_clear,1.0,37
FKID002389,moderate,1.0,36
FKID002396,severe,1.0,18
FKID002401,severe,0.5560909601661581,9
FKID002406,severe,0.12193217847956768,18
FKID002408,severe,0.12193217847956768,18
FKID002409,severe,0.12193217847956768,18
FKID002410,severe,0.12193217847956768,18
FKID002411,severe,0.12193217847956768,18
FKID002414,rapid_clear,1.0,45
FKID002415,severe,0.09534251931787387,18
FKID002416,severe,0.12193217847956768,18
FKID002417,chronic,0.7590947218928296,17
FKID002418,mega_disruption,1.0,46
FKID002419,severe,0.5560909601661581,9
FKID002420,chronic,0.8636729543097604,50
FKID002421,severe,1.0,48
FKID002428,severe,1.0,34
FKID002429,severe,1.0,33
FKID002434,severe,1.0,13
FKID002437,severe,1.0,19
FKID002438,rapid_clear,0.7851696698645753,26
FKID002439,chronic,0.788906473411741,27
FKID002440,moderate,1.0,24
FKID002442,mega_disruption,0.968341602246736,46
FKID002444,chronic,1.0,39
FKID002446,chronic,1.0,38
FKID002447,chronic,1.0,38
FKID002450,severe,0.09090376005129283,14
FKID002453,outlier,0.0,-1
FKID002455,moderate,1.0,36
FKID002456,outlier,0.0,-1
FKID002457,rapid_clear,1.0,5
FKID002458,moderate,1.0,41
FKID002460,moderate,1.0,40
FKID002461,moderate,1.0,40
FKID002462,chronic,1.0,30
FKID002463,chronic,1.0,4
FKID002466,severe,0.9276618741751972,32
FKID002467,rapid_clear,1.0,26
FKID002471,chronic,0.7590947218928296,17
FKID002474,outlier,0.0,-1
FKID002475,chronic,0.8162837142662637,17
FKID002476,rapid_clear,0.7851696698645753,26
FKID002477,chronic,0.7667467435554931,3
FKID002478,severe,1.0,48
FKID002481,severe,1.0,48
FKID002488,rapid_clear,0.8687297395774909,45
FKID002489,mega_disruption,1.0,47
FKID002495,severe,1.0,0
FKID002496,severe,1.0,19
FKID002500,severe,1.0,13
FKID002501,severe,1.0,13
FKID002503,chronic,1.0,43
FKID002505,rapid_clear,1.0,23
FKID002506,moderate,1.0,40
FKID002517,moderate,1.0,36
FKID002521,rapid_clear,1.0,10
FKID002523,moderate,1.0,36
FKID002527,moderate,1.0,36
FKID002528,chronic,0.7590947218928296,17
FKID002532,outlier,0.0,-1
FKID002533,severe,0.5560909601661581,9
FKID002534,mega_disruption,1.0,42
FKID002535,mega_disruption,1.0,42
FKID002541,severe,0.09534251931787387,18
FKID002542,severe,1.0,33
FKID002544,moderate,0.9959450175367174,16
FKID002545,severe,0.9253717948423655,33
FKID002548,mega_disruption,0.9344828451174021,29
FKID002549,mega_disruption,1.0,20
FKID002550,mega_disruption,1.0,28
FKID002553,rapid_clear,1.0,5
FKID002554,rapid_clear,1.0,23
FKID002555,mega_disruption,1.0,20
FKID002556,rapid_clear,1.0,49
FKID002557,mega_disruption,1.0,42
FKID002560,chronic,1.0,39
FKID002561,chronic,1.0,4
FKID002562,rapid_clear,1.0,10
FKID002565,rapid_clear,1.0,23
FKID002569,severe,0.9221746023320838,32
FKID002573,chronic,0.788906473411741,27
FKID002574,mega_disruption,1.0,28
FKID002578,severe,0.9909841638036742,9
FKID002579,severe,1.0,9
FKID002581,chronic,1.0,4
FKID002583,severe,1.0,33
FKID002585,severe,0.09534251931787387,18
FKID002590,severe,1.0,34
FKID002591,rapid_clear,1.0,49
FKID002592,rapid_clear,1.0,5
FKID002593,severe,1.0,13
FKID002598,moderate,1.0,41
FKID002599,rapid_clear,1.0,23
FKID002602,severe,1.0,19
FKID002606,severe,1.0,13
FKID002607,rapid_clear,0.8386006637015583,44
FKID002608,severe,0.4431428029257948,19
FKID002609,moderate,1.0,15
FKID002610,mega_disruption,1.0,28
FKID002612,mega_disruption,1.0,8
FKID002614,chronic,0.7590947218928296,17
FKID002615,mega_disruption,1.0,8
FKID002617,severe,0.9276618741751972,32
FKID002618,moderate,1.0,36
FKID002619,chronic,0.8236297428021401,17
FKID002624,chronic,1.0,39
FKID002626,severe,1.0,48
FKID002627,severe,0.9722915288373969,48
FKID002630,chronic,0.8636729543097604,50
FKID002634,severe,1.0,34
FKID002642,moderate,0.12503024012211622,12
FKID002643,rapid_clear,1.0,49
FKID002644,mega_disruption,0.45103416344928265,28
FKID002645,moderate,1.0,12
FKID002651,severe,1.0,19
FKID002656,severe,1.0,19
FKID002658,moderate,1.0,40
FKID002659,chronic,1.0,4
FKID002660,severe,0.7865166006903678,32
FKID002661,chronic,1.0,17
FKID002663,mega_disruption,0.5788931681812096,28
FKID002665,mega_disruption,1.0,8
FKID002668,mega_disruption,1.0,47
FKID002672,rapid_clear,1.0,10
FKID002673,severe,1.0,9
FKID002677,severe,1.0,9
FKID002687,mega_disruption,1.0,8
FKID002688,chronic,1.0,43
FKID002689,severe,1.0,22
FKID002692,chronic,1.0,39
FKID002693,moderate,1.0,11
FKID002694,rapid_clear,0.7974696878914082,37
FKID002695,chronic,1.0,38
FKID002696,chronic,0.8729319618017972,39
FKID002698,moderate,1.0,6
FKID002699,chronic,0.6721358723715462,27
FKID002700,chronic,1.0,38
FKID002702,moderate,1.0,16
FKID002703,chronic,0.12494015886116075,25
FKID002704,chronic,1.0,38
FKID002708,outlier,0.0,-1
FKID002709,moderate,1.0,12
FKID002710,moderate,1.0,12
FKID002711,chronic,1.0,25
FKID002712,chronic,1.0,25
FKID002713,chronic,1.0,25
FKID002715,mega_disruption,1.0,8
FKID002717,severe,1.0,32
FKID002718,chronic,0.8675875900180187,39
FKID002720,outlier,0.0,-1
FKID002721,severe,1.0,32
FKID002722,chronic,0.8675875900180187,39
FKID002724,mega_disruption,1.0,29
FKID002726,mega_disruption,1.0,47
FKID002729,mega_disruption,1.0,47
FKID002731,chronic,0.8675875900180187,39
FKID002733,chronic,0.8675875900180187,39
FKID002734,chronic,0.8675875900180187,39
FKID002735,mega_disruption,1.0,47
FKID002736,rapid_clear,1.0,10
FKID002740,chronic,0.8675875900180187,39
FKID002741,mega_disruption,0.9910197975231061,29
FKID002742,mega_disruption,1.0,47
FKID002745,moderate,1.0,36
FKID002748,moderate,0.7555007920025674,36
FKID002749,outlier,0.0,-1
FKID002753,severe,1.0,32
FKID002754,mega_disruption,1.0,47
FKID002758,mega_disruption,0.8553667433914572,42
FKID002759,moderate,1.0,36
FKID002760,outlier,0.0,-1
FKID002765,severe,0.9722915288373969,48
FKID002766,mega_disruption,1.0,47
FKID002767,severe,0.5840942047527058,48
FKID002768,rapid_clear,1.0,45
FKID002769,mega_disruption,1.0,7
FKID002771,outlier,0.0,-1
FKID002776,mega_disruption,1.0,7
FKID002777,mega_disruption,1.0,47
FKID002778,severe,1.0,32
FKID002781,severe,0.9221746023320838,32
FKID002786,mega_disruption,0.6285621665090892,28
FKID002792,severe,0.9276618741751972,32
FKID002793,chronic,0.8675875900180187,39
FKID002795,moderate,0.5227386476687612,36
FKID002797,moderate,1.0,36
FKID002798,outlier,0.0,-1
FKID002799,mega_disruption,1.0,8
FKID002800,outlier,0.0,-1
FKID002804,severe,1.0,32
FKID002805,mega_disruption,0.6285621665090892,28
FKID002806,severe,0.732758418178466,32
FKID002807,outlier,0.0,-1
FKID002810,chronic,0.8675875900180187,39
FKID002811,chronic,0.8675875900180187,39
FKID002813,mega_disruption,1.0,7
FKID002814,chronic,0.6247305586270866,3
FKID002815,moderate,1.0,36
FKID002817,moderate,0.5227386476687612,36
FKID002818,moderate,1.0,6
FKID002819,moderate,1.0,36
FKID002822,chronic,0.7526266883252025,27
FKID002823,chronic,1.0,3
FKID002824,chronic,1.0,27
FKID002825,mega_disruption,0.6107651015090589,46
FKID002828,severe,0.9221746023320838,32
FKID002835,mega_disruption,1.0,1
FKID002840,mega_disruption,1.0,21
FKID002842,mega_disruption,1.0,29
FKID002845,chronic,1.0,27
FKID002846,severe,1.0,18
FKID002848,moderate,0.0677679610293307,24
FKID002849,severe,1.0,18
FKID002851,moderate,0.12503024012211622,12
FKID002853,mega_disruption,1.0,1
FKID002854,mega_disruption,1.0,29
FKID002855,mega_disruption,1.0,8
FKID002856,mega_disruption,1.0,8
FKID002857,rapid_clear,1.0,23
FKID002858,rapid_clear,1.0,26
FKID002861,chronic,0.7590947218928296,17
FKID002864,mega_disruption,1.0,1
FKID002865,chronic,1.0,27
FKID002867,outlier,0.0,-1
FKID002868,mega_disruption,1.0,8
FKID002872,rapid_clear,1.0,2
FKID002875,mega_disruption,1.0,1
FKID002876,mega_disruption,1.0,21
FKID002877,rapid_clear,1.0,23
FKID002883,mega_disruption,0.5788931681812096,28
FKID002885,moderate,1.0,6
FKID002887,mega_disruption,1.0,1
FKID002889,mega_disruption,1.0,29
FKID002890,severe,1.0,48
FKID002893,chronic,1.0,50
FKID002894,mega_disruption,1.0,8
FKID002897,moderate,1.0,16
FKID002898,chronic,1.0,27
FKID002901,mega_disruption,1.0,8
FKID002902,rapid_clear,1.0,2
FKID002904,severe,1.0,14
FKID002905,mega_disruption,1.0,7
FKID002909,mega_disruption,1.0,8
FKID002910,severe,1.0,13
FKID002914,mega_disruption,1.0,29
FKID002916,moderate,1.0,24
FKID002918,severe,0.4431428029257948,19
FKID002920,severe,1.0,22
FKID002922,rapid_clear,0.8751626775993792,2
FKID002924,mega_disruption,1.0,8
FKID002925,mega_disruption,1.0,8
FKID002934,moderate,0.0677679610293307,24
FKID002935,moderate,0.12503024012211622,12
FKID002937,severe,0.531568118989808,0
FKID002938,moderate,1.0,12
FKID002939,outlier,0.0,-1
FKID002947,rapid_clear,1.0,23
FKID002950,chronic,0.7590947218928296,17
FKID002959,moderate,0.3502284767176291,16
FKID002961,outlier,0.0,-1
FKID002962,moderate,1.0,11
FKID002963,moderate,1.0,11
FKID002972,chronic,0.9313310805852764,17
FKID002977,chronic,0.8636729543097604,50
FKID002982,rapid_clear,0.9816861848329635,44
FKID002986,severe,1.0,33
FKID002987,severe,1.0,19
FKID002988,rapid_clear,1.0,35
FKID002990,severe,0.4431428029257948,19
FKID002991,chronic,1.0,38
FKID002993,chronic,1.0,39
FKID002994,rapid_clear,1.0,35
FKID002995,chronic,1.0,39
FKID002997,chronic,1.0,38
FKID002999,chronic,1.0,39
FKID003000,moderate,1.0,6
FKID003003,moderate,1.0,6
FKID003004,chronic,1.0,38
FKID003006,chronic,1.0,39
FKID003007,mega_disruption,1.0,21
FKID003008,chronic,1.0,39
FKID003011,chronic,1.0,39
FKID003012,mega_disruption,0.6285621665090892,28
FKID003013,chronic,1.0,39
FKID003014,chronic,1.0,39
FKID003015,mega_disruption,0.6285621665090892,28
FKID003017,chronic,1.0,38
FKID003021,rapid_clear,0.9818004760204825,37
FKID003022,rapid_clear,1.0,37
FKID003023,rapid_clear,1.0,37
FKID003024,moderate,1.0,36
FKID003025,chronic,0.8675875900180187,39
FKID003026,chronic,1.0,39
FKID003027,mega_disruption,1.0,7
FKID003028,chronic,1.0,39
FKID003029,mega_disruption,1.0,7
FKID003030,moderate,1.0,36
FKID003031,chronic,1.0,39
FKID003035,moderate,0.5227386476687612,36
FKID003036,outlier,0.0,-1
FKID003037,outlier,0.0,-1
FKID003038,chronic,0.8675875900180187,39
FKID003039,severe,1.0,32
FKID003040,chronic,0.8675875900180187,39
FKID003041,mega_disruption,1.0,47
FKID003042,outlier,0.0,-1
FKID003043,severe,0.9105372250713597,32
FKID003047,moderate,1.0,36
FKID003048,severe,1.0,32
FKID003050,chronic,0.8675875900180187,39
FKID003051,chronic,0.8675875900180187,39
FKID003057,rapid_clear,0.8751626775993792,2
FKID003061,chronic,0.7540540404756697,27
FKID003062,mega_disruption,0.6107651015090589,46
FKID003063,rapid_clear,0.7851696698645753,26
FKID003064,chronic,1.0,27
FKID003066,rapid_clear,0.7851696698645753,26
FKID003067,chronic,1.0,3
FKID003068,moderate,1.0,24
FKID003070,chronic,1.0,27
FKID003071,severe,0.09534251931787387,18
FKID003072,severe,0.09534251931787387,18
FKID003073,mega_disruption,0.9584515321893782,20
FKID003076,rapid_clear,1.0,23
FKID003078,moderate,1.0,40
FKID003079,rapid_clear,1.0,23
FKID003080,rapid_clear,1.0,23
FKID003083,rapid_clear,1.0,23
FKID003087,outlier,0.0,-1
FKID003092,severe,1.0,48
FKID003095,rapid_clear,1.0,45
FKID003096,chronic,1.0,50
FKID003103,mega_disruption,1.0,21
FKID003107,moderate,0.06826360894187143,24
FKID003108,severe,1.0,14
FKID003109,severe,1.0,22
FKID003112,rapid_clear,0.8596154395179806,37
FKID003114,chronic,0.8729319618017972,39
FKID003117,severe,0.9221746023320838,32
FKID003118,moderate,0.7555007920025674,36
FKID003119,mega_disruption,0.6285621665090892,28
FKID003127,mega_disruption,1.0,8
FKID003131,chronic,1.0,25
FKID003132,rapid_clear,1.0,5
FKID003133,chronic,1.0,4
FKID003134,chronic,1.0,30
FKID003138,chronic,0.7590947218928296,17
FKID003141,moderate,1.0,11
FKID003146,mega_disruption,1.0,28
FKID003148,rapid_clear,1.0,49
FKID003150,severe,1.0,13
FKID003152,chronic,0.8603360180009753,43
FKID003153,mega_disruption,1.0,47
FKID003156,severe,0.4431428029257948,19
FKID003157,rapid_clear,1.0,35
FKID003161,moderate,1.0,16
FKID003164,moderate,0.7555007920025674,36
FKID003166,moderate,1.0,36
FKID003170,rapid_clear,1.0,2
FKID003172,moderate,1.0,24
FKID003180,mega_disruption,1.0,8
FKID003190,rapid_clear,1.0,23
FKID003191,rapid_clear,1.0,23
FKID003194,mega_disruption,0.4484164534379405,28
FKID003195,chronic,0.8162837142662637,17
FKID003198,rapid_clear,1.0,10
FKID003199,outlier,0.0,-1
FKID003200,chronic,1.0,17
FKID003201,rapid_clear,1.0,10
FKID003202,rapid_clear,1.0,10
FKID003203,rapid_clear,1.0,10
FKID003204,rapid_clear,0.8661357752120312,10
FKID003205,rapid_clear,1.0,10
FKID003206,rapid_clear,1.0,10
FKID003207,rapid_clear,1.0,10
FKID003209,rapid_clear,1.0,10
FKID003210,rapid_clear,1.0,10
FKID003211,rapid_clear,1.0,10
FKID003212,rapid_clear,1.0,10
FKID003215,chronic,0.8162837142662637,17
FKID003217,severe,0.6614669653135344,34
FKID003221,moderate,0.915134983470569,51
FKID003222,severe,1.0,34
FKID003223,severe,1.0,13
FKID003226,chronic,1.0,43
FKID003235,mega_disruption,1.0,8
FKID003236,rapid_clear,0.9568836327092642,26
FKID003237,moderate,1.0,6
FKID003238,rapid_clear,0.8784346967983994,26
FKID003240,rapid_clear,0.8751626775993792,2
FKID003241,rapid_clear,0.5764623442043375,26
FKID003242,chronic,1.0,27
FKID003246,rapid_clear,0.8655627001130299,26
FKID003247,chronic,0.6055116228380525,27
FKID003248,chronic,0.8402448301388675,27
FKID003249,mega_disruption,0.9262583747152224,1
FKID003251,mega_disruption,1.0,1
FKID003252,mega_disruption,1.0,7
FKID003259,rapid_clear,0.7851696698645753,26
FKID003260,rapid_clear,0.7851696698645753,26
FKID003261,moderate,1.0,6
FKID003262,mega_disruption,1.0,1
FKID003263,rapid_clear,0.7851696698645753,26
FKID003264,rapid_clear,0.8405471767505739,2
FKID003265,rapid_clear,1.0,2
FKID003267,rapid_clear,1.0,26
FKID003269,chronic,1.0,27
FKID003270,rapid_clear,0.8633500933049191,2
FKID003271,moderate,1.0,6
FKID003272,mega_disruption,1.0,8
FKID003273,rapid_clear,0.8751626775993792,2
FKID003274,rapid_clear,1.0,2
FKID003275,mega_disruption,1.0,29
FKID003278,rapid_clear,0.8751626775993792,2
FKID003281,moderate,1.0,24
FKID003284,rapid_clear,1.0,2
FKID003285,outlier,0.0,-1
FKID003288,severe,1.0,18
FKID003290,moderate,0.35023244543668686,16
FKID003292,mega_disruption,1.0,8
FKID003297,mega_disruption,1.0,20
FKID003298,mega_disruption,1.0,20
FKID003301,moderate,1.0,41
FKID003302,mega_disruption,0.8377332481921862,20
FKID003303,mega_disruption,0.8978425891940436,20
FKID003304,mega_disruption,0.5384778137508553,7
FKID003305,chronic,1.0,25
FKID003306,moderate,1.0,41
FKID003307,chronic,0.9657992304416655,30
FKID003310,rapid_clear,1.0,23
FKID003311,moderate,1.0,40
FKID003312,chronic,1.0,4
FKID003316,rapid_clear,1.0,23
FKID003317,mega_disruption,0.4484164534379405,28
FKID003323,moderate,1.0,11
FKID003325,chronic,1.0,17
FKID003326,chronic,1.0,17
FKID003327,chronic,0.8236297428021401,17
FKID003328,severe,1.0,9
FKID003341,moderate,0.9995037724392504,16
FKID003342,outlier,0.0,-1
FKID003343,severe,0.9722915288373969,48
FKID003344,rapid_clear,1.0,45
FKID003346,severe,0.5840942047527058,48
FKID003349,rapid_clear,1.0,45
FKID003355,severe,0.6614669653135344,34
FKID003358,severe,1.0,13
FKID003361,rapid_clear,1.0,44
FKID003362,mega_disruption,1.0,21
FKID003363,mega_disruption,1.0,8
FKID003364,chronic,1.0,39
FKID003365,rapid_clear,1.0,37
FKID003366,chronic,0.8729319618017972,39
FKID003367,mega_disruption,0.6285621665090892,28
FKID003368,rapid_clear,1.0,37
FKID003378,chronic,1.0,39
FKID003387,outlier,0.0,-1
FKID003391,mega_disruption,1.0,8
FKID003394,moderate,1.0,41
FKID003395,chronic,1.0,30
FKID003396,rapid_clear,1.0,23
FKID003401,outlier,0.0,-1
FKID003402,moderate,1.0,40
FKID003404,chronic,1.0,4
FKID003405,chronic,0.9182356816449961,17
FKID003410,chronic,0.8236297428021401,17
FKID003412,mega_disruption,0.8553667433914572,42
FKID003414,outlier,0.0,-1
FKID003416,rapid_clear,1.0,10
FKID003429,severe,1.0,13
FKID003430,severe,1.0,13
FKID003436,severe,1.0,14
FKID003439,severe,1.0,14
FKID003440,severe,0.6614669653135344,34
FKID003442,rapid_clear,1.0,44
FKID003443,severe,1.0,19
FKID003444,severe,1.0,22
FKID003445,severe,0.4431428029257948,19
FKID003446,moderate,1.0,15
FKID003451,mega_disruption,1.0,8
FKID003452,severe,1.0,32
FKID003454,chronic,1.0,38
FKID003456,mega_disruption,0.6107651015090589,46
FKID003458,chronic,1.0,27
FKID003459,rapid_clear,1.0,2
FKID003465,mega_disruption,1.0,8
FKID003468,moderate,1.0,12
FKID003469,rapid_clear,1.0,23
FKID003476,chronic,0.7590947218928296,17
FKID003483,mega_disruption,1.0,21
FKID003484,severe,1.0,13
FKID003485,severe,1.0,14
FKID003486,rapid_clear,0.9521266773274323,44
FKID003490,severe,1.0,19
FKID003493,chronic,1.0,39
FKID003497,severe,1.0,18
