event_id,best_action,best_score,override_action,override_score,regret_if_overridden,generated_at
FKID004531,DISPATCH_TOW,0.530317,ROADWORK_ALERT,0.128377,0.40194,2026-06-20T02:56:49.483591+00:00
FKID004531,DISPATCH_TOW,0.530317,OPERATOR_ESCALATION,0.05092,0.479397,2026-06-20T02:56:49.483591+00:00
FKID004694,SIGNAL_OFFSET_ADJUST,0.21279,VMS_MESSAGE,0.182682,0.030108,2026-06-20T02:56:49.483591+00:00
FKID004694,SIGNAL_OFFSET_ADJUST,0.21279,DISPATCH_MARSHAL,0.132428,0.080362,2026-06-20T02:56:49.483591+00:00
FKID004694,SIGNAL_OFFSET_ADJUST,0.21279,ROADWORK_ALERT,0.081062,0.131728,2026-06-20T02:56:49.483591+00:00
FKID004711,DISPATCH_TOW,0.588216,QUEUE_RELIEF,0.475218,0.112998,2026-06-20T02:56:49.483591+00:00
FKID004711,DISPATCH_TOW,0.588216,ACTIVATE_DIVERSION,0.444401,0.143815,2026-06-20T02:56:49.483591+00:00
FKID004711,DISPATCH_TOW,0.588216,DISPATCH_POLICE,0.356513,0.231703,2026-06-20T02:56:49.483591+00:00
FKID004711,DISPATCH_TOW,0.588216,DISPATCH_QRU,0.335995,0.252221,2026-06-20T02:56:49.483591+00:00
FKID004711,DISPATCH_TOW,0.588216,SIGNAL_EXTEND_GREEN,0.297755,0.290461,2026-06-20T02:56:49.483591+00:00
FKID004711,DISPATCH_TOW,0.588216,VMS_MESSAGE,0.240637,0.347579,2026-06-20T02:56:49.483591+00:00
FKID004711,DISPATCH_TOW,0.588216,DISPATCH_MARSHAL,0.220144,0.368072,2026-06-20T02:56:49.483591+00:00
FKID004711,DISPATCH_TOW,0.588216,SIGNAL_OFFSET_ADJUST,0.212413,0.375803,2026-06-20T02:56:49.483591+00:00
FKID004711,DISPATCH_TOW,0.588216,ROADWORK_ALERT,0.131434,0.456782,2026-06-20T02:56:49.483591+00:00
FKID004711,DISPATCH_TOW,0.588216,OPERATOR_ESCALATION,0.055224,0.532992,2026-06-20T02:56:49.483591+00:00
FKID004806,SIGNAL_OFFSET_ADJUST,0.184059,VMS_MESSAGE,0.148831,0.035228,2026-06-20T02:56:49.483591+00:00
FKID004806,SIGNAL_OFFSET_ADJUST,0.184059,DISPATCH_MARSHAL,0.091993,0.092066,2026-06-20T02:56:49.483591+00:00
FKID004806,SIGNAL_OFFSET_ADJUST,0.184059,ROADWORK_ALERT,0.060711,0.123348,2026-06-20T02:56:49.483591+00:00
FKID004829,SIGNAL_OFFSET_ADJUST,0.25638,VMS_MESSAGE,0.21945,0.03693,2026-06-20T02:56:49.483591+00:00
FKID004829,SIGNAL_OFFSET_ADJUST,0.25638,DISPATCH_MARSHAL,0.17648,0.0799,2026-06-20T02:56:49.483591+00:00
FKID004829,SIGNAL_OFFSET_ADJUST,0.25638,SIGNAL_REDUCE_GREEN,0.108414,0.147966,2026-06-20T02:56:49.483591+00:00
FKID004829,SIGNAL_OFFSET_ADJUST,0.25638,ROADWORK_ALERT,0.100557,0.155823,2026-06-20T02:56:49.483591+00:00
FKID004967,ACTIVATE_DIVERSION,0.618563,QUEUE_RELIEF,0.477989,0.140574,2026-06-20T02:56:49.483591+00:00
FKID004967,ACTIVATE_DIVERSION,0.618563,SIGNAL_EXTEND_GREEN,0.454142,0.164421,2026-06-20T02:56:49.483591+00:00
FKID004967,ACTIVATE_DIVERSION,0.618563,SIGNAL_OFFSET_ADJUST,0.328185,0.290378,2026-06-20T02:56:49.483591+00:00
FKID004967,ACTIVATE_DIVERSION,0.618563,VMS_MESSAGE,0.242131,0.376432,2026-06-20T02:56:49.483591+00:00
FKID004967,ACTIVATE_DIVERSION,0.618563,DISPATCH_MARSHAL,0.211443,0.40712,2026-06-20T02:56:49.483591+00:00
FKID004967,ACTIVATE_DIVERSION,0.618563,ROADWORK_ALERT,0.119078,0.499485,2026-06-20T02:56:49.483591+00:00
FKID005079,QUEUE_RELIEF,0.621615,DISPATCH_TOW,0.608784,0.012831,2026-06-20T02:56:49.483591+00:00
FKID005079,QUEUE_RELIEF,0.621615,SIGNAL_EXTEND_GREEN,0.44917,0.172445,2026-06-20T02:56:49.483591+00:00
FKID005079,QUEUE_RELIEF,0.621615,DISPATCH_POLICE,0.436011,0.185604,2026-06-20T02:56:49.483591+00:00
FKID005079,QUEUE_RELIEF,0.621615,SIGNAL_OFFSET_ADJUST,0.325167,0.296448,2026-06-20T02:56:49.483591+00:00
FKID005079,QUEUE_RELIEF,0.621615,VMS_MESSAGE,0.308189,0.313426,2026-06-20T02:56:49.483591+00:00
FKID005079,QUEUE_RELIEF,0.621615,DISPATCH_MARSHAL,0.285011,0.336604,2026-06-20T02:56:49.483591+00:00
FKID005079,QUEUE_RELIEF,0.621615,ROADWORK_ALERT,0.152633,0.468982,2026-06-20T02:56:49.483591+00:00
FKID005137,DISPATCH_TOW,0.548136,QUEUE_RELIEF,0.49737,0.050766,2026-06-20T02:56:49.483591+00:00
FKID005137,DISPATCH_TOW,0.548136,DISPATCH_POLICE,0.347388,0.200748,2026-06-20T02:56:49.483591+00:00
FKID005137,DISPATCH_TOW,0.548136,SIGNAL_EXTEND_GREEN,0.336344,0.211792,2026-06-20T02:56:49.483591+00:00
FKID005137,DISPATCH_TOW,0.548136,VMS_MESSAGE,0.248884,0.299252,2026-06-20T02:56:49.483591+00:00
FKID005137,DISPATCH_TOW,0.548136,SIGNAL_OFFSET_ADJUST,0.240141,0.307995,2026-06-20T02:56:49.483591+00:00
FKID005137,DISPATCH_TOW,0.548136,DISPATCH_MARSHAL,0.225466,0.32267,2026-06-20T02:56:49.483591+00:00
FKID005137,DISPATCH_TOW,0.548136,ROADWORK_ALERT,0.129135,0.419001,2026-06-20T02:56:49.483591+00:00
FKID005194,ACTIVATE_DIVERSION,0.466998,QUEUE_RELIEF,0.460486,0.006512,2026-06-20T02:56:49.483591+00:00
FKID005194,ACTIVATE_DIVERSION,0.466998,DISPATCH_TOW,0.453662,0.013336,2026-06-20T02:56:49.483591+00:00
FKID005194,ACTIVATE_DIVERSION,0.466998,DISPATCH_POLICE,0.33446,0.132538,2026-06-20T02:56:49.483591+00:00
FKID005194,ACTIVATE_DIVERSION,0.466998,SIGNAL_EXTEND_GREEN,0.315806,0.151192,2026-06-20T02:56:49.483591+00:00
FKID005194,ACTIVATE_DIVERSION,0.466998,VMS_MESSAGE,0.259555,0.207443,2026-06-20T02:56:49.483591+00:00
FKID005194,ACTIVATE_DIVERSION,0.466998,SIGNAL_OFFSET_ADJUST,0.231468,0.23553,2026-06-20T02:56:49.483591+00:00
FKID005194,ACTIVATE_DIVERSION,0.466998,DISPATCH_MARSHAL,0.211069,0.255929,2026-06-20T02:56:49.483591+00:00
FKID005194,ACTIVATE_DIVERSION,0.466998,ROADWORK_ALERT,0.122737,0.344261,2026-06-20T02:56:49.483591+00:00
FKID005194,ACTIVATE_DIVERSION,0.466998,OPERATOR_ESCALATION,0.046024,0.420974,2026-06-20T02:56:49.483591+00:00
FKID005244,QUEUE_RELIEF,0.306974,DISPATCH_TOW,0.296411,0.010563,2026-06-20T02:56:49.483591+00:00
FKID005244,QUEUE_RELIEF,0.306974,ACTIVATE_DIVERSION,0.293813,0.013161,2026-06-20T02:56:49.483591+00:00
FKID005244,QUEUE_RELIEF,0.306974,DISPATCH_POLICE,0.23277,0.074204,2026-06-20T02:56:49.483591+00:00
FKID005244,QUEUE_RELIEF,0.306974,SIGNAL_EXTEND_GREEN,0.208542,0.098432,2026-06-20T02:56:49.483591+00:00
FKID005244,QUEUE_RELIEF,0.306974,VMS_MESSAGE,0.200354,0.10662,2026-06-20T02:56:49.483591+00:00
FKID005244,QUEUE_RELIEF,0.306974,SIGNAL_OFFSET_ADJUST,0.153278,0.153696,2026-06-20T02:56:49.483591+00:00
FKID005244,QUEUE_RELIEF,0.306974,DISPATCH_MARSHAL,0.139319,0.167655,2026-06-20T02:56:49.483591+00:00
FKID005244,QUEUE_RELIEF,0.306974,ROADWORK_ALERT,0.094235,0.212739,2026-06-20T02:56:49.483591+00:00
FKID005244,QUEUE_RELIEF,0.306974,OPERATOR_ESCALATION,0.049544,0.25743,2026-06-20T02:56:49.483591+00:00
FKID005593,DISPATCH_TOW,0.421668,SIGNAL_OFFSET_ADJUST,0.265261,0.156407,2026-06-20T02:56:49.483591+00:00
FKID005593,DISPATCH_TOW,0.421668,VMS_MESSAGE,0.237881,0.183787,2026-06-20T02:56:49.483591+00:00
FKID005593,DISPATCH_TOW,0.421668,DISPATCH_MARSHAL,0.207715,0.213953,2026-06-20T02:56:49.483591+00:00
FKID005593,DISPATCH_TOW,0.421668,ROADWORK_ALERT,0.116118,0.30555,2026-06-20T02:56:49.483591+00:00
FKID005996,SIGNAL_OFFSET_ADJUST,0.26734,VMS_MESSAGE,0.224754,0.042586,2026-06-20T02:56:49.483591+00:00
FKID005996,SIGNAL_OFFSET_ADJUST,0.26734,DISPATCH_MARSHAL,0.173867,0.093473,2026-06-20T02:56:49.483591+00:00
FKID005996,SIGNAL_OFFSET_ADJUST,0.26734,SIGNAL_REDUCE_GREEN,0.109232,0.158108,2026-06-20T02:56:49.483591+00:00
FKID005996,SIGNAL_OFFSET_ADJUST,0.26734,ROADWORK_ALERT,0.098612,0.168728,2026-06-20T02:56:49.483591+00:00
FKID006015,QUEUE_RELIEF,0.471402,SIGNAL_EXTEND_GREEN,0.401473,0.069929,2026-06-20T02:56:49.483591+00:00
FKID006015,QUEUE_RELIEF,0.471402,SIGNAL_OFFSET_ADJUST,0.286336,0.185066,2026-06-20T02:56:49.483591+00:00
FKID006015,QUEUE_RELIEF,0.471402,VMS_MESSAGE,0.232018,0.239384,2026-06-20T02:56:49.483591+00:00
FKID006015,QUEUE_RELIEF,0.471402,DISPATCH_MARSHAL,0.20368,0.267722,2026-06-20T02:56:49.483591+00:00
FKID006015,QUEUE_RELIEF,0.471402,SIGNAL_REDUCE_GREEN,0.128557,0.342845,2026-06-20T02:56:49.483591+00:00
FKID006015,QUEUE_RELIEF,0.471402,ROADWORK_ALERT,0.11282,0.358582,2026-06-20T02:56:49.483591+00:00
FKID006340,QUEUE_RELIEF,0.569741,DISPATCH_TOW,0.519186,0.050555,2026-06-20T02:56:49.483591+00:00
FKID006340,QUEUE_RELIEF,0.569741,SIGNAL_EXTEND_GREEN,0.432446,0.137295,2026-06-20T02:56:49.483591+00:00
FKID006340,QUEUE_RELIEF,0.569741,DISPATCH_POLICE,0.391643,0.178098,2026-06-20T02:56:49.483591+00:00
FKID006340,QUEUE_RELIEF,0.569741,SIGNAL_OFFSET_ADJUST,0.313709,0.256032,2026-06-20T02:56:49.483591+00:00
FKID006340,QUEUE_RELIEF,0.569741,VMS_MESSAGE,0.289134,0.280607,2026-06-20T02:56:49.483591+00:00
FKID006340,QUEUE_RELIEF,0.569741,DISPATCH_MARSHAL,0.258495,0.311246,2026-06-20T02:56:49.483591+00:00
FKID006340,QUEUE_RELIEF,0.569741,ROADWORK_ALERT,0.139969,0.429772,2026-06-20T02:56:49.483591+00:00
FKID006361,QUEUE_RELIEF,0.530393,SIGNAL_EXTEND_GREEN,0.464926,0.065467,2026-06-20T02:56:49.483591+00:00
FKID006361,QUEUE_RELIEF,0.530393,SIGNAL_OFFSET_ADJUST,0.333432,0.196961,2026-06-20T02:56:49.483591+00:00
FKID006361,QUEUE_RELIEF,0.530393,VMS_MESSAGE,0.257419,0.272974,2026-06-20T02:56:49.483591+00:00
FKID006361,QUEUE_RELIEF,0.530393,DISPATCH_MARSHAL,0.234172,0.296221,2026-06-20T02:56:49.483591+00:00
FKID006361,QUEUE_RELIEF,0.530393,DEACTIVATE_DIVERSION,0.19109,0.339303,2026-06-20T02:56:49.483591+00:00
FKID006361,QUEUE_RELIEF,0.530393,ROADWORK_ALERT,0.127179,0.403214,2026-06-20T02:56:49.483591+00:00
FKID006514,QUEUE_RELIEF,0.508564,SIGNAL_EXTEND_GREEN,0.435089,0.073475,2026-06-20T02:56:49.483591+00:00
FKID006514,QUEUE_RELIEF,0.508564,DISPATCH_POLICE,0.341487,0.167077,2026-06-20T02:56:49.483591+00:00
FKID006514,QUEUE_RELIEF,0.508564,SIGNAL_OFFSET_ADJUST,0.312477,0.196087,2026-06-20T02:56:49.483591+00:00
FKID006514,QUEUE_RELIEF,0.508564,VMS_MESSAGE,0.250956,0.257608,2026-06-20T02:56:49.483591+00:00
FKID006514,QUEUE_RELIEF,0.508564,DISPATCH_MARSHAL,0.227612,0.280952,2026-06-20T02:56:49.483591+00:00
FKID006514,QUEUE_RELIEF,0.508564,SIGNAL_REDUCE_GREEN,0.146771,0.361793,2026-06-20T02:56:49.483591+00:00
FKID006514,QUEUE_RELIEF,0.508564,ROADWORK_ALERT,0.127543,0.381021,2026-06-20T02:56:49.483591+00:00
FKID006955,QUEUE_RELIEF,0.477534,SIGNAL_EXTEND_GREEN,0.411421,0.066113,2026-06-20T02:56:49.483591+00:00
FKID006955,QUEUE_RELIEF,0.477534,DISPATCH_POLICE,0.318614,0.15892,2026-06-20T02:56:49.483591+00:00
FKID006955,QUEUE_RELIEF,0.477534,SIGNAL_OFFSET_ADJUST,0.293144,0.18439,2026-06-20T02:56:49.483591+00:00
FKID006955,QUEUE_RELIEF,0.477534,VMS_MESSAGE,0.23185,0.245684,2026-06-20T02:56:49.483591+00:00
FKID006955,QUEUE_RELIEF,0.477534,DISPATCH_MARSHAL,0.212554,0.26498,2026-06-20T02:56:49.483591+00:00
FKID006955,QUEUE_RELIEF,0.477534,SIGNAL_REDUCE_GREEN,0.140688,0.336846,2026-06-20T02:56:49.483591+00:00
FKID006955,QUEUE_RELIEF,0.477534,ROADWORK_ALERT,0.121988,0.355546,2026-06-20T02:56:49.483591+00:00
FKID007137,DISPATCH_TOW,0.436646,SIGNAL_OFFSET_ADJUST,0.271593,0.165053,2026-06-20T02:56:49.483591+00:00
FKID007137,DISPATCH_TOW,0.436646,VMS_MESSAGE,0.244576,0.19207,2026-06-20T02:56:49.483591+00:00
FKID007137,DISPATCH_TOW,0.436646,DISPATCH_MARSHAL,0.214613,0.222033,2026-06-20T02:56:49.483591+00:00
FKID007137,DISPATCH_TOW,0.436646,SIGNAL_REDUCE_GREEN,0.122455,0.314191,2026-06-20T02:56:49.483591+00:00
FKID007137,DISPATCH_TOW,0.436646,ROADWORK_ALERT,0.119157,0.317489,2026-06-20T02:56:49.483591+00:00
FKID007189,QUEUE_RELIEF,0.521302,SIGNAL_EXTEND_GREEN,0.474953,0.046349,2026-06-20T02:56:49.483591+00:00
FKID007189,QUEUE_RELIEF,0.521302,SIGNAL_OFFSET_ADJUST,0.33612,0.185182,2026-06-20T02:56:49.483591+00:00
FKID007189,QUEUE_RELIEF,0.521302,VMS_MESSAGE,0.240154,0.281148,2026-06-20T02:56:49.483591+00:00
FKID007189,QUEUE_RELIEF,0.521302,DISPATCH_MARSHAL,0.224344,0.296958,2026-06-20T02:56:49.483591+00:00
FKID007189,QUEUE_RELIEF,0.521302,ROADWORK_ALERT,0.1201,0.401202,2026-06-20T02:56:49.483591+00:00
FKID007660,QUEUE_RELIEF,0.429168,SIGNAL_EXTEND_GREEN,0.345531,0.083637,2026-06-20T02:56:49.483591+00:00
FKID007660,QUEUE_RELIEF,0.429168,DISPATCH_TOW,0.344919,0.084249,2026-06-20T02:56:49.483591+00:00
FKID007660,QUEUE_RELIEF,0.429168,SIGNAL_OFFSET_ADJUST,0.25395,0.175218,2026-06-20T02:56:49.483591+00:00
FKID007660,QUEUE_RELIEF,0.429168,VMS_MESSAGE,0.244393,0.184775,2026-06-20T02:56:49.483591+00:00
FKID007660,QUEUE_RELIEF,0.429168,DISPATCH_MARSHAL,0.191162,0.238006,2026-06-20T02:56:49.483591+00:00
FKID007660,QUEUE_RELIEF,0.429168,DEACTIVATE_DIVERSION,0.174093,0.255075,2026-06-20T02:56:49.483591+00:00
FKID007660,QUEUE_RELIEF,0.429168,ROADWORK_ALERT,0.110563,0.318605,2026-06-20T02:56:49.483591+00:00
FKID007660,QUEUE_RELIEF,0.429168,SIGNAL_REDUCE_GREEN,0.107299,0.321869,2026-06-20T02:56:49.483591+00:00
FKID008103,DISPATCH_TOW,0.782281,QUEUE_RELIEF,0.556836,0.225445,2026-06-20T02:56:49.483591+00:00
FKID008103,DISPATCH_TOW,0.782281,ACTIVATE_DIVERSION,0.48998,0.292301,2026-06-20T02:56:49.483591+00:00
FKID008103,DISPATCH_TOW,0.782281,DISPATCH_POLICE,0.422147,0.360134,2026-06-20T02:56:49.483591+00:00
FKID008103,DISPATCH_TOW,0.782281,DISPATCH_QRU,0.406375,0.375906,2026-06-20T02:56:49.483591+00:00
FKID008103,DISPATCH_TOW,0.782281,SIGNAL_EXTEND_GREEN,0.31545,0.466831,2026-06-20T02:56:49.483591+00:00
FKID008103,DISPATCH_TOW,0.782281,VMS_MESSAGE,0.261851,0.52043,2026-06-20T02:56:49.483591+00:00
FKID008103,DISPATCH_TOW,0.782281,DISPATCH_MARSHAL,0.260432,0.521849,2026-06-20T02:56:49.483591+00:00
FKID008103,DISPATCH_TOW,0.782281,SIGNAL_OFFSET_ADJUST,0.222827,0.559454,2026-06-20T02:56:49.483591+00:00
FKID008103,DISPATCH_TOW,0.782281,ROADWORK_ALERT,0.150647,0.631634,2026-06-20T02:56:49.483591+00:00
FKID008103,DISPATCH_TOW,0.782281,OPERATOR_ESCALATION,0.059848,0.722433,2026-06-20T02:56:49.483591+00:00
