event_id,source_batch,is_censored,duration_min,event_cause,corridor_fill,duration_anomaly,iso_flagged,quarantine_reasons,quarantined,excluded_from_posterior,used_for_diagnostics,generated_at
FKID002615,feedback_Mar_Apr_2024,False,46986.866745549996,others,Non-corridor,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002617,feedback_Mar_Apr_2024,False,42.46220125,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002618,feedback_Mar_Apr_2024,False,72.85393916666666,water_logging,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002619,feedback_Mar_Apr_2024,False,20560.756528333335,road_conditions,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002624,feedback_Mar_Apr_2024,False,154.51919141666667,congestion,ORR North 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002626,feedback_Mar_Apr_2024,False,31.87520885,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002627,feedback_Mar_Apr_2024,False,78.34826575000001,vehicle_breakdown,Old Madras Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002630,feedback_Mar_Apr_2024,False,29.89324733333333,vehicle_breakdown,ORR North 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002634,feedback_Mar_Apr_2024,False,26.941963933333334,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002642,feedback_Mar_Apr_2024,False,22.988230849999997,vehicle_breakdown,Hosur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002643,feedback_Mar_Apr_2024,False,22.34844435,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002645,feedback_Mar_Apr_2024,False,24.466795816666668,vehicle_breakdown,West of Chord Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002651,feedback_Mar_Apr_2024,False,158.45544278333332,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002656,feedback_Mar_Apr_2024,False,121.63026666666666,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002658,feedback_Mar_Apr_2024,False,92.98989458333334,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002659,feedback_Mar_Apr_2024,False,772.6570333333333,construction,ORR East 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002660,feedback_Mar_Apr_2024,False,70.00693796666665,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002661,feedback_Mar_Apr_2024,False,1848.5386914833332,others,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002663,feedback_Mar_Apr_2024,False,19189.641194183332,debris,Bellary Road 2,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002665,feedback_Mar_Apr_2024,False,3822.70962675,construction,Non-corridor,False,True,flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002668,feedback_Mar_Apr_2024,False,21664.008974133336,others,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002672,feedback_Mar_Apr_2024,False,18.41146666666667,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002673,feedback_Mar_Apr_2024,False,2.7310666666666665,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002677,feedback_Mar_Apr_2024,False,39.133124849999994,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002687,feedback_Mar_Apr_2024,False,17.2937739,vehicle_breakdown,Non-corridor,False,True,flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002688,feedback_Mar_Apr_2024,False,122.43185746666667,vehicle_breakdown,Varthur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002689,feedback_Mar_Apr_2024,False,243.29029311666667,others,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002692,feedback_Mar_Apr_2024,False,6592.442654816667,water_logging,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002693,feedback_Mar_Apr_2024,False,457.3643166666667,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002694,feedback_Mar_Apr_2024,False,13.885744066666666,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002695,feedback_Mar_Apr_2024,False,165.4671482,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002696,feedback_Mar_Apr_2024,False,9.381939516666668,vehicle_breakdown,ORR North 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002698,feedback_Mar_Apr_2024,False,971.1941217166666,tree_fall,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002699,feedback_Mar_Apr_2024,False,84.86862455,vehicle_breakdown,ORR West 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002700,feedback_Mar_Apr_2024,False,3954.1524874666666,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002702,feedback_Mar_Apr_2024,False,63.69129203333333,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002703,feedback_Mar_Apr_2024,False,412.24392695,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002704,feedback_Mar_Apr_2024,False,1464.6774282000001,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002709,feedback_Mar_Apr_2024,False,29.151570016666668,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002710,feedback_Mar_Apr_2024,False,22.22487305,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002711,feedback_Mar_Apr_2024,False,36.730649516666666,vehicle_breakdown,ORR North 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002712,feedback_Mar_Apr_2024,False,47.199177299999995,accident,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002713,feedback_Mar_Apr_2024,False,10209.279705933333,pot_holes,West of Chord Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002715,feedback_Mar_Apr_2024,False,44729.253384033334,tree_fall,Non-corridor,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002717,feedback_Mar_Apr_2024,False,7424.366825533333,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002718,feedback_Mar_Apr_2024,False,18154.880316283332,water_logging,Hosur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002720,feedback_Mar_Apr_2024,False,4073.313846416667,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002721,feedback_Mar_Apr_2024,False,5552.9631245166665,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002722,feedback_Mar_Apr_2024,False,20160.041983233335,water_logging,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002724,feedback_Mar_Apr_2024,False,35558.66326551666,others,Mysore Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002726,feedback_Mar_Apr_2024,False,37153.890531783334,tree_fall,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002729,feedback_Mar_Apr_2024,False,31783.7834142,tree_fall,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002731,feedback_Mar_Apr_2024,False,829.2974442333333,tree_fall,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002733,feedback_Mar_Apr_2024,False,2847.0369545333333,water_logging,Hosur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002734,feedback_Mar_Apr_2024,False,6570.558955500001,water_logging,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002735,feedback_Mar_Apr_2024,False,21000.96031298333,tree_fall,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002736,feedback_Mar_Apr_2024,False,8.980089583333333,accident,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002740,feedback_Mar_Apr_2024,False,1218.6891324166668,water_logging,ORR West 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002741,feedback_Mar_Apr_2024,False,26812.21993335,tree_fall,CBD 2,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002742,feedback_Mar_Apr_2024,False,50341.18918006667,water_logging,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002745,feedback_Mar_Apr_2024,False,93.40865363333334,water_logging,Old Airport Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002748,feedback_Mar_Apr_2024,False,30.67920825,water_logging,ORR East 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002749,feedback_Mar_Apr_2024,False,177.56342588333334,water_logging,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002753,feedback_Mar_Apr_2024,False,3898.6085132,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002754,feedback_Mar_Apr_2024,False,16715.2699351,tree_fall,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002758,feedback_Mar_Apr_2024,False,1291.4888951166665,others,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002759,feedback_Mar_Apr_2024,False,66.95399586666666,tree_fall,ORR West 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002760,feedback_Mar_Apr_2024,False,1114.93334045,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002765,feedback_Mar_Apr_2024,False,72.65351976666668,vehicle_breakdown,West of Chord Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002766,feedback_Mar_Apr_2024,False,38932.58754488333,tree_fall,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002767,feedback_Mar_Apr_2024,False,19134.726547916667,road_conditions,Magadi Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002768,feedback_Mar_Apr_2024,False,8.7606476,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002769,feedback_Mar_Apr_2024,False,26811.17271485,water_logging,Mysore Road,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002771,feedback_Mar_Apr_2024,False,2421.883144183333,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002776,feedback_Mar_Apr_2024,False,26809.619967733335,water_logging,Mysore Road,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002777,feedback_Mar_Apr_2024,False,51651.45217408333,water_logging,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002778,feedback_Mar_Apr_2024,False,188.00503193333333,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002781,feedback_Mar_Apr_2024,False,18.082762549999998,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002786,feedback_Mar_Apr_2024,False,146.04922566666667,vehicle_breakdown,Bannerghata Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002792,feedback_Mar_Apr_2024,False,41.48510733333333,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002793,feedback_Mar_Apr_2024,False,3886.3786027166666,water_logging,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002795,feedback_Mar_Apr_2024,False,14.264672216666666,vehicle_breakdown,Bellary Road 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002797,feedback_Mar_Apr_2024,False,108.20570536666668,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002798,feedback_Mar_Apr_2024,False,2904.7070553500002,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002799,feedback_Mar_Apr_2024,False,71.25115430000001,water_logging,Non-corridor,False,True,flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002800,feedback_Mar_Apr_2024,False,149.96828003333334,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002804,feedback_Mar_Apr_2024,False,914.0249496,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002805,feedback_Mar_Apr_2024,False,70.73783333333334,construction,ORR East 2,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002806,feedback_Mar_Apr_2024,False,72.15094443333334,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002807,feedback_Mar_Apr_2024,False,201.7505084166667,water_logging,Old Madras Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002810,feedback_Mar_Apr_2024,False,933.8846359333334,tree_fall,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002811,feedback_Mar_Apr_2024,False,1190.4635745833334,water_logging,ORR West 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002813,feedback_Mar_Apr_2024,False,36880.80059298334,water_logging,Mysore Road,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002814,feedback_Mar_Apr_2024,False,1.7176543333333332,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002815,feedback_Mar_Apr_2024,False,118.58968551666666,water_logging,ORR West 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002817,feedback_Mar_Apr_2024,False,1.9152,tree_fall,ORR West 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002818,feedback_Mar_Apr_2024,False,220.28841453333334,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002819,feedback_Mar_Apr_2024,False,42.345254966666666,water_logging,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002822,feedback_Mar_Apr_2024,False,108.71099421666666,vehicle_breakdown,Bannerghata Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002823,feedback_Mar_Apr_2024,False,93.48512965,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002824,feedback_Mar_Apr_2024,False,8507.797322316666,water_logging,ORR East 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002825,feedback_Mar_Apr_2024,False,20131.716831383335,water_logging,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002828,feedback_Mar_Apr_2024,False,7.642841166666667,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002835,feedback_Mar_Apr_2024,False,14395.4198455,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002840,feedback_Mar_Apr_2024,False,61764.8110647,others,Tumkur Road,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002842,feedback_Mar_Apr_2024,False,28204.771228,tree_fall,Tumkur Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002845,feedback_Mar_Apr_2024,False,151.79433328333334,vehicle_breakdown,Bellary Road 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002846,feedback_Mar_Apr_2024,False,16.044057783333333,vehicle_breakdown,ORR East 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002848,feedback_Mar_Apr_2024,False,29.089931583333335,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002849,feedback_Mar_Apr_2024,False,34.15102665,vehicle_breakdown,Bannerghata Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002851,feedback_Mar_Apr_2024,False,91.52639778333334,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002853,feedback_Mar_Apr_2024,False,2163.54553765,others,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002854,feedback_Mar_Apr_2024,False,6519.827883249999,tree_fall,CBD 2,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002855,feedback_Mar_Apr_2024,False,31142.1346171,tree_fall,Non-corridor,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002856,feedback_Mar_Apr_2024,False,18112.855905,water_logging,Non-corridor,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002857,feedback_Mar_Apr_2024,False,35.252319033333336,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002858,feedback_Mar_Apr_2024,False,1.26526015,water_logging,Bannerghata Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002861,feedback_Mar_Apr_2024,False,6.159646333333333,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002864,feedback_Mar_Apr_2024,False,1173.6232398833333,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002865,feedback_Mar_Apr_2024,False,2294.902803066667,water_logging,Bannerghata Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002867,feedback_Mar_Apr_2024,False,39.91002743333333,others,West of Chord Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002868,feedback_Mar_Apr_2024,False,31140.59239556667,tree_fall,Non-corridor,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002872,feedback_Mar_Apr_2024,False,282.94748196666666,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002875,feedback_Mar_Apr_2024,False,1785.8880387,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002876,feedback_Mar_Apr_2024,False,61745.06009625,tree_fall,Tumkur Road,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002877,feedback_Mar_Apr_2024,False,61.567407450000005,others,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002883,feedback_Mar_Apr_2024,False,5939.989983333333,public_event,Hennur Main Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002885,feedback_Mar_Apr_2024,False,36.67477173333334,vehicle_breakdown,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002887,feedback_Mar_Apr_2024,False,2863.879304833333,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002889,feedback_Mar_Apr_2024,False,14100.886411849999,others,Mysore Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002890,feedback_Mar_Apr_2024,False,16.937478916666667,others,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002893,feedback_Mar_Apr_2024,False,41.53308571666666,vehicle_breakdown,Old Madras Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002894,feedback_Mar_Apr_2024,False,37266.54718006667,road_conditions,Non-corridor,False,True,flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002897,feedback_Mar_Apr_2024,False,76.98202371666666,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002898,feedback_Mar_Apr_2024,False,759.0033270166666,water_logging,ORR East 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002901,feedback_Mar_Apr_2024,False,18072.047706783334,water_logging,Non-corridor,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002902,feedback_Mar_Apr_2024,False,75.3254728,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002904,feedback_Mar_Apr_2024,False,133.49633208333333,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002905,feedback_Mar_Apr_2024,False,12688.42250265,tree_fall,Bellary Road 1,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002909,feedback_Mar_Apr_2024,False,8604.974344016668,tree_fall,Non-corridor,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002910,feedback_Mar_Apr_2024,False,32.21089145,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002914,feedback_Mar_Apr_2024,False,37409.31172533333,tree_fall,West of Chord Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002916,feedback_Mar_Apr_2024,False,2055.8126417666667,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002918,feedback_Mar_Apr_2024,False,9.313865683333335,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002920,feedback_Mar_Apr_2024,False,133.745803,vehicle_breakdown,Hosur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002922,feedback_Mar_Apr_2024,False,18.826966283333334,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002924,feedback_Mar_Apr_2024,False,1414.7297125500002,tree_fall,Non-corridor,False,True,flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002925,feedback_Mar_Apr_2024,False,8590.158413066667,tree_fall,Non-corridor,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID002934,feedback_Mar_Apr_2024,False,23.6800304,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002935,feedback_Mar_Apr_2024,False,12.157235616666666,vehicle_breakdown,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002937,feedback_Mar_Apr_2024,False,162.0998554,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002938,feedback_Mar_Apr_2024,False,9.947234283333334,vehicle_breakdown,Varthur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002939,feedback_Mar_Apr_2024,False,2809.7633005666667,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002947,feedback_Mar_Apr_2024,False,21.60461613333333,vehicle_breakdown,Hosur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002950,feedback_Mar_Apr_2024,False,18.087688816666667,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002959,feedback_Mar_Apr_2024,False,625.0678506666667,road_conditions,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002961,feedback_Mar_Apr_2024,False,9742.5049553,water_logging,ORR East 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002962,feedback_Mar_Apr_2024,False,43.03527413333334,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002963,feedback_Mar_Apr_2024,False,79.89617193333333,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002972,feedback_Mar_Apr_2024,False,91.73039343333333,others,ORR East 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002977,feedback_Mar_Apr_2024,False,26.33293743333333,vehicle_breakdown,West of Chord Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002982,feedback_Mar_Apr_2024,False,21.892671399999998,vehicle_breakdown,ORR East 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002986,feedback_Mar_Apr_2024,False,4714.33184145,pot_holes,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002987,feedback_Mar_Apr_2024,False,2926.57525605,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002988,feedback_Mar_Apr_2024,False,15.380214683333332,vehicle_breakdown,ORR East 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002990,feedback_Mar_Apr_2024,False,24.384054283333334,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002991,feedback_Mar_Apr_2024,False,5149.374220950001,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002993,feedback_Mar_Apr_2024,False,34.37859473333333,water_logging,Old Madras Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002994,feedback_Mar_Apr_2024,False,19.590632416666665,vehicle_breakdown,IRR(Thanisandra road),False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002995,feedback_Mar_Apr_2024,False,48.38724398333333,water_logging,Old Madras Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002997,feedback_Mar_Apr_2024,False,171.4411991,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID002999,feedback_Mar_Apr_2024,False,79.3147058,water_logging,West of Chord Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003000,feedback_Mar_Apr_2024,False,106.8736322,water_logging,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003003,feedback_Mar_Apr_2024,False,77.6084918,water_logging,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003004,feedback_Mar_Apr_2024,False,389.9546150833333,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003006,feedback_Mar_Apr_2024,False,25.367189333333332,water_logging,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003008,feedback_Mar_Apr_2024,False,38.08992445,water_logging,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003011,feedback_Mar_Apr_2024,False,47.5818911,water_logging,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003012,feedback_Mar_Apr_2024,False,24580.005907333332,water_logging,CBD 1,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID003013,feedback_Mar_Apr_2024,False,72.68515286666667,tree_fall,West of Chord Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003014,feedback_Mar_Apr_2024,False,4022.929784933333,water_logging,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003015,feedback_Mar_Apr_2024,False,24577.17183665,water_logging,CBD 1,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID003017,feedback_Mar_Apr_2024,False,230.7993599,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003021,feedback_Mar_Apr_2024,False,24.846647383333334,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003022,feedback_Mar_Apr_2024,False,42.8945817,accident,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003023,feedback_Mar_Apr_2024,False,57.1615183,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003024,feedback_Mar_Apr_2024,False,324.67876015,water_logging,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003025,feedback_Mar_Apr_2024,False,984.9738974833333,water_logging,ORR North 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID003026,feedback_Mar_Apr_2024,False,997.1460983833333,water_logging,ORR North 1,False,False,,False,False,True,2026-06-19T10:34:30Z
