event_id,event_cause,corridor,closure_binary,hour_of_day,day_of_week,duration_clean,priority_numeric,trust_score,month,event_cause_enc,corridor_enc,is_planned,row_idx
FKID002028,vehicle_breakdown,ORR North 2,0,6,0,67.59724811666666,3.0,1.0,3,13,15,0,2028
FKID002029,vehicle_breakdown,Bellary Road 2,0,1,1,67.59724811666666,3.0,1.0,2,13,3,0,2029
FKID002030,vehicle_breakdown,Non-corridor,1,2,1,67.59724811666666,1.0,1.0,2,13,11,0,2030
FKID002031,pot_holes,Non-corridor,0,2,1,67.59724811666666,1.0,1.0,2,6,11,0,2031
FKID002032,tree_fall,Bannerghata Road,0,2,1,67.59724811666666,3.0,1.0,2,12,1,0,2032
FKID002033,others,Non-corridor,1,5,1,67.59724811666666,1.0,1.0,2,5,11,0,2033
FKID002034,vehicle_breakdown,ORR North 1,0,6,1,67.59724811666666,3.0,0.7,2,13,14,0,2034
FKID002035,vehicle_breakdown,Non-corridor,0,6,1,67.59724811666666,1.0,1.0,2,13,11,0,2035
FKID002036,vehicle_breakdown,Non-corridor,0,6,0,67.59724811666666,1.0,1.0,3,13,11,0,2036
FKID002037,vehicle_breakdown,Tumkur Road,0,6,1,67.59724811666666,3.0,1.0,2,13,19,0,2037
FKID002038,others,Non-corridor,0,7,0,60.46577085,1.0,1.0,3,5,11,0,2038
FKID002039,construction,Non-corridor,1,6,2,1440.0,1.0,0.48999999999999994,3,2,11,0,2039
FKID002040,vehicle_breakdown,Mysore Road,1,7,1,112.05360535,3.0,1.0,2,13,10,0,2040
FKID002041,vehicle_breakdown,Non-corridor,0,7,0,55.35562983333333,1.0,1.0,3,13,11,0,2041
FKID002042,vehicle_breakdown,Mysore Road,0,6,0,67.59724811666666,3.0,1.0,3,13,10,0,2042
FKID002043,vehicle_breakdown,Non-corridor,0,6,1,67.59724811666666,1.0,1.0,2,13,11,0,2043
FKID002044,vehicle_breakdown,Bellary Road 1,0,8,1,146.3850152,3.0,1.0,2,13,2,0,2044
FKID002045,vehicle_breakdown,Hennur Main Road,0,9,1,67.59724811666666,3.0,1.0,2,13,6,0,2045
FKID002046,vehicle_breakdown,Non-corridor,0,5,1,67.59724811666666,1.0,1.0,2,13,11,0,2046
FKID002047,vehicle_breakdown,Magadi Road,0,7,1,67.59724811666666,3.0,1.0,2,13,9,0,2047
FKID002048,vehicle_breakdown,Tumkur Road,0,7,1,67.59724811666666,3.0,1.0,2,13,19,0,2048
FKID002049,vehicle_breakdown,Magadi Road,0,8,0,67.59724811666666,3.0,1.0,3,13,9,0,2049
FKID002050,vehicle_breakdown,Tumkur Road,0,7,1,67.59724811666666,3.0,1.0,2,13,19,0,2050
FKID002051,vip_movement,Non-corridor,1,7,3,67.59724811666666,1.0,0.7,1,14,11,1,2051
FKID002052,vehicle_breakdown,Bannerghata Road,0,8,0,86.29304546666667,3.0,1.0,3,13,1,0,2052
FKID002053,pot_holes,Magadi Road,0,9,0,1440.0,3.0,1.0,3,6,9,0,2053
FKID002054,vip_movement,Non-corridor,1,7,3,67.59724811666666,1.0,0.7,1,14,11,1,2054
FKID002055,vehicle_breakdown,Tumkur Road,0,11,1,67.59724811666666,3.0,1.0,2,13,19,0,2055
FKID002056,vehicle_breakdown,Mysore Road,0,9,1,67.59724811666666,3.0,1.0,2,13,10,0,2056
FKID002057,vip_movement,Mysore Road,1,7,3,67.59724811666666,3.0,0.7,1,14,10,1,2057
FKID002058,vehicle_breakdown,ORR East 2,0,9,0,67.59724811666666,3.0,1.0,3,13,13,0,2058
FKID002059,construction,Non-corridor,0,12,1,1440.0,1.0,1.0,2,2,11,0,2059
FKID002060,tree_fall,Non-corridor,0,12,1,67.59724811666666,1.0,1.0,2,12,11,0,2060
FKID002061,vehicle_breakdown,ORR North 1,0,10,1,67.59724811666666,3.0,0.7,2,13,14,0,2061
FKID002062,vehicle_breakdown,Tumkur Road,0,10,1,67.59724811666666,3.0,1.0,2,13,19,0,2062
FKID002063,vehicle_breakdown,Tumkur Road,0,10,1,67.59724811666666,3.0,1.0,2,13,19,0,2063
FKID002064,vehicle_breakdown,Non-corridor,0,10,1,67.59724811666666,1.0,1.0,2,13,11,0,2064
FKID002065,vehicle_breakdown,Mysore Road,0,11,1,110.00090083333333,3.0,1.0,2,13,10,0,2065
FKID002066,congestion,Hennur Main Road,0,11,1,115.77675745,3.0,1.0,2,1,6,0,2066
FKID002067,vehicle_breakdown,Non-corridor,0,12,0,67.59724811666666,1.0,1.0,3,13,11,0,2067
FKID002068,vehicle_breakdown,West of Chord Road,0,13,1,43.553649566666664,3.0,1.0,2,13,21,0,2068
FKID002069,vehicle_breakdown,Bellary Road 2,0,12,0,67.59724811666666,3.0,1.0,3,13,3,0,2069
FKID002070,vehicle_breakdown,Tumkur Road,0,15,0,7.989997,3.0,1.0,3,13,19,0,2070
FKID002071,procession,Mysore Road,0,13,0,120.1866,3.0,1.0,3,7,10,1,2071
FKID002072,vehicle_breakdown,Non-corridor,0,13,1,8.7919678,1.0,1.0,2,13,11,0,2072
FKID002073,vehicle_breakdown,Non-corridor,0,12,0,67.59724811666666,1.0,1.0,3,13,11,0,2073
FKID002074,accident,Bellary Road 1,0,13,0,67.59724811666666,3.0,0.7,3,0,2,0,2074
FKID002075,accident,Mysore Road,1,16,1,39.028780866666665,3.0,0.7,2,0,10,0,2075
FKID002076,construction,Bellary Road 2,0,0,2,1440.0,3.0,0.48999999999999994,1,2,3,0,2076
FKID002077,vehicle_breakdown,Non-corridor,0,11,1,67.59724811666666,1.0,1.0,2,13,11,0,2077
FKID002078,congestion,ORR North 2,0,11,1,67.59724811666666,3.0,0.7,2,1,15,0,2078
FKID002079,vehicle_breakdown,Tumkur Road,0,13,1,67.59724811666666,3.0,1.0,2,13,19,0,2079
FKID002080,vehicle_breakdown,ORR West 1,0,13,1,67.59724811666666,3.0,1.0,2,13,16,0,2080
FKID002081,vehicle_breakdown,Tumkur Road,0,16,1,9.854202483333333,3.0,1.0,2,13,19,0,2081
FKID002082,vehicle_breakdown,Bellary Road 2,0,18,1,105.73423235,3.0,1.0,2,13,3,0,2082
FKID002083,vehicle_breakdown,Tumkur Road,0,13,1,67.59724811666666,3.0,1.0,2,13,19,0,2083
FKID002084,vehicle_breakdown,Non-corridor,0,13,1,67.59724811666666,1.0,1.0,2,13,11,0,2084
FKID002085,vehicle_breakdown,Bannerghata Road,0,1,1,67.59724811666666,3.0,1.0,3,13,1,0,2085
FKID002086,vehicle_breakdown,Bellary Road 1,1,1,2,67.59724811666666,3.0,1.0,2,13,2,0,2086
FKID002087,vehicle_breakdown,ORR East 1,0,23,1,82.21110071666666,3.0,1.0,2,13,12,0,2087
FKID002088,vehicle_breakdown,Tumkur Road,0,23,0,67.59724811666666,3.0,1.0,3,13,19,0,2088
FKID002089,vehicle_breakdown,Bannerghata Road,0,2,1,67.59724811666666,3.0,1.0,3,13,1,0,2089
FKID002090,vehicle_breakdown,Non-corridor,0,23,1,67.59724811666666,1.0,1.0,2,13,11,0,2090
FKID002091,accident,ORR North 1,0,2,2,41.37271345,3.0,1.0,2,0,14,0,2091
FKID002092,construction,Old Madras Road,0,7,3,67.59724811666666,3.0,1.0,1,2,18,0,2092
FKID002093,vehicle_breakdown,Magadi Road,0,2,1,67.59724811666666,3.0,1.0,3,13,9,0,2093
FKID002094,construction,Non-corridor,0,2,2,1381.6930457333333,1.0,1.0,2,2,11,0,2094
FKID002095,vehicle_breakdown,Bellary Road 2,0,0,2,67.59724811666666,3.0,1.0,2,13,3,0,2095
FKID002096,accident,Non-corridor,0,2,2,43.65988791666667,1.0,1.0,2,0,11,0,2096
FKID002097,construction,ORR East 2,0,2,2,792.3166333333334,3.0,1.0,2,2,13,0,2097
FKID002098,accident,Non-corridor,0,2,2,41.838232833333336,1.0,1.0,2,0,11,0,2098
FKID002099,vehicle_breakdown,Magadi Road,0,1,2,67.59724811666666,3.0,1.0,2,13,9,0,2099
FKID002100,vehicle_breakdown,Tumkur Road,0,4,2,22.2301904,3.0,1.0,2,13,19,0,2100
FKID002101,vehicle_breakdown,Non-corridor,0,3,2,67.59724811666666,1.0,1.0,2,13,11,0,2101
FKID002102,congestion,Hennur Main Road,0,0,2,67.59724811666666,3.0,0.7,2,1,6,0,2102
FKID002103,construction,Non-corridor,0,2,2,14.365416666666667,1.0,1.0,2,2,11,0,2103
FKID002104,vehicle_breakdown,Old Madras Road,0,2,2,67.59724811666666,3.0,0.7,2,13,18,0,2104
FKID002105,construction,ORR East 2,0,2,1,783.2065166666667,3.0,1.0,3,2,13,0,2105
FKID002106,water_logging,Non-corridor,0,3,1,123.31325763333332,1.0,1.0,3,15,11,0,2106
FKID002107,pot_holes,Non-corridor,0,3,1,1440.0,1.0,1.0,3,6,11,0,2107
FKID002108,pot_holes,Non-corridor,0,3,1,1440.0,1.0,1.0,3,6,11,0,2108
FKID002109,others,Non-corridor,0,5,2,15.814499816666666,1.0,1.0,2,5,11,0,2109
FKID002110,procession,Non-corridor,0,5,2,0.0,1.0,1.0,2,7,11,1,2110
FKID002111,others,Non-corridor,0,6,2,1440.0,1.0,1.0,2,5,11,0,2111
FKID002112,vehicle_breakdown,ORR North 2,0,3,1,67.59724811666666,3.0,1.0,3,13,15,0,2112
FKID002113,others,Mysore Road,0,6,2,1440.0,3.0,0.7,2,5,10,0,2113
FKID002114,vehicle_breakdown,Bellary Road 1,0,1,1,67.59724811666666,3.0,1.0,3,13,2,0,2114
FKID002115,others,Non-corridor,0,7,2,67.59724811666666,1.0,1.0,2,5,11,0,2115
FKID002116,vehicle_breakdown,Bellary Road 1,0,1,1,67.59724811666666,3.0,1.0,3,13,2,0,2116
FKID002117,vehicle_breakdown,Tumkur Road,0,1,1,67.59724811666666,3.0,1.0,3,13,19,0,2117
FKID002118,construction,Old Airport Road,0,8,2,1440.0,3.0,0.48999999999999994,2,2,17,0,2118
FKID002119,vehicle_breakdown,Hennur Main Road,0,5,2,67.59724811666666,3.0,1.0,2,13,6,0,2119
FKID002120,vehicle_breakdown,Non-corridor,0,9,2,7.453080083333333,1.0,1.0,2,13,11,0,2120
FKID002121,accident,Airport New South Road,0,7,2,68.80150233333333,3.0,1.0,2,0,0,0,2121
FKID002122,vehicle_breakdown,ORR North 1,0,9,2,67.59724811666666,3.0,0.7,2,13,14,0,2122
FKID002123,vehicle_breakdown,Bellary Road 2,0,5,2,67.59724811666666,3.0,1.0,2,13,3,0,2123
FKID002124,vehicle_breakdown,Mysore Road,0,5,2,67.59724811666666,3.0,1.0,2,13,10,0,2124
FKID002125,vehicle_breakdown,Bellary Road 1,0,5,2,67.59724811666666,3.0,1.0,2,13,2,0,2125
FKID002126,vehicle_breakdown,Mysore Road,0,9,2,111.61205211666667,3.0,1.0,2,13,10,0,2126
FKID002127,road_conditions,Magadi Road,0,4,1,1440.0,3.0,1.0,3,10,9,0,2127
FKID002128,vehicle_breakdown,Mysore Road,0,7,2,67.59724811666666,3.0,1.0,2,13,10,0,2128
FKID002129,vehicle_breakdown,Old Airport Road,0,7,2,67.59724811666666,3.0,1.0,2,13,17,0,2129
FKID002130,accident,Mysore Road,0,8,2,67.59724811666666,3.0,1.0,2,0,10,0,2130
FKID002131,vehicle_breakdown,Mysore Road,0,11,2,125.65330900000001,3.0,1.0,2,13,10,0,2131
FKID002132,others,IRR(Thanisandra road),0,4,1,67.59724811666666,3.0,1.0,3,5,8,0,2132
FKID002133,vehicle_breakdown,Mysore Road,0,2,1,67.59724811666666,3.0,1.0,3,13,10,0,2133
FKID002134,vehicle_breakdown,Non-corridor,0,6,1,38.49233733333333,1.0,1.0,3,13,11,0,2134
FKID002135,vehicle_breakdown,Non-corridor,0,2,1,67.59724811666666,1.0,1.0,3,13,11,0,2135
FKID002136,vehicle_breakdown,IRR(Thanisandra road),0,6,1,91.30090236666666,3.0,1.0,3,13,8,0,2136
FKID002137,tree_fall,Non-corridor,0,5,1,1440.0,1.0,0.7,3,12,11,0,2137
FKID002138,vehicle_breakdown,Non-corridor,0,2,1,67.59724811666666,1.0,1.0,3,13,11,0,2138
FKID002139,vehicle_breakdown,Mysore Road,0,2,1,67.59724811666666,3.0,1.0,3,13,10,0,2139
FKID002140,vehicle_breakdown,Mysore Road,0,11,2,67.59724811666666,3.0,1.0,2,13,10,0,2140
FKID002141,vehicle_breakdown,Bannerghata Road,0,6,1,67.59724811666666,3.0,1.0,3,13,1,0,2141
FKID002142,pot_holes,Bannerghata Road,0,11,2,1440.0,3.0,1.0,2,6,1,0,2142
FKID002143,vehicle_breakdown,Non-corridor,0,13,2,67.59724811666666,1.0,1.0,2,13,11,0,2143
FKID002144,vehicle_breakdown,Non-corridor,0,11,2,19.639472016666666,1.0,1.0,2,13,11,0,2144
FKID002145,vehicle_breakdown,Bellary Road 2,0,7,1,59.57834488333333,3.0,1.0,3,13,3,0,2145
FKID002146,vehicle_breakdown,Hosur Road,0,10,2,67.59724811666666,3.0,1.0,2,13,7,0,2146
FKID002147,vehicle_breakdown,Non-corridor,0,10,2,67.59724811666666,1.0,1.0,2,13,11,0,2147
FKID002148,vehicle_breakdown,Non-corridor,0,10,2,67.59724811666666,1.0,1.0,2,13,11,0,2148
FKID002149,congestion,ORR North 2,0,10,2,67.59724811666666,3.0,0.7,2,1,15,0,2149
FKID002150,vehicle_breakdown,Non-corridor,0,10,2,67.59724811666666,1.0,1.0,2,13,11,0,2150
FKID002151,vehicle_breakdown,Tumkur Road,0,13,2,12.384581016666667,3.0,1.0,2,13,19,0,2151
FKID002152,vehicle_breakdown,Bellary Road 1,0,7,1,67.59724811666666,3.0,1.0,3,13,2,0,2152
FKID002153,others,Non-corridor,0,17,2,67.59724811666666,1.0,0.7,2,5,11,0,2153
FKID002154,vehicle_breakdown,Bannerghata Road,0,14,2,16.992135533333332,3.0,1.0,2,13,1,0,2154
FKID002155,vehicle_breakdown,West of Chord Road,1,12,2,67.59724811666666,3.0,1.0,2,13,21,0,2155
FKID002156,vehicle_breakdown,Non-corridor,0,9,1,13.267902833333332,1.0,1.0,3,13,11,0,2156
FKID002157,vehicle_breakdown,Bellary Road 1,0,15,2,67.59724811666666,3.0,1.0,2,13,2,0,2157
FKID002158,vehicle_breakdown,Non-corridor,0,15,2,67.59724811666666,1.0,1.0,2,13,11,0,2158
FKID002159,vehicle_breakdown,Bellary Road 2,0,0,3,25.298768399999997,3.0,1.0,2,13,3,0,2159
FKID002160,vehicle_breakdown,Hosur Road,0,1,3,2.2634015499999998,3.0,1.0,2,13,7,0,2160
FKID002161,accident,Non-corridor,0,0,3,67.59724811666666,1.0,0.7,2,0,11,0,2161
FKID002162,vehicle_breakdown,Mysore Road,0,12,2,67.59724811666666,3.0,1.0,2,13,10,0,2162
FKID002163,vehicle_breakdown,Mysore Road,0,12,2,67.59724811666666,3.0,1.0,2,13,10,0,2163
FKID002164,vehicle_breakdown,Non-corridor,0,7,1,67.59724811666666,1.0,1.0,3,13,11,0,2164
FKID002165,vehicle_breakdown,Hosur Road,0,1,3,67.59724811666666,3.0,1.0,2,13,7,0,2165
FKID002166,vehicle_breakdown,Non-corridor,0,7,1,67.59724811666666,1.0,1.0,3,13,11,0,2166
FKID002167,vehicle_breakdown,Non-corridor,0,1,3,25.79376715,1.0,1.0,2,13,11,0,2167
FKID002168,construction,ORR East 2,0,2,3,793.8934666666667,3.0,1.0,2,2,13,0,2168
FKID002169,pot_holes,Non-corridor,0,2,3,67.59724811666666,1.0,1.0,2,6,11,0,2169
FKID002170,vehicle_breakdown,Hosur Road,0,2,3,12.6312672,3.0,1.0,2,13,7,0,2170
FKID002171,vehicle_breakdown,Tumkur Road,0,2,3,16.656762166666667,3.0,1.0,2,13,19,0,2171
FKID002172,construction,Non-corridor,0,2,3,1311.6875813333331,1.0,1.0,2,2,11,0,2172
FKID002173,vehicle_breakdown,Non-corridor,0,7,1,67.59724811666666,1.0,1.0,3,13,11,0,2173
FKID002174,others,Hennur Main Road,0,2,3,1440.0,3.0,0.7,2,5,6,0,2174
FKID002175,vehicle_breakdown,Non-corridor,0,10,1,6.593964850000001,1.0,1.0,3,13,11,0,2175
FKID002176,vehicle_breakdown,Old Madras Road,0,0,3,67.59724811666666,3.0,0.7,2,13,18,0,2176
FKID002177,vehicle_breakdown,Mysore Road,0,2,3,45.96836663333333,3.0,1.0,2,13,10,0,2177
FKID002178,vehicle_breakdown,ORR East 2,0,3,3,42.19713446666666,3.0,1.0,2,13,13,0,2178
FKID002179,vehicle_breakdown,Non-corridor,0,4,3,54.65853513333333,1.0,1.0,2,13,11,0,2179
FKID002180,tree_fall,Airport New South Road,0,4,3,67.59724811666666,3.0,1.0,2,12,0,0,2180
FKID002181,vehicle_breakdown,Tumkur Road,0,4,3,67.62782723333333,3.0,1.0,2,13,19,0,2181
FKID002182,vehicle_breakdown,Non-corridor,0,3,3,67.59724811666666,1.0,1.0,2,13,11,0,2182
FKID002183,vehicle_breakdown,Non-corridor,0,3,3,67.59724811666666,1.0,1.0,2,13,11,0,2183
FKID002184,vehicle_breakdown,ORR North 1,0,0,3,67.59724811666666,3.0,0.7,2,13,14,0,2184
FKID002185,vehicle_breakdown,Mysore Road,0,3,3,67.59724811666666,3.0,1.0,2,13,10,0,2185
FKID002186,vehicle_breakdown,Mysore Road,1,10,1,67.59724811666666,3.0,1.0,3,13,10,0,2186
FKID002187,vehicle_breakdown,Magadi Road,0,2,3,67.59724811666666,3.0,1.0,2,13,9,0,2187
FKID002188,vehicle_breakdown,Magadi Road,0,2,3,67.59724811666666,3.0,1.0,2,13,9,0,2188
FKID002189,vehicle_breakdown,ORR North 1,0,8,1,67.59724811666666,3.0,0.7,3,13,14,0,2189
FKID002190,others,Bellary Road 1,0,11,1,122.96864301666666,3.0,1.0,3,5,2,0,2190
FKID002191,vehicle_breakdown,Old Airport Road,0,11,1,113.27622685,3.0,1.0,3,13,17,0,2191
FKID002192,construction,ORR North 2,0,11,1,1440.0,3.0,1.0,3,2,15,0,2192
FKID002193,vehicle_breakdown,Non-corridor,0,11,1,67.59724811666666,1.0,1.0,3,13,11,0,2193
FKID002194,vehicle_breakdown,Non-corridor,0,5,3,67.59724811666666,1.0,1.0,2,13,11,0,2194
FKID002195,vehicle_breakdown,Tumkur Road,0,5,3,66.48960311666666,3.0,1.0,2,13,19,0,2195
FKID002196,water_logging,Tumkur Road,0,6,3,67.59724811666666,3.0,1.0,2,15,19,0,2196
FKID002197,vehicle_breakdown,Mysore Road,0,6,3,79.15418580000001,3.0,1.0,2,13,10,0,2197
FKID002198,vehicle_breakdown,Non-corridor,0,7,3,67.59724811666666,1.0,1.0,2,13,11,0,2198
FKID002199,road_conditions,Non-corridor,0,7,3,67.59724811666666,1.0,1.0,2,10,11,0,2199
FKID002200,accident,Bellary Road 2,0,7,3,22.644470733333332,3.0,1.0,2,0,3,0,2200
FKID002201,vehicle_breakdown,Non-corridor,0,7,3,95.58107615,1.0,1.0,2,13,11,0,2201
FKID002202,others,Non-corridor,0,7,3,3.5981080333333333,1.0,1.0,2,5,11,0,2202
FKID002203,vehicle_breakdown,Magadi Road,0,9,1,67.59724811666666,3.0,1.0,3,13,9,0,2203
FKID002204,congestion,Hennur Main Road,0,9,1,67.59724811666666,3.0,0.7,3,1,6,0,2204
FKID002205,vehicle_breakdown,Bannerghata Road,0,12,1,35.7911427,3.0,1.0,3,13,1,0,2205
FKID002206,vehicle_breakdown,ORR West 1,0,10,1,67.59724811666666,3.0,1.0,3,13,16,0,2206
FKID002207,vehicle_breakdown,Tumkur Road,0,11,1,84.46969001666666,3.0,1.0,3,13,19,0,2207
FKID002208,vehicle_breakdown,Non-corridor,0,11,1,67.59724811666666,1.0,1.0,3,13,11,0,2208
FKID002209,vehicle_breakdown,Hosur Road,0,10,3,14.2335291,3.0,1.0,2,13,7,0,2209
FKID002210,vehicle_breakdown,Old Madras Road,0,10,3,33.554378899999996,3.0,1.0,2,13,18,0,2210
FKID002211,vehicle_breakdown,Bannerghata Road,0,7,3,67.59724811666666,3.0,1.0,2,13,1,0,2211
FKID002212,procession,Bannerghata Road,0,10,3,0.6228666666666667,3.0,1.0,2,7,1,1,2212
FKID002213,vehicle_breakdown,Varthur Road,0,10,3,30.59855698333333,3.0,1.0,2,13,20,0,2213
FKID002214,congestion,ORR North 2,0,9,3,67.59724811666666,3.0,0.7,2,1,15,0,2214
FKID002215,congestion,Hennur Main Road,0,10,3,67.59724811666666,3.0,0.7,2,1,6,0,2215
FKID002216,vehicle_breakdown,Old Madras Road,0,11,1,67.59724811666666,3.0,0.7,3,13,18,0,2216
FKID002217,vehicle_breakdown,Non-corridor,0,11,1,67.59724811666666,1.0,1.0,3,13,11,0,2217
FKID002218,vehicle_breakdown,Bellary Road 1,0,11,1,67.59724811666666,3.0,1.0,3,13,2,0,2218
FKID002219,vehicle_breakdown,Hosur Road,0,11,1,67.59724811666666,3.0,1.0,3,13,7,0,2219
FKID002220,vehicle_breakdown,Hosur Road,0,11,3,59.47093031666667,3.0,1.0,2,13,7,0,2220
FKID002221,vehicle_breakdown,Non-corridor,0,11,3,28.422718233333335,1.0,1.0,2,13,11,0,2221
FKID002222,vehicle_breakdown,Non-corridor,0,13,3,46.03317931666666,1.0,1.0,2,13,11,0,2222
FKID002223,vehicle_breakdown,Tumkur Road,0,16,1,105.15403339999999,3.0,1.0,3,13,19,0,2223
FKID002224,construction,Non-corridor,1,5,5,1440.0,1.0,0.48999999999999994,2,2,11,0,2224
FKID002225,construction,Varthur Road,1,17,1,322.89588333333336,3.0,0.7,3,2,20,0,2225
FKID002226,vehicle_breakdown,Mysore Road,0,0,2,97.20824538333333,3.0,1.0,3,13,10,0,2226
FKID002227,vehicle_breakdown,Bellary Road 2,0,13,3,35.270044866666666,3.0,1.0,2,13,3,0,2227
FKID002228,vehicle_breakdown,West of Chord Road,0,13,3,67.59724811666666,3.0,1.0,2,13,21,0,2228
FKID002229,vehicle_breakdown,Non-corridor,0,12,3,67.59724811666666,1.0,1.0,2,13,11,0,2229
FKID002230,vehicle_breakdown,Mysore Road,0,14,3,24.78094095,3.0,1.0,2,13,10,0,2230
FKID002231,vehicle_breakdown,Old Madras Road,0,12,3,67.59724811666666,3.0,0.7,2,13,18,0,2231
FKID002232,vehicle_breakdown,Non-corridor,0,13,3,103.95695343333334,1.0,1.0,2,13,11,0,2232
FKID002233,others,Mysore Road,0,15,3,1440.0,3.0,0.7,2,5,10,0,2233
FKID002234,vehicle_breakdown,Hosur Road,0,13,3,67.59724811666666,3.0,1.0,2,13,7,0,2234
FKID002235,vehicle_breakdown,ORR North 1,0,1,2,76.73107366666666,3.0,1.0,3,13,14,0,2235
FKID002236,vehicle_breakdown,Bellary Road 1,0,0,2,25.963968299999998,3.0,1.0,3,13,2,0,2236
FKID002237,vehicle_breakdown,ORR North 2,0,1,2,67.59724811666666,3.0,1.0,3,13,15,0,2237
FKID002238,vehicle_breakdown,Tumkur Road,0,16,3,47.135134183333335,3.0,1.0,2,13,19,0,2238
FKID002239,others,Non-corridor,0,2,4,1440.0,1.0,1.0,2,5,11,0,2239
FKID002240,vehicle_breakdown,Non-corridor,0,1,4,41.44027543333333,1.0,0.7,2,13,11,0,2240
FKID002241,accident,Bellary Road 1,0,1,4,52.424526316666665,3.0,1.0,2,0,2,0,2241
FKID002242,accident,ORR East 2,0,0,4,67.59724811666666,3.0,0.7,2,0,13,0,2242
FKID002243,vehicle_breakdown,ORR East 1,0,23,1,67.59724811666666,3.0,1.0,3,13,12,0,2243
FKID002244,vehicle_breakdown,Hosur Road,0,1,2,21.590795766666666,3.0,1.0,3,13,7,0,2244
FKID002245,construction,ORR East 2,0,1,2,822.2734166666667,3.0,0.7,3,2,13,0,2245
FKID002246,others,Non-corridor,0,2,2,67.59724811666666,1.0,1.0,3,5,11,0,2246
FKID002247,vehicle_breakdown,Non-corridor,0,0,2,67.59724811666666,1.0,1.0,3,13,11,0,2247
FKID002248,vehicle_breakdown,Non-corridor,0,0,2,67.59724811666666,1.0,1.0,3,13,11,0,2248
FKID002249,vehicle_breakdown,Non-corridor,0,2,2,149.32047236666668,1.0,1.0,3,13,11,0,2249
FKID002250,vehicle_breakdown,ORR West 1,0,1,4,21.186916433333334,3.0,1.0,2,13,16,0,2250
FKID002251,vehicle_breakdown,Old Madras Road,0,2,4,64.23054711666667,3.0,1.0,2,13,18,0,2251
FKID002252,vehicle_breakdown,Non-corridor,0,0,4,67.59724811666666,1.0,1.0,2,13,11,0,2252
FKID002253,vehicle_breakdown,Non-corridor,0,0,4,67.59724811666666,1.0,1.0,2,13,11,0,2253
FKID002254,procession,Non-corridor,1,3,2,6.63138725,1.0,0.7,3,7,11,1,2254
FKID002255,others,CBD 2,0,4,4,67.59724811666666,3.0,1.0,2,5,5,0,2255
FKID002256,vehicle_breakdown,Non-corridor,0,1,4,67.59724811666666,1.0,1.0,2,13,11,0,2256
FKID002257,road_conditions,Bellary Road 2,0,5,4,1440.0,3.0,1.0,3,10,3,0,2257
FKID002258,others,ORR East 2,0,3,2,67.59724811666666,3.0,1.0,3,5,13,0,2258
FKID002259,pot_holes,IRR(Thanisandra road),0,3,2,67.59724811666666,3.0,1.0,3,6,8,0,2259
FKID002260,vehicle_breakdown,West of Chord Road,0,1,2,67.59724811666666,3.0,1.0,3,13,21,0,2260
FKID002261,vehicle_breakdown,ORR East 1,0,4,2,10.150801150000001,3.0,1.0,3,13,12,0,2261
FKID002262,vehicle_breakdown,Mysore Road,0,2,2,67.59724811666666,3.0,1.0,3,13,10,0,2262
FKID002263,tree_fall,Non-corridor,0,4,2,1440.0,1.0,0.7,3,12,11,0,2263
FKID002264,vehicle_breakdown,ORR East 1,0,4,2,146.0768349,3.0,1.0,3,13,12,0,2264
FKID002265,vehicle_breakdown,Magadi Road,0,1,2,67.59724811666666,3.0,1.0,3,13,9,0,2265
FKID002266,vehicle_breakdown,Hosur Road,0,4,4,67.59724811666666,3.0,1.0,2,13,7,0,2266
FKID002267,vehicle_breakdown,Non-corridor,0,6,4,73.34186823333333,1.0,1.0,3,13,11,0,2267
FKID002268,vehicle_breakdown,ORR North 2,0,5,4,67.59724811666666,3.0,1.0,3,13,15,0,2268
FKID002269,vehicle_breakdown,Non-corridor,0,2,2,67.59724811666666,1.0,1.0,3,13,11,0,2269
FKID002270,vehicle_breakdown,Non-corridor,0,5,2,56.471942150000004,1.0,1.0,3,13,11,0,2270
FKID002271,vehicle_breakdown,Bellary Road 2,0,6,4,67.59724811666666,3.0,1.0,3,13,3,0,2271
FKID002272,vehicle_breakdown,Tumkur Road,0,8,4,67.59724811666666,3.0,1.0,3,13,19,0,2272
FKID002273,vehicle_breakdown,Mysore Road,0,5,4,67.59724811666666,3.0,1.0,3,13,10,0,2273
FKID002274,vehicle_breakdown,Non-corridor,0,6,4,67.59724811666666,1.0,1.0,3,13,11,0,2274
FKID002275,pot_holes,Non-corridor,0,6,2,67.59724811666666,1.0,1.0,3,6,11,0,2275
FKID002276,vehicle_breakdown,Mysore Road,0,7,2,63.264801049999996,3.0,1.0,3,13,10,0,2276
FKID002277,vehicle_breakdown,Non-corridor,0,5,2,67.59724811666666,1.0,1.0,3,13,11,0,2277
FKID002278,vehicle_breakdown,Mysore Road,0,6,2,2.348085033333333,3.0,1.0,3,13,10,0,2278
FKID002279,vehicle_breakdown,Non-corridor,0,7,4,67.59724811666666,1.0,1.0,3,13,11,0,2279
FKID002280,vehicle_breakdown,Bannerghata Road,0,6,4,67.59724811666666,3.0,1.0,3,13,1,0,2280
FKID002281,vehicle_breakdown,ORR East 1,0,8,2,67.59724811666666,3.0,1.0,3,13,12,0,2281
FKID002282,procession,Hennur Main Road,0,6,2,67.59724811666666,3.0,1.0,3,7,6,1,2282
