event_id,event_cause,corridor_fill,start_local,log_duration_actual,duration_min_actual,mu_seq_logspace,sigma_seq_logspace,dur_pred_seq_min,resid_seq_logspace,absresid_seq_logspace,resid_std_seq,in_50pct_interval,in_80pct_interval,in_95pct_interval,interval_width_95,crps_seq,n_earlier_stratum,prior_level,mu_prior_logspace,sigma_prior_logspace,dur_pred_prior_min,resid_prior_logspace,crps_prior,hi_prob_pred,hi_actual,brier_i,ewma_resid_logspace,dur_pred_l45_p50,year_week
FKID000161,others,Non-corridor,2024-03-08 06:19:05.768000+05:30,4.4124,81.47,7.1341,0.8782,1252.98,-2.7216,2.7216,-3.0991,False,False,False,3.4426,2.226644,10,stratum,6.7457,3.1072,849.37,-2.3332,1.39403,0.0,0,0.0,-1.415,55.12,2024-W10
FKID000172,vehicle_breakdown,Magadi Road,2024-03-08 06:36:29.002000+05:30,3.2388,24.5,3.9343,0.2507,50.13,-0.6955,0.6955,-2.7747,False,False,False,0.9826,0.554481,5,stratum,3.6719,0.9025,38.33,-0.433,0.292252,0.241,0,0.058088,-1.1992,39.12,2024-W10
FKID000197,vehicle_breakdown,Magadi Road,2024-03-08 09:33:17.004000+05:30,4.3037,72.97,3.8255,0.2349,44.86,0.4781,0.4781,2.0354,False,False,False,0.9208,0.349223,6,stratum,3.6719,0.9025,38.33,0.6318,0.380475,0.241,1,0.576059,-0.696,38.32,2024-W10
FKID000186,vehicle_breakdown,Mysore Road,2024-03-08 09:45:18.097000+05:30,3.1939,23.38,3.468,0.2403,31.07,-0.2741,0.2741,-1.1406,False,True,True,0.942,0.168921,11,stratum,3.4976,0.9394,32.04,-0.3037,0.258379,0.241,0,0.058088,-0.5694,35.85,2024-W10
FKID000185,vehicle_breakdown,Tumkur Road,2024-03-08 09:47:45.450000+05:30,3.6244,36.5,2.7071,0.1479,13.99,0.9174,0.9174,6.2018,False,False,False,0.5798,0.833918,4,stratum,3.5342,0.7689,33.27,0.0903,0.183901,0.241,0,0.058088,-0.1234,44.53,2024-W10
FKID000187,vehicle_breakdown,Non-corridor,2024-03-08 09:54:30.158000+05:30,4.656,104.21,3.6774,0.1945,38.54,0.9786,0.9786,5.0318,False,False,False,0.7624,0.868905,25,stratum,3.6949,0.9277,39.24,0.9611,0.581999,0.241,1,0.576059,0.2072,31.05,2024-W10
FKID000189,vehicle_breakdown,Old Airport Road,2024-03-08 09:57:41.649000+05:30,4.2746,70.85,3.3381,0.001,27.17,0.9365,0.9365,936.5333,False,False,False,0.0039,0.93597,1,stratum,3.1249,1.1074,21.76,1.1497,0.696415,0.241,0,0.058088,0.426,30.79,2024-W10
FKID000192,construction,Non-corridor,2024-03-08 10:02:41.143000+05:30,0.0778,0.08,5.5847,1.1848,265.32,-5.5069,5.5069,-4.6479,False,False,False,4.6445,4.838396,6,stratum,6.382,3.195,590.1,-6.3041,4.559855,0.0,0,0.0,-1.3538,142.09,2024-W10
FKID000201,road_conditions,CBD 2,2024-03-08 10:38:03.073000+05:30,10.6063,40387.38,8.0742,2.4,3209.41,2.5321,2.5321,1.055,False,True,True,9.4082,1.537796,0,stratum,8.0742,2.4,3209.41,2.5321,1.537796,0.044,1,0.91402,-0.188,2165.07,2024-W10
FKID000205,vehicle_breakdown,ORR North 2,2024-03-08 11:12:27.352000+05:30,4.9347,138.03,3.7159,0.4997,40.1,1.2188,1.2188,2.4392,False,False,False,1.9587,0.939265,3,stratum,3.533,0.9242,33.23,1.4017,0.932423,0.241,1,0.576059,0.234,34.74,2024-W10
FKID000208,vehicle_breakdown,Non-corridor,2024-03-08 11:12:59.334000+05:30,4.5439,93.06,3.7134,0.1906,39.99,0.8305,0.8305,4.3563,False,False,False,0.7473,0.722934,26,stratum,3.6949,0.9277,39.24,0.849,0.506841,0.241,1,0.576059,0.4129,30.14,2024-W10
FKID000216,construction,Non-corridor,2024-03-08 11:23:36.201000+05:30,9.1754,9655.52,4.931,1.2078,137.52,4.2444,4.2444,3.5141,False,False,False,4.7346,3.563105,7,stratum,6.382,3.195,590.1,2.7934,1.663359,0.8182,1,0.033058,1.5624,13902.8,2024-W10
FKID000218,others,Non-corridor,2024-03-08 11:56:58.707000+05:30,5.3028,199.89,6.9049,0.8341,996.19,-1.6022,1.6022,-1.9208,False,False,True,3.2697,1.149056,11,stratum,6.7457,3.1072,849.37,-1.4429,0.988751,0.0,0,0.0,0.613,52.59,2024-W10
FKID000226,others,Hennur Main Road,2024-03-08 11:58:21.435000+05:30,3.8039,43.87,9.2501,0.001,10404.14,-5.4462,5.4462,-5446.1826,False,False,False,0.0039,5.445624,1,stratum,8.7452,1.872,6279.63,-4.9414,3.890018,0.0,0,0.0,-1.2047,427.05,2024-W10
FKID000243,tree_fall,Non-corridor,2024-03-08 12:37:56.737000+05:30,4.668,105.49,7.5687,0.3889,1935.62,-2.9007,2.9007,-7.4581,False,False,False,1.5246,2.681225,37,stratum,6.7849,2.4635,883.42,-2.1169,1.259834,0.2738,0,0.074972,-1.7135,1330.97,2024-W10
FKID000244,tree_fall,Non-corridor,2024-03-08 12:46:00.240000+05:30,7.6958,2198.13,7.494,0.3861,1796.26,0.2018,0.2018,0.5227,True,True,True,1.5135,0.131375,38,stratum,6.7849,2.4635,883.42,0.9109,0.70857,0.0,0,0.0,-1.1389,245.5,2024-W10
FKID000246,tree_fall,Non-corridor,2024-03-08 12:48:53.631000+05:30,7.6946,2195.46,7.4995,0.3765,1806.14,0.1951,0.1951,0.5182,True,True,True,1.4757,0.127434,39,stratum,6.7849,2.4635,883.42,0.9097,0.708219,0.0,0,0.0,-0.7387,245.5,2024-W10
FKID000250,vehicle_breakdown,Mysore Road,2024-03-08 12:55:21.653000+05:30,3.704,39.61,3.4463,0.2224,30.38,0.2577,0.2577,1.159,False,True,True,0.8717,0.159399,12,stratum,3.4976,0.9394,32.04,0.2064,0.237556,0.241,0,0.058088,-0.4398,48.3,2024-W10
FKID000254,vehicle_breakdown,Tumkur Road,2024-03-08 13:26:14.949000+05:30,2.4115,10.15,2.9108,0.201,17.37,-0.4993,0.4993,-2.484,False,False,False,0.788,0.386761,5,stratum,3.5342,0.7689,33.27,-1.1227,0.738198,0.241,0,0.058088,-0.4576,42.16,2024-W10
FKID000257,tree_fall,Non-corridor,2024-03-08 13:31:56.993000+05:30,4.1763,64.12,7.5047,0.3673,1815.52,-3.3284,3.3284,-9.0622,False,False,False,1.4398,3.121201,40,stratum,6.7849,2.4635,883.42,-2.6087,1.585245,0.0,0,0.0,-1.3189,232.64,2024-W10
FKID000255,tree_fall,Non-corridor,2024-03-08 13:36:30.352000+05:30,4.2097,66.33,7.4249,0.3671,1676.28,-3.2153,3.2153,-8.759,False,False,False,1.439,3.008156,41,stratum,6.7849,2.4635,883.42,-2.5753,1.561617,0.0159,0,0.000252,-1.8878,190.26,2024-W10
FKID000267,vehicle_breakdown,Mysore Road,2024-03-08 14:15:13.150000+05:30,4.2067,66.14,3.4649,0.2069,30.97,0.7418,0.7418,3.5845,False,False,False,0.8112,0.625046,13,stratum,3.4976,0.9394,32.04,0.7091,0.423487,0.241,0,0.058088,-1.0989,48.04,2024-W10
FKID000283,water_logging,Non-corridor,2024-03-08 14:38:49.430000+05:30,6.7116,820.88,7.3037,0.5205,1484.82,-0.5921,0.5921,-1.1375,False,True,True,2.0405,0.364739,22,stratum,9.533,2.0582,13807.62,-2.8215,1.821143,0.0,0,0.0,-0.9469,2383.69,2024-W10
FKID000299,vehicle_breakdown,Mysore Road,2024-03-08 23:49:44.590000+05:30,2.8197,15.77,3.5155,0.1989,32.63,-0.6958,0.6958,-3.498,False,False,False,0.7798,0.583623,14,stratum,3.4976,0.9394,32.04,-0.6779,0.40665,0.241,0,0.058088,-0.8716,49.01,2024-W10
FKID000328,accident,Non-corridor,2024-03-09 01:17:42.569000+05:30,4.373,78.28,4.2079,1.7495,66.21,0.1651,0.1651,0.0943,True,True,True,6.8579,0.415052,0,stratum,4.2079,1.7495,66.21,0.1651,0.415052,0.241,1,0.576059,-0.5606,42.74,2024-W10
FKID000337,construction,ORR East 2,2024-03-09 01:55:49.408000+05:30,9.0827,8801.11,6.9397,0.3308,1031.5,2.143,2.143,6.4776,False,False,False,1.2969,1.956352,5,stratum,6.6598,0.5156,779.38,2.423,2.132042,0.2738,1,0.527353,0.2505,3916.53,2024-W10
FKID000349,vehicle_breakdown,ORR West 1,2024-03-09 03:10:42.644000+05:30,4.3438,76.0,3.0995,0.001,21.19,1.2443,1.2443,1244.2711,False,False,False,0.0039,1.243708,1,stratum,3.846,0.8182,45.81,0.4978,0.308433,0.241,1,0.576059,0.5486,34.49,2024-W10
FKID000348,tree_fall,Non-corridor,2024-03-09 03:42:26.502000+05:30,6.233,508.3,7.3498,0.3662,1554.88,-1.1168,1.1168,-3.05,False,False,False,1.4353,0.910417,42,stratum,6.7849,2.4635,883.42,-0.5519,0.624834,0.044,0,0.001932,0.049,378.81,2024-W10
FKID000355,construction,Non-corridor,2024-03-09 03:48:14.937000+05:30,5.2014,180.52,5.4014,1.1692,220.73,-0.2001,0.2001,-0.1711,True,True,True,4.5832,0.286857,8,stratum,6.382,3.195,590.1,-1.1806,0.918748,0.044,0,0.001932,-0.0257,114.68,2024-W10
FKID000412,construction,ORR North 1,2024-03-09 06:02:11.731000+05:30,4.7412,113.57,5.9475,2.4821,381.78,-1.2063,1.2063,-0.486,True,True,True,9.7299,0.809427,0,stratum,5.9475,2.4821,381.78,-1.2063,0.809427,0.0,0,0.0,-0.3799,91.09,2024-W10
FKID000393,others,Bannerghata Road,2024-03-09 06:55:26.527000+05:30,9.9904,21814.19,6.7859,2.9461,884.28,3.2045,3.2045,1.0877,False,True,True,11.5486,1.956554,0,cause,6.7859,2.9461,884.28,3.2045,1.956554,0.4348,1,0.319471,0.6954,6028.5,2024-W10
FKID000399,vehicle_breakdown,Non-corridor,2024-03-09 07:23:07.107000+05:30,2.5011,11.2,3.7429,0.1861,41.22,-1.2419,1.2419,-6.6722,False,False,False,0.7296,1.136871,27,stratum,3.6949,0.9277,39.24,-1.1938,0.757277,0.241,0,0.058088,0.1142,27.03,2024-W10
FKID000404,accident,Non-corridor,2024-03-09 07:38:51.761000+05:30,0.6147,0.85,4.373,0.001,78.28,-3.7582,3.7582,-3758.2388,False,False,False,0.0039,3.757678,1,stratum,4.2079,1.7495,66.21,-3.5932,2.63183,0.241,0,0.058088,-1.0475,43.46,2024-W10
FKID000410,vehicle_breakdown,Non-corridor,2024-03-09 07:51:23.324000+05:30,4.2604,69.84,3.7003,0.1846,39.46,0.5601,0.5601,3.0349,False,False,False,0.7235,0.456116,28,stratum,3.6949,0.9277,39.24,0.5656,0.350239,0.241,0,0.058088,-0.5652,27.03,2024-W10
FKID000413,vehicle_breakdown,Tumkur Road,2024-03-09 08:30:00.758000+05:30,2.4214,10.26,2.831,0.1815,15.96,-0.4096,0.4096,-2.2572,False,False,False,0.7114,0.308758,6,stratum,3.5342,0.7689,33.27,-1.1128,0.729796,0.241,0,0.058088,-0.5185,44.36,2024-W10
FKID000420,vehicle_breakdown,Mysore Road,2024-03-09 10:44:41.106000+05:30,3.7119,39.93,3.4711,0.1911,31.17,0.2408,0.2408,1.2601,False,True,True,0.7492,0.151931,15,stratum,3.4976,0.9394,32.04,0.2143,0.238956,0.2738,0,0.074972,-0.2907,45.06,2024-W10
FKID000421,tree_fall,Non-corridor,2024-03-09 12:04:21.300000+05:30,3.9863,52.85,7.3246,0.3587,1516.17,-3.3383,3.3383,-9.3061,False,False,False,1.4062,3.135923,43,stratum,6.7849,2.4635,883.42,-2.7986,1.723436,0.044,0,0.001932,-1.205,298.11,2024-W10
FKID000427,water_logging,Mysore Road,2024-03-09 12:07:50.169000+05:30,10.6113,40590.65,9.0932,0.6176,8894.03,1.5181,1.5181,2.4578,False,False,False,2.4212,1.17242,7,cause,9.1827,2.0384,9726.5,1.4286,0.860214,0.8182,0,0.669421,-0.3881,15950.43,2024-W10
FKID000426,construction,Non-corridor,2024-03-09 12:08:13.420000+05:30,8.3714,4320.54,5.3683,1.0542,213.5,3.0031,3.0031,2.8487,False,False,False,4.1324,2.409675,9,stratum,6.382,3.195,590.1,1.9894,1.225455,0.044,1,0.91402,0.6293,143.72,2024-W10
FKID000425,water_logging,Non-corridor,2024-03-09 12:13:02.908000+05:30,3.8472,45.86,7.2737,0.4996,1440.88,-3.4265,3.4265,-6.8588,False,False,False,1.9584,3.144658,23,stratum,9.533,2.0582,13807.62,-5.6859,4.528201,0.0159,0,0.000252,-0.5875,1020.36,2024-W10
FKID000430,others,Magadi Road,2024-03-09 12:30:11.949000+05:30,3.2564,24.96,2.6921,0.001,13.76,0.5643,0.5643,564.2658,False,False,False,0.0039,0.563702,1,stratum,6.8759,3.0609,967.69,-3.6196,2.248586,0.0,0,0.0,-0.2419,71.22,2024-W10
FKID000441,water_logging,ORR West 1,2024-03-09 12:37:04.227000+05:30,10.344,31067.91,6.5158,0.5908,674.71,3.8282,3.8282,6.4796,False,False,False,2.3159,3.494867,3,stratum,7.9536,1.724,2844.67,2.3904,1.547969,0.2738,0,0.074972,0.9791,15514.14,2024-W10
FKID000443,water_logging,Bannerghata Road,2024-03-09 12:45:27.032000+05:30,9.8323,18623.93,7.1737,1.5662,1303.61,2.6586,2.6586,1.6975,False,False,True,6.1394,1.832612,2,cause,9.1827,2.0384,9726.5,0.6495,0.558235,0.0,0,0.0,1.4829,1523.07,2024-W10
FKID000453,water_logging,Non-corridor,2024-03-09 12:56:06.055000+05:30,9.9784,21555.31,7.1429,0.4963,1264.13,2.8355,2.8355,5.7132,False,False,False,1.9455,2.555483,24,stratum,9.533,2.0582,13807.62,0.4454,0.519288,0.4348,0,0.189036,1.8887,21240.59,2024-W10
FKID000456,water_logging,Non-corridor,2024-03-09 13:17:29.202000+05:30,6.4548,634.76,7.2518,0.4901,1409.71,-0.797,0.797,-1.6261,False,False,True,1.9214,0.541913,25,stratum,9.533,2.0582,13807.62,-3.0782,2.038871,0.0159,0,0.000252,1.083,1014.94,2024-W10
FKID000457,tree_fall,ORR West 1,2024-03-09 13:19:18.726000+05:30,6.4441,628.01,3.3029,1.0142,26.19,3.1412,3.1412,3.0973,False,False,False,3.9756,2.569587,2,cause,6.5149,2.4587,674.12,-0.0707,0.575404,0.0,0,0.0,1.7005,338.39,2024-W10
FKID000477,water_logging,Non-corridor,2024-03-09 13:29:17.654000+05:30,6.9512,1043.4,7.2183,0.4729,1363.2,-0.2671,0.2671,-0.5649,True,True,True,1.8537,0.16916,26,stratum,9.533,2.0582,13807.62,-2.5819,1.626958,0.0159,0,0.000252,1.1102,1014.94,2024-W10
FKID000480,water_logging,Non-corridor,2024-03-09 13:32:46.293000+05:30,6.9479,1039.96,7.2046,0.4563,1344.55,-0.2567,0.2567,-0.5625,True,True,True,1.7886,0.162755,27,stratum,9.533,2.0582,13807.62,-2.5852,1.629569,0.0159,0,0.000252,0.7001,1014.94,2024-W10
FKID000485,water_logging,Mysore Road,2024-03-09 13:34:02.617000+05:30,10.7981,48925.08,9.2678,0.5708,10590.95,1.5302,1.5302,2.681,False,False,False,2.2374,1.209485,8,cause,9.1827,2.0384,9726.5,1.6154,0.961914,0.2738,0,0.074972,0.9492,14265.2,2024-W10
FKID000492,tree_fall,Hosur Road,2024-03-09 13:34:54.844000+05:30,4.1462,62.2,6.5149,2.4587,674.12,-2.3686,2.3686,-0.9634,False,True,True,9.6382,1.420551,0,cause,6.5149,2.4587,674.12,-2.3686,1.420551,0.0,0,0.0,-0.0462,358.57,2024-W10
FKID000494,water_logging,Old Madras Road,2024-03-09 14:01:39.430000+05:30,10.5695,38927.74,5.312,0.001,201.75,5.2575,5.2575,5257.5056,False,False,False,0.0039,5.256947,1,cause,9.1827,2.0384,9726.5,1.3868,0.838874,0.2738,0,0.074972,1.5449,20095.92,2024-W10
FKID000493,water_logging,Old Madras Road,2024-03-09 14:06:52.619000+05:30,10.5694,38922.48,8.5046,1.3735,4936.56,2.0647,2.0647,1.5033,False,False,True,5.384,1.36973,2,cause,9.1827,2.0384,9726.5,1.3866,0.838806,0.2738,0,0.074972,1.7009,20095.92,2024-W10
FKID000513,others,Non-corridor,2024-03-09 15:56:12.959000+05:30,6.3422,567.04,6.7804,0.7785,879.45,-0.4382,0.4382,-0.5629,True,True,True,3.0516,0.277826,12,stratum,6.7457,3.1072,849.37,-0.4035,0.74701,0.241,0,0.058088,1.0591,866.19,2024-W10
FKID000515,tree_fall,Mysore Road,2024-03-09 17:05:35.241000+05:30,7.6928,2191.59,8.6682,0.5817,5813.92,-0.9753,0.9753,-1.6766,False,False,True,2.2804,0.669654,4,cause,6.5149,2.4587,674.12,1.1779,0.795521,0.0,0,0.0,0.4488,259.39,2024-W10
FKID000525,tree_fall,Non-corridor,2024-03-09 23:55:26.076000+05:30,7.5703,1938.81,7.2501,0.3584,1407.24,0.3202,0.3202,0.8936,False,True,True,1.4049,0.190886,44,stratum,6.7849,2.4635,883.42,0.7854,0.674775,0.044,0,0.001932,0.4102,353.08,2024-W10
FKID000527,tree_fall,Non-corridor,2024-03-10 00:03:14.368000+05:30,8.9544,7741.09,7.2573,0.3507,1417.39,1.6971,1.6971,4.8399,False,False,False,1.3746,1.499308,45,stratum,6.7849,2.4635,883.42,2.1695,1.29223,0.8182,1,0.033058,0.7963,13419.69,2024-W10
FKID000530,water_logging,Non-corridor,2024-03-10 00:10:49.205000+05:30,9.8412,18791.14,7.1919,0.4408,1327.58,2.6493,2.6493,6.0107,False,False,False,1.7278,2.40065,28,stratum,9.533,2.0582,13807.62,0.3081,0.49936,0.4348,0,0.189036,1.3522,26195.91,2024-W10
FKID000528,tree_fall,Non-corridor,2024-03-10 00:18:36.647000+05:30,8.9525,7725.81,7.2936,0.345,1469.79,1.6589,1.6589,4.808,False,False,False,1.3525,1.464238,46,stratum,6.7849,2.4635,883.42,2.1675,1.291003,1.0,1,0.0,1.4442,25398.97,2024-W10
FKID000529,tree_fall,Non-corridor,2024-03-10 00:30:11.103000+05:30,8.951,7714.29,7.3283,0.3395,1521.77,1.6227,1.6227,4.7791,False,False,False,1.331,1.431109,47,stratum,6.7849,2.4635,883.42,2.166,1.290076,0.8182,1,0.033058,1.4978,13419.69,2024-W10
FKID000531,vehicle_breakdown,Non-corridor,2024-03-10 00:32:31.996000+05:30,4.3417,75.84,3.7189,0.1794,40.22,0.6228,0.6228,3.4723,False,False,False,0.7031,0.521645,29,stratum,3.6949,0.9277,39.24,0.6469,0.389784,0.241,1,0.576059,1.2353,28.99,2024-W10
FKID000544,vehicle_breakdown,Bellary Road 1,2024-03-10 00:57:13.135000+05:30,4.3186,74.08,3.4478,0.0782,30.43,0.8708,0.8708,11.1401,False,False,False,0.3064,0.826664,3,stratum,3.6906,1.0557,39.07,0.628,0.391498,0.241,1,0.576059,1.1259,41.38,2024-W10
FKID000542,tree_fall,Non-corridor,2024-03-10 01:00:11.949000+05:30,8.9471,7684.34,7.3616,0.3342,1573.33,1.5855,1.5855,4.7443,False,False,False,1.31,1.396939,48,stratum,6.7849,2.4635,883.42,2.1621,1.287663,0.8182,1,0.033058,1.2638,13452.22,2024-W10
FKID000539,vehicle_breakdown,Tumkur Road,2024-03-10 01:33:56.128000+05:30,2.2976,8.95,2.773,0.1635,15.01,-0.4754,0.4754,-2.9078,False,False,False,0.6409,0.383343,7,stratum,3.5342,0.7689,33.27,-1.2366,0.837881,0.241,0,0.058088,0.742,43.93,2024-W10
FKID000541,vehicle_breakdown,Old Airport Road,2024-03-10 01:50:48.504000+05:30,4.4583,85.34,3.7504,0.3172,41.54,0.7079,0.7079,2.2314,False,False,False,1.2436,0.531726,2,stratum,3.1249,1.1074,21.76,1.3334,0.831832,0.241,1,0.576059,0.7318,29.46,2024-W10
FKID000543,water_logging,Old Madras Road,2024-03-10 01:53:55.744000+05:30,8.7166,6102.37,8.9377,1.1711,7612.55,-0.2211,0.2211,-0.1888,True,True,True,4.5909,0.290291,3,cause,9.1827,2.0384,9726.5,-0.4661,0.518691,0.4348,0,0.189036,0.4459,19675.62,2024-W10
FKID000553,construction,ORR East 2,2024-03-10 02:37:10.260000+05:30,6.6588,778.6,7.1005,0.3456,1211.6,-0.4417,0.4417,-1.278,False,True,True,1.3549,0.279708,6,stratum,6.6598,0.5156,779.38,-0.001,0.120503,0.0,0,0.0,0.1796,790.84,2024-W10
FKID000557,construction,ORR West 1,2024-03-10 03:03:49.745000+05:30,1.0776,1.94,7.1443,3.671,1265.84,-6.0667,6.0667,-1.6526,False,False,True,14.3902,4.146147,0,stratum,7.1443,3.671,1265.84,-6.0667,4.146147,0.0,0,0.0,-1.6943,126.61,2024-W10
FKID000559,pot_holes,Non-corridor,2024-03-10 03:23:28.518000+05:30,10.5048,36490.44,9.3791,0.5435,11837.04,1.1258,1.1258,2.0713,False,False,False,2.1305,0.826729,5,stratum,9.7728,2.123,17549.66,0.732,0.59584,0.241,0,0.058088,-0.8483,37206.06,2024-W10
FKID000564,water_logging,IRR(Thanisandra road),2024-03-10 04:31:30.927000+05:30,10.8847,53354.22,9.1827,2.0384,9726.5,1.702,1.702,0.835,False,True,True,7.9903,1.012539,0,cause,9.1827,2.0384,9726.5,1.702,1.012539,0.2738,0,0.074972,-0.0832,30000.72,2024-W10
FKID000567,vehicle_breakdown,Bellary Road 1,2024-03-10 04:39:17.618000+05:30,4.4961,88.67,3.6654,0.1944,38.07,0.8308,0.8308,4.2741,False,False,False,0.7619,0.721108,4,stratum,3.6906,1.0557,39.07,0.8056,0.480705,0.241,1,0.576059,0.191,38.88,2024-W10
FKID000568,vehicle_breakdown,ORR North 2,2024-03-10 05:45:37.663000+05:30,3.9187,49.33,3.9504,0.4463,50.96,-0.0317,0.0317,-0.0711,True,True,True,1.7493,0.105187,4,stratum,3.533,0.9242,33.23,0.3857,0.279288,0.241,0,0.058088,0.1242,32.43,2024-W10
FKID000582,vehicle_breakdown,Tumkur Road,2024-03-10 06:33:49.259000+05:30,2.5186,11.41,2.7154,0.1521,14.11,-0.1967,0.1967,-1.2936,False,False,True,0.5962,0.124975,8,stratum,3.5342,0.7689,33.27,-1.0156,0.648754,0.241,0,0.058088,0.0279,42.57,2024-W10
FKID000597,vehicle_breakdown,Tumkur Road,2024-03-10 09:21:02.209000+05:30,4.8428,125.82,2.6914,0.1368,13.75,2.1514,2.1514,15.7309,False,False,False,0.5361,2.074244,9,stratum,3.5342,0.7689,33.27,1.3086,0.902808,1.0,1,0.0,0.665,166.21,2024-W10
FKID000612,vehicle_breakdown,Magadi Road,2024-03-10 09:29:18.657000+05:30,4.6402,102.57,3.8907,0.2114,47.94,0.7495,0.7495,3.545,False,False,False,0.8288,0.63026,7,stratum,3.6719,0.9025,38.33,0.9683,0.589779,0.241,1,0.576059,0.6903,36.14,2024-W10
FKID000615,others,Magadi Road,2024-03-10 10:01:04.775000+05:30,5.0618,156.87,2.9907,0.1991,18.9,2.071,2.071,10.4032,False,False,False,0.7804,1.958703,2,stratum,6.8759,3.0609,967.69,-1.8142,1.132153,0.0159,0,0.000252,1.1045,73.9,2024-W10
FKID000631,vehicle_breakdown,Mysore Road,2024-03-10 10:25:48.993000+05:30,3.8631,46.61,3.4855,0.1802,31.64,0.3776,0.3776,2.0956,False,False,False,0.7063,0.278273,16,stratum,3.4976,0.9394,32.04,0.3655,0.275556,0.241,0,0.058088,0.8864,41.59,2024-W10
FKID000633,vehicle_breakdown,Varthur Road,2024-03-10 10:40:21.599000+05:30,3.6585,37.8,4.8157,0.001,122.43,-1.1572,1.1572,-1157.2192,False,False,False,0.0039,1.156656,1,stratum,3.7226,0.9337,40.37,-0.0642,0.219967,0.241,0,0.058088,0.2733,31.93,2024-W10
FKID000634,vehicle_breakdown,Non-corridor,2024-03-10 10:47:55.147000+05:30,4.7802,118.13,3.7389,0.1747,41.05,1.0413,1.0413,5.96,False,False,False,0.6849,0.942718,30,stratum,3.6949,0.9277,39.24,1.0854,0.672647,0.241,1,0.576059,0.5037,28.55,2024-W10
FKID000655,others,Non-corridor,2024-03-10 11:44:23.988000+05:30,3.9042,48.61,6.7487,0.7226,851.95,-2.8445,2.8445,-3.9365,False,False,False,2.8326,2.436851,13,stratum,6.7457,3.1072,849.37,-2.8415,1.696169,0.0159,0,0.000252,-0.5007,58.65,2024-W10
FKID000668,vehicle_breakdown,Non-corridor,2024-03-10 12:29:26.933000+05:30,3.7609,41.99,3.7714,0.1722,42.44,-0.0104,0.0104,-0.0605,True,True,True,0.6752,0.040504,31,stratum,3.6949,0.9277,39.24,0.0661,0.21867,0.241,0,0.058088,-0.3537,28.33,2024-W10
FKID000673,vehicle_breakdown,Non-corridor,2024-03-10 12:37:12.650000+05:30,4.6095,99.43,3.7711,0.167,42.43,0.8383,0.8383,5.0188,False,False,False,0.6548,0.744087,32,stratum,3.6949,0.9277,39.24,0.9146,0.549989,0.241,1,0.576059,0.0039,28.33,2024-W10
FKID000674,others,Non-corridor,2024-03-10 12:55:47.403000+05:30,7.7267,2267.11,6.5558,0.6988,702.31,1.1709,1.1709,1.6756,False,False,True,2.7392,0.803777,14,stratum,6.7457,3.1072,849.37,0.981,0.848688,0.0159,0,0.000252,0.354,60.16,2024-W10
FKID000697,vehicle_breakdown,Bellary Road 1,2024-03-10 15:03:24.446000+05:30,4.6648,105.15,3.8251,0.2127,44.84,0.8397,0.8397,3.9476,False,False,False,0.8338,0.719691,5,stratum,3.6906,1.0557,39.07,0.9743,0.581958,0.241,1,0.576059,0.4997,36.51,2024-W10
FKID000700,vehicle_breakdown,Bellary Road 1,2024-03-10 18:50:36.875000+05:30,3.3652,27.94,3.9581,0.2163,51.36,-0.5929,0.5929,-2.7408,False,False,False,0.848,0.471282,6,stratum,3.6906,1.0557,39.07,-0.3254,0.286404,0.241,0,0.058088,0.1719,38.15,2024-W10
FKID000706,tree_fall,Non-corridor,2024-03-11 00:21:33.457000+05:30,4.0569,56.8,7.3935,0.329,1624.36,-3.3366,3.3366,-10.1422,False,False,False,1.2896,3.150958,49,stratum,6.7849,2.4635,883.42,-2.728,1.671313,0.044,0,0.001932,-0.8806,212.5,2024-W10
FKID000714,others,Non-corridor,2024-03-11 02:22:16.174000+05:30,5.6413,280.83,6.6299,0.6584,756.37,-0.9885,0.9885,-1.5015,False,False,True,2.5808,0.655555,15,stratum,6.7457,3.1072,849.37,-1.1044,0.881098,0.044,0,0.001932,-0.913,70.38,2024-W10
FKID000712,vehicle_breakdown,Non-corridor,2024-03-11 02:46:41.308000+05:30,3.7827,42.94,3.7958,0.1639,43.51,-0.013,0.013,-0.0795,True,True,True,0.6426,0.038722,33,stratum,3.6949,0.9277,39.24,0.0879,0.220111,0.241,0,0.058088,-0.643,28.18,2024-W10
FKID000717,procession,Non-corridor,2024-03-11 03:26:27.926000+05:30,3.6964,39.3,1.3898,0.001,3.01,2.3066,2.3066,2306.6126,False,False,False,0.0039,2.306051,1,stratum,3.8452,2.5147,45.77,-0.1488,0.591175,0.241,0,0.058088,0.2419,21.91,2024-W10
FKID000720,vehicle_breakdown,Non-corridor,2024-03-11 04:14:57.426000+05:30,3.5637,34.29,3.7955,0.1592,43.5,-0.2318,0.2318,-1.4557,False,False,True,0.6243,0.152285,34,stratum,3.6949,0.9277,39.24,-0.1312,0.224182,0.241,0,0.058088,0.0998,27.91,2024-W10
FKID000721,vehicle_breakdown,Non-corridor,2024-03-11 04:43:23.589000+05:30,4.8691,129.2,3.7891,0.155,43.22,1.0799,1.0799,6.9691,False,False,False,0.6074,0.992516,35,stratum,3.6949,0.9277,39.24,1.1742,0.741629,0.241,1,0.576059,0.3938,27.91,2024-W10
