event_id,state_dimension,state_name,state_value,posterior_mean,posterior_variance,kalman_update_count,source_observations,obs_confidence,conflict_score,fallback_mode,generated_at
FKID000164,0,speed,46.9363,46.9363,45.279896,1,5,0.4754,0.1048,True,2026-06-20T02:27:28.192130+00:00
FKID000164,1,density,0.2255,0.2255,0.018204,1,5,0.4754,0.1048,True,2026-06-20T02:27:28.192130+00:00
FKID000164,2,queue_length,83.0632,83.0632,1651.518041,1,5,0.4754,0.1048,True,2026-06-20T02:27:28.192130+00:00
FKID000164,3,travel_time,240.1649,240.1649,183.171394,1,5,0.4754,0.1048,True,2026-06-20T02:27:28.192130+00:00
FKID000164,4,incident_intensity,0.294,0.294,0.017675,1,5,0.4754,0.1048,True,2026-06-20T02:27:28.192130+00:00
FKID000164,5,lane_availability,0.7234,0.7234,0.018716,1,5,0.4754,0.1048,True,2026-06-20T02:27:28.192130+00:00
FKID000164,6,capacity_utilization,0.3059,0.3059,0.036408,1,5,0.4754,0.1048,True,2026-06-20T02:27:28.192130+00:00
FKID005593,0,speed,51.4667,51.4667,52.353975,1,2,0.3184,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID005593,1,density,0.2946,0.2946,0.021064,1,2,0.3184,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID005593,2,queue_length,180.1377,180.1377,1913.466971,1,2,0.3184,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID005593,3,travel_time,240.1906,240.1906,212.163763,1,2,0.3184,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID005593,4,incident_intensity,0.2614,0.2614,0.02036,1,2,0.3184,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID005593,5,lane_availability,1.0,1.0,0.021754,1,2,0.3184,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID005593,6,capacity_utilization,0.2794,0.2794,0.042129,1,2,0.3184,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004694,0,speed,51.0643,51.0643,39.407886,1,5,0.3952,0.0706,False,2026-06-20T02:27:28.192130+00:00
FKID004694,1,density,0.2119,0.2119,0.015833,1,5,0.3952,0.0706,False,2026-06-20T02:27:28.192130+00:00
FKID004694,2,queue_length,95.0197,95.0197,1434.897373,1,5,0.3952,0.0706,False,2026-06-20T02:27:28.192130+00:00
FKID004694,3,travel_time,210.829,210.829,159.183412,1,5,0.3952,0.0706,False,2026-06-20T02:27:28.192130+00:00
FKID004694,4,incident_intensity,0.1334,0.1334,0.015431,1,5,0.3952,0.0706,False,2026-06-20T02:27:28.192130+00:00
FKID004694,5,lane_availability,0.6822,0.6822,0.016219,1,5,0.3952,0.0706,False,2026-06-20T02:27:28.192130+00:00
FKID004694,6,capacity_utilization,0.2514,0.2514,0.031665,1,5,0.3952,0.0706,False,2026-06-20T02:27:28.192130+00:00
FKID003235,0,speed,39.1305,39.1305,59.542117,1,4,0.2355,0.0154,True,2026-06-20T02:27:28.192130+00:00
FKID003235,1,density,0.3973,0.3973,0.023976,1,4,0.2355,0.0154,True,2026-06-20T02:27:28.192130+00:00
FKID003235,2,queue_length,206.7952,206.7952,2180.746966,1,4,0.2355,0.0154,True,2026-06-20T02:27:28.192130+00:00
FKID003235,3,travel_time,239.9864,239.9864,241.729102,1,4,0.2355,0.0154,True,2026-06-20T02:27:28.192130+00:00
FKID003235,4,incident_intensity,0.5364,0.5364,0.023067,1,4,0.2355,0.0154,True,2026-06-20T02:27:28.192130+00:00
FKID003235,5,lane_availability,0.7992,0.7992,0.024873,1,4,0.2355,0.0154,True,2026-06-20T02:27:28.192130+00:00
FKID003235,6,capacity_utilization,0.5241,0.5241,0.047952,1,4,0.2355,0.0154,True,2026-06-20T02:27:28.192130+00:00
FKID005137,0,speed,55.8196,55.8196,38.173507,1,6,0.3969,0.0186,False,2026-06-20T02:27:28.192130+00:00
FKID005137,1,density,0.2783,0.2783,0.015335,1,6,0.3969,0.0186,False,2026-06-20T02:27:28.192130+00:00
FKID005137,2,queue_length,190.7263,190.7263,1389.454489,1,6,0.3969,0.0186,False,2026-06-20T02:27:28.192130+00:00
FKID005137,3,travel_time,233.6775,233.6775,154.149753,1,6,0.3969,0.0186,False,2026-06-20T02:27:28.192130+00:00
FKID005137,4,incident_intensity,0.4234,0.4234,0.014958,1,6,0.3969,0.0186,False,2026-06-20T02:27:28.192130+00:00
FKID005137,5,lane_availability,0.8325,0.8325,0.015697,1,6,0.3969,0.0186,False,2026-06-20T02:27:28.192130+00:00
FKID005137,6,capacity_utilization,0.3901,0.3901,0.030669,1,6,0.3969,0.0186,False,2026-06-20T02:27:28.192130+00:00
FKID001489,0,speed,47.988,47.988,45.364886,1,5,0.4396,0.0253,True,2026-06-20T02:27:28.192130+00:00
FKID001489,1,density,0.3348,0.3348,0.018238,1,5,0.4396,0.0253,True,2026-06-20T02:27:28.192130+00:00
FKID001489,2,queue_length,198.9249,198.9249,1654.658756,1,5,0.4396,0.0253,True,2026-06-20T02:27:28.192130+00:00
FKID001489,3,travel_time,240.163,240.163,183.519104,1,5,0.4396,0.0253,True,2026-06-20T02:27:28.192130+00:00
FKID001489,4,incident_intensity,0.1707,0.1707,0.017708,1,5,0.4396,0.0253,True,2026-06-20T02:27:28.192130+00:00
FKID001489,5,lane_availability,0.9099,0.9099,0.018753,1,5,0.4396,0.0253,True,2026-06-20T02:27:28.192130+00:00
FKID001489,6,capacity_utilization,0.3055,0.3055,0.036476,1,5,0.4396,0.0253,True,2026-06-20T02:27:28.192130+00:00
FKID004408,0,speed,47.1165,47.1165,45.503684,1,6,0.4371,0.0255,True,2026-06-20T02:27:28.192130+00:00
FKID004408,1,density,0.3219,0.3219,0.018294,1,6,0.4371,0.0255,True,2026-06-20T02:27:28.192130+00:00
FKID004408,2,queue_length,180.6496,180.6496,1659.788295,1,6,0.4371,0.0255,True,2026-06-20T02:27:28.192130+00:00
FKID004408,3,travel_time,208.647,208.647,184.086994,1,6,0.4371,0.0255,True,2026-06-20T02:27:28.192130+00:00
FKID004408,4,incident_intensity,0.0622,0.0622,0.01776,1,6,0.4371,0.0255,True,2026-06-20T02:27:28.192130+00:00
FKID004408,5,lane_availability,0.7381,0.7381,0.018812,1,6,0.4371,0.0255,True,2026-06-20T02:27:28.192130+00:00
FKID004408,6,capacity_utilization,0.3151,0.3151,0.036588,1,6,0.4371,0.0255,True,2026-06-20T02:27:28.192130+00:00
FKID004829,0,speed,56.0063,56.0063,38.573685,1,6,0.3989,0.0419,False,2026-06-20T02:27:28.192130+00:00
FKID004829,1,density,0.2217,0.2217,0.015496,1,6,0.3989,0.0419,False,2026-06-20T02:27:28.192130+00:00
FKID004829,2,queue_length,135.2425,135.2425,1404.183225,1,6,0.3989,0.0419,False,2026-06-20T02:27:28.192130+00:00
FKID004829,3,travel_time,242.1541,242.1541,155.781294,1,6,0.3989,0.0419,False,2026-06-20T02:27:28.192130+00:00
FKID004829,4,incident_intensity,0.1729,0.1729,0.015111,1,6,0.3989,0.0419,False,2026-06-20T02:27:28.192130+00:00
FKID004829,5,lane_availability,0.7602,0.7602,0.015866,1,6,0.3989,0.0419,False,2026-06-20T02:27:28.192130+00:00
FKID004829,6,capacity_utilization,0.2668,0.2668,0.030992,1,6,0.3989,0.0419,False,2026-06-20T02:27:28.192130+00:00
FKID005079,0,speed,47.2259,47.2259,45.184803,1,4,0.4333,0.0029,True,2026-06-20T02:27:28.192130+00:00
FKID005079,1,density,0.3672,0.3672,0.018165,1,4,0.4333,0.0029,True,2026-06-20T02:27:28.192130+00:00
FKID005079,2,queue_length,226.662,226.662,1648.004141,1,4,0.4333,0.0029,True,2026-06-20T02:27:28.192130+00:00
FKID005079,3,travel_time,307.501,307.501,182.782364,1,4,0.4333,0.0029,True,2026-06-20T02:27:28.192130+00:00
FKID005079,4,incident_intensity,0.343,0.343,0.017639,1,4,0.4333,0.0029,True,2026-06-20T02:27:28.192130+00:00
FKID005079,5,lane_availability,0.7924,0.7924,0.018676,1,4,0.4333,0.0029,True,2026-06-20T02:27:28.192130+00:00
FKID005079,6,capacity_utilization,0.4478,0.4478,0.036331,1,4,0.4333,0.0029,True,2026-06-20T02:27:28.192130+00:00
FKID001592,0,speed,46.5213,46.5213,39.610762,1,6,0.3971,0.0853,False,2026-06-20T02:27:28.192130+00:00
FKID001592,1,density,0.2662,0.2662,0.015915,1,6,0.3971,0.0853,False,2026-06-20T02:27:28.192130+00:00
FKID001592,2,queue_length,121.2996,121.2996,1442.369241,1,6,0.3971,0.0853,False,2026-06-20T02:27:28.192130+00:00
FKID001592,3,travel_time,230.8114,230.8114,160.011016,1,6,0.3971,0.0853,False,2026-06-20T02:27:28.192130+00:00
FKID001592,4,incident_intensity,0.4191,0.4191,0.015509,1,6,0.3971,0.0853,False,2026-06-20T02:27:28.192130+00:00
FKID001592,5,lane_availability,0.7675,0.7675,0.016305,1,6,0.3971,0.0853,False,2026-06-20T02:27:28.192130+00:00
FKID001592,6,capacity_utilization,0.3807,0.3807,0.031829,1,6,0.3971,0.0853,False,2026-06-20T02:27:28.192130+00:00
FKID000346,0,speed,47.4654,47.4654,45.764728,1,4,0.4319,0.0246,True,2026-06-20T02:27:28.192130+00:00
FKID000346,1,density,0.3163,0.3163,0.0184,1,4,0.4319,0.0246,True,2026-06-20T02:27:28.192130+00:00
FKID000346,2,queue_length,177.2209,177.2209,1669.436719,1,4,0.4319,0.0246,True,2026-06-20T02:27:28.192130+00:00
FKID000346,3,travel_time,251.5253,251.5253,185.155151,1,4,0.4319,0.0246,True,2026-06-20T02:27:28.192130+00:00
FKID000346,4,incident_intensity,0.2923,0.2923,0.01786,1,4,0.4319,0.0246,True,2026-06-20T02:27:28.192130+00:00
FKID000346,5,lane_availability,0.6198,0.6198,0.018923,1,4,0.4319,0.0246,True,2026-06-20T02:27:28.192130+00:00
FKID000346,6,capacity_utilization,0.4802,0.4802,0.036799,1,4,0.4319,0.0246,True,2026-06-20T02:27:28.192130+00:00
FKID004519,0,speed,47.2874,47.2874,46.151092,1,4,0.4172,0.0061,True,2026-06-20T02:27:28.192130+00:00
FKID004519,1,density,0.3244,0.3244,0.018556,1,4,0.4172,0.0061,True,2026-06-20T02:27:28.192130+00:00
FKID004519,2,queue_length,184.2072,184.2072,1683.719744,1,4,0.4172,0.0061,True,2026-06-20T02:27:28.192130+00:00
FKID004519,3,travel_time,277.8232,277.8232,186.736354,1,4,0.4172,0.0061,True,2026-06-20T02:27:28.192130+00:00
FKID004519,4,incident_intensity,0.008,0.008,0.018007,1,4,0.4172,0.0061,True,2026-06-20T02:27:28.192130+00:00
FKID004519,5,lane_availability,0.7595,0.7595,0.019089,1,4,0.4172,0.0061,True,2026-06-20T02:27:28.192130+00:00
FKID004519,6,capacity_utilization,0.288,0.288,0.037112,1,4,0.4172,0.0061,True,2026-06-20T02:27:28.192130+00:00
FKID003897,0,speed,47.299,47.299,43.907982,1,3,0.4742,0.0395,True,2026-06-20T02:27:28.192130+00:00
FKID003897,1,density,0.3454,0.3454,0.01765,1,3,0.4742,0.0395,True,2026-06-20T02:27:28.192130+00:00
FKID003897,2,queue_length,205.3336,205.3336,1600.841466,1,3,0.4742,0.0395,True,2026-06-20T02:27:28.192130+00:00
FKID003897,3,travel_time,240.1554,240.1554,177.560624,1,3,0.4742,0.0395,True,2026-06-20T02:27:28.192130+00:00
FKID003897,4,incident_intensity,0.2983,0.2983,0.017152,1,3,0.4742,0.0395,True,2026-06-20T02:27:28.192130+00:00
FKID003897,5,lane_availability,0.969,0.969,0.018131,1,3,0.4742,0.0395,True,2026-06-20T02:27:28.192130+00:00
FKID003897,6,capacity_utilization,0.334,0.334,0.035299,1,3,0.4742,0.0395,True,2026-06-20T02:27:28.192130+00:00
FKID004967,0,speed,47.3696,47.3696,44.601548,1,3,0.4429,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004967,1,density,0.3157,0.3157,0.01793,1,3,0.4429,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004967,2,queue_length,176.0609,176.0609,1626.45579,1,3,0.4429,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004967,3,travel_time,243.8584,243.8584,180.396648,1,3,0.4429,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004967,4,incident_intensity,0.0078,0.0078,0.017417,1,3,0.4429,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004967,5,lane_availability,0.294,0.294,0.018427,1,3,0.4429,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004967,6,capacity_utilization,0.7191,0.7191,0.035859,1,3,0.4429,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID005194,0,speed,40.6653,40.6653,39.352267,1,6,0.3969,0.0726,False,2026-06-20T02:27:28.192130+00:00
FKID005194,1,density,0.2934,0.2934,0.01581,1,6,0.3969,0.0726,False,2026-06-20T02:27:28.192130+00:00
FKID005194,2,queue_length,112.4756,112.4756,1432.849086,1,6,0.3969,0.0726,False,2026-06-20T02:27:28.192130+00:00
FKID005194,3,travel_time,286.7514,286.7514,158.956537,1,6,0.3969,0.0726,False,2026-06-20T02:27:28.192130+00:00
FKID005194,4,incident_intensity,0.4517,0.4517,0.01541,1,6,0.3969,0.0726,False,2026-06-20T02:27:28.192130+00:00
FKID005194,5,lane_availability,0.7977,0.7977,0.016195,1,6,0.3969,0.0726,False,2026-06-20T02:27:28.192130+00:00
FKID005194,6,capacity_utilization,0.3903,0.3903,0.03162,1,6,0.3969,0.0726,False,2026-06-20T02:27:28.192130+00:00
FKID004492,0,speed,47.7886,47.7886,52.967749,1,2,0.3101,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004492,1,density,0.309,0.309,0.021313,1,2,0.3101,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004492,2,queue_length,171.8254,171.8254,1936.245502,1,2,0.3101,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004492,3,travel_time,207.9083,207.9083,214.684096,1,2,0.3101,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004492,4,incident_intensity,0.0576,0.0576,0.020592,1,2,0.3101,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004492,5,lane_availability,0.8106,0.8106,0.022019,1,2,0.3101,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID004492,6,capacity_utilization,0.2734,0.2734,0.042626,1,2,0.3101,0.0,True,2026-06-20T02:27:28.192130+00:00
FKID005244,0,speed,44.9918,44.9918,39.310455,1,5,0.3868,0.0434,False,2026-06-20T02:27:28.192130+00:00
FKID005244,1,density,0.1888,0.1888,0.015793,1,5,0.3868,0.0434,False,2026-06-20T02:27:28.192130+00:00
FKID005244,2,queue_length,34.5574,34.5574,1431.309334,1,5,0.3868,0.0434,False,2026-06-20T02:27:28.192130+00:00
FKID005244,3,travel_time,232.2883,232.2883,158.785987,1,5,0.3868,0.0434,False,2026-06-20T02:27:28.192130+00:00
FKID005244,4,incident_intensity,0.5304,0.5304,0.015394,1,5,0.3868,0.0434,False,2026-06-20T02:27:28.192130+00:00
FKID005244,5,lane_availability,0.6993,0.6993,0.016178,1,5,0.3868,0.0434,False,2026-06-20T02:27:28.192130+00:00
FKID005244,6,capacity_utilization,0.3684,0.3684,0.031587,1,5,0.3868,0.0434,False,2026-06-20T02:27:28.192130+00:00
FKID004401,0,speed,51.9651,51.9651,58.977104,1,5,0.2466,0.0363,True,2026-06-20T02:27:28.192130+00:00
FKID004401,1,density,0.3121,0.3121,0.023747,1,5,0.2466,0.0363,True,2026-06-20T02:27:28.192130+00:00
FKID004401,2,queue_length,200.659,200.659,2159.697244,1,5,0.2466,0.0363,True,2026-06-20T02:27:28.192130+00:00
FKID004401,3,travel_time,249.7804,249.7804,239.401299,1,5,0.2466,0.0363,True,2026-06-20T02:27:28.192130+00:00
FKID004401,4,incident_intensity,0.2405,0.2405,0.022855,1,5,0.2466,0.0363,True,2026-06-20T02:27:28.192130+00:00
FKID004401,5,lane_availability,0.7269,0.7269,0.024626,1,5,0.2466,0.0363,True,2026-06-20T02:27:28.192130+00:00
FKID004401,6,capacity_utilization,0.3965,0.3965,0.047494,1,5,0.2466,0.0363,True,2026-06-20T02:27:28.192130+00:00
FKID000002,0,speed,49.0848,49.0848,44.812527,1,3,0.4396,0.0015,True,2026-06-20T02:27:28.192130+00:00
FKID000002,1,density,0.338,0.338,0.018015,1,3,0.4396,0.0015,True,2026-06-20T02:27:28.192130+00:00
FKID000002,2,queue_length,208.9551,208.9551,1634.249566,1,3,0.4396,0.0015,True,2026-06-20T02:27:28.192130+00:00
FKID000002,3,travel_time,240.1363,240.1363,181.259546,1,3,0.4396,0.0015,True,2026-06-20T02:27:28.192130+00:00
FKID000002,4,incident_intensity,0.1915,0.1915,0.017497,1,3,0.4396,0.0015,True,2026-06-20T02:27:28.192130+00:00
FKID000002,5,lane_availability,0.772,0.772,0.018517,1,3,0.4396,0.0015,True,2026-06-20T02:27:28.192130+00:00
FKID000002,6,capacity_utilization,0.3747,0.3747,0.03603,1,3,0.4396,0.0015,True,2026-06-20T02:27:28.192130+00:00
