event_id,scenario_id,scenario_name,delay_delta,risk_delta,alert_delta,confidence_delta,delay_score,risk_score,alert_score,override_score,confidence_score,simulation_score,generated_at
FKID007189,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID007189,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID007189,SCENARIO_6,Worst-case drift escalation,17794.476,30.22,0.0,-0.4,0.510386,0.6511,0.5,0.5,0.7,0.568965,2026-06-20T01:47:22.890493+00:00
FKID007189,SCENARIO_7,Best-case stabilized state,-17794.476,-18.9909,-0.0,0.4,0.489614,0.405045,0.5,0.5,0.3,0.447879,2026-06-20T01:47:22.890493+00:00
FKID001133,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID001133,SCENARIO_1,No intervention,65454.4172,15.7594,0.0,-0.3,0.538203,0.578797,0.5,0.5,0.65,0.55201,2026-06-20T01:47:22.890493+00:00
FKID001133,SCENARIO_2,Resource reduction,32727.2086,7.8797,0.0,-0.15,0.519102,0.539399,0.5,0.5,0.575,0.526005,2026-06-20T01:47:22.890493+00:00
FKID001133,SCENARIO_3,Resource increase,-157663.5723,-6.0279,-0.0,0.1,0.407977,0.469861,0.5,0.5,0.45,0.45375,2026-06-20T01:47:22.890493+00:00
FKID001133,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID001133,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID001133,SCENARIO_6,Worst-case drift escalation,32727.2086,30.1393,0.0,-0.4,0.519102,0.650696,0.5,0.5,0.7,0.571894,2026-06-20T01:47:22.890493+00:00
FKID001133,SCENARIO_7,Best-case stabilized state,-32727.2086,-15.7594,-0.0,0.4,0.480898,0.421203,0.5,0.5,0.3,0.449675,2026-06-20T01:47:22.890493+00:00
FKID004711,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID004711,SCENARIO_1,No intervention,18224.1168,12.883,0.0,-0.3,0.510637,0.564415,0.5,0.5,0.65,0.538047,2026-06-20T01:47:22.890493+00:00
FKID004711,SCENARIO_2,Resource reduction,9112.0584,6.4415,0.0,-0.15,0.505318,0.532207,0.5,0.5,0.575,0.519024,2026-06-20T01:47:22.890493+00:00
FKID004711,SCENARIO_3,Resource increase,-157663.5723,-6.009,-0.0,0.1,0.407977,0.469955,0.5,0.5,0.45,0.453779,2026-06-20T01:47:22.890493+00:00
FKID004711,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID004711,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID004711,SCENARIO_6,Worst-case drift escalation,9112.0584,30.045,0.0,-0.4,0.505318,0.650225,0.5,0.5,0.7,0.566929,2026-06-20T01:47:22.890493+00:00
FKID004711,SCENARIO_7,Best-case stabilized state,-9112.0584,-12.883,-0.0,0.4,0.494682,0.435585,0.5,0.5,0.3,0.458814,2026-06-20T01:47:22.890493+00:00
FKID004806,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID004806,SCENARIO_1,No intervention,35483.7062,12.8825,0.0,-0.3,0.520711,0.564412,0.5,0.5,0.65,0.541572,2026-06-20T01:47:22.890493+00:00
FKID004806,SCENARIO_2,Resource reduction,17741.8531,6.4412,0.0,-0.15,0.510355,0.532206,0.5,0.5,0.575,0.520786,2026-06-20T01:47:22.890493+00:00
FKID004806,SCENARIO_3,Resource increase,-157663.5723,-6.0087,-0.0,0.1,0.407977,0.469956,0.5,0.5,0.45,0.453779,2026-06-20T01:47:22.890493+00:00
FKID004806,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID004806,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID004806,SCENARIO_6,Worst-case drift escalation,17741.8531,30.0437,0.0,-0.4,0.510355,0.650219,0.5,0.5,0.7,0.56869,2026-06-20T01:47:22.890493+00:00
FKID004806,SCENARIO_7,Best-case stabilized state,-17741.8531,-12.8825,-0.0,0.4,0.489645,0.435588,0.5,0.5,0.3,0.457052,2026-06-20T01:47:22.890493+00:00
FKID007137,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID007137,SCENARIO_1,No intervention,30504.9402,15.5347,0.0,-0.3,0.517805,0.577673,0.5,0.5,0.65,0.544534,2026-06-20T01:47:22.890493+00:00
FKID007137,SCENARIO_2,Resource reduction,15252.4701,7.7673,0.0,-0.15,0.508902,0.538836,0.5,0.5,0.575,0.522267,2026-06-20T01:47:22.890493+00:00
FKID007137,SCENARIO_3,Resource increase,-157663.5723,-5.9419,-0.0,0.1,0.407977,0.470291,0.5,0.5,0.45,0.453879,2026-06-20T01:47:22.890493+00:00
FKID007137,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID007137,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID007137,SCENARIO_6,Worst-case drift escalation,15252.4701,29.7095,0.0,-0.4,0.508902,0.648548,0.5,0.5,0.7,0.56768,2026-06-20T01:47:22.890493+00:00
FKID007137,SCENARIO_7,Best-case stabilized state,-15252.4701,-15.5347,-0.0,0.4,0.491098,0.422327,0.5,0.5,0.3,0.453582,2026-06-20T01:47:22.890493+00:00
FKID005996,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID005996,SCENARIO_1,No intervention,21638.1941,15.4976,0.0,-0.3,0.512629,0.577488,0.5,0.5,0.65,0.542667,2026-06-20T01:47:22.890493+00:00
FKID005996,SCENARIO_2,Resource reduction,10819.0971,7.7488,0.0,-0.15,0.506315,0.538744,0.5,0.5,0.575,0.521333,2026-06-20T01:47:22.890493+00:00
FKID005996,SCENARIO_3,Resource increase,-157663.5723,-5.9277,-0.0,0.1,0.407977,0.470361,0.5,0.5,0.45,0.453901,2026-06-20T01:47:22.890493+00:00
FKID005996,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID005996,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID005996,SCENARIO_6,Worst-case drift escalation,10819.0971,29.6385,0.0,-0.4,0.506315,0.648192,0.5,0.5,0.7,0.566668,2026-06-20T01:47:22.890493+00:00
FKID005996,SCENARIO_7,Best-case stabilized state,-10819.0971,-15.4976,-0.0,0.4,0.493685,0.422512,0.5,0.5,0.3,0.454544,2026-06-20T01:47:22.890493+00:00
FKID000968,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID000968,SCENARIO_1,No intervention,11212.0693,12.6821,0.0,-0.3,0.506544,0.563411,0.5,0.5,0.65,0.536314,2026-06-20T01:47:22.890493+00:00
FKID000968,SCENARIO_2,Resource reduction,5606.0346,6.3411,0.0,-0.15,0.503272,0.531705,0.5,0.5,0.575,0.518157,2026-06-20T01:47:22.890493+00:00
FKID000968,SCENARIO_3,Resource increase,-157663.5723,-5.9153,-0.0,0.1,0.407977,0.470423,0.5,0.5,0.45,0.453919,2026-06-20T01:47:22.890493+00:00
FKID000968,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID000968,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID000968,SCENARIO_6,Worst-case drift escalation,5606.0346,29.5765,0.0,-0.4,0.503272,0.647883,0.5,0.5,0.7,0.56551,2026-06-20T01:47:22.890493+00:00
FKID000968,SCENARIO_7,Best-case stabilized state,-5606.0346,-12.6821,-0.0,0.4,0.496728,0.436589,0.5,0.5,0.3,0.459832,2026-06-20T01:47:22.890493+00:00
FKID001931,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID001931,SCENARIO_1,No intervention,25758.293,12.5355,0.0,-0.3,0.515034,0.562677,0.5,0.5,0.65,0.539065,2026-06-20T01:47:22.890493+00:00
FKID001931,SCENARIO_2,Resource reduction,12879.1465,6.2678,0.0,-0.15,0.507517,0.531339,0.5,0.5,0.575,0.519533,2026-06-20T01:47:22.890493+00:00
FKID001931,SCENARIO_3,Resource increase,-157663.5723,-5.8469,-0.0,0.1,0.407977,0.470766,0.5,0.5,0.45,0.454022,2026-06-20T01:47:22.890493+00:00
FKID001931,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID001931,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID001931,SCENARIO_6,Worst-case drift escalation,12879.1465,29.2346,0.0,-0.4,0.507517,0.646173,0.5,0.5,0.7,0.566483,2026-06-20T01:47:22.890493+00:00
FKID001931,SCENARIO_7,Best-case stabilized state,-12879.1465,-12.5355,-0.0,0.4,0.492483,0.437322,0.5,0.5,0.3,0.458566,2026-06-20T01:47:22.890493+00:00
FKID001932,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID001932,SCENARIO_1,No intervention,27521.4646,12.4794,0.0,-0.3,0.516063,0.562397,0.5,0.5,0.65,0.539341,2026-06-20T01:47:22.890493+00:00
FKID001932,SCENARIO_2,Resource reduction,13760.7323,6.2397,0.0,-0.15,0.508032,0.531199,0.5,0.5,0.575,0.519671,2026-06-20T01:47:22.890493+00:00
FKID001932,SCENARIO_3,Resource increase,-157663.5723,-5.8207,-0.0,0.1,0.407977,0.470896,0.5,0.5,0.45,0.454061,2026-06-20T01:47:22.890493+00:00
FKID001932,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID001932,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID001932,SCENARIO_6,Worst-case drift escalation,13760.7323,29.1037,0.0,-0.4,0.508032,0.645518,0.5,0.5,0.7,0.566467,2026-06-20T01:47:22.890493+00:00
FKID001932,SCENARIO_7,Best-case stabilized state,-13760.7323,-12.4794,-0.0,0.4,0.491968,0.437603,0.5,0.5,0.3,0.45847,2026-06-20T01:47:22.890493+00:00
FKID003103,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID003103,SCENARIO_1,No intervention,41404.5335,12.4679,0.0,-0.3,0.524166,0.562339,0.5,0.5,0.65,0.54216,2026-06-20T01:47:22.890493+00:00
FKID003103,SCENARIO_2,Resource reduction,20702.2668,6.234,0.0,-0.15,0.512083,0.53117,0.5,0.5,0.575,0.52108,2026-06-20T01:47:22.890493+00:00
FKID003103,SCENARIO_3,Resource increase,-157663.5723,-5.8154,-0.0,0.1,0.407977,0.470923,0.5,0.5,0.45,0.454069,2026-06-20T01:47:22.890493+00:00
FKID003103,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID003103,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID003103,SCENARIO_6,Worst-case drift escalation,20702.2668,29.0769,0.0,-0.4,0.512083,0.645385,0.5,0.5,0.7,0.567844,2026-06-20T01:47:22.890493+00:00
FKID003103,SCENARIO_7,Best-case stabilized state,-20702.2668,-12.4679,-0.0,0.4,0.487917,0.43766,0.5,0.5,0.3,0.457069,2026-06-20T01:47:22.890493+00:00
FKID001646,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID001646,SCENARIO_1,No intervention,48826.8325,15.1916,0.0,-0.3,0.528498,0.575958,0.5,0.5,0.65,0.547762,2026-06-20T01:47:22.890493+00:00
FKID001646,SCENARIO_2,Resource reduction,24413.4163,7.5958,0.0,-0.15,0.514249,0.537979,0.5,0.5,0.575,0.523881,2026-06-20T01:47:22.890493+00:00
FKID001646,SCENARIO_3,Resource increase,-157663.5723,-5.8107,-0.0,0.1,0.407977,0.470946,0.5,0.5,0.45,0.454076,2026-06-20T01:47:22.890493+00:00
FKID001646,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID001646,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID001646,SCENARIO_6,Worst-case drift escalation,24413.4163,29.0533,0.0,-0.4,0.514249,0.645267,0.5,0.5,0.7,0.568567,2026-06-20T01:47:22.890493+00:00
FKID001646,SCENARIO_7,Best-case stabilized state,-24413.4163,-15.1916,-0.0,0.4,0.485751,0.424042,0.5,0.5,0.3,0.452225,2026-06-20T01:47:22.890493+00:00
FKID004531,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID004531,SCENARIO_1,No intervention,19084.5256,12.4377,0.0,-0.3,0.511139,0.562188,0.5,0.5,0.65,0.537555,2026-06-20T01:47:22.890493+00:00
FKID004531,SCENARIO_2,Resource reduction,9542.2628,6.2188,0.0,-0.15,0.505569,0.531094,0.5,0.5,0.575,0.518778,2026-06-20T01:47:22.890493+00:00
FKID004531,SCENARIO_3,Resource increase,-157663.5723,-5.8013,-0.0,0.1,0.407977,0.470994,0.5,0.5,0.45,0.45409,2026-06-20T01:47:22.890493+00:00
FKID004531,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID004531,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID004531,SCENARIO_6,Worst-case drift escalation,9542.2628,29.0064,0.0,-0.4,0.505569,0.645032,0.5,0.5,0.7,0.565459,2026-06-20T01:47:22.890493+00:00
FKID004531,SCENARIO_7,Best-case stabilized state,-9542.2628,-12.4377,-0.0,0.4,0.494431,0.437812,0.5,0.5,0.3,0.459394,2026-06-20T01:47:22.890493+00:00
FKID000164,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID000164,SCENARIO_1,No intervention,44839.7909,12.4168,0.0,-0.3,0.526171,0.562084,0.5,0.5,0.65,0.542785,2026-06-20T01:47:22.890493+00:00
FKID000164,SCENARIO_2,Resource reduction,22419.8954,6.2084,0.0,-0.15,0.513086,0.531042,0.5,0.5,0.575,0.521393,2026-06-20T01:47:22.890493+00:00
FKID000164,SCENARIO_3,Resource increase,-157663.5723,-5.7915,-0.0,0.1,0.407977,0.471042,0.5,0.5,0.45,0.454105,2026-06-20T01:47:22.890493+00:00
FKID000164,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID000164,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID000164,SCENARIO_6,Worst-case drift escalation,22419.8954,28.9577,0.0,-0.4,0.513086,0.644789,0.5,0.5,0.7,0.568017,2026-06-20T01:47:22.890493+00:00
FKID000164,SCENARIO_7,Best-case stabilized state,-22419.8954,-12.4168,-0.0,0.4,0.486914,0.437916,0.5,0.5,0.3,0.456795,2026-06-20T01:47:22.890493+00:00
FKID005593,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID005593,SCENARIO_1,No intervention,57981.6135,12.3922,0.0,-0.3,0.533842,0.561961,0.5,0.5,0.65,0.545433,2026-06-20T01:47:22.890493+00:00
FKID005593,SCENARIO_2,Resource reduction,28990.8067,6.1961,0.0,-0.15,0.516921,0.53098,0.5,0.5,0.575,0.522716,2026-06-20T01:47:22.890493+00:00
FKID005593,SCENARIO_3,Resource increase,-157663.5723,-5.7801,-0.0,0.1,0.407977,0.4711,0.5,0.5,0.45,0.454122,2026-06-20T01:47:22.890493+00:00
FKID005593,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID005593,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID005593,SCENARIO_6,Worst-case drift escalation,28990.8067,28.9004,0.0,-0.4,0.516921,0.644502,0.5,0.5,0.7,0.569273,2026-06-20T01:47:22.890493+00:00
FKID005593,SCENARIO_7,Best-case stabilized state,-28990.8067,-12.3922,-0.0,0.4,0.483079,0.438039,0.5,0.5,0.3,0.455489,2026-06-20T01:47:22.890493+00:00
FKID004694,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID004694,SCENARIO_1,No intervention,47255.0053,12.3332,0.0,-0.3,0.527581,0.561666,0.5,0.5,0.65,0.543153,2026-06-20T01:47:22.890493+00:00
FKID004694,SCENARIO_2,Resource reduction,23627.5026,6.1666,0.0,-0.15,0.513791,0.530833,0.5,0.5,0.575,0.521577,2026-06-20T01:47:22.890493+00:00
FKID004694,SCENARIO_3,Resource increase,-157663.5723,-5.7525,-0.0,0.1,0.407977,0.471237,0.5,0.5,0.45,0.454163,2026-06-20T01:47:22.890493+00:00
FKID004694,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID004694,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID004694,SCENARIO_6,Worst-case drift escalation,23627.5026,28.7627,0.0,-0.4,0.513791,0.643814,0.5,0.5,0.7,0.567971,2026-06-20T01:47:22.890493+00:00
FKID004694,SCENARIO_7,Best-case stabilized state,-23627.5026,-12.3332,-0.0,0.4,0.486209,0.438334,0.5,0.5,0.3,0.456674,2026-06-20T01:47:22.890493+00:00
FKID003235,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID003235,SCENARIO_1,No intervention,13422.8094,12.2996,0.0,-0.3,0.507834,0.561498,0.5,0.5,0.65,0.536191,2026-06-20T01:47:22.890493+00:00
FKID003235,SCENARIO_2,Resource reduction,6711.4047,6.1498,0.0,-0.15,0.503917,0.530749,0.5,0.5,0.575,0.518096,2026-06-20T01:47:22.890493+00:00
FKID003235,SCENARIO_3,Resource increase,-157663.5723,-5.7369,-0.0,0.1,0.407977,0.471315,0.5,0.5,0.45,0.454187,2026-06-20T01:47:22.890493+00:00
FKID003235,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID003235,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID003235,SCENARIO_6,Worst-case drift escalation,6711.4047,28.6843,0.0,-0.4,0.503917,0.643422,0.5,0.5,0.7,0.564397,2026-06-20T01:47:22.890493+00:00
FKID003235,SCENARIO_7,Best-case stabilized state,-6711.4047,-12.2996,-0.0,0.4,0.496083,0.438502,0.5,0.5,0.3,0.46018,2026-06-20T01:47:22.890493+00:00
FKID005137,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID005137,SCENARIO_1,No intervention,54774.883,12.2775,0.0,-0.3,0.53197,0.561388,0.5,0.5,0.65,0.544606,2026-06-20T01:47:22.890493+00:00
FKID005137,SCENARIO_2,Resource reduction,27387.4415,6.1387,0.0,-0.15,0.515985,0.530694,0.5,0.5,0.575,0.522303,2026-06-20T01:47:22.890493+00:00
FKID005137,SCENARIO_3,Resource increase,-157663.5723,-5.7266,-0.0,0.1,0.407977,0.471367,0.5,0.5,0.45,0.454202,2026-06-20T01:47:22.890493+00:00
FKID005137,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID005137,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID005137,SCENARIO_6,Worst-case drift escalation,27387.4415,28.6328,0.0,-0.4,0.515985,0.643164,0.5,0.5,0.7,0.568544,2026-06-20T01:47:22.890493+00:00
FKID005137,SCENARIO_7,Best-case stabilized state,-27387.4415,-12.2775,-0.0,0.4,0.484015,0.438613,0.5,0.5,0.3,0.455989,2026-06-20T01:47:22.890493+00:00
FKID001489,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID001489,SCENARIO_1,No intervention,20840.0636,12.2533,0.0,-0.3,0.512164,0.561267,0.5,0.5,0.65,0.537637,2026-06-20T01:47:22.890493+00:00
FKID001489,SCENARIO_2,Resource reduction,10420.0318,6.1267,0.0,-0.15,0.506082,0.530633,0.5,0.5,0.575,0.518819,2026-06-20T01:47:22.890493+00:00
FKID001489,SCENARIO_3,Resource increase,-157663.5723,-5.7153,-0.0,0.1,0.407977,0.471423,0.5,0.5,0.45,0.454219,2026-06-20T01:47:22.890493+00:00
FKID001489,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID001489,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID001489,SCENARIO_6,Worst-case drift escalation,10420.0318,28.5764,0.0,-0.4,0.506082,0.642882,0.5,0.5,0.7,0.564993,2026-06-20T01:47:22.890493+00:00
FKID001489,SCENARIO_7,Best-case stabilized state,-10420.0318,-12.2533,-0.0,0.4,0.493918,0.438733,0.5,0.5,0.3,0.459491,2026-06-20T01:47:22.890493+00:00
FKID004408,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID004408,SCENARIO_1,No intervention,39691.0157,12.2456,0.0,-0.3,0.523166,0.561228,0.5,0.5,0.65,0.541477,2026-06-20T01:47:22.890493+00:00
FKID004408,SCENARIO_2,Resource reduction,19845.5079,6.1228,0.0,-0.15,0.511583,0.530614,0.5,0.5,0.575,0.520738,2026-06-20T01:47:22.890493+00:00
FKID004408,SCENARIO_3,Resource increase,-157663.5723,-5.7117,-0.0,0.1,0.407977,0.471442,0.5,0.5,0.45,0.454225,2026-06-20T01:47:22.890493+00:00
FKID004408,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID004408,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID004408,SCENARIO_6,Worst-case drift escalation,19845.5079,28.5585,0.0,-0.4,0.511583,0.642793,0.5,0.5,0.7,0.566892,2026-06-20T01:47:22.890493+00:00
FKID004408,SCENARIO_7,Best-case stabilized state,-19845.5079,-12.2456,-0.0,0.4,0.488417,0.438772,0.5,0.5,0.3,0.457577,2026-06-20T01:47:22.890493+00:00
FKID004829,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID004829,SCENARIO_1,No intervention,40520.4411,12.2109,0.0,-0.3,0.52365,0.561055,0.5,0.5,0.65,0.541594,2026-06-20T01:47:22.890493+00:00
FKID004829,SCENARIO_2,Resource reduction,20260.2205,6.1055,0.0,-0.15,0.511825,0.530528,0.5,0.5,0.575,0.520797,2026-06-20T01:47:22.890493+00:00
FKID004829,SCENARIO_3,Resource increase,-157663.5723,-5.6955,-0.0,0.1,0.407977,0.471523,0.5,0.5,0.45,0.454249,2026-06-20T01:47:22.890493+00:00
FKID004829,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID004829,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID004829,SCENARIO_6,Worst-case drift escalation,20260.2205,28.4776,0.0,-0.4,0.511825,0.642388,0.5,0.5,0.7,0.566855,2026-06-20T01:47:22.890493+00:00
FKID004829,SCENARIO_7,Best-case stabilized state,-20260.2205,-12.2109,-0.0,0.4,0.488175,0.438945,0.5,0.5,0.3,0.457545,2026-06-20T01:47:22.890493+00:00
FKID005079,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID005079,SCENARIO_1,No intervention,43191.312,12.1412,0.0,-0.3,0.525209,0.560706,0.5,0.5,0.65,0.542035,2026-06-20T01:47:22.890493+00:00
