event_id,action_id,action_type,d_queue,d_travel,d_risk,queue_after,travel_after,risk_after,benefit_score,cost_score,control_score,objective_J,feasible_applicable,generated_at
FKID001931,DISPATCH_TOW,resource,24.6094,11.0856,0.081437,96.0389,173.6736,0.118863,0.491126,3.0,0.341126,1.104669,True,2026-06-20T02:47:06.160690+00:00
FKID001931,VMS_MESSAGE,information,4.8259,11.0856,0.024021,115.8224,173.6736,0.176279,0.211431,0.5,0.186431,0.878915,True,2026-06-20T02:47:06.160690+00:00
FKID001931,ROADWORK_ALERT,information,3.6194,3.6952,0.024021,117.0289,181.064,0.176279,0.119261,0.5,0.094261,0.904153,True,2026-06-20T02:47:06.160690+00:00
FKID001932,SIGNAL_EXTEND_GREEN,signal,23.2193,19.9598,0.02912,209.6002,220.2046,0.14738,0.47351,1.0,0.42351,1.123639,True,2026-06-20T02:47:06.160690+00:00
FKID001932,SIGNAL_REDUCE_GREEN,signal,9.6747,5.9879,0.022355,223.1448,234.1765,0.154145,0.191865,1.0,0.141865,1.178675,True,2026-06-20T02:47:06.160690+00:00
FKID001932,SIGNAL_OFFSET_ADJUST,signal,15.4795,15.9679,0.022355,217.34,224.1965,0.154145,0.351127,1.0,0.301127,1.142506,True,2026-06-20T02:47:06.160690+00:00
FKID001932,QUEUE_RELIEF,traffic,34.9229,24.0164,0.04265,197.8966,216.148,0.13385,0.643173,2.0,0.543173,1.200883,True,2026-06-20T02:47:06.160690+00:00
FKID001932,DISPATCH_MARSHAL,resource,16.2974,12.0082,0.035885,216.5221,228.1562,0.140615,0.341006,2.0,0.241006,1.251914,True,2026-06-20T02:47:06.160690+00:00
FKID001932,DISPATCH_TOW,resource,41.4214,14.4099,0.069004,191.3981,225.7545,0.107496,0.643296,3.0,0.493296,1.323067,True,2026-06-20T02:47:06.160690+00:00
FKID001932,VMS_MESSAGE,information,9.3128,14.4099,0.022355,223.5067,225.7545,0.154145,0.282427,0.5,0.257427,1.100783,True,2026-06-20T02:47:06.160690+00:00
FKID001932,ROADWORK_ALERT,information,6.9846,4.8033,0.022355,225.8349,235.3611,0.154145,0.156285,0.5,0.131285,1.133969,True,2026-06-20T02:47:06.160690+00:00
FKID003103,SIGNAL_EXTEND_GREEN,signal,21.2669,17.3022,0.038808,224.7338,222.8667,0.258792,0.447087,1.0,0.397087,1.057782,True,2026-06-20T02:47:06.160690+00:00
FKID003103,SIGNAL_OFFSET_ADJUST,signal,14.1779,13.8418,0.030832,231.8228,226.3271,0.266768,0.333611,1.0,0.283611,1.074855,True,2026-06-20T02:47:06.160690+00:00
FKID003103,ACTIVATE_DIVERSION,traffic,35.4374,28.8311,0.062736,210.5633,211.3378,0.234864,0.741129,3.0,0.591129,1.206285,True,2026-06-20T02:47:06.160690+00:00
FKID003103,QUEUE_RELIEF,traffic,36.9001,24.0169,0.05476,209.1006,216.152,0.24284,0.683875,2.0,0.583875,1.123595,True,2026-06-20T02:47:06.160690+00:00
FKID003103,DISPATCH_POLICE,resource,24.6001,19.2135,0.103943,221.4006,220.9554,0.193657,0.62637,4.0,0.42637,1.333461,True,2026-06-20T02:47:06.160690+00:00
FKID003103,DISPATCH_MARSHAL,resource,17.22,12.0084,0.046784,228.7807,228.1605,0.250816,0.370495,2.0,0.270495,1.175458,True,2026-06-20T02:47:06.160690+00:00
FKID003103,DISPATCH_TOW,resource,53.1007,14.4101,0.100963,192.9,225.7588,0.196637,0.804544,3.0,0.654544,1.235967,True,2026-06-20T02:47:06.160690+00:00
FKID003103,VMS_MESSAGE,information,9.84,14.4101,0.030832,236.1607,225.7588,0.266768,0.303776,0.5,0.278776,1.02513,True,2026-06-20T02:47:06.160690+00:00
FKID003103,OPERATOR_ESCALATION,information,0.0,0.0,0.038808,246.0007,240.1689,0.258792,0.077616,0.5,0.052616,1.07609,True,2026-06-20T02:47:06.160690+00:00
FKID003103,ROADWORK_ALERT,information,7.38,4.8034,0.030832,238.6207,235.3655,0.266768,0.176535,0.5,0.151535,1.058382,True,2026-06-20T02:47:06.160690+00:00
FKID003235,SIGNAL_EXTEND_GREEN,signal,15.4977,14.9876,0.0406,191.2975,224.9988,0.2794,0.376876,1.0,0.326876,1.124637,True,2026-06-20T02:47:06.160690+00:00
FKID003235,SIGNAL_REDUCE_GREEN,signal,6.4574,4.4963,0.0324,200.3378,235.4901,0.2876,0.168571,1.0,0.118571,1.166178,True,2026-06-20T02:47:06.160690+00:00
FKID003235,SIGNAL_OFFSET_ADJUST,signal,10.3318,11.9901,0.0324,196.4634,227.9963,0.2876,0.284122,1.0,0.234122,1.139262,True,2026-06-20T02:47:06.160690+00:00
FKID003235,ACTIVATE_DIVERSION,traffic,27.2399,26.3433,0.0652,179.5553,213.6431,0.2548,0.650102,3.0,0.500102,1.274764,True,2026-06-20T02:47:06.160690+00:00
FKID003235,QUEUE_RELIEF,traffic,31.0193,23.9986,0.057,175.7759,215.9878,0.263,0.639145,2.0,0.539145,1.18274,True,2026-06-20T02:47:06.160690+00:00
FKID003235,DISPATCH_POLICE,resource,20.6795,19.1989,0.110136,186.1157,220.7875,0.209864,0.605922,4.0,0.405922,1.390625,True,2026-06-20T02:47:06.160690+00:00
FKID003235,DISPATCH_MARSHAL,resource,14.4757,11.9993,0.0488,192.3195,227.9871,0.2712,0.351556,2.0,0.251556,1.233059,True,2026-06-20T02:47:06.160690+00:00
FKID003235,DISPATCH_TOW,resource,51.4374,14.3992,0.117982,155.3578,225.5872,0.202018,0.8246,3.0,0.6746,1.289283,True,2026-06-20T02:47:06.160690+00:00
FKID003235,DISPATCH_QRU,resource,20.6795,16.799,0.137032,186.1157,223.1874,0.182968,0.633049,5.0,0.383049,1.4919,True,2026-06-20T02:47:06.160690+00:00
FKID003235,VMS_MESSAGE,information,8.2718,14.3992,0.0324,198.5234,225.5872,0.2876,0.293723,0.5,0.268723,1.082262,True,2026-06-20T02:47:06.160690+00:00
FKID003235,OPERATOR_ESCALATION,information,0.0,0.0,0.0406,206.7952,239.9864,0.2794,0.0812,0.5,0.0562,1.132345,True,2026-06-20T02:47:06.160690+00:00
FKID003235,ROADWORK_ALERT,information,6.2039,4.7997,0.0324,200.5913,235.1867,0.2876,0.169829,0.5,0.144829,1.115294,True,2026-06-20T02:47:06.160690+00:00
FKID003897,SIGNAL_EXTEND_GREEN,signal,19.4949,19.0009,0.030104,185.8387,221.1545,0.158696,0.433787,1.0,0.383787,1.090657,True,2026-06-20T02:47:06.160690+00:00
FKID003897,SIGNAL_REDUCE_GREEN,signal,8.1229,5.7003,0.023216,197.2107,234.4551,0.165584,0.177459,1.0,0.12746,1.1424,True,2026-06-20T02:47:06.160690+00:00
FKID003897,SIGNAL_OFFSET_ADJUST,signal,12.9966,15.2007,0.023216,192.337,224.9547,0.165584,0.323634,1.0,0.273634,1.108295,True,2026-06-20T02:47:06.160690+00:00
FKID003897,QUEUE_RELIEF,traffic,30.8,24.0155,0.04388,174.5336,216.1399,0.14492,0.611266,2.0,0.511266,1.164845,True,2026-06-20T02:47:06.160690+00:00
FKID003897,DISPATCH_MARSHAL,resource,14.3734,12.0078,0.036992,190.9602,228.1476,0.151808,0.327182,2.0,0.227182,1.214806,True,2026-06-20T02:47:06.160690+00:00
FKID003897,DISPATCH_TOW,resource,39.3403,14.4093,0.075424,165.9933,225.7461,0.113376,0.638787,3.0,0.488787,1.284709,True,2026-06-20T02:47:06.160690+00:00
FKID003897,VMS_MESSAGE,information,8.2133,14.4093,0.023216,197.1203,225.7461,0.165584,0.274979,0.5,0.249979,1.063325,True,2026-06-20T02:47:06.160690+00:00
FKID003897,ROADWORK_ALERT,information,6.16,4.8031,0.023216,199.1736,235.3523,0.165584,0.151133,0.5,0.126133,1.096372,True,2026-06-20T02:47:06.160690+00:00
FKID003911,SIGNAL_EXTEND_GREEN,signal,16.6118,12.7143,0.033176,171.8975,160.4226,0.194024,0.346054,1.0,0.296054,0.910604,True,2026-06-20T02:47:06.160690+00:00
FKID003911,SIGNAL_REDUCE_GREEN,signal,6.9216,3.8143,0.025904,181.5877,169.3226,0.201296,0.151869,1.0,0.101869,0.946933,True,2026-06-20T02:47:06.160690+00:00
FKID003911,SIGNAL_OFFSET_ADJUST,signal,11.0745,10.1714,0.025904,177.4348,162.9655,0.201296,0.257111,1.0,0.207111,0.923667,True,2026-06-20T02:47:06.160690+00:00
FKID003911,QUEUE_RELIEF,traffic,28.2764,17.3137,0.04772,160.2329,155.8232,0.17948,0.523451,2.0,0.423451,0.985804,True,2026-06-20T02:47:06.160690+00:00
FKID003911,DISPATCH_POLICE,resource,18.8509,13.851,0.085395,169.6584,159.2859,0.141805,0.481781,4.0,0.281781,1.19264,True,2026-06-20T02:47:06.160690+00:00
FKID003911,DISPATCH_MARSHAL,resource,13.1957,8.6568,0.040448,175.3136,164.4801,0.186752,0.287047,2.0,0.187047,1.024019,True,2026-06-20T02:47:06.160690+00:00
FKID003911,DISPATCH_TOW,resource,39.7905,10.3882,0.088109,148.7188,162.7487,0.139091,0.62323,3.0,0.47323,1.093035,True,2026-06-20T02:47:06.160690+00:00
FKID003911,VMS_MESSAGE,information,7.5404,10.3882,0.025904,180.9689,162.7487,0.201296,0.230069,0.5,0.205069,0.874711,True,2026-06-20T02:47:06.160690+00:00
FKID003911,ROADWORK_ALERT,information,5.6553,3.4627,0.025904,182.854,169.6742,0.201296,0.13741,0.5,0.11241,0.898738,True,2026-06-20T02:47:06.160690+00:00
FKID004125,SIGNAL_EXTEND_GREEN,signal,28.1568,21.1155,0.031296,238.7279,219.0568,0.172404,0.531849,1.0,0.481849,1.088939,True,2026-06-20T02:47:06.160690+00:00
FKID004125,SIGNAL_REDUCE_GREEN,signal,11.732,6.3346,0.024259,255.1527,233.8377,0.179441,0.216669,1.0,0.166669,1.14818,True,2026-06-20T02:47:06.160690+00:00
FKID004125,SIGNAL_OFFSET_ADJUST,signal,18.7712,16.8924,0.024259,248.1135,223.2799,0.179441,0.392638,1.0,0.342638,1.109468,True,2026-06-20T02:47:06.160690+00:00
FKID004125,QUEUE_RELIEF,traffic,40.0327,24.0172,0.04537,226.852,216.1551,0.15833,0.691204,2.0,0.591204,1.16981,True,2026-06-20T02:47:06.160690+00:00
FKID004125,DISPATCH_POLICE,resource,26.6885,19.2138,0.079512,240.1962,220.9585,0.124188,0.594915,4.0,0.394915,1.383958,True,2026-06-20T02:47:06.160690+00:00
FKID004125,DISPATCH_MARSHAL,resource,18.6819,12.0086,0.038333,248.2028,228.1637,0.165367,0.365777,2.0,0.265777,1.222273,True,2026-06-20T02:47:06.160690+00:00
FKID004125,VMS_MESSAGE,information,10.6754,14.4103,0.024259,256.2093,225.762,0.179441,0.297594,0.5,0.272594,1.071789,True,2026-06-20T02:47:06.160690+00:00
FKID004125,ROADWORK_ALERT,information,8.0065,4.8034,0.024259,258.8782,235.3689,0.179441,0.16861,0.5,0.14361,1.105147,True,2026-06-20T02:47:06.160690+00:00
FKID004401,SIGNAL_EXTEND_GREEN,signal,20.0254,20.773,0.029768,180.6336,229.0074,0.154832,0.457225,1.0,0.407225,1.022433,True,2026-06-20T02:47:06.160690+00:00
FKID004401,SIGNAL_OFFSET_ADJUST,signal,13.3502,16.6184,0.022922,187.3088,233.162,0.161678,0.341745,1.0,0.291745,1.041331,True,2026-06-20T02:47:06.160690+00:00
FKID004401,QUEUE_RELIEF,traffic,30.0988,24.978,0.04346,170.5601,224.8024,0.14114,0.615277,2.0,0.515277,1.099957,True,2026-06-20T02:47:06.160690+00:00
FKID004401,DISPATCH_MARSHAL,resource,14.0461,12.489,0.036614,186.6129,237.2914,0.147986,0.329046,2.0,0.229046,1.151325,True,2026-06-20T02:47:06.160690+00:00
FKID004401,DISPATCH_TOW,resource,35.6611,14.9868,0.070064,164.9979,234.7936,0.114536,0.603824,3.0,0.453824,1.223829,True,2026-06-20T02:47:06.160690+00:00
FKID004401,VMS_MESSAGE,information,8.0264,14.9868,0.022922,192.6326,234.7936,0.161678,0.279251,0.5,0.254251,0.999431,True,2026-06-20T02:47:06.160690+00:00
FKID004401,ROADWORK_ALERT,information,6.0198,4.9956,0.022922,194.6392,244.7848,0.161678,0.151516,0.5,0.126516,1.033739,True,2026-06-20T02:47:06.160690+00:00
FKID004408,SIGNAL_EXTEND_GREEN,signal,20.7341,19.9563,0.023128,159.9155,188.6907,0.078472,0.440777,1.0,0.390777,0.89913,True,2026-06-20T02:47:06.160690+00:00
FKID004408,SIGNAL_OFFSET_ADJUST,signal,13.8227,15.965,0.017112,166.8269,192.682,0.084488,0.326802,1.0,0.276802,0.917394,True,2026-06-20T02:47:06.160690+00:00
FKID004408,QUEUE_RELIEF,traffic,27.0974,20.8647,0.03516,153.5522,187.7823,0.06644,0.527962,2.0,0.427962,0.989912,True,2026-06-20T02:47:06.160690+00:00
FKID004408,DISPATCH_MARSHAL,resource,12.6455,10.4323,0.029144,168.0041,198.2147,0.072456,0.279582,2.0,0.179582,1.033417,True,2026-06-20T02:47:06.160690+00:00
FKID004408,VMS_MESSAGE,information,7.226,12.5188,0.017112,173.4236,196.1282,0.084488,0.233538,0.5,0.208538,0.88218,True,2026-06-20T02:47:06.160690+00:00
FKID004408,ROADWORK_ALERT,information,5.4195,4.1729,0.017112,175.2301,204.4741,0.084488,0.125752,0.5,0.100752,0.910903,True,2026-06-20T02:47:06.160690+00:00
FKID004492,SIGNAL_REDUCE_GREEN,signal,8.2449,5.9858,0.016265,163.5805,201.9225,0.073235,0.167746,1.0,0.117746,0.978046,True,2026-06-20T02:47:06.160690+00:00
FKID004492,SIGNAL_OFFSET_ADJUST,signal,13.1918,15.962,0.016265,158.6336,191.9463,0.073235,0.319817,1.0,0.269817,0.942319,True,2026-06-20T02:47:06.160690+00:00
FKID004492,DISPATCH_MARSHAL,resource,12.0278,10.3954,0.028055,159.7976,197.5129,0.061445,0.271846,2.0,0.171846,1.058509,True,2026-06-20T02:47:06.160690+00:00
FKID004492,VMS_MESSAGE,information,6.873,12.4745,0.016265,164.9524,195.4338,0.073235,0.228411,0.5,0.203411,0.907103,True,2026-06-20T02:47:06.160690+00:00
FKID004492,ROADWORK_ALERT,information,5.1548,4.1582,0.016265,166.6706,203.7501,0.073235,0.121689,0.5,0.096689,0.935684,True,2026-06-20T02:47:06.160690+00:00
FKID004519,SIGNAL_OFFSET_ADJUST,signal,14.6541,22.1014,0.015313,169.5531,255.7218,0.060587,0.398315,1.0,0.348315,1.12124,True,2026-06-20T02:47:06.160690+00:00
FKID004519,DISPATCH_MARSHAL,resource,12.8945,13.8912,0.026831,171.3127,263.932,0.049069,0.315463,2.0,0.215463,1.246608,True,2026-06-20T02:47:06.160690+00:00
FKID004519,VMS_MESSAGE,information,7.3683,16.6694,0.015313,176.8389,261.1538,0.060587,0.277244,0.5,0.252244,1.09299,True,2026-06-20T02:47:06.160690+00:00
FKID004519,ROADWORK_ALERT,information,5.5262,5.5565,0.015313,178.681,272.2667,0.060587,0.138417,0.5,0.113417,1.130954,True,2026-06-20T02:47:06.160690+00:00
FKID004531,SIGNAL_EXTEND_GREEN,signal,15.6502,15.057,0.03796,168.3299,197.3514,0.24904,0.373638,1.0,0.323638,0.96201,True,2026-06-20T02:47:06.160690+00:00
FKID004531,SIGNAL_OFFSET_ADJUST,signal,10.4334,12.0456,0.03009,173.5467,200.3628,0.25691,0.280965,1.0,0.230965,0.976624,True,2026-06-20T02:47:06.160690+00:00
FKID004531,ACTIVATE_DIVERSION,traffic,26.2299,25.2357,0.06157,157.7502,187.1727,0.22543,0.622119,3.0,0.472119,1.116888,True,2026-06-20T02:47:06.160690+00:00
FKID004531,QUEUE_RELIEF,traffic,27.597,21.2408,0.0537,156.3831,191.1676,0.2333,0.573384,2.0,0.473384,1.031489,True,2026-06-20T02:47:06.160690+00:00
FKID004531,DISPATCH_POLICE,resource,18.398,16.9927,0.101062,165.5821,195.4157,0.185938,0.544248,4.0,0.344248,1.238408,True,2026-06-20T02:47:06.160690+00:00
FKID004531,DISPATCH_MARSHAL,resource,12.8786,10.6204,0.04583,171.1015,201.788,0.24117,0.316986,2.0,0.216986,1.076217,True,2026-06-20T02:47:06.160690+00:00
FKID004531,DISPATCH_TOW,resource,40.4418,12.7445,0.100848,143.5383,199.6639,0.186152,0.680317,3.0,0.530317,1.1416,True,2026-06-20T02:47:06.160690+00:00
FKID004531,VMS_MESSAGE,information,7.3592,12.7445,0.03009,176.6209,199.6639,0.25691,0.263112,0.5,0.238112,0.925831,True,2026-06-20T02:47:06.160690+00:00
FKID004531,OPERATOR_ESCALATION,information,0.0,0.0,0.03796,183.9801,212.4084,0.24904,0.07592,0.5,0.05092,0.970025,True,2026-06-20T02:47:06.160690+00:00
FKID004531,ROADWORK_ALERT,information,5.5194,4.2482,0.03009,178.4607,208.1602,0.25691,0.153377,0.5,0.128377,0.955072,True,2026-06-20T02:47:06.160690+00:00
FKID004694,SIGNAL_OFFSET_ADJUST,signal,6.8917,15.2913,0.017728,88.128,195.5377,0.092672,0.26279,1.0,0.21279,0.881293,True,2026-06-20T02:47:06.160690+00:00
FKID004694,DISPATCH_MARSHAL,resource,6.6514,10.5415,0.029936,88.3683,200.2876,0.080464,0.232428,2.0,0.132428,0.994193,True,2026-06-20T02:47:06.160690+00:00
FKID004694,VMS_MESSAGE,information,3.8008,12.6497,0.017728,91.2189,198.1793,0.092672,0.207682,0.5,0.182682,0.841643,True,2026-06-20T02:47:06.160690+00:00
FKID004694,ROADWORK_ALERT,information,2.8506,4.2166,0.017728,92.1691,206.6124,0.092672,0.106062,0.5,0.081062,0.870229,True,2026-06-20T02:47:06.160690+00:00
FKID004711,SIGNAL_EXTEND_GREEN,signal,14.0013,13.5768,0.040112,167.8533,198.0309,0.273788,0.347755,1.0,0.297755,0.954847,True,2026-06-20T02:47:06.160690+00:00
FKID004711,SIGNAL_OFFSET_ADJUST,signal,9.3342,10.8614,0.031973,172.5204,200.7463,0.281927,0.262413,1.0,0.212413,0.968266,True,2026-06-20T02:47:06.160690+00:00
FKID004711,ACTIVATE_DIVERSION,traffic,24.354,23.6154,0.064529,157.5006,187.9923,0.249371,0.594401,3.0,0.444401,1.110104,True,2026-06-20T02:47:06.160690+00:00
FKID004711,QUEUE_RELIEF,traffic,27.2782,21.1608,0.05639,154.5764,190.4469,0.25751,0.575218,2.0,0.475218,1.018859,True,2026-06-20T02:47:06.160690+00:00
FKID004711,DISPATCH_POLICE,resource,18.1855,16.9286,0.108436,163.6691,194.6791,0.205464,0.556513,4.0,0.356513,1.224501,True,2026-06-20T02:47:06.160690+00:00
FKID004711,DISPATCH_MARSHAL,resource,12.7298,10.5804,0.048251,169.1248,201.0273,0.265649,0.320144,2.0,0.220144,1.063436,True,2026-06-20T02:47:06.160690+00:00
FKID004711,DISPATCH_TOW,resource,44.1688,12.6965,0.114535,137.6858,198.9112,0.199365,0.738216,3.0,0.588216,1.124092,True,2026-06-20T02:47:06.160690+00:00
FKID004711,DISPATCH_QRU,resource,18.1855,14.8125,0.134933,163.6691,196.7952,0.178967,0.585995,5.0,0.335995,1.324931,True,2026-06-20T02:47:06.160690+00:00
FKID004711,VMS_MESSAGE,information,7.2742,12.6965,0.031973,174.5804,198.9112,0.281927,0.265637,0.5,0.240637,0.913179,True,2026-06-20T02:47:06.160690+00:00
FKID004711,OPERATOR_ESCALATION,information,0.0,0.0,0.040112,181.8546,211.6077,0.273788,0.080224,0.5,0.055224,0.957104,True,2026-06-20T02:47:06.160690+00:00
FKID004711,ROADWORK_ALERT,information,5.4556,4.2322,0.031973,176.399,207.3755,0.281927,0.156434,0.5,0.131434,0.942303,True,2026-06-20T02:47:06.160690+00:00
FKID004806,SIGNAL_OFFSET_ADJUST,signal,5.2228,14.6426,0.01392,61.065,171.2003,0.04208,0.234059,1.0,0.184059,0.763251,True,2026-06-20T02:47:06.160690+00:00
FKID004806,DISPATCH_MARSHAL,resource,4.6401,9.2921,0.02504,61.6477,176.5508,0.03096,0.191993,2.0,0.091993,0.878597,True,2026-06-20T02:47:06.160690+00:00
FKID004806,VMS_MESSAGE,information,2.6515,11.1506,0.01392,63.6363,174.6923,0.04208,0.173831,0.5,0.148831,0.726177,True,2026-06-20T02:47:06.160690+00:00
FKID004806,ROADWORK_ALERT,information,1.9886,3.7169,0.01392,64.2992,182.126,0.04208,0.085711,0.5,0.060711,0.751287,True,2026-06-20T02:47:06.160690+00:00
FKID004829,SIGNAL_REDUCE_GREEN,signal,5.9437,6.3854,0.018967,129.2988,235.7687,0.109133,0.158414,1.0,0.108414,1.062316,True,2026-06-20T02:47:06.160690+00:00
FKID004829,SIGNAL_OFFSET_ADJUST,signal,9.5099,17.0277,0.018967,125.7326,225.1264,0.109133,0.30638,1.0,0.25638,1.025059,True,2026-06-20T02:47:06.160690+00:00
FKID004829,DISPATCH_MARSHAL,resource,9.467,12.1077,0.031529,125.7755,230.0464,0.096571,0.27648,2.0,0.17648,1.13834,True,2026-06-20T02:47:06.160690+00:00
FKID004829,VMS_MESSAGE,information,5.4097,14.5292,0.018967,129.8328,227.6249,0.109133,0.24445,0.5,0.21945,0.985437,True,2026-06-20T02:47:06.160690+00:00
FKID004829,ROADWORK_ALERT,information,4.0573,4.8431,0.018967,131.1852,237.311,0.109133,0.125557,0.5,0.100557,1.018401,True,2026-06-20T02:47:06.160690+00:00
FKID004967,SIGNAL_EXTEND_GREEN,signal,21.012,24.2527,0.029784,155.0489,219.6057,0.155016,0.504142,1.0,0.454142,1.016012,True,2026-06-20T02:47:06.160690+00:00
FKID004967,SIGNAL_OFFSET_ADJUST,signal,14.008,19.4022,0.022936,162.0529,224.4562,0.161864,0.378185,1.0,0.328185,1.037394,True,2026-06-20T02:47:06.160690+00:00
FKID004967,ACTIVATE_DIVERSION,traffic,31.5674,36.4361,0.050328,144.4935,207.4223,0.134472,0.768563,3.0,0.618563,1.164987,True,2026-06-20T02:47:06.160690+00:00
FKID004967,QUEUE_RELIEF,traffic,26.4091,24.3858,0.04348,149.6518,219.4726,0.14132,0.577989,2.0,0.477989,1.109446,True,2026-06-20T02:47:06.160690+00:00
FKID004967,DISPATCH_MARSHAL,resource,12.3243,12.1929,0.036632,163.7366,231.6655,0.148168,0.311443,2.0,0.211443,1.158843,True,2026-06-20T02:47:06.160690+00:00
FKID004967,VMS_MESSAGE,information,7.0424,14.6315,0.022936,169.0185,229.2269,0.161864,0.267131,0.5,0.242131,1.006779,True,2026-06-20T02:47:06.160690+00:00
FKID004967,ROADWORK_ALERT,information,5.2818,4.8772,0.022936,170.7791,238.9812,0.161864,0.144078,0.5,0.119078,1.040174,True,2026-06-20T02:47:06.160690+00:00
FKID005079,SIGNAL_EXTEND_GREEN,signal,20.6689,23.367,0.033648,205.9931,284.134,0.199452,0.49917,1.0,0.44917,1.273281,True,2026-06-20T02:47:06.160690+00:00
FKID005079,SIGNAL_OFFSET_ADJUST,signal,13.7792,18.6936,0.026317,212.8828,288.8074,0.206783,0.375167,1.0,0.325167,1.294136,True,2026-06-20T02:47:06.160690+00:00
FKID005079,QUEUE_RELIEF,traffic,33.9993,30.7501,0.04831,192.6627,276.7509,0.18479,0.721615,2.0,0.621615,1.33834,True,2026-06-20T02:47:06.160690+00:00
FKID005079,DISPATCH_POLICE,resource,22.6662,24.6001,0.086896,203.9958,282.9009,0.146204,0.636011,4.0,0.436011,1.55486,True,2026-06-20T02:47:06.160690+00:00
FKID005079,DISPATCH_MARSHAL,resource,15.8663,15.375,0.040979,210.7957,292.1259,0.192121,0.385011,2.0,0.285011,1.400489,True,2026-06-20T02:47:06.160690+00:00
FKID005079,DISPATCH_TOW,resource,45.8583,18.4501,0.085815,180.8037,289.0509,0.147285,0.758784,3.0,0.608784,1.464034,True,2026-06-20T02:47:06.160690+00:00
FKID005079,VMS_MESSAGE,information,9.0665,18.4501,0.026317,217.5955,289.0509,0.206783,0.333189,0.5,0.308189,1.247304,True,2026-06-20T02:47:06.160690+00:00
FKID005079,ROADWORK_ALERT,information,6.7999,6.15,0.026317,219.8621,301.351,0.206783,0.177633,0.5,0.152633,1.289438,True,2026-06-20T02:47:06.160690+00:00
FKID005137,SIGNAL_EXTEND_GREEN,signal,16.1039,16.442,0.034728,174.6224,217.2355,0.211872,0.386344,1.0,0.336344,0.964398,True,2026-06-20T02:47:06.160690+00:00
FKID005137,SIGNAL_OFFSET_ADJUST,signal,10.7359,13.1536,0.027262,179.9904,220.5239,0.219338,0.290141,1.0,0.240141,0.979909,True,2026-06-20T02:47:06.160690+00:00
FKID005137,QUEUE_RELIEF,traffic,28.6089,23.3678,0.04966,162.1174,210.3098,0.19694,0.59737,2.0,0.49737,1.031326,True,2026-06-20T02:47:06.160690+00:00
FKID005137,DISPATCH_POLICE,resource,19.0726,18.6942,0.090368,171.6537,214.9833,0.156232,0.547388,4.0,0.347388,1.241496,True,2026-06-20T02:47:06.160690+00:00
FKID005137,DISPATCH_MARSHAL,resource,13.3508,11.6839,0.042194,177.3755,221.9936,0.204406,0.325466,2.0,0.225466,1.079768,True,2026-06-20T02:47:06.160690+00:00
FKID005137,DISPATCH_TOW,resource,42.268,14.0206,0.095059,148.4583,219.6569,0.151541,0.698136,3.0,0.548136,1.144304,True,2026-06-20T02:47:06.160690+00:00
FKID005137,VMS_MESSAGE,information,7.6291,14.0206,0.027262,183.0972,219.6569,0.219338,0.273884,0.5,0.248884,0.928573,True,2026-06-20T02:47:06.160690+00:00
FKID005137,ROADWORK_ALERT,information,5.7218,4.6736,0.027262,185.0045,229.004,0.219338,0.154135,0.5,0.129135,0.960683,True,2026-06-20T02:47:06.160690+00:00
FKID005194,SIGNAL_EXTEND_GREEN,signal,9.2294,19.6083,0.035512,103.2462,267.1431,0.220888,0.365806,1.0,0.315806,1.161035,True,2026-06-20T02:47:06.160690+00:00
FKID005194,SIGNAL_OFFSET_ADJUST,signal,6.153,15.6867,0.027948,106.3226,271.0647,0.228452,0.281468,1.0,0.231468,1.177536,True,2026-06-20T02:47:06.160690+00:00
FKID005194,ACTIVATE_DIVERSION,traffic,15.6731,33.2983,0.058204,96.8025,253.4531,0.198196,0.616998,3.0,0.466998,1.306507,True,2026-06-20T02:47:06.160690+00:00
FKID005194,QUEUE_RELIEF,traffic,16.8713,28.6751,0.05064,95.6043,258.0763,0.20576,0.560486,2.0,0.460486,1.223209,True,2026-06-20T02:47:06.160690+00:00
FKID005194,DISPATCH_POLICE,resource,11.2476,22.9401,0.09292,101.228,263.8113,0.16348,0.53446,4.0,0.33446,1.434568,True,2026-06-20T02:47:06.160690+00:00
FKID005194,DISPATCH_MARSHAL,resource,7.8733,14.3376,0.043076,104.6023,272.4138,0.213324,0.311069,2.0,0.211069,1.277391,True,2026-06-20T02:47:06.160690+00:00
FKID005194,DISPATCH_TOW,resource,25.6903,17.2051,0.099204,86.7853,269.5463,0.157196,0.603662,3.0,0.453662,1.344892,True,2026-06-20T02:47:06.160690+00:00
FKID005194,VMS_MESSAGE,information,4.499,17.2051,0.027948,107.9766,269.5463,0.228452,0.284555,0.5,0.259555,1.123302,True,2026-06-20T02:47:06.160690+00:00
FKID005194,OPERATOR_ESCALATION,information,0.0,0.0,0.035512,112.4756,286.7514,0.220888,0.071024,0.5,0.046024,1.181011,True,2026-06-20T02:47:06.160690+00:00
FKID005194,ROADWORK_ALERT,information,3.3743,5.735,0.027948,109.1013,281.0164,0.228452,0.147737,0.5,0.122737,1.162098,True,2026-06-20T02:47:06.160690+00:00
FKID005244,SIGNAL_EXTEND_GREEN,signal,2.6072,14.6044,0.037272,31.9502,217.6839,0.241128,0.258542,1.0,0.208542,0.933021,True,2026-06-20T02:47:06.160690+00:00
FKID005244,SIGNAL_OFFSET_ADJUST,signal,1.7382,11.6835,0.029488,32.8192,220.6048,0.248912,0.203278,1.0,0.153278,0.945138,True,2026-06-20T02:47:06.160690+00:00
