risk_rank,event_id,event_cause,operational_risk_score,ors_percentile,operational_tier,service_tier,in_layer5_flag,critical_alert_indicator,generated_at
576,FKID005295,pot_holes,55.47480287481226,0.835620354488279,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
577,FKID004902,procession,55.4344666395999,0.8353344768439108,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
578,FKID005104,vehicle_breakdown,55.433549813095,0.8350485991995426,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
579,FKID005638,vehicle_breakdown,55.39005453806581,0.8347627215551744,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
580,FKID007884,tree_fall,55.3822223172545,0.8344768439108061,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
581,FKID004497,accident,55.36047099059874,0.834190966266438,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
582,FKID001954,vehicle_breakdown,55.33112657384373,0.8339050886220698,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
583,FKID006472,vehicle_breakdown,55.29121687818356,0.8336192109777015,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
584,FKID004099,vehicle_breakdown,55.283635279591,0.8333333333333334,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
585,FKID000227,pot_holes,55.240251280383205,0.8321898227558605,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
586,FKID000236,pot_holes,55.240251280383205,0.8321898227558605,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
587,FKID005055,pot_holes,55.240251280383205,0.8321898227558605,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
588,FKID005056,pot_holes,55.240251280383205,0.8321898227558605,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
589,FKID005057,pot_holes,55.240251280383205,0.8321898227558605,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
590,FKID005058,pot_holes,55.240251280383205,0.8321898227558605,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
591,FKID005059,pot_holes,55.240251280383205,0.8321898227558605,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
592,FKID004846,vehicle_breakdown,55.232039074478564,0.8310463121783876,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
593,FKID007449,vehicle_breakdown,55.178264636089075,0.8307604345340195,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
594,FKID005915,vehicle_breakdown,55.15187807952497,0.8304745568896512,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
595,FKID005480,road_conditions,55.12387047052353,0.8301886792452831,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
596,FKID007683,vehicle_breakdown,55.11671804084252,0.8299028016009148,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
597,FKID000317,others,55.11405478934877,0.8296169239565466,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
598,FKID002240,vehicle_breakdown,55.0964443705905,0.8293310463121784,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
599,FKID003317,tree_fall,55.05548263425307,0.8290451686678102,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
600,FKID004210,vehicle_breakdown,55.04944325894089,0.8287592910234419,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
601,FKID002710,vehicle_breakdown,55.04943918600742,0.8284734133790738,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
602,FKID004116,vehicle_breakdown,55.03554649874823,0.8281875357347055,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
603,FKID003078,water_logging,55.011847397080516,0.8279016580903373,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
604,FKID007706,road_conditions,54.993710968826065,0.8276157804459692,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
605,FKID005082,road_conditions,54.98842496468885,0.8273299028016009,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
606,FKID004055,accident,54.985884763437696,0.8270440251572327,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
607,FKID001257,vehicle_breakdown,54.95066035879495,0.8267581475128645,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
608,FKID005838,vehicle_breakdown,54.93011812685102,0.8264722698684963,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
609,FKID008028,vehicle_breakdown,54.92525674551384,0.826186392224128,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
610,FKID004595,vehicle_breakdown,54.91667736750379,0.8259005145797599,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
611,FKID007226,vehicle_breakdown,54.877412130597335,0.8256146369353916,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
612,FKID000499,water_logging,54.80287638475084,0.8253287592910235,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
613,FKID001234,vehicle_breakdown,54.79795272882486,0.8250428816466552,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
614,FKID004512,accident,54.786240170705156,0.824757004002287,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
615,FKID001400,road_conditions,54.77776311756154,0.8244711263579189,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
616,FKID000186,vehicle_breakdown,54.774107698276644,0.8241852487135506,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
617,FKID000952,procession,54.76221450098869,0.8238993710691824,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
618,FKID003542,vehicle_breakdown,54.76132362855182,0.8236134934248142,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
619,FKID005108,vehicle_breakdown,54.73647555052597,0.823327615780446,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
620,FKID004584,vehicle_breakdown,54.735651851959,0.8230417381360777,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
621,FKID004496,vehicle_breakdown,54.69998209092,0.8227558604917096,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
622,FKID000956,procession,54.69739481293234,0.8224699828473413,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
623,FKID001215,vehicle_breakdown,54.67708631136357,0.8220411663807891,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
624,FKID001218,vehicle_breakdown,54.67708631136357,0.8220411663807891,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
625,FKID000143,vehicle_breakdown,54.66254061357508,0.8216123499142367,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
626,FKID004999,vehicle_breakdown,54.66185699945728,0.8213264722698685,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
627,FKID002517,vehicle_breakdown,54.64149000815066,0.8210405946255003,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
628,FKID000345,others,54.624501947764706,0.8207547169811321,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
629,FKID000783,vehicle_breakdown,54.60831135672999,0.8204688393367638,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
630,FKID001205,vehicle_breakdown,54.5929848959929,0.8201829616923957,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
631,FKID005752,vehicle_breakdown,54.58381070306808,0.8198970840480274,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
632,FKID007402,vehicle_breakdown,54.57446574446711,0.8196112064036593,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
633,FKID004241,vehicle_breakdown,54.56329752873324,0.819325328759291,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
634,FKID003787,vehicle_breakdown,54.5472409933179,0.8190394511149228,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
635,FKID005813,vehicle_breakdown,54.42460448956378,0.8187535734705546,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
636,FKID004276,vehicle_breakdown,54.380590433136476,0.8184676958261864,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
637,FKID004196,accident,54.37755199354367,0.8181818181818182,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
638,FKID002106,water_logging,54.33499898394901,0.81789594053745,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
639,FKID005674,road_conditions,54.30993991811133,0.8176100628930818,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
640,FKID005786,vehicle_breakdown,54.28890836329859,0.8173241852487135,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
641,FKID007831,vehicle_breakdown,54.28511789535088,0.8170383076043454,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
642,FKID005668,vehicle_breakdown,54.27001306619047,0.8167524299599771,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
643,FKID004410,vehicle_breakdown,54.269269961156084,0.8164665523156089,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
644,FKID006948,road_conditions,54.2249411902928,0.8161806746712407,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
645,FKID003562,vehicle_breakdown,54.222366887207656,0.8158947970268725,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
646,FKID005645,vehicle_breakdown,54.20632319923996,0.8156089193825042,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
647,FKID004561,vehicle_breakdown,54.13781502617955,0.8153230417381361,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
648,FKID000756,vehicle_breakdown,54.118164053829226,0.8150371640937679,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
649,FKID005483,accident,54.11430707128975,0.8147512864493996,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
650,FKID007324,road_conditions,54.09126539720812,0.8144654088050315,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
651,FKID006078,vehicle_breakdown,54.055849099266645,0.8141795311606632,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
652,FKID002488,vehicle_breakdown,54.03973340655585,0.8138936535162951,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
653,FKID002825,water_logging,54.02471353355419,0.8136077758719268,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
654,FKID006215,vehicle_breakdown,54.02419660857245,0.8133218982275586,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
655,FKID007732,vehicle_breakdown,54.0164773869022,0.8130360205831904,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
656,FKID005781,vehicle_breakdown,54.007355374270695,0.8127501429388222,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
657,FKID002742,water_logging,53.98442597413029,0.8123213264722698,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
658,FKID002777,water_logging,53.98442597413029,0.8123213264722698,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
659,FKID002626,vehicle_breakdown,53.97512334467473,0.8118925100057176,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
660,FKID000442,vehicle_breakdown,53.95961111542063,0.8116066323613493,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
661,FKID005807,vehicle_breakdown,53.9594021341177,0.8113207547169812,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
662,FKID000283,water_logging,53.921027420153074,0.8110348770726129,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
663,FKID005902,vehicle_breakdown,53.88336577510108,0.8107489994282447,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
664,FKID005000,vehicle_breakdown,53.86948843704334,0.8104631217838765,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
665,FKID004636,vehicle_breakdown,53.86599677240325,0.8101772441395083,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
666,FKID007199,vehicle_breakdown,53.8384646327064,0.80989136649514,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
667,FKID000203,vehicle_breakdown,53.81322820785223,0.8096054888507719,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
668,FKID007111,vehicle_breakdown,53.79153978744567,0.8093196112064036,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
669,FKID000171,vehicle_breakdown,53.75949170563411,0.8090337335620355,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
670,FKID007029,others,53.75002452190994,0.8087478559176673,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
671,FKID007278,road_conditions,53.749948001378144,0.808461978273299,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
672,FKID004243,vehicle_breakdown,53.72446498164469,0.8081761006289309,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
673,FKID005173,vehicle_breakdown,53.70481203578825,0.8078902229845626,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
674,FKID006191,vehicle_breakdown,53.63123140243031,0.8076043453401944,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
675,FKID001522,road_conditions,53.63018701416518,0.8073184676958262,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
676,FKID000651,road_conditions,53.58602310129237,0.807032590051458,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
677,FKID005883,vehicle_breakdown,53.5575399179906,0.8067467124070897,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
678,FKID000821,vehicle_breakdown,53.51415581696732,0.8064608347627216,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
679,FKID005924,vehicle_breakdown,53.50539529440235,0.8061749571183533,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
680,FKID007231,vehicle_breakdown,53.49626382702257,0.8058890794739851,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
681,FKID003355,pot_holes,53.49294383820837,0.805603201829617,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
682,FKID005845,vehicle_breakdown,53.351192052423194,0.8053173241852487,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
683,FKID003596,vehicle_breakdown,53.35086368811827,0.8050314465408805,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
684,FKID000544,vehicle_breakdown,53.3193428405952,0.8047455688965123,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
685,FKID005881,vehicle_breakdown,53.27355575683959,0.8044596912521441,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
686,FKID003576,vehicle_breakdown,53.268488650784995,0.8041738136077758,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
687,FKID006773,road_conditions,53.23468147093714,0.8038879359634077,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
688,FKID004989,water_logging,53.22649720554679,0.8036020583190394,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
689,FKID006744,vehicle_breakdown,53.218813256261626,0.8033161806746713,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
690,FKID005206,vehicle_breakdown,53.20781928530385,0.803030303030303,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
691,FKID007810,pot_holes,53.20542197733831,0.8027444253859348,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
692,FKID003157,vehicle_breakdown,53.18898462901074,0.8024585477415667,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
693,FKID002687,vehicle_breakdown,53.16965021062611,0.8021726700971984,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
694,FKID001195,pot_holes,53.15288809190297,0.8018867924528302,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
695,FKID005767,vehicle_breakdown,53.15096699161274,0.801600914808462,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
696,FKID004038,vehicle_breakdown,53.14706385102347,0.8013150371640938,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
697,FKID008117,others,53.11180966007219,0.8010291595197255,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
698,FKID006789,vehicle_breakdown,53.11036325442534,0.8007432818753574,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
699,FKID004440,vehicle_breakdown,53.09162063957172,0.8004574042309891,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
700,FKID006309,vehicle_breakdown,53.08792834616219,0.8001715265866209,Critical,,False,0.0,2026-06-20T01:47:21.561543+00:00
701,FKID005931,vehicle_breakdown,53.06500745053453,0.7998856489422527,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
702,FKID006624,vehicle_breakdown,53.06472470820799,0.7995997712978845,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
703,FKID005256,vehicle_breakdown,53.06289513204699,0.7993138936535163,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
704,FKID004837,vehicle_breakdown,53.048688991368806,0.7990280160091481,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
705,FKID002857,vehicle_breakdown,53.045151383168644,0.7987421383647799,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
706,FKID007378,vehicle_breakdown,53.02281796245952,0.7984562607204116,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
707,FKID003594,vehicle_breakdown,53.01603282534793,0.7981703830760435,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
708,FKID006076,vehicle_breakdown,52.97947573423601,0.7978845054316752,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
709,FKID001634,vehicle_breakdown,52.96806416354633,0.7975986277873071,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
710,FKID007011,vehicle_breakdown,52.92257419316417,0.7973127501429388,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
711,FKID007022,vehicle_breakdown,52.866368482251445,0.7970268724985706,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
712,FKID005060,vehicle_breakdown,52.844106364678666,0.7967409948542024,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
713,FKID003468,vehicle_breakdown,52.84017604381712,0.7964551172098342,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
714,FKID002736,accident,52.80592099383792,0.796169239565466,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
715,FKID000313,vehicle_breakdown,52.78593094399115,0.7958833619210978,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
716,FKID001633,vehicle_breakdown,52.77935954222364,0.7955974842767296,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
717,FKID002768,vehicle_breakdown,52.67226390050386,0.7953116066323613,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
718,FKID001119,vehicle_breakdown,52.64383266583275,0.7950257289879932,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
719,FKID003501,others,52.618509924823684,0.7947398513436249,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
720,FKID006330,others,52.61526285628792,0.7944539736992567,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
721,FKID004911,vehicle_breakdown,52.57865510653583,0.7941680960548885,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
722,FKID007105,vehicle_breakdown,52.54814261678233,0.7938822184105203,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
723,FKID004582,accident,52.54544323101182,0.793596340766152,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
724,FKID005970,vehicle_breakdown,52.49978053705142,0.7933104631217839,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
725,FKID007567,vehicle_breakdown,52.43441486758841,0.7930245854774156,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
726,FKID008082,vehicle_breakdown,52.40642308913618,0.7927387078330475,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
727,FKID004970,vehicle_breakdown,52.4001160081967,0.7924528301886793,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
728,FKID008107,vehicle_breakdown,52.35381478617696,0.792166952544311,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
729,FKID007077,vehicle_breakdown,52.33306818042643,0.7918810748999429,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
730,FKID000890,pot_holes,52.322867222650395,0.7915951972555746,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
731,FKID000343,vehicle_breakdown,52.31940538815843,0.7913093196112064,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
732,FKID006778,vehicle_breakdown,52.30523025407795,0.7910234419668382,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
733,FKID002573,vehicle_breakdown,52.28999701254315,0.79073756432247,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
734,FKID000521,pot_holes,52.262442623104654,0.7904516866781017,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
735,FKID000057,vehicle_breakdown,52.257785319539295,0.7901658090337336,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
736,FKID001620,vehicle_breakdown,52.25476833617792,0.7897369925671812,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
737,FKID001621,vehicle_breakdown,52.25476833617792,0.7897369925671812,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
738,FKID002823,vehicle_breakdown,52.242267995675206,0.789308176100629,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
739,FKID001547,vehicle_breakdown,52.23216528659129,0.7890222984562607,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
740,FKID007564,vehicle_breakdown,52.232137220328816,0.7887364208118925,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
741,FKID002910,vehicle_breakdown,52.22708657557,0.7884505431675243,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
742,FKID001723,others,52.20422292420045,0.7881646655231561,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
743,FKID001280,vehicle_breakdown,52.162286062612104,0.7878787878787878,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
744,FKID000831,vehicle_breakdown,52.11497897577632,0.7875929102344197,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
745,FKID005416,vehicle_breakdown,52.10850119836411,0.7873070325900514,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
746,FKID004589,vehicle_breakdown,52.10493894748248,0.7870211549456833,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
747,FKID000063,vehicle_breakdown,52.097600149954175,0.786735277301315,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
748,FKID006251,vehicle_breakdown,52.073239412029146,0.7864493996569468,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
749,FKID004092,procession,52.06514321453215,0.7861635220125787,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
750,FKID005184,vehicle_breakdown,52.05999856889404,0.7858776443682104,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
751,FKID003022,accident,52.05557534966026,0.7855917667238422,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
752,FKID007575,procession,52.03788807884495,0.785305889079474,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
753,FKID001587,vehicle_breakdown,52.02895738117886,0.7850200114351058,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
754,FKID007439,vehicle_breakdown,51.98665332762448,0.7847341337907375,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
755,FKID007582,vehicle_breakdown,51.978487876530224,0.7844482561463694,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
756,FKID006240,vehicle_breakdown,51.96051066450877,0.7841623785020011,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
757,FKID004608,vehicle_breakdown,51.94862880555101,0.7838765008576329,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
758,FKID007056,vehicle_breakdown,51.94116240512142,0.7835906232132647,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
759,FKID001774,vehicle_breakdown,51.93292486134967,0.7833047455688965,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
760,FKID001013,vehicle_breakdown,51.93165355957148,0.7830188679245284,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
761,FKID003698,vehicle_breakdown,51.922999432439326,0.7827329902801601,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
762,FKID000877,vehicle_breakdown,51.92050039450457,0.7824471126357919,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
763,FKID006535,vehicle_breakdown,51.90352453885629,0.7821612349914236,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
764,FKID003310,accident,51.89551422232937,0.7818753573470555,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
765,FKID001809,vehicle_breakdown,51.86887821833119,0.7815894797026872,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
766,FKID006775,tree_fall,51.84321827570541,0.7813036020583191,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
767,FKID004655,vehicle_breakdown,51.83528331819904,0.7808747855917667,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
768,FKID004657,vehicle_breakdown,51.83528331819904,0.7808747855917667,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
769,FKID001285,vehicle_breakdown,51.82295857981823,0.7804459691252144,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
770,FKID001426,vehicle_breakdown,51.81138976309868,0.7801600914808462,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
771,FKID007890,vehicle_breakdown,51.794769114235315,0.779874213836478,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
772,FKID000086,vehicle_breakdown,51.79088696651499,0.7795883361921098,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
773,FKID001594,vehicle_breakdown,51.77215571919079,0.7793024585477416,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
774,FKID000071,vehicle_breakdown,51.76664385473433,0.7790165809033733,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
775,FKID005417,vehicle_breakdown,51.76487882295842,0.7785877644368211,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
776,FKID005421,vehicle_breakdown,51.76487882295842,0.7785877644368211,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
777,FKID006440,construction,51.757539475687786,0.7781589479702687,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
778,FKID002321,vehicle_breakdown,51.73704758091955,0.7778730703259005,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
779,FKID001335,vehicle_breakdown,51.69958478666785,0.7775871926815323,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
780,FKID001566,vehicle_breakdown,51.69829362468711,0.777301315037164,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
781,FKID006853,road_conditions,51.682571395269925,0.7770154373927959,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
782,FKID001332,vehicle_breakdown,51.621228291999046,0.7765866209262435,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
783,FKID001339,vehicle_breakdown,51.621228291999046,0.7765866209262435,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
784,FKID000706,tree_fall,51.61948075602636,0.7761578044596913,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
785,FKID007437,others,51.58770021870297,0.775871926815323,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
786,FKID002065,vehicle_breakdown,51.57782468692496,0.7755860491709549,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
787,FKID006818,road_conditions,51.53324895729126,0.7753001715265866,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
788,FKID000858,vehicle_breakdown,51.5322730639624,0.7750142938822184,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
789,FKID001616,road_conditions,51.531136551801325,0.7747284162378502,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
790,FKID003545,vehicle_breakdown,51.530514048307445,0.774442538593482,Elevated,,False,0.0,2026-06-20T01:47:21.561543+00:00
