event_id,start_local,duration_min,is_censored,event_cause,corridor,zone,junction,priority,requires_road_closure,event_type,hour_local,dow_local,month,is_weekend,trust_score,geo_valid,duration_anomaly,iso_flagged,mnar_predicted_prob,is_true_planned_event,snapshot_date,asof_p50_duration,asof_p80_duration,asof_p95_duration,asof_surv_prob_60,asof_surv_prob_120,asof_surv_prob_180,asof_rmst_180,asof_quantile_fallback_level,asof_quantile_support,asof_corridor_burden,asof_junction_burden,asof_obi_proxy,asof_corridor_event_rate,asof_nbr_mean_burden,asof_nbr_mean_duration,asof_fragility_proxy,asof_hawkes_intensity,asof_burstiness,asof_branching_ratio_proxy,asof_retrieval_confidence,asof_retrieval_n_eff,asof_retrieval_mean_sim,asof_retrieval_max_sim,asof_planned_support,asof_ims_proxy,asof_retrieval_fallback,obi_x_fragility,retrieval_x_risk,fragility_x_duration,trust_x_confidence,hotspot_x_duration,hawkes_x_obi,nbr_mean_obi,nbr_mean_fragility,nbr_mean_duration,nbr_mean_severity,coverage_flag
FKID006472,2023-12-04 09:29:54.979000+05:30,81.95171803333332,False,vehicle_breakdown,Magadi Road,West Zone 1,Srigandakaval,High,False,unplanned,9.0,0.0,12.0,0,1.0,True,False,False,0.6329547952207477,False,2023-12-03,65.06991260000001,78.20441019666667,120.65087281999996,0.6666666666666666,0.08333333333333333,0.0,61.39337002916667,cause_corridor,12,18.664827927508043,0.340511306258155,13.923663187599836,30.0,54.469313985613546,67.13312063796296,1.2070910004402693,0.8079372051698906,0.9459292981655246,1.0059938576405836,0.3546995357689389,25.0,0.4568530020703933,0.8385093167701864,25,1.4884711844302694,exact,16.807128526913235,0.3546995357689389,78.5453058988949,0.3546995357689389,1214.5187219369877,11.249445521516302,54.469313985613546,1.2070910004402693,67.13312063796296,3656.6950268632772,True
FKID006473,2023-12-04 10:04:08.961000+05:30,120.61731666666667,False,procession,Bellary Road 2,North Zone 1,Batrayanapura(Amrutahalli)Junction,High,True,planned,10.0,0.0,12.0,0,1.0,True,False,False,0.3337265495838209,True,2023-12-03,61.2137216,120.28726150000006,238.15083803999985,0.52,0.2,0.12,75.00651488533333,corridor_only,25,36.71032318445875,2.259964013959717,11.260959638590776,60.0,52.46425895706347,68.96081761018519,1.554097950851747,1.0904338442818533,,1.0808338470209866,0.17369133468692383,25.0,0.33188405797101445,0.5652173913043478,25,1.081310300299883,exact,17.500634298958154,0.0,95.13211930256932,0.17369133468692383,2247.1755032594833,12.27933150901133,52.46425895706347,1.554097950851747,68.96081761018519,3617.9781929915785,True
FKID006475,2023-12-04 10:21:18.871000+05:30,91.13215373333334,False,vehicle_breakdown,Non-corridor,Central Zone 2,WilsonGarden10thCrossJunc,Low,False,unplanned,10.0,0.0,12.0,0,1.0,True,False,False,0.6369097938448459,False,2023-12-03,50.3255556,91.71303476333338,128.0613717266666,0.422680412371134,0.08247422680412371,0.010309278350515464,57.17331568745704,cause_corridor,97,257.84124263752415,0.8325994283655319,140.69700047188647,409.0,27.89415679561176,67.31838435277777,13.490546122962225,9.23275099084068,0.9656617313940723,1.0404070800463119,0.363701960515355,25.0,0.5547412008281574,0.7080745341614907,25,1.8074003859160992,exact,1898.0793742284225,0.363701960515355,678.9192289854999,0.363701960515355,12976.003792327812,1299.0203705151214,27.89415679561176,13.490546122962225,67.31838435277777,1877.7895683636405,True
FKID006478,2023-12-04 11:59:29.168000+05:30,96.69552313333334,False,vehicle_breakdown,Tumkur Road,West Zone 2,TumkurRdMarappanapalyaJunc,Low,False,unplanned,11.0,0.0,12.0,0,1.0,True,False,False,0.3658529977723824,False,2023-12-03,30.345930816666666,56.09315392333334,74.97949317166666,0.17391304347826086,0.0,0.0,37.70568009855072,cause_corridor,23,34.4432569460038,1.2766756035031461,15.128750399488437,60.0,52.716155205780694,71.95127878981481,2.368643090969009,1.6575440942944617,0.0,1.0764167717342512,0.2411953509261998,25.0,0.4558592132505176,0.5714285714285714,25,1.485233324516708,exact,35.83461010874292,0.0,71.87867936792102,0.2411953509261998,1045.212692384105,25.076570878727036,52.716155205780694,2.368643090969009,71.95127878981481,3792.994779938274,True
FKID006479,2023-12-04 12:34:11.485000+05:30,33.596919400000004,False,vehicle_breakdown,Bellary Road 2,North Zone 1,JakkurCrossJunction,High,True,unplanned,12.0,0.0,12.0,0,0.7,True,False,True,0.5924574243429106,False,2023-12-03,61.567557941666664,103.64486746666667,121.11941676250001,0.5,0.0625,0.0,64.14511382916668,cause_corridor,16,36.71032318445875,2.3969012840374533,10.80700324056105,60.0,52.46425895706347,68.96081761018519,1.554097950851747,1.0904338442818533,,1.0808338470209866,0.14118515851345087,25.0,0.26977225672877847,0.5652173913043478,25,0.8789440557022756,exact,16.795141591004118,0.14118515851345087,95.68201563609036,0.0988296109594156,2260.164949716473,11.784322088771432,52.46425895706347,1.554097950851747,68.96081761018519,3617.9781929915785,True
FKID006486,2023-12-05 04:15:10.504000+05:30,7203.5916,False,construction,IRR(Thanisandra road),Central Zone 1,Srinivagilu(Ejipura)Junc,High,False,planned,4.0,1.0,12.0,0,0.7,True,True,False,0.14200006725150535,False,2023-12-04,718.4818333333334,5001.927343483333,39737.205845675,0.8478260869565217,0.782608695652174,0.7391304347826086,144.62525981340582,cause_only,46,6.591858432683483,0.5797721652320331,4.172663994060996,15.0,64.47894601784053,1921.2007766716663,0.20907731844993982,0.1393848789666267,0.0,0.9999928256721042,0.19401382691282776,28.0,0.383947057083703,0.5414078674948241,28,1.292863324253532,exact,0.8724093986708887,0.19401382691282776,150.21825506832994,0.13580967883897943,4736.1305317882225,0.5816062657805932,64.47894601784053,0.20907731844993982,1921.2007766716663,123877.00116844567,True
FKID006488,2023-12-05 06:36:54.751000+05:30,1.7148693166666669,False,vehicle_breakdown,Magadi Road,Central Zone 2,LeprosyhospitalJunc,High,False,unplanned,6.0,1.0,12.0,0,1.0,True,False,False,0.6331791891523302,False,2023-12-04,63.96499075,76.74457922666669,118.80483252333327,0.6153846153846154,0.07692307692307693,0.0,58.00050380897436,cause_corridor,13,20.679580512118914,4.091148538711169,4.06186941018892,33.0,56.42185829292034,70.04477942685185,1.3388859306610326,1.071527065611417,1.3351913790401768,1.3341997860762658,0.2573391444374431,28.0,0.4221014492753623,0.6532091097308488,28,1.4213404499761748,exact,5.438379805484371,0.2573391444374431,85.64182617003809,0.2573391444374431,1322.7691761715666,4.352403009996511,56.42185829292034,1.3388859306610326,70.04477942685185,3952.056618980697,True
FKID006489,2023-12-05 06:54:12.748000+05:30,33.985266100000004,False,vehicle_breakdown,Tumkur Road,West Zone 1,HesaraghattaJunction,High,False,unplanned,6.0,1.0,12.0,0,1.0,True,False,False,0.5199808793245251,False,2023-12-04,30.526003799999998,58.346161116666664,74.42693082916666,0.19230769230769232,0.0,0.0,37.738875870512814,cause_corridor,26,39.521189914367056,5.620381782104897,5.969623990748402,67.0,54.328346137115,75.23802867777778,2.388277790188477,1.6968134927333978,0.7972465353856601,1.1019185000086824,0.26044966400758995,28.0,0.42720349009168884,0.6532091097308488,28,1.438520530741412,exact,14.25712039288071,0.0,72.90457689874904,0.26044966400758995,1206.4239935064904,10.12933853404688,54.328346137115,2.388277790188477,75.23802867777778,4087.5576646804957,True
FKID006492,2023-12-05 09:10:21.238000+05:30,46.4795299,False,vehicle_breakdown,Old Madras Road,Central Zone 1,RamaiahCircle-UlsoorPoliceStation,High,False,unplanned,9.0,1.0,12.0,0,1.0,True,False,False,0.7280884927354403,False,2023-12-04,43.62368715,75.43805625333333,77.83019476333334,0.4,0.0,0.0,42.148969040000004,cause_corridor,5,19.79147910712562,0.0,19.79147910712562,33.0,60.012706763378546,9529.98959242381,0.804647737788174,0.5738649461099797,,1.108454543930029,0.19998774767205774,28.0,0.40036231884057977,0.5351966873706004,28,1.3481383667155995,exact,15.925168891030541,0.19998774767205774,35.10170117922654,0.19998774767205774,863.3772928050095,11.357636091247434,60.012706763378546,0.804647737788174,9529.98959242381,571920.4708681796,True
FKID006493,2023-12-05 09:15:23.856000+05:30,140.87877841666665,False,vehicle_breakdown,Non-corridor,Central Zone 2,ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),Low,False,unplanned,9.0,1.0,12.0,0,1.0,True,False,False,0.636984254478025,False,2023-12-04,50.3255556,88.99168374999999,127.14900161666667,0.42574257425742573,0.07920792079207921,0.009900990099009901,57.27177184141914,cause_corridor,101,257.8283166996832,1.4265571010072158,106.25273008933678,422.0,30.071998716524313,70.34122352037038,13.571620597316375,9.394899939548978,0.38134276359381253,1.0586790895942286,0.36554766834269947,28.0,0.5483215025140492,0.7142857142857143,28,1.8463607089074758,exact,1442.0217402015405,0.36554766834269947,682.9993469523505,0.36554766834269947,12975.353287324317,998.2337674932239,30.071998716524313,13.571620597316375,70.34122352037038,2115.301183423328,True
FKID001029,2023-12-05 10:24:28.082000+05:30,100585.63057978333,False,others,Bellary Road 1,West Zone 2,MekhriCircle,High,False,unplanned,10.0,1.0,12.0,0,0.48999999999999994,True,True,True,0.35982149355197235,False,2023-12-04,452.1203694833333,1288.573407946667,110180.77048762822,0.7142857142857143,0.7142857142857143,0.7142857142857143,134.8729677547619,cause_corridor,7,63.31162125363915,14.377014258124083,4.11728962403673,103.0,51.684964877195874,70.6254553962963,2.564035396223056,1.9686802025359125,0.812383924766798,1.2462396783629026,0.2532328642442064,28.0,0.4114537119195504,0.6594202898550725,28,1.385486368379158,exact,10.556876332532095,0.0,1159.252630708713,0.1240841034796611,28624.473593784194,8.10562657094764,51.684964877195874,2.564035396223056,70.6254553962963,3650.2741815935383,True
FKID006494,2023-12-05 10:24:57.945000+05:30,30.651319966666666,False,accident,Non-corridor,Central Zone 2,K R Circle,Low,False,unplanned,10.0,1.0,12.0,0,1.0,True,False,False,0.7462873262678573,False,2023-12-04,81.42883803333334,1451.91375,2505.9168999999997,0.6666666666666666,0.3333333333333333,0.3333333333333333,97.6521551138889,cause_corridor,6,257.8283166996832,4.158541508322191,49.98085530255655,422.0,30.071998716524313,70.34122352037038,13.571620597316375,9.394899939548978,0.38134276359381253,1.0586790895942286,0.3661392093069112,28.0,0.5492088139603668,0.7142857142857143,28,1.8493485490405603,exact,678.3212052956658,0.3661392093069112,1105.1212954687257,0.3661392093069112,20994.66024094548,469.5651344605947,30.071998716524313,13.571620597316375,70.34122352037038,2115.301183423328,True
FKID006495,2023-12-05 10:25:57.016000+05:30,1564.7028752166666,False,road_conditions,ORR West 1,West Zone 1,MysoreRd-RingRdJunc(Nayandanahallii),High,False,unplanned,10.0,1.0,12.0,0,1.0,True,False,False,0.4533702485525497,False,2023-12-04,3629.1318345500003,73329.93657168339,150086.3204157883,0.8636363636363636,0.8181818181818182,0.8181818181818182,154.44032182954547,cause_only,22,7.638281334696691,2.935229864074301,1.9410000428255727,13.0,57.87089153485614,72.42048535925926,0.8263595653605931,0.5509148493659483,0.014621069946847653,1.0000212536242123,0.27653271978818833,28.0,0.43696391600118306,0.6780538302277433,28,1.4713867722053438,exact,1.6039639517542328,0.27653271978818833,2998.96780543503,0.27653271978818833,27720.329952996828,1.0693257462125494,57.87089153485614,0.8263595653605931,72.42048535925926,4191.0380531273295,True
FKID005276,2023-12-05 10:30:44.348000+05:30,8165.740103133333,False,road_conditions,Bellary Road 1,West Zone 2,,High,False,unplanned,10.0,1.0,12.0,0,1.0,True,False,False,0.47093355848848123,False,2023-12-04,285.75430693333334,12558.5281999,68166.06943102501,0.8333333333333334,0.6666666666666666,0.6666666666666666,135.43554075277777,cause_corridor,6,63.31162125363915,271.3281260206433,0.2324828587438667,103.0,51.684964877195874,70.6254553962963,2.564035396223056,1.9686802025359125,0.812383924766798,1.2462396783629026,0.2532328642442064,28.0,0.4114537119195504,0.6594202898550725,28,1.385486368379158,exact,0.596094278834399,0.0,732.6841576002541,0.2532328642442064,18091.568452159354,0.45768440143800343,51.684964877195874,2.564035396223056,70.6254553962963,3650.2741815935383,True
FKID006496,2023-12-05 11:12:04.551000+05:30,41.87327523333333,False,vehicle_breakdown,IRR(Thanisandra road),South Zone 2,SonyworldJunction,High,False,unplanned,11.0,1.0,12.0,0,1.0,True,False,False,0.6328051672352424,False,2023-12-04,47.083670383333335,84.86765567666667,130.79848205666673,0.3901639344262295,0.06229508196721312,0.006557377049180328,54.0318925751366,cause_only,305,6.591858432683483,0.0,6.591858432683483,15.0,64.47894601784053,1921.2007766716663,0.20907731844993982,0.1393848789666267,0.0,0.9999928256721042,0.20440287226001516,28.0,0.3999186631174209,0.5476190476190477,28,1.346644446649057,exact,1.3782080847070857,0.20440287226001516,9.844127546528183,0.20440287226001516,310.3688896580654,0.9188053898047249,64.47894601784053,0.20907731844993982,1921.2007766716663,123877.00116844567,True
FKID006499,2023-12-05 14:09:30.034000+05:30,18.1132444,False,vehicle_breakdown,Non-corridor,Central Zone 2,K R Circle,Low,False,unplanned,14.0,1.0,12.0,0,1.0,True,False,False,0.6366118856876685,False,2023-12-04,50.3255556,88.99168374999999,127.14900161666667,0.42574257425742573,0.07920792079207921,0.009900990099009901,57.27177184141914,cause_corridor,101,257.8283166996832,4.158541508322191,49.98085530255655,422.0,30.071998716524313,70.34122352037038,13.571620597316375,9.394899939548978,0.38134276359381253,1.0586790895942286,0.3445539652533982,28.0,0.5354554865424431,0.6894409937888198,28,1.8030370269777474,exact,678.3212052956658,0.3445539652533982,682.9993469523505,0.3445539652533982,12975.353287324317,469.5651344605947,30.071998716524313,13.571620597316375,70.34122352037038,2115.301183423328,True
FKID006503,2023-12-06 01:35:04.786000+05:30,22.29174835,False,vehicle_breakdown,Hosur Road,South Zone 2,SilkBoardJunc,High,False,unplanned,1.0,2.0,12.0,0,1.0,True,False,False,0.6272096578170986,False,2023-12-05,36.529660166666666,98.87336361000001,143.37040072,0.3333333333333333,0.1111111111111111,0.0,56.92319218703704,cause_corridor,9,22.525559258098244,7.982408736557488,2.5077415110739185,37.0,60.199545751052675,1925.1647150599997,1.2018560535315062,0.8372915624856865,1.16921604529537,1.0690494277986993,0.17200999216636875,30.0,0.36394064872325743,0.5041407867494824,30,1.2497675309076894,exact,3.0139443157764356,0.17200999216636875,43.90339320475706,0.17200999216636875,822.8510247624409,2.0997108081172975,60.199545751052675,1.2018560535315062,1925.1647150599997,115894.04134256674,True
FKID004437,2023-12-06 01:35:38.864000+05:30,119.49004745,False,vehicle_breakdown,ORR North 2,North Zone 2,,High,False,unplanned,1.0,2.0,12.0,0,1.0,True,False,False,0.6335530507103119,False,2023-12-05,36.75914435,78.30305866,90.73134041,0.3333333333333333,0.0,0.0,45.77546395925926,cause_corridor,9,17.32604108717322,266.74949768223615,0.06470989203399248,31.0,66.55365891006404,56.67968177638888,0.8904156471035238,0.599378510585166,,1.0146448580075222,0.17692654014977127,30.0,0.37822636300897167,0.4989648033126294,30,1.2988244909717628,exact,0.057618700389446574,0.17692654014977127,32.73091730337709,0.17692654014977127,636.8904453374313,0.03878571870746131,66.55365891006404,0.8904156471035238,56.67968177638888,3772.240208076759,True
FKID006504,2023-12-06 01:53:16.087000+05:30,35.64787915,False,vehicle_breakdown,Magadi Road,West Zone 2,PrasannaJunction,High,False,unplanned,1.0,2.0,12.0,0,1.0,True,False,False,0.6335530507103119,False,2023-12-05,63.96499075,80.12173654,115.11275192999996,0.6,0.06666666666666667,0.0,57.807951079999995,cause_corridor,15,21.597201695242937,0.7950032830432172,12.031845233523706,35.0,56.35190234659618,71.33821033888889,1.2692839533710858,0.9323231110315234,1.0921015119724256,1.160871559116839,0.26375801580871794,30.0,0.4020358868184955,0.6997929606625259,30,1.3805860910785521,exact,15.271828084356024,0.26375801580871794,81.18973633650494,0.26375801580871794,1381.4648066620987,11.217567379568628,56.35190234659618,1.2692839533710858,71.33821033888889,4020.043862598004,True
FKID006505,2023-12-06 02:04:58.278000+05:30,61.508581766666666,False,vehicle_breakdown,Non-corridor,East Zone 2,Devasandra(k r puram),Low,False,unplanned,2.0,2.0,12.0,0,1.0,True,False,False,0.6375052948268521,False,2023-12-05,51.724422258333334,89.84787174333334,127.09866123916666,0.4326923076923077,0.07692307692307693,0.009615384615384616,57.80371106939102,cause_corridor,104,252.95044009989192,7.359716573368007,30.258255513796907,430.0,30.645986968301845,71.45207775833333,13.44826124014413,9.148181225204487,1.2165549879377469,1.0308772028717796,0.33442499164126893,30.0,0.508247066942719,0.7018633540372671,30,1.7453139245984028,exact,406.9209248205724,0.33442499164126893,695.6035430255926,0.33442499164126893,13083.715374158062,276.80800499875704,30.645986968301845,13.44826124014413,71.45207775833333,2189.7194438399733,True
FKID004477,2023-12-06 02:29:31.089000+05:30,726.2485166666667,False,construction,ORR East 2,East Zone 1,,High,False,planned,2.0,2.0,12.0,0,1.0,True,False,False,0.14207854731310007,False,2023-12-05,726.5043083333333,730.851,739.0437591666666,1.0,1.0,1.0,180.0,cause_corridor,12,12.837549239080078,266.74949768223615,0.0479461188544063,22.0,72.33360448008008,160.58659404374998,1.2645800309711064,0.8432667639649213,0.0,1.0003785703378594,0.17756007570009727,30.0,0.37491373360938574,0.505175983436853,30,1.2874489640003834,exact,0.060631704465849465,0.0,918.7228407328088,0.17756007570009727,9326.53483063298,0.040431368491032696,72.33360448008008,1.2645800309711064,160.58659404374998,11615.807178363795,True
FKID004680,2023-12-06 02:49:13.312000+05:30,5760.544800000001,False,construction,Non-corridor,North Zone 2,,Low,False,planned,2.0,2.0,12.0,0,1.0,True,False,False,0.1442108257165414,False,2023-12-05,1772.8786249999998,19439.30903955,50938.695757975,0.8125,0.8125,0.8125,146.87658241979167,cause_corridor,16,252.95044009989192,266.74949768223615,0.9447279725622205,430.0,30.645986968301845,71.45207775833333,13.44826124014413,9.148181225204487,1.2165549879377469,1.0308772028717796,0.3909677213670597,30.0,0.5272946859903381,0.7908902691511387,30,1.8107232046838342,exact,12.704948575888459,0.3909677213670597,23842.13489606752,0.3909677213670597,448450.4284374412,8.642542701519206,30.645986968301845,13.44826124014413,71.45207775833333,2189.7194438399733,True
FKID006508,2023-12-06 02:54:50.286000+05:30,69.16106485,False,vehicle_breakdown,Mysore Road,West Zone 2,SatteliteBusStandJunc,Low,False,unplanned,2.0,2.0,12.0,0,1.0,True,False,False,0.3946855205925994,False,2023-12-05,35.775230041666674,70.3720422,128.29341445,0.2391304347826087,0.06521739130434782,0.0,45.82357862789855,cause_corridor,46,64.01415344530216,11.563197781776099,5.095370984142246,104.0,51.63890770770071,75.76909838981481,3.628502763497393,2.5046448917517115,0.5449243827488367,1.0540630351638152,0.2239316095058061,30.0,0.4272946859903381,0.5590062111801243,30,1.4673244842353195,exact,18.48856769700457,0.0,129.81052107094249,0.2239316095058061,2290.121065428234,12.762094907011766,51.63890770770071,3.628502763497393,75.76909838981481,3912.633478847342,True
FKID004446,2023-12-06 03:02:14.452000+05:30,117.56678289999999,False,vehicle_breakdown,Non-corridor,East Zone 2,,Low,False,unplanned,3.0,2.0,12.0,0,1.0,True,False,False,0.6374308802354398,False,2023-12-05,51.724422258333334,89.84787174333334,127.09866123916666,0.4326923076923077,0.07692307692307693,0.009615384615384616,57.80371106939102,cause_corridor,104,252.95044009989192,266.74949768223615,0.9447279725622205,430.0,30.645986968301845,71.45207775833333,13.44826124014413,9.148181225204487,1.2165549879377469,1.0308772028717796,0.34095786235098946,30.0,0.5136300897170462,0.7080745341614907,30,1.7637991559268942,exact,12.704948575888459,0.34095786235098946,695.6035430255926,0.34095786235098946,13083.715374158062,8.642542701519206,30.645986968301845,13.44826124014413,71.45207775833333,2189.7194438399733,True
FKID006510,2023-12-06 03:07:57.409000+05:30,21.842817266666668,False,vehicle_breakdown,Old Airport Road,Central Zone 1,ISRO Junction-Airport rd,High,False,unplanned,3.0,2.0,12.0,0,1.0,True,False,False,0.6334035253546202,False,2023-12-05,63.47326641666667,84.79879774333335,129.84428017333332,0.6,0.2,0.0,57.70545086,cause_corridor,5,8.305283146373961,1.8519910462719777,2.912100007196844,17.0,73.46667100325662,325.3083457083333,0.46793495081656655,0.3119566338777574,,0.9999967944367382,0.22698224493010813,30.0,0.3802967563837129,0.6366459627329192,30,1.305934195328875,exact,1.3626733736405783,0.22698224493010813,29.701359798849744,0.22698224493010813,527.163449815646,0.9084489157605206,73.46667100325662,0.46793495081656655,325.3083457083333,23899.321208767793,True
FKID006514,2023-12-06 03:17:02.478000+05:30,10598.786369849999,False,tree_fall,Non-corridor,South Zone 1,SwagathMainRd-EastEndRdJunc,Low,True,unplanned,3.0,2.0,12.0,0,0.48999999999999994,True,True,True,0.3569008459889544,False,2023-12-05,77.63881098333333,4971.546178633338,71925.21600531666,0.5879396984924623,0.36180904522613067,0.32160804020100503,94.82837204296482,corridor_only,199,252.95044009989192,0.0,252.95044009989192,430.0,30.645986968301845,71.45207775833333,13.44826124014413,9.148181225204487,1.2165549879377469,1.0308772028717796,0.252566425120773,30.0,0.40410628019323674,0.6666666666666667,30,1.3876957954356643,exact,3401.743599272776,0.0,1044.107012478038,0.12375754830917875,19638.771407066488,2314.0364670290437,30.645986968301845,13.44826124014413,71.45207775833333,2189.7194438399733,True
FKID006515,2023-12-06 03:54:03.732000+05:30,6.345362283333333,False,vehicle_breakdown,Tumkur Road,West Zone 1,JalahalliCross(SM Circle),High,False,unplanned,3.0,2.0,12.0,0,1.0,True,False,False,0.5202219876250841,False,2023-12-05,30.706076783333334,62.82500319666667,90.29122661333332,0.2222222222222222,0.0,0.0,39.92245539876543,cause_corridor,27,39.521998584700306,4.488630952503687,7.200702493337068,69.0,54.360258247767575,76.26754886944444,2.3620657695424705,1.6443894514413848,0.0,1.067874086057311,0.2480033148262456,30.0,0.40886818495514154,0.6469979296066253,30,1.4040481154570223,exact,17.00853287617061,0.0,72.52977288685443,0.2480033148262456,1213.565523172599,11.840759223011153,54.360258247767575,2.3620657695424705,76.26754886944444,4145.923652467233,True
FKID006522,2023-12-06 05:55:00.375000+05:30,38.393301550000004,False,accident,Bellary Road 2,North Zone 2,KogilluCrossJunc,High,False,unplanned,5.0,2.0,12.0,0,1.0,True,False,False,0.7474269748201682,False,2023-12-05,16.327909866666666,59.793410279999996,60.85864377,0.2,0.0,0.0,33.40442053,cause_corridor,5,37.96419856185401,1.9214642038925493,12.99492169415276,65.0,54.533347139194944,73.2770876898148,1.5987318241746917,1.1797015909277428,,1.1693156953496346,0.24125762466297174,30.0,0.4088681849551416,0.629399585921325,30,1.4040481154570223,exact,20.775394865100118,0.0,26.103949126095944,0.24125762466297174,619.8760122781886,15.33012979657345,54.533347139194944,1.5987318241746917,73.2770876898148,3996.0448603378995,True
FKID004456,2023-12-06 06:22:27.811000+05:30,88.33196928333334,False,others,ORR North 2,North Zone 2,,High,False,unplanned,6.0,2.0,12.0,0,1.0,True,False,False,0.34400057455710703,False,2023-12-05,205.8966446,1424.1635760433342,1886.0451551433332,0.7142857142857143,0.5714285714285714,0.5714285714285714,116.9566671952381,cause_corridor,7,17.32604108717322,266.74949768223615,0.06470989203399248,31.0,66.55365891006404,56.67968177638888,0.8904156471035238,0.599378510585166,,1.0146448580075222,0.19968723745011557,30.0,0.402657004830918,0.5289855072463768,30,1.3827190023856861,exact,0.057618700389446574,0.0,183.33359403795328,0.19968723745011557,3567.373724050702,0.03878571870746131,66.55365891006404,0.8904156471035238,56.67968177638888,3772.240208076759,True
FKID006524,2023-12-06 07:40:07.389000+05:30,14.366989850000001,False,vehicle_breakdown,Non-corridor,West Zone 2,BhashyamCircle-SadashivNagar,Low,False,unplanned,7.0,2.0,12.0,0,1.0,True,False,False,0.6371331560361009,False,2023-12-05,51.724422258333334,89.84787174333334,127.09866123916666,0.4326923076923077,0.07692307692307693,0.009615384615384616,57.80371106939102,cause_corridor,104,252.95044009989192,0.0,252.95044009989192,430.0,30.645986968301845,71.45207775833333,13.44826124014413,9.148181225204487,1.2165549879377469,1.0308772028717796,0.35455486542443077,30.0,0.5436507936507938,0.6956521739130436,30,1.8668898691050206,exact,3401.743599272776,0.35455486542443077,695.6035430255926,0.35455486542443077,13083.715374158062,2314.0364670290437,30.645986968301845,13.44826124014413,71.45207775833333,2189.7194438399733,True
FKID006525,2023-12-06 08:05:54.164000+05:30,115.13290099999999,False,vehicle_breakdown,Bellary Road 1,North Zone 2,MekhriCircle,High,False,unplanned,8.0,2.0,12.0,0,1.0,True,False,False,0.6492858521039767,False,2023-12-05,45.69598244166666,92.76918867666667,127.37325517833331,0.46875,0.0625,0.03125,57.994404578125,cause_corridor,32,60.22387704930635,13.67583899879393,4.103607095598118,103.0,52.060049529478015,71.91888630833333,2.387186899770751,1.6149832096313026,0.812383924766798,1.0223377840341175,0.2073189999849972,30.0,0.4084541062801933,0.5414078674948241,30,1.4026261745856,exact,9.796077100418128,0.2073189999849972,109.0848506569009,0.2073189999849972,2751.9892282141946,6.627256558314836,52.060049529478015,2.387186899770751,71.91888630833333,3744.1007833167314,True
FKID006526,2023-12-06 08:11:14.360000+05:30,109.37136253333333,False,vehicle_breakdown,Non-corridor,Central Zone 2,K R Circle,Low,True,unplanned,8.0,2.0,12.0,0,1.0,True,False,False,0.5917014752027431,False,2023-12-05,51.724422258333334,89.84787174333334,127.09866123916666,0.4326923076923077,0.07692307692307693,0.009615384615384616,57.80371106939102,cause_corridor,104,252.95044009989192,3.9557270457236484,51.04204443991031,430.0,30.645986968301845,71.45207775833333,13.44826124014413,9.148181225204487,1.2165549879377469,1.0308772028717796,0.2519043573636134,30.0,0.42273982056590753,0.6356107660455487,30,1.4516831346496732,exact,686.4267478589601,0.2519043573636134,695.6035430255926,0.2519043573636134,13083.715374158062,466.9418726412406,30.645986968301845,13.44826124014413,71.45207775833333,2189.7194438399733,True
FKID004458,2023-12-06 08:28:09.742000+05:30,1080.0639681999999,False,road_conditions,Bellary Road 1,West Zone 2,,High,False,unplanned,8.0,2.0,12.0,0,1.0,True,False,False,0.47109401648927096,False,2023-12-05,285.75430693333334,12558.5281999,68166.06943102501,0.8333333333333334,0.6666666666666666,0.6666666666666666,135.43554075277777,cause_corridor,6,60.22387704930635,266.74949768223615,0.22492619993924234,103.0,52.060049529478015,71.91888630833333,2.387186899770751,1.6149832096313026,0.812383924766798,1.0223377840341175,0.24525554944725206,30.0,0.40369220151828844,0.6480331262939958,30,1.3862738545642417,exact,0.536940877910176,0.0,682.1489380643236,0.24525554944725206,17209.232247062817,0.3632520363080497,52.060049529478015,2.387186899770751,71.91888630833333,3744.1007833167314,True
FKID006527,2023-12-06 08:57:40.607000+05:30,2.269037,False,others,Magadi Road,West Zone 2,PrasannaJunction,High,False,unplanned,8.0,2.0,12.0,0,1.0,True,False,False,0.3438552622521938,False,2023-12-05,22794.13647255,55055.99183526335,106744.39036960332,1.0,0.8,0.8,159.53259887,cause_corridor,5,21.597201695242937,0.7950032830432172,12.031845233523706,35.0,56.35190234659618,71.33821033888889,1.2692839533710858,0.9323231110315234,1.0921015119724256,1.160871559116839,0.30120854658813745,30.0,0.432263630089717,0.7432712215320911,30,1.4843877746923888,exact,15.271828084356024,0.30120854658813745,28932.23165555832,0.30120854658813745,492289.5628665557,11.217567379568628,56.35190234659618,1.2692839533710858,71.33821033888889,4020.043862598004,True
