event_id,horizon_min,quantity,forecast_mean,forecast_variance,forecast_confidence,generated_at
FKID005996,5,queue_length,113.9901,1666.856509,0.5485,2026-06-20T02:27:28.192130+00:00
FKID005996,5,travel_time,262.8444,191.686634,0.7163,2026-06-20T02:27:28.192130+00:00
FKID005996,5,incident_intensity,0.1479,0.01708,0.5685,2026-06-20T02:27:28.192130+00:00
FKID005996,15,speed,46.437,49.860536,0.5621,2026-06-20T02:27:28.192130+00:00
FKID005996,15,queue_length,114.1808,1811.055723,0.5279,2026-06-20T02:27:28.192130+00:00
FKID005996,15,travel_time,263.5472,237.65504,0.6707,2026-06-20T02:27:28.192130+00:00
FKID005996,15,incident_intensity,0.1751,0.018492,0.5489,2026-06-20T02:27:28.192130+00:00
FKID005996,30,speed,46.272,62.382625,0.5064,2026-06-20T02:27:28.192130+00:00
FKID005996,30,queue_length,114.4458,2191.504253,0.4803,2026-06-20T02:27:28.192130+00:00
FKID005996,30,travel_time,264.475,335.514221,0.5906,2026-06-20T02:27:28.192130+00:00
FKID005996,30,incident_intensity,0.2081,0.023018,0.4943,2026-06-20T02:27:28.192130+00:00
FKID000968,5,speed,43.865,39.765844,0.6168,2026-06-20T02:27:28.192130+00:00
FKID000968,5,queue_length,148.7698,1457.783037,0.5814,2026-06-20T02:27:28.192130+00:00
FKID000968,5,travel_time,204.645,169.479829,0.7407,2026-06-20T02:27:28.192130+00:00
FKID000968,5,incident_intensity,0.3833,0.015133,0.5979,2026-06-20T02:27:28.192130+00:00
FKID000968,15,speed,43.7471,45.433541,0.5848,2026-06-20T02:27:28.192130+00:00
FKID000968,15,queue_length,149.0186,1625.964482,0.5546,2026-06-20T02:27:28.192130+00:00
FKID000968,15,travel_time,205.1929,219.567458,0.6879,2026-06-20T02:27:28.192130+00:00
FKID000968,15,incident_intensity,0.4106,0.017097,0.5682,2026-06-20T02:27:28.192130+00:00
FKID000968,30,speed,43.5915,59.128376,0.5198,2026-06-20T02:27:28.192130+00:00
FKID000968,30,queue_length,149.3645,2037.328431,0.4985,2026-06-20T02:27:28.192130+00:00
FKID000968,30,travel_time,205.9162,322.218186,0.6003,2026-06-20T02:27:28.192130+00:00
FKID000968,30,incident_intensity,0.4438,0.022172,0.5037,2026-06-20T02:27:28.192130+00:00
FKID001931,5,speed,40.1046,38.574631,0.6239,2026-06-20T02:27:28.192130+00:00
FKID001931,5,queue_length,120.7528,1412.058601,0.5892,2026-06-20T02:27:28.192130+00:00
FKID001931,5,travel_time,185.0237,164.621758,0.7462,2026-06-20T02:27:28.192130+00:00
FKID001931,5,incident_intensity,0.3654,0.014705,0.6048,2026-06-20T02:27:28.192130+00:00
FKID001931,15,speed,39.998,44.46329,0.5901,2026-06-20T02:27:28.192130+00:00
FKID001931,15,queue_length,120.9525,1585.484967,0.5609,2026-06-20T02:27:28.192130+00:00
FKID001931,15,travel_time,185.5137,215.610529,0.6918,2026-06-20T02:27:28.192130+00:00
FKID001931,15,incident_intensity,0.3927,0.01679,0.5727,2026-06-20T02:27:28.192130+00:00
FKID001931,30,speed,39.8572,58.415153,0.5228,2026-06-20T02:27:28.192130+00:00
FKID001931,30,queue_length,121.2302,2003.610128,0.5027,2026-06-20T02:27:28.192130+00:00
FKID001931,30,travel_time,186.1605,319.30948,0.6025,2026-06-20T02:27:28.192130+00:00
FKID001931,30,incident_intensity,0.426,0.021986,0.5058,2026-06-20T02:27:28.192130+00:00
FKID001932,5,speed,44.0946,44.542921,0.5896,2026-06-20T02:27:28.192130+00:00
FKID001932,5,queue_length,233.0198,1641.502246,0.5523,2026-06-20T02:27:28.192130+00:00
FKID001932,5,travel_time,240.5054,188.994197,0.7192,2026-06-20T02:27:28.192130+00:00
FKID001932,5,incident_intensity,0.2567,0.016845,0.5719,2026-06-20T02:27:28.192130+00:00
FKID001932,15,speed,43.9783,49.3245,0.5647,2026-06-20T02:27:28.192130+00:00
FKID001932,15,queue_length,233.4026,1788.609776,0.531,2026-06-20T02:27:28.192130+00:00
FKID001932,15,travel_time,241.1372,235.462033,0.6727,2026-06-20T02:27:28.192130+00:00
FKID001932,15,incident_intensity,0.2839,0.018323,0.5512,2026-06-20T02:27:28.192130+00:00
FKID001932,30,speed,43.8248,61.988589,0.508,2026-06-20T02:27:28.192130+00:00
FKID001932,30,queue_length,233.9348,2172.807408,0.4824,2026-06-20T02:27:28.192130+00:00
FKID001932,30,travel_time,241.9712,333.902159,0.5918,2026-06-20T02:27:28.192130+00:00
FKID001932,30,incident_intensity,0.317,0.022916,0.4954,2026-06-20T02:27:28.192130+00:00
FKID003103,5,speed,38.3232,45.686265,0.5835,2026-06-20T02:27:28.192130+00:00
FKID003103,5,queue_length,246.212,1685.557328,0.5457,2026-06-20T02:27:28.192130+00:00
FKID003103,5,travel_time,240.5094,193.672423,0.7142,2026-06-20T02:27:28.192130+00:00
FKID003103,5,incident_intensity,0.4148,0.017254,0.566,2026-06-20T02:27:28.192130+00:00
FKID003103,15,speed,38.2223,50.255761,0.5601,2026-06-20T02:27:28.192130+00:00
FKID003103,15,queue_length,246.616,1827.611424,0.5256,2026-06-20T02:27:28.192130+00:00
FKID003103,15,travel_time,241.1401,239.272477,0.6692,2026-06-20T02:27:28.192130+00:00
FKID003103,15,incident_intensity,0.4419,0.018616,0.5472,2026-06-20T02:27:28.192130+00:00
FKID003103,30,speed,38.0891,62.673151,0.5052,2026-06-20T02:27:28.192130+00:00
FKID003103,30,queue_length,247.1776,2205.294688,0.4787,2026-06-20T02:27:28.192130+00:00
FKID003103,30,travel_time,241.9728,336.703186,0.5897,2026-06-20T02:27:28.192130+00:00
FKID003103,30,incident_intensity,0.475,0.023093,0.4935,2026-06-20T02:27:28.192130+00:00
FKID001646,5,speed,35.1819,38.811357,0.6225,2026-06-20T02:27:28.192130+00:00
FKID001646,5,queue_length,135.0495,1421.142511,0.5876,2026-06-20T02:27:28.192130+00:00
FKID001646,5,travel_time,263.9363,165.586935,0.7451,2026-06-20T02:27:28.192130+00:00
FKID001646,5,incident_intensity,0.3633,0.01479,0.6034,2026-06-20T02:27:28.192130+00:00
FKID001646,15,speed,35.089,44.656106,0.589,2026-06-20T02:27:28.192130+00:00
FKID001646,15,queue_length,135.2714,1593.526887,0.5596,2026-06-20T02:27:28.192130+00:00
FKID001646,15,travel_time,264.6309,216.396671,0.691,2026-06-20T02:27:28.192130+00:00
FKID001646,15,incident_intensity,0.3906,0.016851,0.5718,2026-06-20T02:27:28.192130+00:00
FKID001646,30,speed,34.9663,58.55689,0.5222,2026-06-20T02:27:28.192130+00:00
FKID001646,30,queue_length,135.58,2010.308823,0.5018,2026-06-20T02:27:28.192130+00:00
FKID001646,30,travel_time,265.5478,319.887367,0.6021,2026-06-20T02:27:28.192130+00:00
FKID001646,30,incident_intensity,0.4239,0.022023,0.5054,2026-06-20T02:27:28.192130+00:00
FKID004531,5,speed,44.9682,40.227655,0.614,2026-06-20T02:27:28.192130+00:00
FKID004531,5,queue_length,184.1381,1475.518971,0.5785,2026-06-20T02:27:28.192130+00:00
FKID004531,5,travel_time,212.7098,171.364075,0.7385,2026-06-20T02:27:28.192130+00:00
FKID004531,5,incident_intensity,0.4314,0.015299,0.5953,2026-06-20T02:27:28.192130+00:00
FKID004531,15,speed,44.8497,45.809689,0.5828,2026-06-20T02:27:28.192130+00:00
FKID004531,15,queue_length,184.4401,1641.665977,0.5523,2026-06-20T02:27:28.192130+00:00
FKID004531,15,travel_time,213.2681,221.102188,0.6864,2026-06-20T02:27:28.192130+00:00
FKID004531,15,incident_intensity,0.4586,0.017216,0.5665,2026-06-20T02:27:28.192130+00:00
FKID004531,30,speed,44.6933,59.404879,0.5186,2026-06-20T02:27:28.192130+00:00
FKID004531,30,queue_length,184.8599,2050.407337,0.4969,2026-06-20T02:27:28.192130+00:00
FKID004531,30,travel_time,214.0052,323.346354,0.5995,2026-06-20T02:27:28.192130+00:00
FKID004531,30,incident_intensity,0.4919,0.022244,0.5029,2026-06-20T02:27:28.192130+00:00
FKID000164,5,speed,46.87,44.865106,0.5879,2026-06-20T02:27:28.192130+00:00
FKID000164,5,queue_length,83.1343,1653.913325,0.5504,2026-06-20T02:27:28.192130+00:00
FKID000164,5,travel_time,240.5041,190.312183,0.7178,2026-06-20T02:27:28.192130+00:00
FKID000164,5,incident_intensity,0.3094,0.01696,0.5702,2026-06-20T02:27:28.192130+00:00
FKID000164,15,speed,46.747,49.586922,0.5634,2026-06-20T02:27:28.192130+00:00
FKID000164,15,queue_length,83.2701,1799.597215,0.5295,2026-06-20T02:27:28.192130+00:00
FKID000164,15,travel_time,241.1326,236.53554,0.6717,2026-06-20T02:27:28.192130+00:00
FKID000164,15,incident_intensity,0.3365,0.018406,0.55,2026-06-20T02:27:28.192130+00:00
FKID000164,30,speed,46.5847,62.181493,0.5072,2026-06-20T02:27:28.192130+00:00
FKID000164,30,queue_length,83.459,2181.959637,0.4813,2026-06-20T02:27:28.192130+00:00
FKID000164,30,travel_time,241.9623,334.691286,0.5912,2026-06-20T02:27:28.192130+00:00
FKID000164,30,incident_intensity,0.3696,0.022966,0.4949,2026-06-20T02:27:28.192130+00:00
FKID005593,5,speed,51.3943,51.249463,0.5553,2026-06-20T02:27:28.192130+00:00
FKID005593,5,queue_length,180.2912,1900.381073,0.5159,2026-06-20T02:27:28.192130+00:00
FKID005593,5,travel_time,240.5279,216.477796,0.691,2026-06-20T02:27:28.192130+00:00
FKID005593,5,incident_intensity,0.2767,0.019233,0.5391,2026-06-20T02:27:28.192130+00:00
FKID005593,15,speed,51.2602,54.78702,0.5388,2026-06-20T02:27:28.192130+00:00
FKID005593,15,queue_length,180.5846,2017.793341,0.5009,2026-06-20T02:27:28.192130+00:00
FKID005593,15,travel_time,241.1527,257.847596,0.6524,2026-06-20T02:27:28.192130+00:00
FKID005593,15,incident_intensity,0.3036,0.020034,0.529,2026-06-20T02:27:28.192130+00:00
FKID005593,30,speed,51.0833,66.004043,0.4923,2026-06-20T02:27:28.192130+00:00
FKID005593,30,queue_length,180.9925,2363.710901,0.4614,2026-06-20T02:27:28.192130+00:00
FKID005593,30,travel_time,241.9776,350.357605,0.5801,2026-06-20T02:27:28.192130+00:00
FKID005593,30,incident_intensity,0.3365,0.023953,0.4844,2026-06-20T02:27:28.192130+00:00
FKID004694,5,speed,50.9923,39.565617,0.618,2026-06-20T02:27:28.192130+00:00
FKID004694,5,queue_length,95.1007,1450.094938,0.5827,2026-06-20T02:27:28.192130+00:00
FKID004694,5,travel_time,211.1257,168.66303,0.7416,2026-06-20T02:27:28.192130+00:00
FKID004694,5,incident_intensity,0.1488,0.015061,0.599,2026-06-20T02:27:28.192130+00:00
FKID004694,15,speed,50.8591,45.270455,0.5857,2026-06-20T02:27:28.192130+00:00
FKID004694,15,queue_length,95.2554,1619.158263,0.5557,2026-06-20T02:27:28.192130+00:00
FKID004694,15,travel_time,211.6755,218.90217,0.6886,2026-06-20T02:27:28.192130+00:00
FKID004694,15,incident_intensity,0.1761,0.017045,0.569,2026-06-20T02:27:28.192130+00:00
FKID004694,30,speed,50.6831,59.008493,0.5203,2026-06-20T02:27:28.192130+00:00
FKID004694,30,queue_length,95.4704,2031.659041,0.4992,2026-06-20T02:27:28.192130+00:00
FKID004694,30,travel_time,212.4013,321.729138,0.6007,2026-06-20T02:27:28.192130+00:00
FKID004694,30,incident_intensity,0.2094,0.022141,0.504,2026-06-20T02:27:28.192130+00:00
FKID003235,5,speed,39.0761,57.736761,0.5257,2026-06-20T02:27:28.192130+00:00
FKID003235,5,queue_length,206.9697,2151.86482,0.4848,2026-06-20T02:27:28.192130+00:00
FKID003235,5,travel_time,240.3195,243.160514,0.6656,2026-06-20T02:27:28.192130+00:00
FKID003235,5,incident_intensity,0.5516,0.021524,0.5111,2026-06-20T02:27:28.192130+00:00
FKID003235,15,speed,38.9753,60.070965,0.5158,2026-06-20T02:27:28.192130+00:00
FKID003235,15,queue_length,207.3032,2240.430094,0.4747,2026-06-20T02:27:28.192130+00:00
FKID003235,15,travel_time,240.9366,279.580837,0.6339,2026-06-20T02:27:28.192130+00:00
FKID003235,15,incident_intensity,0.5784,0.021675,0.5093,2026-06-20T02:27:28.192130+00:00
FKID003235,30,speed,38.8423,69.888228,0.478,2026-06-20T02:27:28.192130+00:00
FKID003235,30,queue_length,207.7669,2549.161084,0.4427,2026-06-20T02:27:28.192130+00:00
FKID003235,30,travel_time,241.7513,366.333534,0.5692,2026-06-20T02:27:28.192130+00:00
FKID003235,30,incident_intensity,0.6111,0.024948,0.4742,2026-06-20T02:27:28.192130+00:00
FKID005137,5,speed,55.7413,38.45159,0.6247,2026-06-20T02:27:28.192130+00:00
FKID005137,5,queue_length,190.8881,1407.337729,0.59,2026-06-20T02:27:28.192130+00:00
FKID005137,5,travel_time,234.0052,164.120152,0.7468,2026-06-20T02:27:28.192130+00:00
FKID005137,5,incident_intensity,0.4388,0.01466,0.6055,2026-06-20T02:27:28.192130+00:00
FKID005137,15,speed,55.5961,44.363073,0.5906,2026-06-20T02:27:28.192130+00:00
FKID005137,15,queue_length,191.1973,1581.305613,0.5615,2026-06-20T02:27:28.192130+00:00
FKID005137,15,travel_time,234.6122,215.201967,0.6922,2026-06-20T02:27:28.192130+00:00
FKID005137,15,incident_intensity,0.4662,0.016758,0.5731,2026-06-20T02:27:28.192130+00:00
FKID005137,30,speed,55.4046,58.341484,0.5231,2026-06-20T02:27:28.192130+00:00
FKID005137,30,queue_length,191.6272,2000.128844,0.5031,2026-06-20T02:27:28.192130+00:00
FKID005137,30,travel_time,235.4136,319.009149,0.6027,2026-06-20T02:27:28.192130+00:00
FKID005137,30,incident_intensity,0.4995,0.021967,0.506,2026-06-20T02:27:28.192130+00:00
FKID001489,5,speed,47.921,44.941809,0.5875,2026-06-20T02:27:28.192130+00:00
FKID001489,5,queue_length,199.0929,1656.868424,0.55,2026-06-20T02:27:28.192130+00:00
FKID001489,5,travel_time,240.4978,190.625992,0.7174,2026-06-20T02:27:28.192130+00:00
FKID001489,5,incident_intensity,0.1861,0.016988,0.5698,2026-06-20T02:27:28.192130+00:00
FKID001489,15,speed,47.797,49.649397,0.5631,2026-06-20T02:27:28.192130+00:00
FKID001489,15,queue_length,199.414,1802.213343,0.5291,2026-06-20T02:27:28.192130+00:00
FKID001489,15,travel_time,241.118,236.79114,0.6715,2026-06-20T02:27:28.192130+00:00
FKID001489,15,incident_intensity,0.2132,0.018425,0.5498,2026-06-20T02:27:28.192130+00:00
FKID001489,30,speed,47.6332,62.227418,0.507,2026-06-20T02:27:28.192130+00:00
FKID001489,30,queue_length,199.8605,2184.138798,0.4811,2026-06-20T02:27:28.192130+00:00
FKID001489,30,travel_time,241.9367,334.879175,0.5911,2026-06-20T02:27:28.192130+00:00
FKID001489,30,incident_intensity,0.2463,0.022978,0.4947,2026-06-20T02:27:28.192130+00:00
FKID004408,5,speed,47.0508,45.067075,0.5868,2026-06-20T02:27:28.192130+00:00
FKID004408,5,queue_length,180.8021,1661.694807,0.5493,2026-06-20T02:27:28.192130+00:00
FKID004408,5,travel_time,208.9376,191.138512,0.7169,2026-06-20T02:27:28.192130+00:00
FKID004408,5,incident_intensity,0.0776,0.017032,0.5692,2026-06-20T02:27:28.192130+00:00
FKID004408,15,speed,46.9291,49.751427,0.5626,2026-06-20T02:27:28.192130+00:00
FKID004408,15,queue_length,181.0935,1806.486105,0.5285,2026-06-20T02:27:28.192130+00:00
FKID004408,15,travel_time,209.476,237.208591,0.6711,2026-06-20T02:27:28.192130+00:00
FKID004408,15,incident_intensity,0.1047,0.018458,0.5493,2026-06-20T02:27:28.192130+00:00
FKID004408,30,speed,46.7684,62.302419,0.5067,2026-06-20T02:27:28.192130+00:00
FKID004408,30,queue_length,181.4987,2187.69789,0.4807,2026-06-20T02:27:28.192130+00:00
FKID004408,30,travel_time,210.1868,335.18604,0.5908,2026-06-20T02:27:28.192130+00:00
FKID004408,30,incident_intensity,0.1378,0.022997,0.4945,2026-06-20T02:27:28.192130+00:00
FKID004829,5,speed,55.9282,38.812751,0.6225,2026-06-20T02:27:28.192130+00:00
FKID004829,5,queue_length,135.3566,1421.195997,0.5876,2026-06-20T02:27:28.192130+00:00
FKID004829,5,travel_time,242.4917,165.592618,0.7451,2026-06-20T02:27:28.192130+00:00
FKID004829,5,incident_intensity,0.1884,0.01479,0.6034,2026-06-20T02:27:28.192130+00:00
FKID004829,15,speed,55.7834,44.657241,0.589,2026-06-20T02:27:28.192130+00:00
FKID004829,15,queue_length,135.5747,1593.574238,0.5596,2026-06-20T02:27:28.192130+00:00
FKID004829,15,travel_time,243.1172,216.4013,0.691,2026-06-20T02:27:28.192130+00:00
FKID004829,15,incident_intensity,0.2157,0.016851,0.5718,2026-06-20T02:27:28.192130+00:00
FKID004829,30,speed,55.5922,58.557724,0.5222,2026-06-20T02:27:28.192130+00:00
FKID004829,30,queue_length,135.8778,2010.348265,0.5018,2026-06-20T02:27:28.192130+00:00
FKID004829,30,travel_time,243.943,319.890769,0.6021,2026-06-20T02:27:28.192130+00:00
FKID004829,30,incident_intensity,0.249,0.022023,0.5054,2026-06-20T02:27:28.192130+00:00
FKID005079,5,speed,47.1606,44.779285,0.5883,2026-06-20T02:27:28.192130+00:00
FKID005079,5,queue_length,226.8517,1650.607097,0.5509,2026-06-20T02:27:28.192130+00:00
FKID005079,5,travel_time,307.9258,189.961084,0.7181,2026-06-20T02:27:28.192130+00:00
FKID005079,5,incident_intensity,0.3583,0.01693,0.5706,2026-06-20T02:27:28.192130+00:00
FKID005079,15,speed,47.0397,49.51702,0.5638,2026-06-20T02:27:28.192130+00:00
FKID005079,15,queue_length,227.2142,1796.670235,0.5299,2026-06-20T02:27:28.192130+00:00
FKID005079,15,travel_time,308.7126,236.249568,0.672,2026-06-20T02:27:28.192130+00:00
FKID005079,15,incident_intensity,0.3855,0.018384,0.5503,2026-06-20T02:27:28.192130+00:00
FKID005079,30,speed,46.8799,62.130108,0.5074,2026-06-20T02:27:28.192130+00:00
FKID005079,30,queue_length,227.7183,2179.521545,0.4816,2026-06-20T02:27:28.192130+00:00
FKID005079,30,travel_time,309.7514,334.48107,0.5913,2026-06-20T02:27:28.192130+00:00
FKID005079,30,incident_intensity,0.4186,0.022952,0.495,2026-06-20T02:27:28.192130+00:00
FKID001592,5,speed,46.4568,39.748713,0.6169,2026-06-20T02:27:28.192130+00:00
FKID001592,5,queue_length,121.4013,1457.125219,0.5815,2026-06-20T02:27:28.192130+00:00
FKID001592,5,travel_time,231.1311,169.409942,0.7407,2026-06-20T02:27:28.192130+00:00
FKID001592,5,incident_intensity,0.4346,0.015127,0.598,2026-06-20T02:27:28.192130+00:00
FKID001592,15,speed,46.3373,45.419588,0.5849,2026-06-20T02:27:28.192130+00:00
FKID001592,15,queue_length,121.5957,1625.38212,0.5547,2026-06-20T02:27:28.192130+00:00
FKID001592,15,travel_time,231.7235,219.510534,0.688,2026-06-20T02:27:28.192130+00:00
FKID001592,15,incident_intensity,0.4619,0.017092,0.5683,2026-06-20T02:27:28.192130+00:00
FKID001592,30,speed,46.1795,59.118119,0.5198,2026-06-20T02:27:28.192130+00:00
FKID001592,30,queue_length,121.8659,2036.84334,0.4985,2026-06-20T02:27:28.192130+00:00
FKID001592,30,travel_time,232.5055,322.176342,0.6004,2026-06-20T02:27:28.192130+00:00
FKID001592,30,incident_intensity,0.4951,0.022169,0.5037,2026-06-20T02:27:28.192130+00:00
FKID000346,5,speed,47.3999,45.302667,0.5855,2026-06-20T02:27:28.192130+00:00
FKID000346,5,queue_length,177.3689,1670.773009,0.5479,2026-06-20T02:27:28.192130+00:00
FKID000346,5,travel_time,251.8719,192.102524,0.7159,2026-06-20T02:27:28.192130+00:00
FKID000346,5,incident_intensity,0.3076,0.017117,0.5679,2026-06-20T02:27:28.192130+00:00
FKID000346,15,speed,47.2787,49.943318,0.5617,2026-06-20T02:27:28.192130+00:00
FKID000346,15,queue_length,177.6517,1814.522972,0.5274,2026-06-20T02:27:28.192130+00:00
FKID000346,15,travel_time,252.514,237.993785,0.6704,2026-06-20T02:27:28.192130+00:00
FKID000346,15,incident_intensity,0.3348,0.018518,0.5485,2026-06-20T02:27:28.192130+00:00
FKID000346,30,speed,47.1185,62.443477,0.5062,2026-06-20T02:27:28.192130+00:00
FKID000346,30,queue_length,178.0449,2194.392375,0.4799,2026-06-20T02:27:28.192130+00:00
FKID000346,30,travel_time,253.3616,335.763229,0.5904,2026-06-20T02:27:28.192130+00:00
FKID000346,30,incident_intensity,0.3679,0.023034,0.4941,2026-06-20T02:27:28.192130+00:00
FKID004519,5,speed,47.2223,45.65136,0.5837,2026-06-20T02:27:28.192130+00:00
FKID004519,5,queue_length,184.3605,1684.211907,0.5459,2026-06-20T02:27:28.192130+00:00
FKID004519,5,travel_time,278.2049,193.52956,0.7144,2026-06-20T02:27:28.192130+00:00
FKID004519,5,incident_intensity,0.0234,0.017241,0.5662,2026-06-20T02:27:28.192130+00:00
FKID004519,15,speed,47.1018,50.227331,0.5603,2026-06-20T02:27:28.192130+00:00
FKID004519,15,queue_length,184.6537,1826.420332,0.5258,2026-06-20T02:27:28.192130+00:00
FKID004519,15,travel_time,278.912,239.156114,0.6693,2026-06-20T02:27:28.192130+00:00
FKID004519,15,incident_intensity,0.0505,0.018607,0.5474,2026-06-20T02:27:28.192130+00:00
FKID004519,30,speed,46.9428,62.652252,0.5053,2026-06-20T02:27:28.192130+00:00
FKID004519,30,queue_length,185.0612,2204.302543,0.4788,2026-06-20T02:27:28.192130+00:00
FKID004519,30,travel_time,279.8455,336.617648,0.5898,2026-06-20T02:27:28.192130+00:00
FKID004519,30,incident_intensity,0.0836,0.023088,0.4936,2026-06-20T02:27:28.192130+00:00
FKID003897,5,speed,47.2339,43.626954,0.5946,2026-06-20T02:27:28.192130+00:00
FKID003897,5,queue_length,205.5046,1606.231735,0.5577,2026-06-20T02:27:28.192130+00:00
FKID003897,5,travel_time,240.4855,185.248463,0.7232,2026-06-20T02:27:28.192130+00:00
FKID003897,5,incident_intensity,0.3136,0.016518,0.5767,2026-06-20T02:27:28.192130+00:00
FKID003897,15,speed,47.1133,48.578439,0.5685,2026-06-20T02:27:28.192130+00:00
FKID003897,15,queue_length,205.8313,1757.385047,0.5354,2026-06-20T02:27:28.192130+00:00
FKID003897,15,travel_time,241.097,232.411109,0.6756,2026-06-20T02:27:28.192130+00:00
FKID003897,15,incident_intensity,0.3408,0.018089,0.5543,2026-06-20T02:27:28.192130+00:00
FKID003897,30,speed,46.9542,61.440165,0.5102,2026-06-20T02:27:28.192130+00:00
FKID003897,30,queue_length,206.2856,2146.798083,0.4854,2026-06-20T02:27:28.192130+00:00
FKID003897,30,travel_time,241.9043,331.65945,0.5934,2026-06-20T02:27:28.192130+00:00
FKID003897,30,incident_intensity,0.374,0.022773,0.497,2026-06-20T02:27:28.192130+00:00
FKID004967,5,speed,47.3048,44.252897,0.5912,2026-06-20T02:27:28.192130+00:00
FKID004967,5,queue_length,176.2067,1630.332253,0.554,2026-06-20T02:27:28.192130+00:00
FKID004967,5,travel_time,244.1916,187.807975,0.7204,2026-06-20T02:27:28.192130+00:00
FKID004967,5,incident_intensity,0.0232,0.016742,0.5734,2026-06-20T02:27:28.192130+00:00
FKID004967,15,speed,47.1848,49.088274,0.5659,2026-06-20T02:27:28.192130+00:00
FKID004967,15,queue_length,176.4852,1778.721062,0.5324,2026-06-20T02:27:28.192130+00:00
FKID004967,15,travel_time,244.8088,234.495848,0.6736,2026-06-20T02:27:28.192130+00:00
FKID004967,15,incident_intensity,0.0503,0.018249,0.5522,2026-06-20T02:27:28.192130+00:00
FKID004967,30,speed,47.0263,61.814941,0.5087,2026-06-20T02:27:28.192130+00:00
FKID004967,30,queue_length,176.8725,2164.570385,0.4833,2026-06-20T02:27:28.192130+00:00
FKID004967,30,travel_time,245.6237,333.191924,0.5923,2026-06-20T02:27:28.192130+00:00
FKID004967,30,incident_intensity,0.0834,0.022871,0.4959,2026-06-20T02:27:28.192130+00:00
FKID005194,5,speed,40.6098,39.515421,0.6183,2026-06-20T02:27:28.192130+00:00
FKID005194,5,queue_length,112.5684,1448.167705,0.583,2026-06-20T02:27:28.192130+00:00
FKID005194,5,travel_time,287.1424,168.458274,0.7418,2026-06-20T02:27:28.192130+00:00
FKID005194,5,incident_intensity,0.4671,0.015043,0.5993,2026-06-20T02:27:28.192130+00:00
FKID005194,15,speed,40.507,45.22957,0.5859,2026-06-20T02:27:28.192130+00:00
FKID005194,15,queue_length,112.7458,1617.452098,0.5559,2026-06-20T02:27:28.192130+00:00
FKID005194,15,travel_time,287.8668,218.735395,0.6887,2026-06-20T02:27:28.192130+00:00
FKID005194,15,incident_intensity,0.4944,0.017032,0.5692,2026-06-20T02:27:28.192130+00:00
FKID005194,30,speed,40.3713,58.978438,0.5204,2026-06-20T02:27:28.192130+00:00
FKID005194,30,queue_length,112.9924,2030.237853,0.4994,2026-06-20T02:27:28.192130+00:00
FKID005194,30,travel_time,288.823,321.606544,0.6008,2026-06-20T02:27:28.192130+00:00
FKID005194,30,incident_intensity,0.5277,0.022133,0.5041,2026-06-20T02:27:28.192130+00:00
FKID004492,5,speed,47.7258,51.803393,0.5527,2026-06-20T02:27:28.192130+00:00
FKID004492,5,queue_length,171.9625,1921.813393,0.5131,2026-06-20T02:27:28.192130+00:00
FKID004492,5,travel_time,208.1815,218.752396,0.6887,2026-06-20T02:27:28.192130+00:00
FKID004492,5,incident_intensity,0.0729,0.019429,0.5366,2026-06-20T02:27:28.192130+00:00
FKID004492,15,speed,47.6093,55.2382,0.5367,2026-06-20T02:27:28.192130+00:00
FKID004492,15,queue_length,172.2244,2036.767219,0.4986,2026-06-20T02:27:28.192130+00:00
FKID004492,15,travel_time,208.6877,259.700272,0.6508,2026-06-20T02:27:28.192130+00:00
FKID004492,15,incident_intensity,0.0998,0.020174,0.5272,2026-06-20T02:27:28.192130+00:00
FKID004492,30,speed,47.4555,66.335701,0.491,2026-06-20T02:27:28.192130+00:00
FKID004492,30,queue_length,172.5886,2379.515611,0.4598,2026-06-20T02:27:28.192130+00:00
FKID004492,30,travel_time,209.3559,351.719492,0.5791,2026-06-20T02:27:28.192130+00:00
FKID004492,30,incident_intensity,0.1327,0.024038,0.4835,2026-06-20T02:27:28.192130+00:00
FKID005244,5,speed,44.9326,39.477686,0.6185,2026-06-20T02:27:28.192130+00:00
FKID005244,5,queue_length,34.5849,1446.718952,0.5833,2026-06-20T02:27:28.192130+00:00
FKID005244,5,travel_time,232.5938,168.304354,0.742,2026-06-20T02:27:28.192130+00:00
FKID005244,5,incident_intensity,0.5458,0.015029,0.5995,2026-06-20T02:27:28.192130+00:00
FKID005244,15,speed,44.8228,45.198834,0.5861,2026-06-20T02:27:28.192130+00:00
FKID005244,15,queue_length,34.6375,1616.169527,0.5561,2026-06-20T02:27:28.192130+00:00
FKID005244,15,travel_time,233.1598,218.610026,0.6889,2026-06-20T02:27:28.192130+00:00
FKID005244,15,incident_intensity,0.5731,0.017023,0.5693,2026-06-20T02:27:28.192130+00:00
FKID005244,30,speed,44.678,58.955845,0.5205,2026-06-20T02:27:28.192130+00:00
FKID005244,30,queue_length,34.7106,2029.169508,0.4995,2026-06-20T02:27:28.192130+00:00
FKID005244,30,travel_time,233.907,321.514386,0.6009,2026-06-20T02:27:28.192130+00:00
FKID005244,30,incident_intensity,0.6064,0.022127,0.5042,2026-06-20T02:27:28.192130+00:00
FKID004401,5,speed,51.9002,57.226837,0.5279,2026-06-20T02:27:28.192130+00:00
FKID004401,5,queue_length,200.8111,2132.059137,0.4871,2026-06-20T02:27:28.192130+00:00
FKID004401,5,travel_time,250.0919,241.059672,0.6675,2026-06-20T02:27:28.192130+00:00
