planned_event_id,planned_cause,retrieved_event_id,retrieved_cause,retrieved_corridor,gower_score,hybrid_score,final_score,rank
FKID001641,vip_movement,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,8
FKID001641,vip_movement,FKID001687,vip_movement,Non-corridor,0.9667,1.0,0.9867,9
FKID001641,vip_movement,FKID001925,vip_movement,Non-corridor,0.9667,1.0,0.9867,10
FKID001647,procession,FKID001648,procession,Non-corridor,0.9963,1.0,0.9985,1
FKID001647,procession,FKID001104,procession,Non-corridor,0.9946,0.9957,0.9952,2
FKID001647,procession,FKID001569,procession,Non-corridor,0.9718,0.9913,0.9835,3
FKID001647,procession,FKID000478,procession,Non-corridor,0.9618,0.987,0.9769,4
FKID001647,procession,FKID000878,procession,Non-corridor,0.9211,0.9957,0.9658,5
FKID001647,procession,FKID000949,procession,Non-corridor,0.9074,1.0,0.963,6
FKID001647,procession,FKID000952,procession,Non-corridor,0.905,1.0,0.962,7
FKID001647,procession,FKID002602,procession,Non-corridor,0.9422,0.9737,0.9611,8
FKID001647,procession,FKID000956,procession,Non-corridor,0.8996,0.9957,0.9572,9
FKID001647,procession,FKID007408,procession,Non-corridor,0.946,0.9607,0.9548,10
FKID001648,procession,FKID001647,procession,Non-corridor,0.9963,1.0,0.9985,1
FKID001648,procession,FKID001104,procession,Non-corridor,0.992,0.9957,0.9942,2
FKID001648,procession,FKID001569,procession,Non-corridor,0.9681,0.9913,0.982,3
FKID001648,procession,FKID000478,procession,Non-corridor,0.9655,0.987,0.9784,4
FKID001648,procession,FKID000878,procession,Non-corridor,0.9174,0.9957,0.9643,5
FKID001648,procession,FKID002602,procession,Non-corridor,0.946,0.9737,0.9626,6
FKID001648,procession,FKID000952,procession,Non-corridor,0.9061,1.0,0.9624,7
FKID001648,procession,FKID000949,procession,Non-corridor,0.9037,1.0,0.9615,8
FKID001648,procession,FKID000956,procession,Non-corridor,0.9018,0.9957,0.9581,9
FKID001648,procession,FKID007408,procession,Non-corridor,0.9498,0.9607,0.9563,10
FKID001676,vip_movement,FKID001685,vip_movement,Non-corridor,1.0,1.0,1.0,1
FKID001676,vip_movement,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,2
FKID001676,vip_movement,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,3
FKID001676,vip_movement,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,4
FKID001676,vip_movement,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,5
FKID001676,vip_movement,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,6
FKID001676,vip_movement,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,7
FKID001676,vip_movement,FKID001641,vip_movement,Non-corridor,1.0,1.0,1.0,8
FKID001676,vip_movement,FKID001687,vip_movement,Non-corridor,0.9667,1.0,0.9867,9
FKID001676,vip_movement,FKID001925,vip_movement,Non-corridor,0.9667,1.0,0.9867,10
FKID001680,public_event,FKID000946,public_event,CBD 2,1.0,1.0,1.0,1
FKID001680,public_event,FKID001683,public_event,CBD 2,1.0,1.0,1.0,2
FKID001680,public_event,FKID000439,public_event,CBD 2,1.0,1.0,1.0,3
FKID001680,public_event,FKID000008,public_event,CBD 2,1.0,1.0,1.0,4
FKID001680,public_event,FKID001988,public_event,CBD 2,1.0,1.0,1.0,5
FKID001680,public_event,FKID005754,public_event,Bellary Road 1,0.8889,0.75,0.8056,6
FKID001680,public_event,FKID001064,public_event,Bellary Road 1,0.8889,0.75,0.8056,7
FKID001680,public_event,FKID003577,public_event,Mysore Road,0.8204,0.7233,0.7622,8
FKID001680,public_event,FKID007917,vehicle_breakdown,CBD 2,0.8655,0.6457,0.7336,9
FKID001680,public_event,FKID007723,test_demo,CBD 2,0.8519,0.65,0.7307,10
FKID001683,public_event,FKID000946,public_event,CBD 2,1.0,1.0,1.0,1
FKID001683,public_event,FKID000439,public_event,CBD 2,1.0,1.0,1.0,2
FKID001683,public_event,FKID000008,public_event,CBD 2,1.0,1.0,1.0,3
FKID001683,public_event,FKID001988,public_event,CBD 2,1.0,1.0,1.0,4
FKID001683,public_event,FKID001680,public_event,CBD 2,1.0,1.0,1.0,5
FKID001683,public_event,FKID005754,public_event,Bellary Road 1,0.8889,0.75,0.8056,6
FKID001683,public_event,FKID001064,public_event,Bellary Road 1,0.8889,0.75,0.8056,7
FKID001683,public_event,FKID003577,public_event,Mysore Road,0.8204,0.7233,0.7622,8
FKID001683,public_event,FKID007917,vehicle_breakdown,CBD 2,0.8655,0.6457,0.7336,9
FKID001683,public_event,FKID007723,test_demo,CBD 2,0.8519,0.65,0.7307,10
FKID001685,vip_movement,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,1
FKID001685,vip_movement,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,2
FKID001685,vip_movement,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,3
FKID001685,vip_movement,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,4
FKID001685,vip_movement,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,5
FKID001685,vip_movement,FKID001676,vip_movement,Non-corridor,1.0,1.0,1.0,6
FKID001685,vip_movement,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,7
FKID001685,vip_movement,FKID001641,vip_movement,Non-corridor,1.0,1.0,1.0,8
FKID001685,vip_movement,FKID001687,vip_movement,Non-corridor,0.9667,1.0,0.9867,9
FKID001685,vip_movement,FKID001925,vip_movement,Non-corridor,0.9667,1.0,0.9867,10
FKID001687,vip_movement,FKID001925,vip_movement,Non-corridor,1.0,1.0,1.0,1
FKID001687,vip_movement,FKID001934,vip_movement,Non-corridor,0.9667,1.0,0.9867,2
FKID001687,vip_movement,FKID001685,vip_movement,Non-corridor,0.9667,1.0,0.9867,3
FKID001687,vip_movement,FKID002017,vip_movement,Non-corridor,0.9667,1.0,0.9867,4
FKID001687,vip_movement,FKID001896,vip_movement,Non-corridor,0.9667,1.0,0.9867,5
FKID001687,vip_movement,FKID001979,vip_movement,Non-corridor,0.9667,1.0,0.9867,6
FKID001687,vip_movement,FKID001641,vip_movement,Non-corridor,0.9667,1.0,0.9867,7
FKID001687,vip_movement,FKID001676,vip_movement,Non-corridor,0.9667,1.0,0.9867,8
FKID001687,vip_movement,FKID002051,vip_movement,Non-corridor,0.9667,1.0,0.9867,9
FKID001687,vip_movement,FKID002054,vip_movement,Non-corridor,0.9667,1.0,0.9867,10
FKID001691,public_event,FKID003127,public_event,Non-corridor,0.9527,0.9781,0.9679,1
FKID001691,public_event,FKID004632,public_event,Non-corridor,0.9392,0.9781,0.9625,2
FKID001691,public_event,FKID004426,public_event,Non-corridor,0.9392,0.9781,0.9625,3
FKID001691,public_event,FKID001801,public_event,Non-corridor,0.9392,0.9781,0.9625,4
FKID001691,public_event,FKID008130,public_event,Non-corridor,0.9059,0.9781,0.9492,5
FKID001691,public_event,FKID005805,public_event,Non-corridor,0.9059,0.9781,0.9492,6
FKID001691,public_event,FKID003758,public_event,Non-corridor,0.9059,0.9781,0.9492,7
FKID001691,public_event,FKID001734,public_event,Non-corridor,0.9059,0.9781,0.9492,8
FKID001691,public_event,FKID000737,public_event,Non-corridor,0.9059,0.9781,0.9492,9
FKID001691,public_event,FKID007173,public_event,Non-corridor,0.9059,0.9781,0.9492,10
FKID001734,public_event,FKID000737,public_event,Non-corridor,1.0,1.0,1.0,1
FKID001734,public_event,FKID000437,public_event,Non-corridor,1.0,1.0,1.0,2
FKID001734,public_event,FKID001481,public_event,Non-corridor,1.0,1.0,1.0,3
FKID001734,public_event,FKID008130,public_event,Non-corridor,1.0,1.0,1.0,4
FKID001734,public_event,FKID000433,public_event,Non-corridor,1.0,1.0,1.0,5
FKID001734,public_event,FKID007173,public_event,Non-corridor,1.0,1.0,1.0,6
FKID001734,public_event,FKID005805,public_event,Non-corridor,1.0,1.0,1.0,7
FKID001734,public_event,FKID005806,public_event,Non-corridor,1.0,1.0,1.0,8
FKID001734,public_event,FKID003755,public_event,Non-corridor,1.0,1.0,1.0,9
FKID001734,public_event,FKID004707,public_event,Non-corridor,1.0,1.0,1.0,10
FKID001801,public_event,FKID004632,public_event,Non-corridor,1.0,1.0,1.0,1
FKID001801,public_event,FKID004426,public_event,Non-corridor,1.0,1.0,1.0,2
FKID001801,public_event,FKID000437,public_event,Non-corridor,0.9667,1.0,0.9867,3
FKID001801,public_event,FKID001734,public_event,Non-corridor,0.9667,1.0,0.9867,4
FKID001801,public_event,FKID000737,public_event,Non-corridor,0.9667,1.0,0.9867,5
FKID001801,public_event,FKID000433,public_event,Non-corridor,0.9667,1.0,0.9867,6
FKID001801,public_event,FKID004771,public_event,Non-corridor,0.9667,1.0,0.9867,7
FKID001801,public_event,FKID001481,public_event,Non-corridor,0.9667,1.0,0.9867,8
FKID001801,public_event,FKID000994,public_event,Non-corridor,0.9667,1.0,0.9867,9
FKID001801,public_event,FKID007173,public_event,Non-corridor,0.9667,1.0,0.9867,10
FKID001857,vip_movement,FKID001970,vip_movement,Mysore Road,0.8556,0.75,0.7922,1
FKID001857,vip_movement,FKID002015,vip_movement,Mysore Road,0.8556,0.75,0.7922,2
FKID001857,vip_movement,FKID002008,vip_movement,Mysore Road,0.8556,0.75,0.7922,3
FKID001857,vip_movement,FKID002057,vip_movement,Mysore Road,0.8556,0.75,0.7922,4
FKID001857,vip_movement,FKID001206,road_conditions,Old Airport Road,0.8546,0.6237,0.7161,5
FKID001857,vip_movement,FKID001925,vip_movement,Non-corridor,0.7778,0.65,0.7011,6
FKID001857,vip_movement,FKID001687,vip_movement,Non-corridor,0.7778,0.65,0.7011,7
FKID001857,vip_movement,FKID003518,vehicle_breakdown,Old Airport Road,0.8078,0.6277,0.6997,8
FKID001857,vip_movement,FKID001676,vip_movement,Non-corridor,0.7444,0.65,0.6878,9
FKID001857,vip_movement,FKID001685,vip_movement,Non-corridor,0.7444,0.65,0.6878,10
FKID001865,procession,FKID000717,procession,Non-corridor,0.9933,0.9957,0.9947,1
FKID001865,procession,FKID004092,procession,Non-corridor,0.984,0.9955,0.9909,2
FKID001865,procession,FKID007575,procession,Non-corridor,0.9689,0.9822,0.9769,3
FKID001865,procession,FKID007408,procession,Non-corridor,0.9456,0.9779,0.9649,4
FKID001865,procession,FKID002110,procession,Non-corridor,0.9372,0.9824,0.9643,5
FKID001865,procession,FKID000361,procession,Non-corridor,0.9034,1.0,0.9614,6
FKID001865,procession,FKID002602,procession,Non-corridor,0.933,0.9739,0.9575,7
FKID001865,procession,FKID000478,procession,Non-corridor,0.9501,0.9607,0.9564,8
FKID001865,procession,FKID001569,procession,Non-corridor,0.9424,0.9563,0.9508,9
FKID001865,procession,FKID003153,procession,Non-corridor,0.8688,0.987,0.9397,10
FKID001896,vip_movement,FKID001685,vip_movement,Non-corridor,1.0,1.0,1.0,1
FKID001896,vip_movement,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,2
FKID001896,vip_movement,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,3
FKID001896,vip_movement,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,4
FKID001896,vip_movement,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,5
FKID001896,vip_movement,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,6
FKID001896,vip_movement,FKID001676,vip_movement,Non-corridor,1.0,1.0,1.0,7
FKID001896,vip_movement,FKID001641,vip_movement,Non-corridor,1.0,1.0,1.0,8
FKID001896,vip_movement,FKID001687,vip_movement,Non-corridor,0.9667,1.0,0.9867,9
FKID001896,vip_movement,FKID001925,vip_movement,Non-corridor,0.9667,1.0,0.9867,10
FKID001925,vip_movement,FKID001687,vip_movement,Non-corridor,1.0,1.0,1.0,1
FKID001925,vip_movement,FKID001934,vip_movement,Non-corridor,0.9667,1.0,0.9867,2
FKID001925,vip_movement,FKID001685,vip_movement,Non-corridor,0.9667,1.0,0.9867,3
FKID001925,vip_movement,FKID002017,vip_movement,Non-corridor,0.9667,1.0,0.9867,4
FKID001925,vip_movement,FKID001896,vip_movement,Non-corridor,0.9667,1.0,0.9867,5
FKID001925,vip_movement,FKID001979,vip_movement,Non-corridor,0.9667,1.0,0.9867,6
FKID001925,vip_movement,FKID001641,vip_movement,Non-corridor,0.9667,1.0,0.9867,7
FKID001925,vip_movement,FKID001676,vip_movement,Non-corridor,0.9667,1.0,0.9867,8
FKID001925,vip_movement,FKID002051,vip_movement,Non-corridor,0.9667,1.0,0.9867,9
FKID001925,vip_movement,FKID002054,vip_movement,Non-corridor,0.9667,1.0,0.9867,10
FKID001934,vip_movement,FKID001685,vip_movement,Non-corridor,1.0,1.0,1.0,1
FKID001934,vip_movement,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,2
FKID001934,vip_movement,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,3
FKID001934,vip_movement,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,4
FKID001934,vip_movement,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,5
FKID001934,vip_movement,FKID001676,vip_movement,Non-corridor,1.0,1.0,1.0,6
FKID001934,vip_movement,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,7
FKID001934,vip_movement,FKID001641,vip_movement,Non-corridor,1.0,1.0,1.0,8
FKID001934,vip_movement,FKID001687,vip_movement,Non-corridor,0.9667,1.0,0.9867,9
FKID001934,vip_movement,FKID001925,vip_movement,Non-corridor,0.9667,1.0,0.9867,10
FKID001970,vip_movement,FKID002015,vip_movement,Mysore Road,1.0,1.0,1.0,1
FKID001970,vip_movement,FKID002008,vip_movement,Mysore Road,1.0,1.0,1.0,2
FKID001970,vip_movement,FKID002057,vip_movement,Mysore Road,1.0,1.0,1.0,3
FKID001970,vip_movement,FKID000241,vip_movement,Mysore Road,0.7992,0.8237,0.8139,4
FKID001970,vip_movement,FKID007967,vip_movement,Mysore Road,0.7707,0.8283,0.8052,5
FKID001970,vip_movement,FKID001857,vip_movement,Old Airport Road,0.8556,0.75,0.7922,6
FKID001970,vip_movement,FKID007681,construction,Mysore Road,0.8556,0.65,0.7322,7
FKID001970,vip_movement,FKID007686,procession,Mysore Road,0.8556,0.65,0.7322,8
FKID001970,vip_movement,FKID003704,public_event,Mysore Road,0.8556,0.65,0.7322,9
FKID001970,vip_movement,FKID004122,construction,Mysore Road,0.8556,0.65,0.7322,10
FKID001979,vip_movement,FKID001685,vip_movement,Non-corridor,1.0,1.0,1.0,1
FKID001979,vip_movement,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,2
FKID001979,vip_movement,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,3
FKID001979,vip_movement,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,4
FKID001979,vip_movement,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,5
FKID001979,vip_movement,FKID001676,vip_movement,Non-corridor,1.0,1.0,1.0,6
FKID001979,vip_movement,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,7
FKID001979,vip_movement,FKID001641,vip_movement,Non-corridor,1.0,1.0,1.0,8
FKID001979,vip_movement,FKID001687,vip_movement,Non-corridor,0.9667,1.0,0.9867,9
FKID001979,vip_movement,FKID001925,vip_movement,Non-corridor,0.9667,1.0,0.9867,10
FKID001980,procession,FKID002292,procession,Magadi Road,0.9432,0.9868,0.9693,1
FKID001980,procession,FKID004703,procession,Magadi Road,0.9054,0.9694,0.9438,2
FKID001980,procession,FKID004671,procession,Magadi Road,0.9043,0.9547,0.9345,3
FKID001980,procession,FKID004801,procession,Magadi Road,0.835,0.946,0.9016,4
FKID001980,procession,FKID004485,procession,Magadi Road,0.7931,0.9547,0.8901,5
FKID001980,procession,FKID007161,procession,Magadi Road,0.8493,0.9111,0.8864,6
FKID001980,procession,FKID002212,procession,Bannerghata Road,0.8137,0.737,0.7676,7
FKID001980,procession,FKID007249,procession,Magadi Road,0.6893,0.7958,0.7532,8
FKID001980,procession,FKID002071,procession,Mysore Road,0.7636,0.7455,0.7527,9
FKID001980,procession,FKID007248,procession,Magadi Road,0.6942,0.7915,0.7526,10
FKID001988,public_event,FKID000946,public_event,CBD 2,1.0,1.0,1.0,1
FKID001988,public_event,FKID001683,public_event,CBD 2,1.0,1.0,1.0,2
FKID001988,public_event,FKID000439,public_event,CBD 2,1.0,1.0,1.0,3
FKID001988,public_event,FKID000008,public_event,CBD 2,1.0,1.0,1.0,4
FKID001988,public_event,FKID001680,public_event,CBD 2,1.0,1.0,1.0,5
FKID001988,public_event,FKID005754,public_event,Bellary Road 1,0.8889,0.75,0.8056,6
FKID001988,public_event,FKID001064,public_event,Bellary Road 1,0.8889,0.75,0.8056,7
FKID001988,public_event,FKID003577,public_event,Mysore Road,0.8204,0.7233,0.7622,8
FKID001988,public_event,FKID007917,vehicle_breakdown,CBD 2,0.8655,0.6457,0.7336,9
FKID001988,public_event,FKID007723,test_demo,CBD 2,0.8519,0.65,0.7307,10
FKID002005,protest,FKID007640,others,Tumkur Road,0.8369,0.6411,0.7194,1
FKID002005,protest,FKID008080,protest,Mysore Road,0.6792,0.7411,0.7163,2
FKID002005,protest,FKID004602,others,Tumkur Road,0.8273,0.6324,0.7103,3
FKID002005,protest,FKID006807,protest,Mysore Road,0.7138,0.7045,0.7082,4
FKID002005,protest,FKID007434,others,Tumkur Road,0.8036,0.6411,0.7061,5
FKID002005,protest,FKID000664,others,Tumkur Road,0.7847,0.6457,0.7013,6
FKID002005,protest,FKID007450,protest,Mysore Road,0.6659,0.715,0.6954,7
FKID002005,protest,FKID003038,water_logging,Tumkur Road,0.7955,0.6237,0.6924,8
FKID002005,protest,FKID002661,others,Tumkur Road,0.7754,0.6324,0.6896,9
FKID002005,protest,FKID002842,tree_fall,Tumkur Road,0.7942,0.6194,0.6893,10
FKID002008,vip_movement,FKID002015,vip_movement,Mysore Road,1.0,1.0,1.0,1
FKID002008,vip_movement,FKID001970,vip_movement,Mysore Road,1.0,1.0,1.0,2
FKID002008,vip_movement,FKID002057,vip_movement,Mysore Road,1.0,1.0,1.0,3
FKID002008,vip_movement,FKID000241,vip_movement,Mysore Road,0.7992,0.8237,0.8139,4
FKID002008,vip_movement,FKID007967,vip_movement,Mysore Road,0.7707,0.8283,0.8052,5
FKID002008,vip_movement,FKID001857,vip_movement,Old Airport Road,0.8556,0.75,0.7922,6
FKID002008,vip_movement,FKID007681,construction,Mysore Road,0.8556,0.65,0.7322,7
FKID002008,vip_movement,FKID007686,procession,Mysore Road,0.8556,0.65,0.7322,8
FKID002008,vip_movement,FKID003704,public_event,Mysore Road,0.8556,0.65,0.7322,9
FKID002008,vip_movement,FKID004122,construction,Mysore Road,0.8556,0.65,0.7322,10
FKID002015,vip_movement,FKID001970,vip_movement,Mysore Road,1.0,1.0,1.0,1
FKID002015,vip_movement,FKID002008,vip_movement,Mysore Road,1.0,1.0,1.0,2
FKID002015,vip_movement,FKID002057,vip_movement,Mysore Road,1.0,1.0,1.0,3
FKID002015,vip_movement,FKID000241,vip_movement,Mysore Road,0.7992,0.8237,0.8139,4
FKID002015,vip_movement,FKID007967,vip_movement,Mysore Road,0.7707,0.8283,0.8052,5
FKID002015,vip_movement,FKID001857,vip_movement,Old Airport Road,0.8556,0.75,0.7922,6
FKID002015,vip_movement,FKID007681,construction,Mysore Road,0.8556,0.65,0.7322,7
FKID002015,vip_movement,FKID007686,procession,Mysore Road,0.8556,0.65,0.7322,8
FKID002015,vip_movement,FKID003704,public_event,Mysore Road,0.8556,0.65,0.7322,9
FKID002015,vip_movement,FKID004122,construction,Mysore Road,0.8556,0.65,0.7322,10
FKID002017,vip_movement,FKID001685,vip_movement,Non-corridor,1.0,1.0,1.0,1
FKID002017,vip_movement,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,2
FKID002017,vip_movement,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,3
FKID002017,vip_movement,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,4
FKID002017,vip_movement,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,5
FKID002017,vip_movement,FKID001676,vip_movement,Non-corridor,1.0,1.0,1.0,6
FKID002017,vip_movement,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,7
FKID002017,vip_movement,FKID001641,vip_movement,Non-corridor,1.0,1.0,1.0,8
FKID002017,vip_movement,FKID001687,vip_movement,Non-corridor,0.9667,1.0,0.9867,9
FKID002017,vip_movement,FKID001925,vip_movement,Non-corridor,0.9667,1.0,0.9867,10
FKID002051,vip_movement,FKID001685,vip_movement,Non-corridor,1.0,1.0,1.0,1
FKID002051,vip_movement,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,2
FKID002051,vip_movement,FKID002054,vip_movement,Non-corridor,1.0,1.0,1.0,3
FKID002051,vip_movement,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,4
FKID002051,vip_movement,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,5
FKID002051,vip_movement,FKID001676,vip_movement,Non-corridor,1.0,1.0,1.0,6
FKID002051,vip_movement,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,7
FKID002051,vip_movement,FKID001641,vip_movement,Non-corridor,1.0,1.0,1.0,8
FKID002051,vip_movement,FKID001687,vip_movement,Non-corridor,0.9667,1.0,0.9867,9
FKID002051,vip_movement,FKID001925,vip_movement,Non-corridor,0.9667,1.0,0.9867,10
FKID002054,vip_movement,FKID001685,vip_movement,Non-corridor,1.0,1.0,1.0,1
FKID002054,vip_movement,FKID001979,vip_movement,Non-corridor,1.0,1.0,1.0,2
FKID002054,vip_movement,FKID002051,vip_movement,Non-corridor,1.0,1.0,1.0,3
FKID002054,vip_movement,FKID002017,vip_movement,Non-corridor,1.0,1.0,1.0,4
FKID002054,vip_movement,FKID001934,vip_movement,Non-corridor,1.0,1.0,1.0,5
FKID002054,vip_movement,FKID001676,vip_movement,Non-corridor,1.0,1.0,1.0,6
FKID002054,vip_movement,FKID001896,vip_movement,Non-corridor,1.0,1.0,1.0,7
FKID002054,vip_movement,FKID001641,vip_movement,Non-corridor,1.0,1.0,1.0,8
FKID002054,vip_movement,FKID001687,vip_movement,Non-corridor,0.9667,1.0,0.9867,9
FKID002054,vip_movement,FKID001925,vip_movement,Non-corridor,0.9667,1.0,0.9867,10
FKID002057,vip_movement,FKID002015,vip_movement,Mysore Road,1.0,1.0,1.0,1
FKID002057,vip_movement,FKID001970,vip_movement,Mysore Road,1.0,1.0,1.0,2
FKID002057,vip_movement,FKID002008,vip_movement,Mysore Road,1.0,1.0,1.0,3
FKID002057,vip_movement,FKID000241,vip_movement,Mysore Road,0.7992,0.8237,0.8139,4
FKID002057,vip_movement,FKID007967,vip_movement,Mysore Road,0.7707,0.8283,0.8052,5
FKID002057,vip_movement,FKID001857,vip_movement,Old Airport Road,0.8556,0.75,0.7922,6
FKID002057,vip_movement,FKID007681,construction,Mysore Road,0.8556,0.65,0.7322,7
FKID002057,vip_movement,FKID007686,procession,Mysore Road,0.8556,0.65,0.7322,8
FKID002057,vip_movement,FKID003704,public_event,Mysore Road,0.8556,0.65,0.7322,9
FKID002057,vip_movement,FKID004122,construction,Mysore Road,0.8556,0.65,0.7322,10
FKID002071,procession,FKID006314,procession,Mysore Road,0.7801,0.8148,0.8009,1
FKID002071,procession,FKID007686,procession,Mysore Road,0.7801,0.8148,0.8009,2
FKID002071,procession,FKID005659,procession,Hennur Main Road,0.853,0.7279,0.7779,3
FKID002071,procession,FKID004488,procession,Hennur Main Road,0.8501,0.7279,0.7768,4
FKID002071,procession,FKID002292,procession,Magadi Road,0.8011,0.7413,0.7652,5
FKID002071,procession,FKID002212,procession,Bannerghata Road,0.7995,0.7324,0.7593,6
FKID002071,procession,FKID001047,procession,Hosur Road,0.8224,0.715,0.758,7
FKID002071,procession,FKID002282,procession,Hennur Main Road,0.814,0.7196,0.7573,8
FKID002071,procession,FKID001980,procession,Magadi Road,0.7636,0.7455,0.7527,9
FKID002071,procession,FKID004485,procession,Magadi Road,0.7992,0.7093,0.7452,10
FKID002110,procession,FKID007408,procession,Non-corridor,0.9714,0.9955,0.9858,1
FKID002110,procession,FKID002602,procession,Non-corridor,0.9752,0.9824,0.9795,2
FKID002110,procession,FKID000717,procession,Non-corridor,0.9402,0.9868,0.9681,3
FKID002110,procession,FKID001865,procession,Non-corridor,0.9372,0.9824,0.9643,4
FKID002110,procession,FKID001492,procession,Non-corridor,0.9159,0.9957,0.9637,5
FKID002110,procession,FKID000478,procession,Non-corridor,0.9388,0.9783,0.9625,6
FKID002110,procession,FKID003153,procession,Non-corridor,0.909,0.9955,0.9609,7
FKID002110,procession,FKID001569,procession,Non-corridor,0.9288,0.9739,0.9559,8
FKID002110,procession,FKID001648,procession,Non-corridor,0.9413,0.9652,0.9557,9
FKID002110,procession,FKID000361,procession,Non-corridor,0.9146,0.9824,0.9553,10
FKID002212,procession,FKID002292,procession,Magadi Road,0.8503,0.7411,0.7848,1
FKID002212,procession,FKID004703,procession,Magadi Road,0.8591,0.7324,0.7831,2
FKID002212,procession,FKID007191,procession,Airport New South Road,0.8591,0.7324,0.7831,3
FKID002212,procession,FKID004488,procession,Hennur Main Road,0.8181,0.7455,0.7745,4
FKID002212,procession,FKID005659,procession,Hennur Main Road,0.8152,0.7455,0.7734,5
FKID002212,procession,FKID002282,procession,Hennur Main Road,0.8358,0.7281,0.7711,6
FKID002212,procession,FKID001047,procession,Hosur Road,0.8274,0.7326,0.7705,7
FKID002212,procession,FKID001980,procession,Magadi Road,0.8137,0.737,0.7676,8
FKID002212,procession,FKID002684,procession,Hosur Road,0.8398,0.715,0.7649,9
FKID002212,procession,FKID002071,procession,Mysore Road,0.7995,0.7324,0.7593,10
FKID002254,procession,FKID000468,procession,Non-corridor,0.9175,0.9868,0.959,1
FKID002254,procession,FKID007787,procession,Non-corridor,0.9089,0.9909,0.9581,2
FKID002254,procession,FKID004509,procession,Non-corridor,0.9205,0.9822,0.9575,3
FKID002254,procession,FKID006315,procession,Non-corridor,0.9039,0.9735,0.9457,4
FKID002254,procession,FKID001167,procession,Non-corridor,0.9039,0.9735,0.9457,5
FKID002254,procession,FKID004467,procession,Non-corridor,0.8818,0.9636,0.9309,6
FKID002254,procession,FKID003180,procession,Non-corridor,0.9016,0.9391,0.9241,7
FKID002254,procession,FKID004750,procession,Non-corridor,0.8426,0.933,0.8968,8
FKID002254,procession,FKID007215,procession,Non-corridor,0.8328,0.9374,0.8955,9
FKID002254,procession,FKID005353,procession,Non-corridor,0.8002,0.9287,0.8773,10
FKID002282,procession,FKID004488,procession,Hennur Main Road,0.9234,0.9735,0.9535,1
FKID002282,procession,FKID005659,procession,Hennur Main Road,0.9206,0.9735,0.9523,2
FKID002282,procession,FKID001047,procession,Hosur Road,0.8603,0.7455,0.7914,3
FKID002282,procession,FKID002684,procession,Hosur Road,0.8559,0.737,0.7845,4
FKID002282,procession,FKID007191,procession,Airport New South Road,0.8453,0.7366,0.7801,5
FKID002282,procession,FKID004703,procession,Magadi Road,0.8453,0.7366,0.7801,6
FKID002282,procession,FKID002212,procession,Bannerghata Road,0.8358,0.7281,0.7711,7
FKID002282,procession,FKID002292,procession,Magadi Road,0.8277,0.7283,0.768,8
FKID002282,procession,FKID002071,procession,Mysore Road,0.814,0.7196,0.7573,9
FKID002282,procession,FKID001082,vehicle_breakdown,Hennur Main Road,0.8841,0.6457,0.741,10
FKID002292,procession,FKID001980,procession,Magadi Road,0.9432,0.9868,0.9693,1
FKID002292,procession,FKID004703,procession,Magadi Road,0.942,0.9735,0.9609,2
FKID002292,procession,FKID004801,procession,Magadi Road,0.8918,0.9593,0.9323,3
FKID002292,procession,FKID004671,procession,Magadi Road,0.8677,0.9506,0.9174,4
