site_id,service_tier,scenario_label,current_p,current_b,current_t,current_q,delta_p,delta_b,delta_t,delta_q,e_current,e_counterfactual,delta_effectiveness,marginal_delay_reduction_pct,absolute_reduction_min,cost_per_pct_reduction,at_max_effectiveness,mean_duration_min
FKID004125,emergency,+3 barricades,3,2,1,1,0,3,0,0,0.724729,0.796074,0.071345,25.9182,6866.1205,0.115749,False,102249.2308
FKID004125,emergency,+1 tow unit,3,2,1,1,0,0,1,0,0.724729,0.785619,0.06089,22.1199,5859.9045,0.045208,False,102249.2308
FKID004125,emergency,+1 QRU,3,2,1,1,0,0,0,1,0.724729,0.796074,0.071345,25.9182,6866.1205,0.038583,False,102249.2308
FKID004125,emergency,diversion activated,3,2,1,1,0,2,0,0,0.724729,0.774627,0.049898,18.1269,4802.0987,0.110333,False,102249.2308
FKID004125,emergency,full surge (+5p +5b +1t),3,2,1,1,5,5,1,0,0.724729,0.9,0.175271,63.6721,16867.7191,0.17276,False,102249.2308
FKID004401,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,116257.7194
FKID004401,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,16729.3547,0.066154,False,116257.7194
FKID004401,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,32838.0061,0.084256,False,116257.7194
FKID004401,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,14342.0588,0.115749,False,116257.7194
FKID004401,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,12240.2593,0.045208,False,116257.7194
FKID004401,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,14342.0588,0.038583,False,116257.7194
FKID004401,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,10030.6982,0.110333,False,116257.7194
FKID004401,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,44708.6511,0.136147,False,116257.7194
FKID004408,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,108984.6071
FKID004408,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,15985.045,0.066154,False,108984.6071
FKID004408,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,31377.0026,0.084256,False,108984.6071
FKID004408,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,13703.9629,0.115749,False,108984.6071
FKID004408,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,11695.675,0.045208,False,108984.6071
FKID004408,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,13703.9629,0.038583,False,108984.6071
FKID004408,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,9584.42,0.110333,False,108984.6071
FKID004408,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,42719.5079,0.136147,False,108984.6071
FKID004492,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,97321.3059
FKID004492,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,14239.6089,0.066154,False,97321.3059
FKID004492,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,27950.8907,0.084256,False,97321.3059
FKID004492,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,12207.6023,0.115749,False,97321.3059
FKID004492,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,10418.603,0.045208,False,97321.3059
FKID004492,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,12207.6023,0.038583,False,97321.3059
FKID004492,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,8537.8798,0.110333,False,97321.3059
FKID004492,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,38054.8872,0.136147,False,97321.3059
FKID004519,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,113011.0137
FKID004519,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,16460.8668,0.066154,False,113011.0137
FKID004519,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,32310.9919,0.084256,False,113011.0137
FKID004519,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,14111.8844,0.115749,False,113011.0137
FKID004519,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,12043.8165,0.045208,False,113011.0137
FKID004519,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,14111.8844,0.038583,False,113011.0137
FKID004519,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,9869.7164,0.110333,False,113011.0137
FKID004519,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,43991.126,0.136147,False,113011.0137
FKID004531,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,53311.7702
FKID004531,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,7686.0467,0.066154,False,53311.7702
FKID004531,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,15086.9207,0.084256,False,53311.7702
FKID004531,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,6589.24,0.115749,False,53311.7702
FKID004531,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,5623.6003,0.045208,False,53311.7702
FKID004531,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,6589.24,0.038583,False,53311.7702
FKID004531,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,4608.4512,0.110333,False,53311.7702
FKID004531,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,20540.7074,0.136147,False,53311.7702
FKID004694,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,129923.4291
FKID004694,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,19031.3443,0.066154,False,129923.4291
FKID004694,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,37356.5754,0.084256,False,129923.4291
FKID004694,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,16315.5522,0.115749,False,129923.4291
FKID004694,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,13924.5412,0.045208,False,129923.4291
FKID004694,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,16315.5522,0.038583,False,129923.4291
FKID004694,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,11410.9405,0.110333,False,129923.4291
FKID004694,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,50860.6427,0.136147,False,129923.4291
FKID004711,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,50258.5118
FKID004711,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,7339.5282,0.066154,False,50258.5118
FKID004711,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,14406.7404,0.084256,False,50258.5118
FKID004711,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,6292.1701,0.115749,False,50258.5118
FKID004711,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,5370.0653,0.045208,False,50258.5118
FKID004711,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,6292.1701,0.038583,False,50258.5118
FKID004711,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,4400.6833,0.110333,False,50258.5118
FKID004711,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,19614.648,0.136147,False,50258.5118
FKID004806,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,98751.4011
FKID004806,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,14290.6053,0.066154,False,98751.4011
FKID004806,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,28050.9914,0.084256,False,98751.4011
FKID004806,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,12251.3214,0.115749,False,98751.4011
FKID004806,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,10455.9152,0.045208,False,98751.4011
FKID004806,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,12251.3214,0.038583,False,98751.4011
FKID004806,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,8568.4565,0.110333,False,98751.4011
FKID004806,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,38191.1734,0.136147,False,98751.4011
FKID004829,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,110268.0396
FKID004829,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,16319.0854,0.066154,False,110268.0396
FKID004829,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,32032.6895,0.084256,False,110268.0396
FKID004829,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,13990.3354,0.115749,False,110268.0396
FKID004829,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,11940.0802,0.045208,False,110268.0396
FKID004829,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,13990.3354,0.038583,False,110268.0396
FKID004829,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,9784.7062,0.110333,False,110268.0396
FKID004829,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,43612.2198,0.136147,False,110268.0396
FKID004967,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,95866.3565
FKID004967,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,13708.2931,0.066154,False,95866.3565
FKID004967,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,26907.9723,0.084256,False,95866.3565
FKID004967,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,11752.1058,0.115749,False,95866.3565
FKID004967,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,10029.8586,0.045208,False,95866.3565
FKID004967,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,11752.1058,0.038583,False,95866.3565
FKID004967,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,8219.3099,0.110333,False,95866.3565
FKID004967,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,36634.9632,0.136147,False,95866.3565
FKID005079,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,119719.1427
FKID005079,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,17394.7442,0.066154,False,119719.1427
FKID005079,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,34144.0974,0.084256,False,119719.1427
FKID005079,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,14912.4966,0.115749,False,119719.1427
FKID005079,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,12727.1006,0.045208,False,119719.1427
FKID005079,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,14912.4966,0.038583,False,119719.1427
FKID005079,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,10429.6569,0.110333,False,119719.1427
FKID005079,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,46486.8827,0.136147,False,119719.1427
FKID005137,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,151811.8887
FKID005137,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,22059.8781,0.066154,False,151811.8887
FKID005137,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,43301.2765,0.084256,False,151811.8887
FKID005137,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,18911.9112,0.115749,False,151811.8887
FKID005137,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,16140.4091,0.045208,False,151811.8887
FKID005137,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,18911.9112,0.038583,False,151811.8887
FKID005137,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,13226.809,0.110333,False,151811.8887
FKID005137,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,58954.2999,0.136147,False,151811.8887
FKID005194,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,110093.8087
FKID005194,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,16031.8674,0.066154,False,110093.8087
FKID005194,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,31468.9101,0.084256,False,110093.8087
FKID005194,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,13744.1037,0.115749,False,110093.8087
FKID005194,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,11729.9332,0.045208,False,110093.8087
FKID005194,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,13744.1037,0.038583,False,110093.8087
FKID005194,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,9612.4941,0.110333,False,110093.8087
FKID005194,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,42844.6391,0.136147,False,110093.8087
FKID005244,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,35170.406
FKID005244,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,5096.6572,0.066154,False,35170.406
FKID005244,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,10004.215,0.084256,False,35170.406
FKID005244,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,4369.3591,0.115749,False,35170.406
FKID005244,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,3729.0384,0.045208,False,35170.406
FKID005244,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,4369.3591,0.038583,False,35170.406
FKID005244,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,3055.8878,0.110333,False,35170.406
FKID005244,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,13620.6491,0.136147,False,35170.406
FKID005593,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,160399.892
FKID005593,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,23351.3475,0.066154,False,160399.892
FKID005593,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,45836.2983,0.084256,False,160399.892
FKID005593,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,20019.0866,0.115749,False,160399.892
FKID005593,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,17085.3302,0.045208,False,160399.892
FKID005593,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,20019.0866,0.038583,False,160399.892
FKID005593,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,14001.1568,0.110333,False,160399.892
FKID005593,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,62405.7094,0.136147,False,160399.892
FKID005996,elevated,baseline,3,2,0,0,0,0,0,0,0.522886,0.522886,0.0,0.0,0.0,inf,False,46759.6453
FKID005996,elevated,+2 officers,3,2,0,0,2,0,0,0,0.522886,0.667129,0.144243,30.2324,5969.0906,0.066154,False,46759.6453
FKID005996,elevated,+5 officers,3,2,0,0,5,0,0,0,0.522886,0.80602,0.283134,59.343,11716.7121,0.084256,False,46759.6453
FKID005996,elevated,+3 barricades,3,2,0,0,0,3,0,0,0.522886,0.646545,0.123659,25.9182,5117.2953,0.115749,False,46759.6453
FKID005996,elevated,+1 tow unit,3,2,0,0,0,0,1,0,0.522886,0.628423,0.105537,22.1199,4367.3661,0.045208,False,46759.6453
FKID005996,elevated,+1 QRU,3,2,0,0,0,0,0,1,0.522886,0.646545,0.123659,25.9182,5117.2953,0.038583,False,46759.6453
FKID005996,elevated,diversion activated,3,2,0,0,0,2,0,0,0.522886,0.609372,0.086486,18.1269,3578.9872,0.110333,False,46759.6453
FKID005996,elevated,full surge (+5p +5b +1t),3,2,0,0,5,5,1,0,0.522886,0.9,0.377114,79.0406,15605.8162,0.139169,False,46759.6453
FKID006015,elevated,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,135523.1419
FKID006015,elevated,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,20782.482,0.066154,False,135523.1419
FKID006015,elevated,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,40793.8789,0.084256,False,135523.1419
FKID006015,elevated,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,17816.8007,0.115749,False,135523.1419
FKID006015,elevated,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,15205.7848,0.045208,False,135523.1419
FKID006015,elevated,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,17816.8007,0.038583,False,135523.1419
FKID006015,elevated,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,12460.8993,0.110333,False,135523.1419
FKID006015,elevated,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,55540.5006,0.136147,False,135523.1419
FKID006340,normal,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,1466395.598
FKID006340,normal,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,220753.5404,0.066154,False,1466395.598
FKID006340,normal,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,433316.5408,0.084256,False,1466395.598
FKID006340,normal,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,189251.7865,0.115749,False,1466395.598
FKID006340,normal,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,161517.3223,0.045208,False,1466395.598
FKID006340,normal,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,189251.7865,0.038583,False,1466395.598
FKID006340,normal,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,132360.8816,0.110333,False,1466395.598
FKID006340,normal,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,589956.588,0.136147,False,1466395.598
FKID006361,critical,baseline,3,2,1,1,0,0,0,0,0.724729,0.724729,0.0,0.0,0.0,inf,False,113056.7009
FKID006361,critical,+2 officers,3,2,1,1,2,0,0,0,0.724729,0.80795,0.083221,30.2324,8626.4719,0.066154,False,113056.7009
FKID006361,critical,+5 officers,3,2,1,1,5,0,0,0,0.724729,0.888083,0.163354,59.343,16932.8789,0.084256,False,113056.7009
FKID006361,critical,+3 barricades,3,2,1,1,0,3,0,0,0.724729,0.796074,0.071345,25.9182,7395.4656,0.115749,False,113056.7009
FKID006361,critical,+1 tow unit,3,2,1,1,0,0,1,0,0.724729,0.785619,0.06089,22.1199,6311.6752,0.045208,False,113056.7009
FKID006361,critical,+1 QRU,3,2,1,1,0,0,0,1,0.724729,0.796074,0.071345,25.9182,7395.4656,0.038583,False,113056.7009
FKID006361,critical,diversion activated,3,2,1,1,0,2,0,0,0.724729,0.774627,0.049898,18.1269,5172.3176,0.110333,False,113056.7009
FKID006361,critical,full surge (+5p +5b +1t),3,2,1,1,5,5,1,0,0.724729,0.9,0.175271,63.6721,18168.1398,0.17276,False,113056.7009
FKID006514,critical,baseline,3,2,1,1,0,0,0,0,0.724729,0.724729,0.0,0.0,0.0,inf,False,33417.9631
FKID006514,critical,+2 officers,3,2,1,1,2,0,0,0,0.724729,0.80795,0.083221,30.2324,2567.6215,0.066154,False,33417.9631
FKID006514,critical,+5 officers,3,2,1,1,5,0,0,0,0.724729,0.888083,0.163354,59.343,5039.9774,0.084256,False,33417.9631
FKID006514,critical,+3 barricades,3,2,1,1,0,3,0,0,0.724729,0.796074,0.071345,25.9182,2201.2193,0.115749,False,33417.9631
FKID006514,critical,+1 tow unit,3,2,1,1,0,0,1,0,0.724729,0.785619,0.06089,22.1199,1878.6351,0.045208,False,33417.9631
FKID006514,critical,+1 QRU,3,2,1,1,0,0,0,1,0.724729,0.796074,0.071345,25.9182,2201.2193,0.038583,False,33417.9631
FKID006514,critical,diversion activated,3,2,1,1,0,2,0,0,0.724729,0.774627,0.049898,18.1269,1539.5116,0.110333,False,33417.9631
FKID006514,critical,full surge (+5p +5b +1t),3,2,1,1,5,5,1,0,0.724729,0.9,0.175271,63.6721,5407.646,0.17276,False,33417.9631
FKID006955,critical,baseline,2,2,0,0,0,0,0,0,0.428791,0.428791,0.0,0.0,0.0,inf,False,963176.2037
FKID006955,critical,+2 officers,2,2,0,0,2,0,0,0,0.428791,0.601481,0.17269,30.2324,153560.868,0.066154,False,963176.2037
FKID006955,critical,+5 officers,2,2,0,0,5,0,0,0,0.428791,0.767764,0.338973,59.343,301424.2217,0.084256,False,963176.2037
FKID006955,critical,+3 barricades,2,2,0,0,0,3,0,0,0.428791,0.576838,0.148047,25.9182,131647.5765,0.115749,False,963176.2037
FKID006955,critical,+1 tow unit,2,2,0,0,0,0,1,0,0.428791,0.555142,0.126351,22.1199,112354.892,0.045208,False,963176.2037
FKID006955,critical,+1 QRU,2,2,0,0,0,0,0,1,0.428791,0.576838,0.148047,25.9182,131647.5765,0.038583,False,963176.2037
FKID006955,critical,diversion activated,2,2,0,0,0,2,0,0,0.428791,0.532334,0.103543,18.1269,92073.0505,0.110333,False,963176.2037
FKID006955,critical,full surge (+5p +5b +1t),2,2,0,0,5,5,1,0,0.428791,0.890299,0.461508,80.795,410386.3773,0.136147,False,963176.2037
FKID007137,normal,baseline,3,2,0,0,0,0,0,0,0.522886,0.522886,0.0,0.0,0.0,inf,False,67055.7816
FKID007137,normal,+2 officers,3,2,0,0,2,0,0,0,0.522886,0.667129,0.144243,30.2324,8415.0623,0.066154,False,67055.7816
FKID007137,normal,+5 officers,3,2,0,0,5,0,0,0,0.522886,0.80602,0.283134,59.343,16517.9035,0.084256,False,67055.7816
FKID007137,normal,+3 barricades,3,2,0,0,0,3,0,0,0.522886,0.646545,0.123659,25.9182,7214.2244,0.115749,False,67055.7816
FKID007137,normal,+1 tow unit,3,2,0,0,0,0,1,0,0.522886,0.628423,0.105537,22.1199,6156.9945,0.045208,False,67055.7816
FKID007137,normal,+1 QRU,3,2,0,0,0,0,0,1,0.522886,0.646545,0.123659,25.9182,7214.2244,0.038583,False,67055.7816
FKID007137,normal,diversion activated,3,2,0,0,0,2,0,0,0.522886,0.609372,0.086486,18.1269,5045.5592,0.110333,False,67055.7816
FKID007137,normal,full surge (+5p +5b +1t),3,2,0,0,5,5,1,0,0.522886,0.9,0.377114,79.0406,22000.6571,0.139169,False,67055.7816
FKID007189,elevated,baseline,3,2,1,0,0,0,0,0,0.628423,0.628423,0.0,0.0,0.0,inf,False,63396.9834
FKID007189,elevated,+2 officers,3,2,1,0,2,0,0,0,0.628423,0.74076,0.112336,30.2324,6361.8516,0.066154,False,63396.9834
FKID007189,elevated,+5 officers,3,2,1,0,5,0,0,0,0.628423,0.848928,0.220505,59.343,12487.6616,0.084256,False,63396.9834
FKID007189,elevated,+3 barricades,3,2,1,0,0,3,0,0,0.628423,0.724729,0.096306,25.9182,5454.0089,0.115749,False,63396.9834
FKID007189,elevated,+1 tow unit,3,2,1,0,0,0,1,0,0.628423,0.710616,0.082192,22.1199,4654.735,0.045208,False,63396.9834
FKID007189,elevated,+1 QRU,3,2,1,0,0,0,0,1,0.628423,0.724729,0.096306,25.9182,5454.0089,0.038583,False,63396.9834
FKID007189,elevated,diversion activated,3,2,1,0,0,2,0,0,0.628423,0.695779,0.067355,18.1269,3814.4814,0.110333,False,63396.9834
FKID007189,elevated,full surge (+5p +5b +1t),3,2,1,0,5,5,1,0,0.628423,0.9,0.271577,73.0877,15379.9671,0.150504,False,63396.9834
FKID007660,emergency,baseline,3,2,1,1,0,0,0,0,0.724729,0.724729,0.0,0.0,0.0,inf,False,63615.229
FKID007660,emergency,+2 officers,3,2,1,1,2,0,0,0,0.724729,0.80795,0.083221,30.2324,5036.788,0.066154,False,63615.229
FKID007660,emergency,+5 officers,3,2,1,1,5,0,0,0,0.724729,0.888083,0.163354,59.343,9886.6979,0.084256,False,63615.229
FKID007660,emergency,+3 barricades,3,2,1,1,0,3,0,0,0.724729,0.796074,0.071345,25.9182,4318.0333,0.115749,False,63615.229
FKID007660,emergency,+1 tow unit,3,2,1,1,0,0,1,0,0.724729,0.785619,0.06089,22.1199,3685.2343,0.045208,False,63615.229
FKID007660,emergency,+1 QRU,3,2,1,1,0,0,0,1,0.724729,0.796074,0.071345,25.9182,4318.0333,0.038583,False,63615.229
FKID007660,emergency,diversion activated,3,2,1,1,0,2,0,0,0.724729,0.774627,0.049898,18.1269,3019.991,0.110333,False,63615.229
FKID007660,emergency,full surge (+5p +5b +1t),3,2,1,1,5,5,1,0,0.724729,0.9,0.175271,63.6721,10607.9369,0.17276,False,63615.229
