priority_rank,l7_alert_id,source_feed,original_id,topic_key,severity_raw,severity_unknown,base_severity,corroboration_sources,corroboration_factor,age_hours,recency_factor,alert_severity_raw,alert_severity_score,priority,affected_layer,affected_event_id,description,timestamp,merged_count,generated_at
53,retrain_triggers::DUR_SHIFT_ROAD_CONDITIONS_ORR_WEST_1,retrain_triggers,DUR_SHIFT_ROAD_CONDITIONS_ORR_WEST_1,dur_shift::road_conditions_orr_west_1,moderate,False,0.65,2,1.3,15.214319871388888,0.5305028256027231,0.44827488763430107,0.3113020053015979,P3,Layer4.5,,Stratum 'road_conditions × ORR West 1': posterior_mu shifted -5.343 log-units (2.8 sigma). Prior fallback level: stratum. Recommend updating Layer 4.5 duration priors for this stratum.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
54,retrain_triggers::DUR_SHIFT_TREE_FALL_MAGADI_ROAD,retrain_triggers,DUR_SHIFT_TREE_FALL_MAGADI_ROAD,dur_shift::tree_fall_magadi_road,moderate,False,0.65,2,1.3,15.214319871388888,0.5305028256027231,0.44827488763430107,0.3113020053015979,P3,Layer4.5,,Stratum 'tree_fall × Magadi Road': posterior_mu shifted -2.677 log-units (1.9 sigma). Prior fallback level: cause. Recommend updating Layer 4.5 duration priors for this stratum.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
55,retrain_triggers::DUR_SHIFT_VEHICLE_BREAKDOWN_CBD_2,retrain_triggers,DUR_SHIFT_VEHICLE_BREAKDOWN_CBD_2,dur_shift::vehicle_breakdown_cbd_2,moderate,False,0.65,2,1.3,15.214319871388888,0.5305028256027231,0.44827488763430107,0.3113020053015979,P3,Layer4.5,,Stratum 'vehicle_breakdown × CBD 2': posterior_mu shifted -1.990 log-units (2.8 sigma). Prior fallback level: stratum. Recommend updating Layer 4.5 duration priors for this stratum.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
56,retrain_triggers::DUR_SHIFT_WATER_LOGGING_OLD_AIRPORT_ROAD,retrain_triggers,DUR_SHIFT_WATER_LOGGING_OLD_AIRPORT_ROAD,dur_shift::water_logging_old_airport_road,moderate,False,0.65,2,1.3,15.214319871388888,0.5305028256027231,0.44827488763430107,0.3113020053015979,P3,Layer4.5,,Stratum 'water_logging × Old Airport Road': posterior_mu shifted -3.354 log-units (1.9 sigma). Prior fallback level: cause. Recommend updating Layer 4.5 duration priors for this stratum.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
57,retrain_triggers::DUR_SHIFT_WATER_LOGGING_OLD_MADRAS_ROAD,retrain_triggers,DUR_SHIFT_WATER_LOGGING_OLD_MADRAS_ROAD,dur_shift::water_logging_old_madras_road,moderate,False,0.65,2,1.3,15.214319871388888,0.5305028256027231,0.44827488763430107,0.3113020053015979,P3,Layer4.5,,Stratum 'water_logging × Old Madras Road': posterior_mu shifted -3.925 log-units (2.2 sigma). Prior fallback level: cause. Recommend updating Layer 4.5 duration priors for this stratum.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
58,active_alerts::CALIB_BIN_1_SHIFT,active_alerts,CALIB_BIN_1_SHIFT,layer4.5::general,moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4.5,,"Bin [0.1,0.2]: posterior mean=0.500, raw pred=0.150 (shift=+0.350). Posterior updated; consider recalibration pass.",2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
59,active_alerts::CALIB_BIN_3_SHIFT,active_alerts,CALIB_BIN_3_SHIFT,layer4.5::general,moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4.5,,"Bin [0.3,0.4]: posterior mean=0.500, raw pred=0.350 (shift=+0.150). Posterior updated; consider recalibration pass.",2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
60,active_alerts::CALIB_BIN_6_SHIFT,active_alerts,CALIB_BIN_6_SHIFT,layer4.5::general,moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4.5,,"Bin [0.6,0.7]: posterior mean=0.500, raw pred=0.650 (shift=-0.150). Posterior updated; consider recalibration pass.",2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
61,active_alerts::CALIB_BIN_7_SHIFT,active_alerts,CALIB_BIN_7_SHIFT,layer4.5::general,moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4.5,,"Bin [0.7,0.8]: posterior mean=0.500, raw pred=0.750 (shift=-0.250). Posterior updated; consider recalibration pass.",2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
62,active_alerts::TRUST_DEGRADED_P32,active_alerts,TRUST_DEGRADED_P32,layer4::general,moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4,,Prototype 32 (public_event / Non-corridor): trust degraded from 0.490 to 0.495. Review prototype representativeness; consider refreshing with recent events.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
63,active_alerts::TRUST_DEGRADED_P8,active_alerts,TRUST_DEGRADED_P8,layer4::general,moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4,,Prototype 8 (public_event / Non-corridor): trust degraded from 0.490 to 0.495. Review prototype representativeness; consider refreshing with recent events.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
64,retrain_triggers::CALIB_BIN_1_SHIFT,retrain_triggers,CALIB_BIN_1_SHIFT,"layer4.5::bin_1 [0.1,0.2]",moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4.5,,"Bin [0.1,0.2]: posterior mean=0.500, raw pred=0.150 (shift=+0.350). Posterior updated; consider recalibration pass.",2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
65,retrain_triggers::CALIB_BIN_3_SHIFT,retrain_triggers,CALIB_BIN_3_SHIFT,"layer4.5::bin_3 [0.3,0.4]",moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4.5,,"Bin [0.3,0.4]: posterior mean=0.500, raw pred=0.350 (shift=+0.150). Posterior updated; consider recalibration pass.",2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
66,retrain_triggers::CALIB_BIN_6_SHIFT,retrain_triggers,CALIB_BIN_6_SHIFT,"layer4.5::bin_6 [0.6,0.7]",moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4.5,,"Bin [0.6,0.7]: posterior mean=0.500, raw pred=0.650 (shift=-0.150). Posterior updated; consider recalibration pass.",2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
67,retrain_triggers::CALIB_BIN_7_SHIFT,retrain_triggers,CALIB_BIN_7_SHIFT,"layer4.5::bin_7 [0.7,0.8]",moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4.5,,"Bin [0.7,0.8]: posterior mean=0.500, raw pred=0.750 (shift=-0.250). Posterior updated; consider recalibration pass.",2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
68,retrain_triggers::TRUST_DEGRADED_P32,retrain_triggers,TRUST_DEGRADED_P32,layer4::prototype_32,moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4,,Prototype 32 (public_event / Non-corridor): trust degraded from 0.490 to 0.495. Review prototype representativeness; consider refreshing with recent events.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
69,retrain_triggers::TRUST_DEGRADED_P8,retrain_triggers,TRUST_DEGRADED_P8,layer4::prototype_8,moderate,False,0.65,1,1.15,15.214319871388888,0.5305028256027231,0.3965508621380355,0.2753825431514135,P4,Layer4,,Prototype 8 (public_event / Non-corridor): trust degraded from 0.490 to 0.495. Review prototype representativeness; consider refreshing with recent events.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
70,active_alerts::HEALTH_PSI_HOUR_LOCAL,active_alerts,HEALTH_PSI_HOUR_LOCAL,layer4.5::hour_local,warning,False,0.5,3,1.45,15.214319871388888,0.5305028256027231,0.38461454856197425,0.26709343650137096,P4,drift,,Health metric 'psi_hour_local' is WARNING. Feedback value: 0.1526.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
71,active_alerts::HEALTH_MEAN_ABS_TRUST_DELTA,active_alerts,HEALTH_MEAN_ABS_TRUST_DELTA,prototype_trust::general,warning,False,0.5,1,1.15,15.214319871388888,0.5305028256027231,0.30503912472156575,0.2118327255010873,P4,prototype_trust,,Health metric 'mean_abs_trust_delta' is WARNING. Feedback value: 0.001.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
72,active_alerts::HEALTH_PREDICTIVE_COVERAGE_95PCT,active_alerts,HEALTH_PREDICTIVE_COVERAGE_95PCT,predictive_calibration::general,warning,False,0.5,1,1.15,15.214319871388888,0.5305028256027231,0.30503912472156575,0.2118327255010873,P4,predictive_calibration,,Health metric 'predictive_coverage_95pct' is WARNING. Feedback value: 0.8658.,2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
73,retrain_triggers::DUR_SPARSE_STRATA,retrain_triggers,DUR_SPARSE_STRATA,layer4.5::stratum coverage,info,False,0.25,1,1.15,15.214319871388888,0.5305028256027231,0.15251956236078287,0.10591636275054366,P4,Layer4.5,,"70 strata had n_eff < 3 in the feedback batch (causes: ['accident', 'congestion', 'construction', 'others', 'pot_holes']). Fell back to cause or global prior; consider data collection for underrepresented strata.",2026-06-19T10:34:30Z,1,2026-06-20T01:47:21.551537+00:00
