event_id,event_cause,corridor_fill,start_local,log_duration_actual,duration_min_actual,mu_seq_logspace,posterior_mean,posterior_sd,obs_sd,predictive_sd,sigma_seq_logspace,predictive_scale_source,obs_variance_source,predictive_scale_valid,predictive_scale_is_parameter_only,resid_seq_logspace,resid_std_seq,absresid_seq_logspace,in_50pct_interval,in_80pct_interval,in_95pct_interval,in_95pct_interval_param_only,predictive_interval_lower,predictive_interval_upper,interval_width_95,pred_p80_min,pred_p95_min,crps_seq,prior_level,n_earlier_stratum,source,evaluation_method
FKID000201,road_conditions,CBD 2,2024-03-08 10:38:03.073000+05:30,10.6063,40387.38,8.0742,8.0742,2.4,0.001,2.4,2.4,posterior_sd_plus_obs_sd,pooled_stratum,True,False,2.5321,1.055,2.5321,False,True,True,True,3.3701,12.7782,9.4082,24198.37,166353.24,1.537796,stratum,0,layer6_posterior_scoring,sequential_loo
FKID000205,vehicle_breakdown,ORR North 2,2024-03-08 11:12:27.352000+05:30,4.9347,138.03,3.7159,3.7159,0.4997,1.0287,1.1436,1.1436,posterior_sd_plus_obs_sd,local_feedback,True,False,1.2188,1.0657,1.2188,False,True,True,False,1.4744,5.9575,4.4831,106.6,268.63,0.741422,stratum,3,layer6_posterior_scoring,sequential_loo
FKID000208,vehicle_breakdown,Non-corridor,2024-03-08 11:12:59.334000+05:30,4.5439,93.06,3.7134,3.7134,0.1906,0.9933,1.0114,1.0114,posterior_sd_plus_obs_sd,local_feedback,True,False,0.8305,0.8211,0.8305,False,True,True,False,1.7311,5.6958,3.9647,95.03,215.37,0.494099,stratum,26,layer6_posterior_scoring,sequential_loo
FKID000216,construction,Non-corridor,2024-03-08 11:23:36.201000+05:30,9.1754,9655.52,4.931,4.931,1.2078,3.4517,3.657,3.657,posterior_sd_plus_obs_sd,local_feedback,True,False,4.2444,1.1606,4.2444,False,True,True,False,-2.2366,12.0986,14.3352,3006.14,56732.87,2.625766,stratum,7,layer6_posterior_scoring,sequential_loo
FKID000218,others,Non-corridor,2024-03-08 11:56:58.707000+05:30,5.3028,199.89,6.9049,6.9049,0.8341,2.8718,2.9905,2.9905,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.6022,-0.5358,1.6022,True,True,True,True,1.0435,12.7663,11.7228,12354.01,136473.26,1.03335,stratum,11,layer6_posterior_scoring,sequential_loo
FKID000226,others,Hennur Main Road,2024-03-08 11:58:21.435000+05:30,3.8039,43.87,9.2501,9.2501,0.001,2.7231,2.7231,2.7231,posterior_sd_plus_obs_sd,pooled_stratum,True,False,-5.4462,-2.0,5.4462,False,False,False,False,3.9128,14.5873,10.6745,102935.69,917259.68,3.956089,stratum,1,layer6_posterior_scoring,sequential_loo
FKID000243,tree_fall,Non-corridor,2024-03-08 12:37:56.737000+05:30,4.668,105.49,7.5687,7.5687,0.3889,2.3958,2.4272,2.4272,posterior_sd_plus_obs_sd,local_feedback,True,False,-2.9007,-1.1951,2.9007,False,True,True,False,2.8115,12.3259,9.5144,14933.71,104925.24,1.806374,stratum,37,layer6_posterior_scoring,sequential_loo
FKID000244,tree_fall,Non-corridor,2024-03-08 12:46:00.240000+05:30,7.6958,2198.13,7.494,7.494,0.3861,2.4098,2.4406,2.4406,posterior_sd_plus_obs_sd,local_feedback,True,False,0.2018,0.0827,0.2018,True,True,True,True,2.7105,12.2775,9.5671,14016.45,99548.36,0.577004,stratum,38,layer6_posterior_scoring,sequential_loo
FKID000246,tree_fall,Non-corridor,2024-03-08 12:48:53.631000+05:30,7.6946,2195.46,7.4995,7.4995,0.3765,2.3789,2.4085,2.4085,posterior_sd_plus_obs_sd,local_feedback,True,False,0.1951,0.081,0.1951,True,True,True,True,2.7788,12.2202,9.4414,13718.47,94955.97,0.569162,stratum,39,layer6_posterior_scoring,sequential_loo
FKID000250,vehicle_breakdown,Mysore Road,2024-03-08 12:55:21.653000+05:30,3.704,39.61,3.4463,3.4463,0.2224,0.7929,0.8235,0.8235,posterior_sd_plus_obs_sd,local_feedback,True,False,0.2577,0.313,0.2577,True,True,True,True,1.8323,5.0602,3.228,61.76,120.6,0.224361,stratum,12,layer6_posterior_scoring,sequential_loo
FKID000254,vehicle_breakdown,Tumkur Road,2024-03-08 13:26:14.949000+05:30,2.4115,10.15,2.9108,2.9108,0.201,0.4657,0.5072,0.5072,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.4993,-0.9845,0.4993,False,True,True,False,1.9167,3.905,1.9883,27.16,41.31,0.30021,stratum,5,layer6_posterior_scoring,sequential_loo
FKID000257,tree_fall,Non-corridor,2024-03-08 13:31:56.993000+05:30,4.1763,64.12,7.5047,7.5047,0.3673,2.3492,2.3777,2.3777,posterior_sd_plus_obs_sd,local_feedback,True,False,-3.3284,-1.3998,3.3284,False,False,True,False,2.8444,12.165,9.3206,13436.48,90729.72,2.161375,stratum,40,layer6_posterior_scoring,sequential_loo
FKID000255,tree_fall,Non-corridor,2024-03-08 13:36:30.352000+05:30,4.2097,66.33,7.4249,7.4249,0.3671,2.377,2.4052,2.4052,posterior_sd_plus_obs_sd,local_feedback,True,False,-3.2153,-1.3368,3.2153,False,False,True,False,2.7108,12.1391,9.4283,12696.82,87649.42,2.060697,stratum,41,layer6_posterior_scoring,sequential_loo
FKID000267,vehicle_breakdown,Mysore Road,2024-03-08 14:15:13.150000+05:30,4.2067,66.14,3.4649,3.4649,0.2069,0.7649,0.7924,0.7924,posterior_sd_plus_obs_sd,local_feedback,True,False,0.7418,0.9361,0.7418,False,True,True,False,1.9118,5.0181,3.1063,61.29,116.73,0.443616,stratum,13,layer6_posterior_scoring,sequential_loo
FKID000283,water_logging,Non-corridor,2024-03-08 14:38:49.430000+05:30,6.7116,820.88,7.3037,7.3037,0.5205,2.5236,2.5767,2.5767,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.5921,-0.2298,0.5921,True,True,True,True,2.2533,12.3541,10.1008,12994.45,102956.46,0.656216,stratum,22,layer6_posterior_scoring,sequential_loo
FKID000299,vehicle_breakdown,Mysore Road,2024-03-08 23:49:44.590000+05:30,2.8197,15.77,3.5155,3.5155,0.1989,0.7616,0.7871,0.7871,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.6958,-0.884,0.6958,False,True,True,False,1.9728,5.0583,3.0855,64.23,121.76,0.414531,stratum,14,layer6_posterior_scoring,sequential_loo
FKID000328,accident,Non-corridor,2024-03-09 01:17:42.569000+05:30,4.373,78.28,4.2079,4.2079,1.7495,1.3228,2.1933,2.1933,posterior_sd_plus_obs_sd,pooled_stratum,True,False,0.1651,0.0753,0.1651,True,True,True,True,-0.091,8.5068,8.5978,424.74,2477.88,0.517518,stratum,0,layer6_posterior_scoring,sequential_loo
FKID000337,construction,ORR East 2,2024-03-09 01:55:49.408000+05:30,9.0827,8801.11,6.9397,6.9397,0.3308,0.9644,1.0196,1.0196,posterior_sd_plus_obs_sd,local_feedback,True,False,2.143,2.1018,2.143,False,False,False,False,4.9413,8.9382,3.9968,2434.38,5522.87,1.580881,stratum,5,layer6_posterior_scoring,sequential_loo
FKID000349,vehicle_breakdown,ORR West 1,2024-03-09 03:10:42.644000+05:30,4.3438,76.0,3.0995,3.0995,0.001,0.6005,0.6005,0.6005,posterior_sd_plus_obs_sd,pooled_stratum,True,False,1.2443,2.0722,1.2443,False,False,False,False,1.9226,4.2764,2.3539,35.78,58.57,0.913878,stratum,1,layer6_posterior_scoring,sequential_loo
FKID000348,tree_fall,Non-corridor,2024-03-09 03:42:26.502000+05:30,6.233,508.3,7.3498,7.3498,0.3662,2.3996,2.4274,2.4274,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.1168,-0.4601,1.1168,True,True,True,False,2.5921,12.1075,9.5153,11999.88,84328.58,0.768699,stratum,42,layer6_posterior_scoring,sequential_loo
FKID000355,construction,Non-corridor,2024-03-09 03:48:14.937000+05:30,5.2014,180.52,5.4014,5.4014,1.1692,3.5534,3.7408,3.7408,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.2001,-0.0535,0.2001,True,True,True,True,-1.9305,12.7334,14.6639,5164.59,104244.29,0.878474,stratum,8,layer6_posterior_scoring,sequential_loo
FKID000412,construction,ORR North 1,2024-03-09 06:02:11.731000+05:30,4.7412,113.57,5.9475,5.9475,2.4821,2.4871,3.5138,3.5138,posterior_sd_plus_obs_sd,pooled_stratum,True,False,-1.2063,-0.3433,1.2063,True,True,True,True,-0.9395,12.8344,13.7739,7365.55,123878.6,0.984747,stratum,0,layer6_posterior_scoring,sequential_loo
FKID000393,others,Bannerghata Road,2024-03-09 06:55:26.527000+05:30,9.9904,21814.19,6.7859,6.7859,2.9461,0.001,2.9461,2.9461,posterior_sd_plus_obs_sd,pooled_stratum,True,False,3.2045,1.0877,3.2045,False,True,True,True,1.0116,12.5602,11.5486,10564.89,112618.35,1.956554,cause,0,layer6_posterior_scoring,sequential_loo
FKID000399,vehicle_breakdown,Non-corridor,2024-03-09 07:23:07.107000+05:30,2.5011,11.2,3.7429,3.7429,0.1861,0.9872,1.0046,1.0046,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.2419,-1.2362,1.2419,False,True,True,False,1.7739,5.712,3.9381,97.34,219.38,0.779699,stratum,27,layer6_posterior_scoring,sequential_loo
FKID000404,accident,Non-corridor,2024-03-09 07:38:51.761000+05:30,0.6147,0.85,4.373,4.373,0.001,1.3228,1.3229,1.3229,posterior_sd_plus_obs_sd,pooled_stratum,True,False,-3.7582,-2.841,3.7582,False,False,False,False,1.7802,6.9657,5.1856,240.36,697.44,3.013658,stratum,1,layer6_posterior_scoring,sequential_loo
FKID000410,vehicle_breakdown,Non-corridor,2024-03-09 07:51:23.324000+05:30,4.2604,69.84,3.7003,3.7003,0.1846,0.9965,1.0135,1.0135,posterior_sd_plus_obs_sd,local_feedback,True,False,0.5601,0.5527,0.5601,True,True,True,False,1.7139,5.6867,3.9728,93.94,213.29,0.357292,stratum,28,layer6_posterior_scoring,sequential_loo
FKID000413,vehicle_breakdown,Tumkur Road,2024-03-09 08:30:00.758000+05:30,2.4214,10.26,2.831,2.831,0.1815,0.4575,0.4922,0.4922,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.4096,-0.8323,0.4096,False,True,True,False,1.8664,3.7957,1.9293,24.67,37.11,0.2437,stratum,6,layer6_posterior_scoring,sequential_loo
FKID000420,vehicle_breakdown,Mysore Road,2024-03-09 10:44:41.106000+05:30,3.7119,39.93,3.4711,3.4711,0.1911,0.756,0.7798,0.7798,posterior_sd_plus_obs_sd,local_feedback,True,False,0.2408,0.3088,0.2408,True,True,True,True,1.9427,4.9994,3.0567,61.01,115.01,0.211665,stratum,15,layer6_posterior_scoring,sequential_loo
FKID000421,tree_fall,Non-corridor,2024-03-09 12:04:21.300000+05:30,3.9863,52.85,7.3246,7.3246,0.3587,2.3776,2.4046,2.4046,posterior_sd_plus_obs_sd,local_feedback,True,False,-3.3383,-1.3883,3.3383,False,False,True,False,2.6117,12.0375,9.4258,11478.55,79199.38,2.16261,stratum,43,layer6_posterior_scoring,sequential_loo
FKID000427,water_logging,Mysore Road,2024-03-09 12:07:50.169000+05:30,10.6113,40590.65,9.0932,9.0932,0.6176,1.7147,1.8226,1.8226,posterior_sd_plus_obs_sd,local_feedback,True,False,1.5181,0.8329,1.5181,False,True,True,False,5.521,12.6655,7.1446,41239.74,178285.66,0.903105,cause,7,layer6_posterior_scoring,sequential_loo
FKID000426,construction,Non-corridor,2024-03-09 12:08:13.420000+05:30,8.3714,4320.54,5.3683,5.3683,1.0542,3.3502,3.5121,3.5121,posterior_sd_plus_obs_sd,local_feedback,True,False,3.0031,0.8551,3.0031,False,True,True,False,-1.5155,12.2521,13.7676,4121.38,69233.78,1.787042,stratum,9,layer6_posterior_scoring,sequential_loo
FKID000425,water_logging,Non-corridor,2024-03-09 12:13:02.908000+05:30,3.8472,45.86,7.2737,7.2737,0.4996,2.4698,2.5198,2.5198,posterior_sd_plus_obs_sd,local_feedback,True,False,-3.4265,-1.3598,3.4265,False,False,True,False,2.3349,12.2125,9.8776,12019.98,90977.94,2.206634,stratum,23,layer6_posterior_scoring,sequential_loo
FKID000430,others,Magadi Road,2024-03-09 12:30:11.949000+05:30,3.2564,24.96,2.6921,2.6921,0.001,0.9592,0.9592,0.9592,posterior_sd_plus_obs_sd,pooled_stratum,True,False,0.5643,0.5882,0.5643,True,True,True,False,0.812,4.5722,3.7602,32.1,70.52,0.352899,stratum,1,layer6_posterior_scoring,sequential_loo
FKID000441,water_logging,ORR West 1,2024-03-09 12:37:04.227000+05:30,10.344,31067.91,6.5158,6.5158,0.5908,1.0893,1.2392,1.2392,posterior_sd_plus_obs_sd,local_feedback,True,False,3.8282,3.0893,3.8282,False,False,False,False,4.087,8.9445,4.8575,1916.31,5186.56,3.129756,stratum,3,layer6_posterior_scoring,sequential_loo
FKID000443,water_logging,Bannerghata Road,2024-03-09 12:45:27.032000+05:30,9.8323,18623.93,7.1737,7.1737,1.5662,3.4606,3.7985,3.7985,posterior_sd_plus_obs_sd,local_feedback,True,False,2.6586,0.6999,2.6586,False,True,True,True,-0.2714,14.6187,14.8901,31905.29,674437.61,1.601147,cause,2,layer6_posterior_scoring,sequential_loo
FKID000453,water_logging,Non-corridor,2024-03-09 12:56:06.055000+05:30,9.9784,21555.31,7.1429,7.1429,0.4963,2.5053,2.554,2.554,posterior_sd_plus_obs_sd,local_feedback,True,False,2.8355,1.1102,2.8355,False,True,True,False,2.1371,12.1487,10.0116,10854.4,84444.21,1.73804,stratum,24,layer6_posterior_scoring,sequential_loo
FKID000456,water_logging,Non-corridor,2024-03-09 13:17:29.202000+05:30,6.4548,634.76,7.2518,7.2518,0.4901,2.5233,2.5705,2.5705,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.797,-0.3101,0.797,True,True,True,True,2.2137,12.29,10.0763,12272.83,96752.45,0.69852,stratum,25,layer6_posterior_scoring,sequential_loo
FKID000457,tree_fall,ORR West 1,2024-03-09 13:19:18.726000+05:30,6.4441,628.01,3.3029,3.3029,1.0142,1.5744,1.8728,1.8728,posterior_sd_plus_obs_sd,local_feedback,True,False,3.1412,1.6773,3.1412,False,False,True,False,-0.3678,6.9736,7.3414,130.51,590.95,2.156991,cause,2,layer6_posterior_scoring,sequential_loo
FKID000477,water_logging,Non-corridor,2024-03-09 13:29:17.654000+05:30,6.9512,1043.4,7.2183,7.2183,0.4729,2.4776,2.5223,2.5223,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.2671,-0.1059,0.2671,True,True,True,True,2.2746,12.162,9.8874,11396.45,86433.05,0.600724,stratum,26,layer6_posterior_scoring,sequential_loo
FKID000480,water_logging,Non-corridor,2024-03-09 13:32:46.293000+05:30,6.9479,1039.96,7.2046,7.2046,0.4563,2.4314,2.4738,2.4738,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.2567,-0.1038,0.2567,True,True,True,True,2.3558,12.0533,9.6975,10791.35,78719.71,0.588738,stratum,27,layer6_posterior_scoring,sequential_loo
FKID000485,water_logging,Mysore Road,2024-03-09 13:34:02.617000+05:30,10.7981,48925.08,9.2678,9.2678,0.5708,1.6816,1.7759,1.7759,posterior_sd_plus_obs_sd,local_feedback,True,False,1.5302,0.8617,1.5302,False,True,True,False,5.7872,12.7485,6.9613,47213.03,196587.93,0.910753,cause,8,layer6_posterior_scoring,sequential_loo
FKID000492,tree_fall,Hosur Road,2024-03-09 13:34:54.844000+05:30,4.1462,62.2,6.5149,6.5149,2.4587,2.2406,3.3265,3.3265,posterior_sd_plus_obs_sd,pooled_stratum,True,False,-2.3686,-0.7121,2.3686,False,True,True,True,-0.0051,13.0349,13.0399,11097.4,160574.32,1.423194,cause,0,layer6_posterior_scoring,sequential_loo
FKID000494,water_logging,Old Madras Road,2024-03-09 14:01:39.430000+05:30,10.5695,38927.74,5.312,5.312,0.001,3.411,3.411,3.411,posterior_sd_plus_obs_sd,pooled_stratum,True,False,5.2575,1.5413,5.2575,False,False,True,False,-1.3736,11.9975,13.3711,3577.64,55411.07,3.514894,cause,1,layer6_posterior_scoring,sequential_loo
FKID000493,water_logging,Old Madras Road,2024-03-09 14:06:52.619000+05:30,10.5694,38922.48,8.5046,8.5046,1.3735,2.6288,2.9659,2.9659,posterior_sd_plus_obs_sd,local_feedback,True,False,2.0647,0.6961,2.0647,False,True,True,True,2.6914,14.3179,11.6265,59922.41,648980.81,1.244463,cause,2,layer6_posterior_scoring,sequential_loo
FKID000513,others,Non-corridor,2024-03-09 15:56:12.959000+05:30,6.3422,567.04,6.7804,6.7804,0.7785,2.7855,2.8923,2.8923,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.4382,-0.1515,0.4382,True,True,True,True,1.1116,12.4493,11.3377,10042.06,102518.64,0.702351,stratum,12,layer6_posterior_scoring,sequential_loo
FKID000515,tree_fall,Mysore Road,2024-03-09 17:05:35.241000+05:30,7.6928,2191.59,8.6682,8.6682,0.5817,1.1975,1.3313,1.3313,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.9753,-0.7326,0.9753,False,True,True,True,6.0588,11.2775,5.2187,17829.01,51946.45,0.58409,cause,4,layer6_posterior_scoring,sequential_loo
FKID000525,tree_fall,Non-corridor,2024-03-09 23:55:26.076000+05:30,7.5703,1938.81,7.2501,7.2501,0.3584,2.4029,2.4295,2.4295,posterior_sd_plus_obs_sd,local_feedback,True,False,0.3202,0.1318,0.3202,True,True,True,True,2.4883,12.0119,9.5236,10880.35,76591.16,0.584576,stratum,44,layer6_posterior_scoring,sequential_loo
FKID000527,tree_fall,Non-corridor,2024-03-10 00:03:14.368000+05:30,8.9544,7741.09,7.2573,7.2573,0.3507,2.3765,2.4022,2.4022,posterior_sd_plus_obs_sd,local_feedback,True,False,1.6971,0.7065,1.6971,False,True,True,False,2.5489,11.9657,9.4167,10710.23,73760.82,1.020781,stratum,45,layer6_posterior_scoring,sequential_loo
FKID000530,water_logging,Non-corridor,2024-03-10 00:10:49.205000+05:30,9.8412,18791.14,7.1919,7.1919,0.4408,2.3877,2.4281,2.4281,posterior_sd_plus_obs_sd,local_feedback,True,False,2.6493,1.0911,2.6493,False,True,True,False,2.4329,11.9509,9.518,10252.5,72089.11,1.618551,stratum,28,layer6_posterior_scoring,sequential_loo
FKID000528,tree_fall,Non-corridor,2024-03-10 00:18:36.647000+05:30,8.9525,7725.81,7.2936,7.2936,0.345,2.3634,2.3884,2.3884,posterior_sd_plus_obs_sd,local_feedback,True,False,1.6589,0.6946,1.6589,False,True,True,False,2.6122,11.9749,9.3626,10977.58,74768.08,1.000199,stratum,46,layer6_posterior_scoring,sequential_loo
FKID000529,tree_fall,Non-corridor,2024-03-10 00:30:11.103000+05:30,8.951,7714.29,7.3283,7.3283,0.3395,2.3502,2.3746,2.3746,posterior_sd_plus_obs_sd,local_feedback,True,False,1.6227,0.6834,1.6227,False,True,True,False,2.6741,11.9824,9.3083,11233.83,75666.45,0.980853,stratum,47,layer6_posterior_scoring,sequential_loo
FKID000531,vehicle_breakdown,Non-corridor,2024-03-10 00:32:31.996000+05:30,4.3417,75.84,3.7189,3.7189,0.1794,0.9845,1.0007,1.0007,posterior_sd_plus_obs_sd,local_feedback,True,False,0.6228,0.6224,0.6228,True,True,True,False,1.7575,5.6803,3.9228,94.69,212.78,0.383699,stratum,29,layer6_posterior_scoring,sequential_loo
FKID000544,vehicle_breakdown,Bellary Road 1,2024-03-10 00:57:13.135000+05:30,4.3186,74.08,3.4478,3.4478,0.0782,0.1358,0.1567,0.1567,posterior_sd_plus_obs_sd,local_feedback,True,False,0.8708,5.5586,0.8708,False,False,False,False,3.1408,3.7548,0.6141,34.86,39.67,0.782382,stratum,3,layer6_posterior_scoring,sequential_loo
FKID000542,tree_fall,Non-corridor,2024-03-10 01:00:11.949000+05:30,8.9471,7684.34,7.3616,7.3616,0.3342,2.3369,2.3607,2.3607,posterior_sd_plus_obs_sd,local_feedback,True,False,1.5855,0.6716,1.5855,True,True,True,False,2.7346,11.9886,9.254,11479.47,76464.53,0.961216,stratum,48,layer6_posterior_scoring,sequential_loo
FKID000539,vehicle_breakdown,Tumkur Road,2024-03-10 01:33:56.128000+05:30,2.2976,8.95,2.773,2.773,0.1635,0.4427,0.4719,0.4719,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.4754,-1.0074,0.4754,False,True,True,False,1.848,3.698,1.85,22.81,33.79,0.286695,stratum,7,layer6_posterior_scoring,sequential_loo
FKID000541,vehicle_breakdown,Old Airport Road,2024-03-10 01:50:48.504000+05:30,4.4583,85.34,3.7504,3.7504,0.3172,0.4683,0.5656,0.5656,posterior_sd_plus_obs_sd,local_feedback,True,False,0.7079,1.2515,0.7079,False,True,True,False,2.6418,4.859,2.2172,67.47,106.85,0.445805,stratum,2,layer6_posterior_scoring,sequential_loo
FKID000543,water_logging,Old Madras Road,2024-03-10 01:53:55.744000+05:30,8.7166,6102.37,8.9377,8.9377,1.1711,2.4784,2.7412,2.7412,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.2211,-0.0807,0.2211,True,True,True,True,3.565,14.3104,10.7453,76472.74,691410.5,0.647705,cause,3,layer6_posterior_scoring,sequential_loo
FKID000553,construction,ORR East 2,2024-03-10 02:37:10.260000+05:30,6.6588,778.6,7.1005,7.1005,0.3456,1.1409,1.1921,1.1921,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.4417,-0.3706,0.4417,True,True,True,True,4.764,9.4371,4.6731,3306.12,8615.06,0.343158,stratum,6,layer6_posterior_scoring,sequential_loo
FKID000557,construction,ORR West 1,2024-03-10 03:03:49.745000+05:30,1.0776,1.94,7.1443,7.1443,3.671,0.001,3.671,3.671,posterior_sd_plus_obs_sd,pooled_stratum,True,False,-6.0667,-1.6526,6.0667,False,False,True,True,-0.0508,14.3394,14.3902,27828.19,530975.7,4.146147,stratum,0,layer6_posterior_scoring,sequential_loo
FKID000559,pot_holes,Non-corridor,2024-03-10 03:23:28.518000+05:30,10.5048,36490.44,9.3791,9.3791,0.5435,1.2572,1.3697,1.3697,posterior_sd_plus_obs_sd,local_feedback,True,False,1.1258,0.8219,1.1258,False,True,True,False,6.6945,12.0636,5.3691,37488.13,112639.85,0.669763,stratum,5,layer6_posterior_scoring,sequential_loo
FKID000564,water_logging,IRR(Thanisandra road),2024-03-10 04:31:30.927000+05:30,10.8847,53354.22,9.1827,9.1827,2.0384,0.001,2.0384,2.0384,posterior_sd_plus_obs_sd,pooled_stratum,True,False,1.702,0.835,1.702,False,True,True,True,5.1875,13.1779,7.9903,54079.67,278033.82,1.012539,cause,0,layer6_posterior_scoring,sequential_loo
FKID000567,vehicle_breakdown,Bellary Road 1,2024-03-10 04:39:17.618000+05:30,4.4961,88.67,3.6654,3.6654,0.1944,0.3955,0.4407,0.4407,posterior_sd_plus_obs_sd,local_feedback,True,False,0.8308,1.8852,0.8308,False,False,True,False,2.8016,4.5291,1.7275,55.61,79.66,0.592262,stratum,4,layer6_posterior_scoring,sequential_loo
FKID000568,vehicle_breakdown,ORR North 2,2024-03-10 05:45:37.663000+05:30,3.9187,49.33,3.9504,3.9504,0.4463,1.0192,1.1126,1.1126,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.0317,-0.0285,0.0317,True,True,True,True,1.7697,6.1311,4.3614,131.53,322.91,0.26037,stratum,4,layer6_posterior_scoring,sequential_loo
FKID000582,vehicle_breakdown,Tumkur Road,2024-03-10 06:33:49.259000+05:30,2.5186,11.41,2.7154,2.7154,0.1521,0.4389,0.4645,0.4645,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.1967,-0.4236,0.1967,True,True,True,True,1.805,3.6257,1.8207,21.34,31.44,0.141304,stratum,8,layer6_posterior_scoring,sequential_loo
FKID000597,vehicle_breakdown,Tumkur Road,2024-03-10 09:21:02.209000+05:30,4.8428,125.82,2.6914,2.6914,0.1368,0.4169,0.4388,0.4388,posterior_sd_plus_obs_sd,local_feedback,True,False,2.1514,4.903,2.1514,False,False,False,False,1.8313,3.5514,1.7201,20.34,29.36,1.90384,stratum,9,layer6_posterior_scoring,sequential_loo
FKID000612,vehicle_breakdown,Magadi Road,2024-03-10 09:29:18.657000+05:30,4.6402,102.57,3.8907,3.8907,0.2114,0.5754,0.613,0.613,posterior_sd_plus_obs_sd,local_feedback,True,False,0.7495,1.2227,0.7495,False,True,True,False,2.6892,5.0922,2.4031,80.99,133.16,0.469311,stratum,7,layer6_posterior_scoring,sequential_loo
FKID000615,others,Magadi Road,2024-03-10 10:01:04.775000+05:30,5.0618,156.87,2.9907,2.9907,0.1991,0.2821,0.3453,0.3453,posterior_sd_plus_obs_sd,local_feedback,True,False,2.071,5.9978,2.071,False,False,False,False,2.314,3.6675,1.3536,25.61,34.12,1.876206,stratum,2,layer6_posterior_scoring,sequential_loo
FKID000631,vehicle_breakdown,Mysore Road,2024-03-10 10:25:48.993000+05:30,3.8631,46.61,3.4855,3.4855,0.1802,0.7343,0.7561,0.7561,posterior_sd_plus_obs_sd,local_feedback,True,False,0.3776,0.4994,0.3776,True,True,True,False,2.0036,4.9675,2.9639,60.67,112.2,0.250388,stratum,16,layer6_posterior_scoring,sequential_loo
FKID000633,vehicle_breakdown,Varthur Road,2024-03-10 10:40:21.599000+05:30,3.6585,37.8,4.8157,4.8157,0.001,0.8253,0.8253,0.8253,posterior_sd_plus_obs_sd,pooled_stratum,True,False,-1.1572,-1.4022,1.1572,False,False,True,False,3.1982,6.4332,3.235,246.21,478.68,0.751838,stratum,1,layer6_posterior_scoring,sequential_loo
FKID000634,vehicle_breakdown,Non-corridor,2024-03-10 10:47:55.147000+05:30,4.7802,118.13,3.7389,3.7389,0.1747,0.9744,0.9899,0.9899,posterior_sd_plus_obs_sd,local_feedback,True,False,1.0413,1.0519,1.0413,False,True,True,False,1.7987,5.6792,3.8805,95.75,213.27,0.632072,stratum,30,layer6_posterior_scoring,sequential_loo
FKID000655,others,Non-corridor,2024-03-10 11:44:23.988000+05:30,3.9042,48.61,6.7487,6.7487,0.7226,2.6788,2.7746,2.7746,posterior_sd_plus_obs_sd,local_feedback,True,False,-2.8445,-1.0252,2.8445,False,True,True,False,1.3105,12.1869,10.8764,8810.84,81836.38,1.719694,stratum,13,layer6_posterior_scoring,sequential_loo
FKID000668,vehicle_breakdown,Non-corridor,2024-03-10 12:29:26.933000+05:30,3.7609,41.99,3.7714,3.7714,0.1722,0.976,0.9911,0.9911,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.0104,-0.0105,0.0104,True,True,True,True,1.8289,5.7139,3.885,99.03,220.74,0.231651,stratum,31,layer6_posterior_scoring,sequential_loo
FKID000673,vehicle_breakdown,Non-corridor,2024-03-10 12:37:12.650000+05:30,4.6095,99.43,3.7711,3.7711,0.167,0.9606,0.975,0.975,posterior_sd_plus_obs_sd,local_feedback,True,False,0.8383,0.8598,0.8383,False,True,True,False,1.8601,5.6822,3.8221,97.67,214.92,0.498927,stratum,32,layer6_posterior_scoring,sequential_loo
FKID000674,others,Non-corridor,2024-03-10 12:55:47.403000+05:30,7.7267,2267.11,6.5558,6.5558,0.6988,2.6833,2.7728,2.7728,posterior_sd_plus_obs_sd,local_feedback,True,False,1.1709,0.4223,1.1709,True,True,True,True,1.121,11.9906,10.8695,7254.19,67284.85,0.842375,stratum,14,layer6_posterior_scoring,sequential_loo
FKID000697,vehicle_breakdown,Bellary Road 1,2024-03-10 15:03:24.446000+05:30,4.6648,105.15,3.8251,3.8251,0.2127,0.4856,0.5301,0.5301,posterior_sd_plus_obs_sd,local_feedback,True,False,0.8397,1.5839,0.8397,False,False,True,False,2.786,4.8642,2.0782,70.61,108.63,0.566189,stratum,5,layer6_posterior_scoring,sequential_loo
