event_id,event_cause,corridor,n_meaningful_matches,mean_similarity,ims_score,ims_interpretation,confidence_score,confidence_level,diversity_score,diversity_interpretation
FKID007012,public_event,West of Chord Road,1181,0.5429,3.8408,Strong institutional memory -- high reliability,0.8512,Very High,0.1534,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007013,public_event,West of Chord Road,1174,0.543,3.8387,Strong institutional memory -- high reliability,0.8512,Very High,0.1534,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007161,procession,Magadi Road,1237,0.5498,3.915,Strong institutional memory -- high reliability,0.8033,High,0.2011,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007173,public_event,Non-corridor,2806,0.5737,4.5551,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007186,procession,West of Chord Road,206,0.5557,2.9633,Strong institutional memory -- high reliability,0.7632,High,0.1677,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007191,procession,Airport New South Road,2201,0.5243,4.0358,Strong institutional memory -- high reliability,0.7537,High,0.2566,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007213,procession,Magadi Road,272,0.5554,3.1153,Strong institutional memory -- high reliability,0.8627,Very High,0.2308,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007215,procession,Non-corridor,2332,0.5616,4.3554,Strong institutional memory -- high reliability,0.9257,Very High,0.1365,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007248,procession,Magadi Road,262,0.5577,3.1074,Strong institutional memory -- high reliability,0.8643,Very High,0.2328,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007249,procession,Magadi Road,235,0.5592,3.0555,Strong institutional memory -- high reliability,0.8583,Very High,0.2279,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007303,protest,Old Airport Road,1214,0.5309,3.771,Strong institutional memory -- high reliability,0.7035,High,0.336,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007408,procession,Non-corridor,3088,0.6606,5.3085,Strong institutional memory -- high reliability,0.9703,Very High,0.0488,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007416,protest,CBD 2,194,0.5406,2.8504,Strong institutional memory -- high reliability,0.6346,Moderate,0.2785,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007450,protest,Mysore Road,1888,0.5708,4.3063,Strong institutional memory -- high reliability,0.7812,High,0.2531,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007487,public_event,Non-corridor,2556,0.5727,4.4938,Strong institutional memory -- high reliability,0.9683,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007575,procession,Non-corridor,3028,0.6447,5.1682,Strong institutional memory -- high reliability,0.9684,Very High,0.0448,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007686,procession,Mysore Road,819,0.5656,3.7948,Strong institutional memory -- high reliability,0.8075,High,0.1769,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007787,procession,Non-corridor,2376,0.5693,4.4255,Strong institutional memory -- high reliability,0.9612,Very High,0.085,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007967,vip_movement,Mysore Road,1695,0.5758,4.2815,Strong institutional memory -- high reliability,0.8398,High,0.0803,Low diversity -- retrieved events strongly agree; predictions reliable
FKID007991,public_event,Non-corridor,2479,0.5694,4.4504,Strong institutional memory -- high reliability,0.9757,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID008054,public_event,ORR West 1,348,0.5661,3.3144,Strong institutional memory -- high reliability,0.8444,High,0.0778,Low diversity -- retrieved events strongly agree; predictions reliable
FKID008080,protest,Mysore Road,2534,0.5608,4.3959,Strong institutional memory -- high reliability,0.7954,High,0.2554,Low diversity -- retrieved events strongly agree; predictions reliable
FKID008130,public_event,Non-corridor,2806,0.5737,4.5551,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID008131,public_event,Hennur Main Road,276,0.57,3.2056,Strong institutional memory -- high reliability,0.8056,High,0.0778,Low diversity -- retrieved events strongly agree; predictions reliable
