event_id,quantile_crossing_flag,clamp_flag,fallback_blend_flag,tail_risk_flag,duration_sanity_flag,duration_guard_reason,duration_reliability
FKID005327,0,0,0,0,1,sanitized_ok,0.7576083586082751
FKID006892,0,0,0,1,0,tail_risk_high,0.6386925552867895
FKID000112,0,0,0,1,0,tail_risk_high,0.6386925552867895
FKID002644,0,0,0,0,1,sanitized_ok,0.5827233970950627
FKID006893,0,0,0,1,0,tail_risk_high,0.6259687239888858
FKID006894,1,0,0,1,0,raw_quantile_crossing|tail_risk_high,0.5762825671372516
FKID006895,0,0,0,1,0,tail_risk_high,0.6660930513625256
FKID005079,0,0,0,1,0,tail_risk_high,0.4671576653580221
FKID006896,0,0,0,0,1,sanitized_ok,0.704805021772258
FKID000944,0,0,0,1,0,tail_risk_high,0.3772562198837524
FKID006918,0,0,0,0,1,sanitized_ok,0.766728540110585
FKID006922,0,1,0,0,0,p95_clamped,0.7825865906085341
FKID003362,0,0,0,0,1,sanitized_ok,0.5691930365566653
FKID005339,0,0,0,0,1,sanitized_ok,0.7273925325095008
FKID006930,0,0,0,0,1,sanitized_ok,0.7961570455643752
FKID006934,0,0,0,0,1,sanitized_ok,0.7602677042900643
FKID006935,0,0,0,1,0,tail_risk_high,0.631819309705964
FKID006936,0,0,0,0,1,sanitized_ok,0.7618982975572693
FKID005086,0,0,0,0,1,sanitized_ok,0.7484958713793368
FKID005341,0,0,0,0,1,sanitized_ok,0.7143200363934336
FKID005342,0,0,0,0,1,sanitized_ok,0.76401021988606
FKID004160,0,0,0,0,1,sanitized_ok,0.7678896776933829
FKID005090,0,0,0,0,1,sanitized_ok,0.7638587407767652
FKID006942,0,1,0,0,0,p95_clamped,0.7702072880733055
FKID006946,0,0,0,0,1,sanitized_ok,0.6721177901163639
FKID006948,0,0,0,0,1,sanitized_ok,0.5071199523867072
FKID006949,0,0,0,0,1,sanitized_ok,0.7780836795609193
FKID006950,0,0,0,1,0,tail_risk_high,0.6230051191735029
FKID005100,0,0,0,0,1,sanitized_ok,0.7795636013246683
FKID005101,0,0,0,0,1,sanitized_ok,0.7628731653708071
FKID006955,0,1,0,1,0,p95_clamped|tail_risk_high,0.3789497828116754
FKID006956,0,0,0,0,1,sanitized_ok,0.7609864992729265
FKID006959,0,0,0,0,1,sanitized_ok,0.7703736414639878
FKID006961,0,0,0,0,1,sanitized_ok,0.7698602221274682
FKID006960,0,1,0,0,0,p95_clamped,0.7687070266708553
FKID006962,0,0,0,0,1,sanitized_ok,0.7697933308484184
FKID006963,0,0,0,0,1,sanitized_ok,0.7745678735528345
FKID006951,0,0,0,0,1,sanitized_ok,0.7046986224472963
FKID006952,0,0,0,0,1,sanitized_ok,0.7702960243993275
FKID006966,0,0,0,0,1,sanitized_ok,0.7601225319543157
FKID005107,0,1,0,1,0,p95_clamped|tail_risk_high,0.6458930420387823
FKID005106,0,0,0,0,1,sanitized_ok,0.7479249309205422
FKID006969,0,0,0,0,1,sanitized_ok,0.7209737679086445
FKID005344,0,1,0,0,0,p95_clamped,0.7471879463760952
FKID006970,0,0,0,0,1,sanitized_ok,0.7648242296574082
FKID006971,0,0,0,0,1,sanitized_ok,0.7648242296574082
FKID005345,0,0,0,0,1,sanitized_ok,0.7759048305350068
FKID006972,0,0,0,0,1,sanitized_ok,0.7522552856662066
FKID005114,0,0,0,0,1,sanitized_ok,0.7298823232810476
FKID005347,0,0,0,0,1,sanitized_ok,0.7298823232810476
FKID005348,0,0,0,0,1,sanitized_ok,0.7512541353673505
FKID005349,0,0,0,0,1,sanitized_ok,0.756229753097043
FKID006978,0,0,0,0,1,sanitized_ok,0.7143337485607197
FKID005125,0,1,0,0,0,p95_clamped,0.739343730291616
FKID006979,0,0,0,0,1,sanitized_ok,0.6872758370814023
FKID005127,0,0,0,0,1,sanitized_ok,0.7459187398144437
FKID005354,0,0,0,0,1,sanitized_ok,0.7459257751440356
FKID006982,0,0,0,0,1,sanitized_ok,0.7640752458139015
FKID006985,0,0,0,0,1,sanitized_ok,0.6614493130007381
FKID006990,0,0,0,0,1,sanitized_ok,0.7663430508713067
FKID005356,0,0,0,0,1,sanitized_ok,0.7650941498820865
FKID006995,0,0,0,0,1,sanitized_ok,0.7398483615039984
FKID005133,0,0,0,0,1,sanitized_ok,0.7396152989880804
FKID006997,0,0,0,0,1,sanitized_ok,0.7726104334427177
FKID005134,1,0,0,0,0,raw_quantile_crossing,0.7120540971462445
FKID004693,0,0,0,0,1,sanitized_ok,0.595129380761178
FKID005137,0,0,0,1,0,tail_risk_high,0.41674690827397043
FKID005377,0,1,0,0,0,p95_clamped,0.6541945099623037
FKID005378,0,0,0,0,1,sanitized_ok,0.765941236857295
FKID005379,0,0,0,0,1,sanitized_ok,0.6582946045317591
FKID005380,0,1,0,0,0,p95_clamped,0.7731206921378299
FKID005382,0,0,0,0,1,sanitized_ok,0.7839707869980909
FKID007011,0,0,0,0,1,sanitized_ok,0.7897992340213674
FKID007012,0,0,0,0,1,sanitized_ok,0.7415511875336892
FKID007013,0,0,0,0,1,sanitized_ok,0.7415511875336892
FKID007015,0,0,0,0,1,sanitized_ok,0.7421189145958564
FKID007016,0,1,0,0,0,p95_clamped,0.7721851277799
FKID005384,0,0,0,0,1,sanitized_ok,0.6571432268115227
FKID007020,1,0,0,1,0,raw_quantile_crossing|tail_risk_high,0.7178133556096106
FKID007021,0,0,0,0,1,sanitized_ok,0.7869506892342186
FKID007022,0,0,0,0,1,sanitized_ok,0.7903300690155834
FKID007025,0,0,0,0,1,sanitized_ok,0.6492870056454707
FKID007026,0,0,0,0,1,sanitized_ok,0.714398791796823
FKID007027,0,0,0,0,1,sanitized_ok,0.4265164434389166
FKID005389,0,1,0,0,0,p95_clamped,0.7310792080162019
FKID007029,0,0,0,0,1,sanitized_ok,0.6458849327146645
FKID007030,0,1,0,0,0,p95_clamped,0.7568944501354469
FKID007031,0,0,0,0,1,sanitized_ok,0.6906224738711475
FKID004125,0,0,0,1,0,tail_risk_high,0.4002600718973374
FKID005394,1,0,0,0,0,raw_quantile_crossing,0.7210408156045827
FKID005402,1,0,0,1,0,raw_quantile_crossing|tail_risk_high,0.7432389100279697
FKID007046,0,0,0,0,1,sanitized_ok,0.7748400736217119
FKID005395,1,1,0,0,0,raw_quantile_crossing|p95_clamped,0.430351726631061
FKID005396,0,0,0,0,1,sanitized_ok,0.7724911980339334
FKID005404,0,0,0,0,1,sanitized_ok,0.4710813757827389
FKID005400,0,0,0,0,1,sanitized_ok,0.7753513635740602
FKID007050,0,1,0,0,0,p95_clamped,0.7716214496900786
FKID007052,0,0,0,0,1,sanitized_ok,0.794482320872604
FKID005399,0,0,0,1,0,tail_risk_high,0.6398595946475543
FKID005403,0,1,0,0,0,p95_clamped,0.7426937422853253
FKID005405,0,1,0,0,0,p95_clamped,0.7420250397881453
FKID005408,0,1,0,0,0,p95_clamped,0.7491864778307268
FKID005409,0,0,0,0,1,sanitized_ok,0.7622397868866755
FKID007053,0,0,0,0,1,sanitized_ok,0.8023904646984237
FKID007056,0,0,0,0,1,sanitized_ok,0.6407152811897546
FKID005412,1,0,0,0,0,raw_quantile_crossing,0.7287784140865954
FKID005415,0,0,0,0,1,sanitized_ok,0.7220881037627316
FKID007068,0,0,0,0,1,sanitized_ok,0.6849977114217449
FKID005416,0,0,0,0,1,sanitized_ok,0.7887569503561271
FKID005417,0,0,0,0,1,sanitized_ok,0.7898751566393043
FKID005419,0,0,0,0,1,sanitized_ok,0.7862597281704449
FKID005420,0,1,0,0,0,p95_clamped,0.746610971453494
FKID005421,0,0,0,0,1,sanitized_ok,0.7898751566393043
FKID005422,0,0,0,0,1,sanitized_ok,0.7903901401623802
FKID007075,0,1,0,1,0,p95_clamped|tail_risk_high,0.6642183459423974
FKID007076,0,0,0,0,1,sanitized_ok,0.7701085691090228
FKID005426,0,1,0,0,0,p95_clamped,0.7803156454880684
FKID007077,0,0,0,0,1,sanitized_ok,0.7207057192612114
FKID007078,0,0,0,0,1,sanitized_ok,0.7748148163560071
FKID005429,0,0,0,0,1,sanitized_ok,0.7339956031619904
FKID005428,0,0,0,0,1,sanitized_ok,0.7768932741835469
FKID007079,0,0,0,0,1,sanitized_ok,0.7865030578837463
FKID005430,0,0,0,0,1,sanitized_ok,0.7753942595730223
FKID004178,0,0,0,1,0,tail_risk_high,0.6881935150485078
FKID007084,0,0,0,0,1,sanitized_ok,0.7777952336481398
FKID007085,0,0,0,0,1,sanitized_ok,0.7274118808350163
FKID000135,0,0,0,1,0,tail_risk_high,0.6058769812261323
FKID007087,0,0,0,0,1,sanitized_ok,0.7728738739705758
FKID005432,0,1,0,0,0,p95_clamped,0.6786307958016057
FKID005155,0,0,0,0,1,sanitized_ok,0.7042208117225147
FKID005433,0,0,0,0,1,sanitized_ok,0.7161527284432837
FKID005434,0,1,0,0,0,p95_clamped,0.7179387824678096
FKID007094,0,0,0,0,1,sanitized_ok,0.7455283040120471
FKID005435,0,0,0,0,1,sanitized_ok,0.6189847217298627
FKID007095,0,0,0,1,0,tail_risk_high,0.5923248327143446
FKID007096,0,0,0,1,0,tail_risk_high,0.7405211901003357
FKID007099,0,0,0,0,1,sanitized_ok,0.7635179249735319
FKID007100,0,0,0,0,1,sanitized_ok,0.6831376475335804
FKID007101,0,0,0,0,1,sanitized_ok,0.7721345262743221
FKID005442,0,1,0,0,0,p95_clamped,0.764753967034797
FKID007103,0,0,0,0,1,sanitized_ok,0.7497871576805709
FKID007105,0,0,0,0,1,sanitized_ok,0.7960616214288244
FKID007108,0,0,0,0,1,sanitized_ok,0.7760004768047374
FKID005445,0,0,0,0,1,sanitized_ok,0.7490267999319932
FKID005446,0,1,0,0,0,p95_clamped,0.7276105161820896
FKID007110,0,0,0,0,1,sanitized_ok,0.7677603547270302
FKID007111,0,0,0,0,1,sanitized_ok,0.7963854453811797
FKID007112,0,0,0,0,1,sanitized_ok,0.7966608267987153
FKID005444,0,0,0,1,0,tail_risk_high,0.6224764854074144
FKID005447,0,0,0,0,1,sanitized_ok,0.7294276015628963
FKID007116,0,0,0,0,1,sanitized_ok,0.7553119486109088
FKID007117,0,0,0,0,1,sanitized_ok,0.7287651532533692
FKID007118,0,0,0,0,1,sanitized_ok,0.7287651532533692
FKID005449,0,1,0,0,0,p95_clamped,0.7672936551332777
FKID001125,0,0,0,1,0,tail_risk_high,0.3985786904659371
FKID005451,0,0,0,0,1,sanitized_ok,0.7903891301059656
FKID005454,0,0,0,0,1,sanitized_ok,0.6296797171901021
FKID007127,0,0,0,1,0,tail_risk_high,0.7429759729637836
FKID001689,0,0,0,1,0,tail_risk_high,0.6099432004284503
FKID005456,0,0,0,0,1,sanitized_ok,0.7500826710319926
FKID007129,0,1,0,0,0,p95_clamped,0.7647040753128836
FKID005457,0,0,0,0,1,sanitized_ok,0.717158280726731
FKID007128,0,0,0,0,1,sanitized_ok,0.7511823490577265
FKID007133,0,0,0,0,1,sanitized_ok,0.7605650058174596
FKID005459,0,1,0,0,0,p95_clamped,0.7610067282743617
FKID004179,0,0,0,0,1,sanitized_ok,0.7875764137636676
FKID007136,0,0,0,0,1,sanitized_ok,0.7531021725765181
FKID007137,0,0,0,1,0,tail_risk_high,0.4296821102914695
FKID005460,1,0,0,0,0,raw_quantile_crossing,0.7434091064408123
FKID007140,0,0,0,0,1,sanitized_ok,0.7761485216587585
FKID005463,0,1,0,0,0,p95_clamped,0.7479017004357367
FKID005464,0,1,0,0,0,p95_clamped,0.6406546852670967
FKID005465,0,0,0,0,1,sanitized_ok,0.7608857684553761
FKID005467,0,0,0,0,1,sanitized_ok,0.790928653274116
FKID005470,0,0,0,0,1,sanitized_ok,0.6311324628785248
FKID007159,0,0,0,0,1,sanitized_ok,0.7509671868667387
FKID007160,0,1,0,0,0,p95_clamped,0.7328150704071673
FKID007161,0,0,0,0,1,sanitized_ok,0.721694320689738
FKID007162,0,0,0,0,1,sanitized_ok,0.7682800775477356
FKID000616,0,1,0,1,0,p95_clamped|tail_risk_high,0.6477970260716812
FKID005480,0,0,0,0,1,sanitized_ok,0.7203861951433973
FKID005482,0,0,0,0,1,sanitized_ok,0.7665403622366544
FKID005483,0,0,0,0,1,sanitized_ok,0.7613755708453388
FKID007167,0,0,0,1,0,tail_risk_high,0.6532512726589796
FKID005487,0,0,0,0,1,sanitized_ok,0.7718636781752076
FKID007169,0,0,0,0,1,sanitized_ok,0.7780014316370282
FKID007170,0,0,0,0,1,sanitized_ok,0.7631295114718902
FKID005491,0,1,0,0,0,p95_clamped,0.7569140600933908
FKID007174,0,0,0,0,1,sanitized_ok,0.7677044844496469
FKID005495,0,0,0,0,1,sanitized_ok,0.7809477624867629
FKID007175,0,0,0,0,1,sanitized_ok,0.7033371273262761
FKID005496,0,1,0,0,0,p95_clamped,0.636539466289913
FKID007176,0,1,0,0,0,p95_clamped,0.7503802876404801
FKID007179,0,0,0,1,0,tail_risk_high,0.7434462629191467
FKID007180,0,0,0,0,1,sanitized_ok,0.7371517949676292
FKID007182,0,0,0,0,1,sanitized_ok,0.7576176865531976
FKID005498,0,1,0,0,0,p95_clamped,0.7314983324154446
FKID007184,0,0,0,0,1,sanitized_ok,0.630666948502686
FKID007185,0,0,0,0,1,sanitized_ok,0.7770188627794206
FKID005499,0,0,0,1,0,tail_risk_high,0.6564584474506782
FKID005164,0,1,0,0,0,p95_clamped,0.6436254313912443
FKID007187,0,0,0,0,1,sanitized_ok,0.7964396699432955
FKID007189,0,0,0,1,0,tail_risk_high,0.44438729858606474
FKID007192,0,0,0,0,1,sanitized_ok,0.7665657707354312
FKID005502,0,0,0,0,1,sanitized_ok,0.7888408389376791
FKID005167,0,0,0,1,0,tail_risk_high,0.6838125064294001
FKID004184,0,1,0,0,0,p95_clamped,0.719969370994389
FKID005505,0,0,0,0,1,sanitized_ok,0.7824152682393704
FKID007194,0,0,0,0,1,sanitized_ok,0.6660279543269498
FKID005509,0,0,0,0,1,sanitized_ok,0.7434664411355582
FKID007196,0,0,0,0,1,sanitized_ok,0.7818602321862592
FKID007199,0,0,0,0,1,sanitized_ok,0.7533340990509296
FKID007200,0,0,0,0,1,sanitized_ok,0.7861255694819265
FKID001646,0,0,0,1,0,tail_risk_high,0.4056848994611063
FKID005512,0,0,0,0,1,sanitized_ok,0.7933362725150331
FKID007204,0,1,0,0,0,p95_clamped,0.7688913160283591
FKID007206,0,0,0,0,1,sanitized_ok,0.6191690398675574
FKID005514,0,0,0,0,1,sanitized_ok,0.7734395345603486
FKID004189,0,0,0,0,1,sanitized_ok,0.7753169380288111
FKID007208,0,0,0,0,1,sanitized_ok,0.7750456284962762
FKID005517,0,0,0,0,1,sanitized_ok,0.7794423169329161
FKID007209,0,0,0,0,1,sanitized_ok,0.7756567659283657
FKID007210,0,0,0,0,1,sanitized_ok,0.7523087740957017
FKID007213,0,0,0,0,1,sanitized_ok,0.6972490167068308
FKID007215,0,0,0,0,1,sanitized_ok,0.7448344210279398
FKID007217,0,0,0,0,1,sanitized_ok,0.780906884858405
FKID007220,0,0,0,0,1,sanitized_ok,0.7724680622026916
FKID007222,0,0,0,0,1,sanitized_ok,0.7839013644066485
FKID007224,0,0,0,0,1,sanitized_ok,0.7853058937530253
FKID005522,0,0,0,0,1,sanitized_ok,0.7749174879018343
FKID007225,0,0,0,0,1,sanitized_ok,0.5237321060767257
FKID007226,0,0,0,0,1,sanitized_ok,0.6971139756051351
FKID005185,0,1,0,0,0,p95_clamped,0.6320778394578741
FKID000013,0,0,0,1,0,tail_risk_high,0.613940621786218
FKID007227,0,0,0,0,1,sanitized_ok,0.8003635380843317
FKID007228,0,0,0,0,1,sanitized_ok,0.7760430783718705
FKID007229,0,0,0,0,1,sanitized_ok,0.7761165601213244
FKID005527,0,1,0,0,0,p95_clamped,0.6393189827192347
FKID007231,0,0,0,0,1,sanitized_ok,0.7188557863115106
FKID005531,0,0,0,1,0,tail_risk_high,0.6794745333429848
FKID007233,0,0,0,0,1,sanitized_ok,0.7775880276675765
FKID007234,0,0,0,0,1,sanitized_ok,0.7489242377939317
FKID005532,0,0,0,0,1,sanitized_ok,0.7326477382997832
FKID005534,0,1,0,1,0,p95_clamped|tail_risk_high,0.6674256997843859
FKID007235,0,0,0,0,1,sanitized_ok,0.7737312625828933
FKID007236,0,0,0,0,1,sanitized_ok,0.7792475137784671
FKID005536,0,0,0,0,1,sanitized_ok,0.7416767319487063
FKID005538,0,1,0,0,0,p95_clamped,0.7533089698588794
FKID007238,0,0,0,0,1,sanitized_ok,0.7992508424426712
FKID007239,0,0,0,0,1,sanitized_ok,0.7824396940300196
FKID007241,0,0,0,0,1,sanitized_ok,0.7655068444838885
FKID007243,0,0,0,0,1,sanitized_ok,0.7828333829105337
FKID007245,0,1,0,0,0,p95_clamped,0.7448936726875781
FKID007244,0,0,0,1,0,tail_risk_high,0.6324459750271263
FKID005540,0,0,0,0,1,sanitized_ok,0.7895920802826533
FKID005539,0,0,0,0,1,sanitized_ok,0.7895920802826533
FKID007246,0,0,0,0,1,sanitized_ok,0.7808390212635619
FKID007248,0,0,0,0,1,sanitized_ok,0.7199359994823534
FKID007249,0,0,0,0,1,sanitized_ok,0.7188200818632428
FKID007250,0,0,0,0,1,sanitized_ok,0.7222416335467713
FKID007251,0,0,0,0,1,sanitized_ok,0.7751656599345598
FKID007252,0,0,0,0,1,sanitized_ok,0.8084254887969109
FKID005188,0,0,0,1,0,tail_risk_high,0.6444211251585588
FKID007253,0,0,0,0,1,sanitized_ok,0.7698150349812932
FKID005544,0,1,0,0,0,p95_clamped,0.7158531981749015
FKID007255,0,0,0,0,1,sanitized_ok,0.7375146829979831
FKID001308,0,0,0,0,1,sanitized_ok,0.3834300665051109
FKID001307,0,0,0,0,1,sanitized_ok,0.3834300665051109
FKID007260,0,1,0,0,0,p95_clamped,0.7853230387020919
FKID007261,0,0,0,0,1,sanitized_ok,0.6744184125320052
FKID005549,0,1,0,0,0,p95_clamped,0.6430849797162727
FKID007262,0,0,0,0,1,sanitized_ok,0.7550262299000498
FKID007264,0,0,0,0,1,sanitized_ok,0.609929917935528
FKID005552,0,0,0,0,1,sanitized_ok,0.7900822885364713
FKID005189,0,0,0,0,1,sanitized_ok,0.7368064314941646
FKID007266,0,0,0,1,0,tail_risk_high,0.6405706909836468
FKID007267,0,0,0,0,1,sanitized_ok,0.7407268758756336
FKID004196,0,0,0,0,1,sanitized_ok,0.7916487388038433
FKID007270,0,0,0,0,1,sanitized_ok,0.7899147363407736
FKID004197,0,0,0,0,1,sanitized_ok,0.7899147363407736
FKID007259,0,0,0,0,1,sanitized_ok,0.7718615095377006
FKID007272,0,0,0,0,1,sanitized_ok,0.7788247897637455
FKID007274,0,0,0,0,1,sanitized_ok,0.8076675634228436
FKID007276,0,0,0,0,1,sanitized_ok,0.6971988516305039
FKID005555,0,1,0,0,0,p95_clamped,0.6573426079679582
FKID007277,0,0,0,0,1,sanitized_ok,0.7642844169659704
FKID007278,0,0,0,0,1,sanitized_ok,0.5217971563448934
FKID005556,0,0,0,0,1,sanitized_ok,0.799337465363009
FKID005557,0,1,0,0,0,p95_clamped,0.7755879494701907
FKID003483,1,0,0,1,0,raw_quantile_crossing|tail_risk_high,0.6346992292159602
FKID005558,0,0,0,0,1,sanitized_ok,0.7941900843831768
FKID007282,0,0,0,0,1,sanitized_ok,0.749548757366465
FKID005560,0,0,0,0,1,sanitized_ok,0.6314409425543939
FKID005561,0,0,0,0,1,sanitized_ok,0.742870427742412
FKID005012,0,0,0,0,1,sanitized_ok,0.5879294340477637
FKID005562,0,0,0,0,1,sanitized_ok,0.742870427742412
FKID005563,0,0,0,0,1,sanitized_ok,0.742870427742412
FKID005564,0,0,0,0,1,sanitized_ok,0.742870427742412
FKID005565,0,1,0,0,0,p95_clamped,0.6437451048025695
FKID007290,0,0,0,0,1,sanitized_ok,0.7608000109542679
FKID005566,0,0,0,0,1,sanitized_ok,0.7973800852257062
FKID007293,0,0,0,0,1,sanitized_ok,0.7571784368490221
FKID005568,0,0,0,0,1,sanitized_ok,0.731241883904355
FKID007295,0,0,0,0,1,sanitized_ok,0.7725659230732093
FKID007297,0,0,0,0,1,sanitized_ok,0.7725659230732093
FKID007298,0,0,0,0,1,sanitized_ok,0.7717845302937903
FKID007300,0,0,0,0,1,sanitized_ok,0.7779050893802812
FKID005570,0,0,0,0,1,sanitized_ok,0.7981413636352919
FKID007306,0,0,0,0,1,sanitized_ok,0.7691459092580217
FKID007307,0,0,0,0,1,sanitized_ok,0.774940309306543
FKID007308,0,1,0,0,0,p95_clamped,0.7672581460195236
FKID005572,0,0,0,0,1,sanitized_ok,0.7788865933433408
FKID007310,0,0,0,0,1,sanitized_ok,0.7712967554054553
FKID007311,0,0,0,0,1,sanitized_ok,0.772399012200734
FKID007312,0,0,0,0,1,sanitized_ok,0.7828430467759268
FKID007313,0,0,0,0,1,sanitized_ok,0.7617298976987502
FKID005574,0,0,0,0,1,sanitized_ok,0.8012163240857627
FKID005575,0,0,0,0,1,sanitized_ok,0.7314135546558165
FKID005576,0,0,0,0,1,sanitized_ok,0.7591881929224782
FKID005577,0,1,0,0,0,p95_clamped,0.7843708991693422
FKID007324,0,0,0,0,1,sanitized_ok,0.7226527704589224
FKID007325,0,0,0,0,1,sanitized_ok,0.7828836776592281
FKID005581,0,0,0,0,1,sanitized_ok,0.7743255357936575
FKID005584,0,0,0,0,1,sanitized_ok,0.7601230129739269
FKID007331,0,0,0,0,1,sanitized_ok,0.7575911053132591
FKID005587,0,1,0,0,0,p95_clamped,0.6466820333978103
FKID005585,1,0,0,1,0,raw_quantile_crossing|tail_risk_high,0.6403944255464765
FKID005589,1,0,0,0,0,raw_quantile_crossing,0.7281401997464503
FKID007334,0,0,0,0,1,sanitized_ok,0.7877309892006312
FKID007335,0,0,0,0,1,sanitized_ok,0.6683522613100064
FKID007336,0,0,0,0,1,sanitized_ok,0.6604119041486068
FKID005591,0,1,0,0,0,p95_clamped,0.737107577357871
FKID005592,0,0,0,0,1,sanitized_ok,0.7419561491884272
FKID005594,0,0,0,1,0,tail_risk_high,0.6898149144574619
FKID007339,0,1,0,0,0,p95_clamped,0.7863017777983339
FKID007340,0,1,0,0,0,p95_clamped,0.7642221717434214
FKID005596,0,0,0,0,1,sanitized_ok,0.7096177429944596
FKID005597,0,0,0,0,1,sanitized_ok,0.7741879792801332
FKID005598,0,0,0,0,1,sanitized_ok,0.717887373625767
FKID005593,0,0,0,1,0,tail_risk_high,0.44212806418433037
FKID005600,0,0,0,1,0,tail_risk_high,0.6560102758742572
FKID005193,0,1,0,0,0,p95_clamped,0.7795980230148841
FKID007346,0,0,0,0,1,sanitized_ok,0.7634778192385095
FKID000618,0,0,0,1,0,tail_risk_high,0.5886067097699266
FKID007347,0,0,0,0,1,sanitized_ok,0.6906593442469963
FKID007348,0,0,0,0,1,sanitized_ok,0.7243782096442446
FKID007351,1,1,0,0,0,raw_quantile_crossing|p95_clamped,0.4644284034021439
FKID007353,0,0,0,0,1,sanitized_ok,0.76109954551855
FKID005605,0,0,0,0,1,sanitized_ok,0.7315164054983078
FKID000129,0,0,0,1,0,tail_risk_high,0.43532879634768984
FKID007359,0,0,0,0,1,sanitized_ok,0.7638793101069687
FKID005608,0,1,0,0,0,p95_clamped,0.6449704029372708
FKID005194,0,0,0,1,0,tail_risk_high,0.4076365503297062
FKID005614,0,0,0,1,0,tail_risk_high,0.6471461436386745
FKID005609,0,0,0,0,1,sanitized_ok,0.7788463550821244
FKID005610,0,0,0,0,1,sanitized_ok,0.7896427324647486
FKID005745,0,0,0,0,1,sanitized_ok,0.6986899725759613
FKID005611,0,1,0,0,0,p95_clamped,0.7347116203083737
FKID007363,0,0,0,0,1,sanitized_ok,0.7883887503543953
FKID005612,0,0,0,0,1,sanitized_ok,0.779262445437611
FKID007364,0,1,0,0,0,p95_clamped,0.7630894523082367
FKID007366,0,0,0,0,1,sanitized_ok,0.7499072273275714
FKID007367,0,0,0,0,1,sanitized_ok,0.7733751385941583
FKID007368,0,0,0,0,1,sanitized_ok,0.6608401902767144
FKID001288,0,0,0,1,0,tail_risk_high,0.37907717107491534
FKID007372,0,0,0,0,1,sanitized_ok,0.7789658049906252
FKID005615,0,0,0,0,1,sanitized_ok,0.7243006007586713
FKID005616,0,0,0,0,1,sanitized_ok,0.7819002870134846
FKID007378,0,0,0,0,1,sanitized_ok,0.7156616953434535
FKID007379,0,0,0,0,1,sanitized_ok,0.7765086151278129
FKID007380,0,0,0,0,1,sanitized_ok,0.777240351087463
FKID007382,0,0,0,0,1,sanitized_ok,0.6941844589872985
FKID007383,0,1,0,0,0,p95_clamped,0.7242349910131861
FKID007384,0,0,0,0,1,sanitized_ok,0.7566405182599885
FKID007386,0,0,0,0,1,sanitized_ok,0.7271464023830185
FKID007390,0,0,0,0,1,sanitized_ok,0.7645363206890744
FKID005621,0,1,0,0,0,p95_clamped,0.7604425884762575
FKID005195,0,0,0,0,1,sanitized_ok,0.7194848209220213
FKID007393,0,0,0,0,1,sanitized_ok,0.7852272739846531
FKID007395,0,0,0,0,1,sanitized_ok,0.7765142053606944
FKID007396,0,0,0,0,1,sanitized_ok,0.7601530537594493
FKID005623,0,0,0,0,1,sanitized_ok,0.7975432204169948
FKID007397,0,0,0,0,1,sanitized_ok,0.7523013623116966
FKID007398,0,0,0,0,1,sanitized_ok,0.7827719751861655
FKID004137,0,1,0,0,0,p95_clamped,0.6626505066192405
FKID007402,0,0,0,0,1,sanitized_ok,0.7998058534888948
FKID005626,1,0,0,0,0,raw_quantile_crossing,0.7331191458397996
FKID000856,0,0,0,1,0,tail_risk_high,0.38105183804170684
FKID007403,0,1,0,0,0,p95_clamped,0.729565821006288
FKID005629,0,1,0,0,0,p95_clamped,0.7802889493343093
FKID005632,0,0,0,0,1,sanitized_ok,0.7474027889160366
FKID005633,0,0,0,0,1,sanitized_ok,0.7828712206316011
FKID007407,0,0,0,0,1,sanitized_ok,0.7813379887084287
FKID007409,0,0,0,0,1,sanitized_ok,0.7851256344624004
FKID007411,0,0,0,0,1,sanitized_ok,0.7856994937270645
FKID004149,0,1,0,0,0,p95_clamped,0.7794701489485929
FKID007400,0,0,0,0,1,sanitized_ok,0.7929389283016397
FKID007413,0,0,0,0,1,sanitized_ok,0.7787989886036097
FKID005635,0,0,0,0,1,sanitized_ok,0.7839306013803335
FKID007418,0,0,0,0,1,sanitized_ok,0.7949978605062211
FKID004150,0,0,0,0,1,sanitized_ok,0.8002328253459696
FKID007420,0,0,0,0,1,sanitized_ok,0.7740526555065149
FKID004154,0,1,0,0,0,p95_clamped,0.7031920931212171
FKID007423,0,0,0,0,1,sanitized_ok,0.7811160252411157
FKID005637,1,0,0,0,0,raw_quantile_crossing,0.7433207627565998
FKID000640,0,0,0,0,1,sanitized_ok,0.7063667626269935
FKID007431,0,0,0,0,1,sanitized_ok,0.7380919682611896
FKID007432,0,0,0,0,1,sanitized_ok,0.7536957884008075
FKID007434,0,1,0,0,0,p95_clamped,0.7792162950367585
FKID005638,0,0,0,0,1,sanitized_ok,0.7863834808274194
FKID004213,0,0,0,0,1,sanitized_ok,0.7581823336370952
FKID007435,0,0,0,0,1,sanitized_ok,0.749773628469897
FKID004205,0,0,0,1,0,tail_risk_high,0.6290126126079855
FKID004210,0,0,0,0,1,sanitized_ok,0.7855656906388171
FKID007437,0,0,0,0,1,sanitized_ok,0.695257459429871
FKID007439,0,0,0,0,1,sanitized_ok,0.7980287777804685
FKID007441,0,0,0,0,1,sanitized_ok,0.7680767226856681
FKID001693,0,0,0,1,0,tail_risk_high,0.4000635926457191
FKID007443,0,1,0,0,0,p95_clamped,0.7796332805553876
FKID004528,0,0,0,0,1,sanitized_ok,0.6910891322934749
FKID007445,0,0,0,0,1,sanitized_ok,0.7838514661993312
