junction,dis_score,risk_level,obi_component,hawkes_component,future_risk_component,rmst_component,persistence_component,pc1_loading_obi,pc1_loading_hawkes,pc1_loading_future,pc1_loading_rmst,pc1_loading_persistence
BucheryJunction,14.59,Low,0.17767730769170179,0.0,0.16005810972588655,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
BM ShriJunc(CMH-100FtRd)Junc,9.92,Low,0.17634080796869925,0.0,0.001952762697138722,0.8210457947225714,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
Fire Force Junction,5.69,Low,0.17556023665969508,0.0,0.0008245327608360066,0.7598931362552764,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
CID-CarltonHouseJunc,12.72,Low,0.17403943088553062,0.0,0.11648236766347322,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
RajarajeshwariKalyanaMantapaJunc,11.66,Low,0.17398681984517705,0.0,0.0019655482821079057,0.7598931362552764,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
ModiHospital,5.59,Low,0.17377588453777798,0.0,0.00023763814101385232,0.7598931362552764,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
"PriyadarshiniHotel,Jayamahal,RT Nagar",15.09,Low,0.17360716315549518,0.0,0.025167811661137823,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
Indiranasgar13thMainJunc,3.74,Low,0.17294918743526674,0.0,0.0008312491428375859,0.8210457947225714,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
PrasannaJunction,24.03,Low,0.1725545640511282,0.0,0.11193808029466958,0.2932269763284893,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
JaiMuniRaoCircle,24.0,Low,0.17188269327384667,0.0,0.11193808029466958,0.2932269763284893,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Arbindo Circle,22.36,Low,0.17111926356517204,0.0,0.21190404450231728,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
WilsonGarden12thCrossJunc,16.0,Low,0.17032256503110083,0.0,0.20358308980018966,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
"Bellandur Junction, Outer ring road",13.81,Low,0.16539241607403551,0.0,0.05542296555733672,0.74668056033367,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
MillCornerRd-SampigeRdJunc,15.3,Low,0.16359145600250455,0.0,0.19312049989288702,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
WiproJunc-Koramangala,13.72,Low,0.16351912394136786,0.0,0.0013290441266196606,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
17th Mn 1st Crs Aishwarya Stores Jn,13.75,Low,0.1633177485869173,0.0,0.0022482265194852494,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
BasaweshwaraCircle,16.05,Low,0.1626656964471137,0.0,0.1788055857247908,0.6313028018047949,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
K H Road-SiddaiahRdJunc(BMTC-BigBazaar),12.39,Low,0.1610510679905596,0.0,0.1220179272698288,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
PlatformRdJunction,10.64,Low,0.15842808505952316,0.0,0.08053108068468376,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
BanashankariBusStandJunc,25.75,Low,0.15786839136969685,0.0,0.16005810972588655,0.6760714024045955,0.39999999999999986,0.617438,0.0,0.615665,-0.290193,0.394354
SindhiColonyJunction,19.19,Low,0.15760345684357072,0.0,0.1462470499117094,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
BigBazaar(Whitefield)Junc,17.4,Low,0.14918524827365473,0.0,0.10984286610635652,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
PurnimaTheaterJunc,10.94,Low,0.14667527643283304,0.0,0.10068521014676121,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
ElectronicCityGate-2Junc,17.28,Low,0.14359408850468655,0.0,0.11266334094275636,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
TyagiHengalvarayaJunc(DickensonRd),30.24,Moderate,0.14241550168519346,0.0,0.0861979644482613,0.6075537164331523,0.5999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354
LalbaghMainGateJunc,12.23,Low,0.13983253168600795,0.0,0.14082445612084893,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
5thMainHSR,4.58,Low,0.138109208534534,0.0,0.0027243442459938326,0.74668056033367,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Kammanahalli-RingRoadJunction,12.01,Low,0.13690808275373925,0.0,0.00854775572295035,0.7048527576772889,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
CIL CrossJunction-JayamahalRd,8.87,Low,0.13641768816434582,0.0,0.05930822309652696,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
BMTCJunction-K H Road,11.08,Low,0.13532482950274347,0.0,0.11648236766347322,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
SagarTheatreJunc,8.17,Low,0.13433208473050381,0.0,0.043712977169898186,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
BagalakunteCrossJunction,12.36,Low,0.13169477300554394,0.0,0.000892615056621698,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
KarnatakaBhavanJunction,10.09,Low,0.13160846955182767,0.0,0.09540258893460574,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
UrvashiJunction,11.01,Low,0.13151333141790889,0.0,0.1187846467390116,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
DomlurWaterTank,37.94,Moderate,0.13043046802272878,0.0,0.24011936315923943,0.33803570120229776,0.39999999999999986,0.617438,0.0,0.615665,-0.290193,0.394354
ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),9.71,Low,0.1301722027939323,0.0,0.08725974702034345,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
BhashyamCircle-SadashivNagar,12.24,Low,0.12790811079677988,0.0,0.0019244687270104576,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
Malleswaram18thCrossRd-SampigeRdJunc,6.44,Low,0.12781962246057682,0.0,0.0069218234325995305,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Shivashankara circle,10.46,Low,0.12632175243163665,0.0,0.11032794981008266,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
MintoJunction,10.44,Low,0.1261187126169248,0.0,0.11020705515752767,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
BhashyamCircle,14.0,Low,0.1260508775519496,0.0,0.0806608003027262,0.7179822693299358,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
SiddapuraJunction,16.43,Low,0.12584348217749944,0.0,0.11032794981008266,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
JP Nagar 9th cross-24th main jn,10.43,Low,0.12580486039649047,0.0,0.11032794981008266,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
PotteryCircle,15.81,Low,0.12190462796687038,0.0,0.09869434687347378,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
BinnyMillJunction,15.09,Low,0.12123647569802745,0.0,0.08125326857319973,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
28thMainJayanagarJunc,4.1,Low,0.12051320098253031,0.0,0.07942076415452204,0.8380357012022978,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
DevangaHostelJunction,10.11,Low,0.11990358814505314,0.0,0.07078719248049306,0.6268706715946196,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
ASC Junction,9.87,Low,0.11954840044108461,0.0,0.10268045908598157,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Dr RajkumarRd-10thCrossRdJunc,5.22,Low,0.11867927846280242,0.0,0.0180379926527205,0.7179822693299358,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
SubedarChatramRd near SheshadripuramPS,7.97,Low,0.11819576785828141,0.0,0.0561901967490598,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
WilsonGarden10thCrossJunc,8.85,Low,0.11618890291761592,0.0,0.08053108068468376,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
KuvempuCircle,13.6,Low,0.11593569795597682,0.0,0.0023279035103671805,0.6145802507182587,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
ISRO Junction-Airport rd,58.46,Moderate,0.115695033418997,0.0,0.21357793865878397,0.0,0.8,0.617438,0.0,0.615665,-0.290193,0.394354
GopalGowdaJUnc,9.0,Low,0.11378804916630976,0.0,0.08690860546499363,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
HainsJunc,26.18,Low,0.11245771935704933,0.0,0.06783356659163549,0.6760714024045955,0.5999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354
RajajinagarEntranceJunction,8.48,Low,0.11163275748407579,0.0,0.07612751453055326,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
NandiCross(RaniCross),11.72,Low,0.11161778665527715,0.0,0.006331793592384718,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
HennurRd-DavisRdJunction,15.38,Low,0.11119082991672195,0.0,0.04848585215132841,0.6093388454431978,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
KHB Junction,17.07,Low,0.11086324145657839,0.0,0.0019234322572730363,0.2932269763284893,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
EliteJunc,8.05,Low,0.11057528819654423,0.0,0.0663732862110649,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
PuttammaChoultryNagarbhavi,4.16,Low,0.10984141993134848,0.0,0.0005832091743402352,0.7179822693299358,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
KonanakunteJunction(KanakapurarRd),13.54,Low,0.10871078143069836,0.0,0.055544416658715824,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
MICO Bande,7.1,Low,0.10857014692364586,0.0,0.04433687250789511,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Peenya14thCrossJunc,11.4,Low,0.10768826290468266,0.0,0.0022482265194852494,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
HoodiJunction,6.23,Low,0.10706308088747894,0.0,0.023887535770961102,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
CommandoHospitalJunc,7.47,Low,0.10677330710465452,0.0,0.055544416658715824,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
South end circle,13.82,Low,0.1056464269671791,0.0,0.06590194835760801,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
VetenaryHospitalJunc-Shivajinagar,7.55,Low,0.10531665585364816,0.0,0.05930822309652696,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
VishweswaraiahJunctio(Uttamsagar),11.28,Low,0.10505776436675092,0.0,0.0022482265194852494,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
RRR(Okalipuram)Junction,6.93,Low,0.1028263299775928,0.0,0.04629352535217152,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
BegumMahalJunc,11.26,Low,0.10030588863531698,0.0,0.026793478018114877,0.702439869080945,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
Peenya2ndStageBusStand,5.23,Low,0.09992534267212716,0.0,0.006331793592384718,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
DoddaballapuraCrossJunc,4.98,Low,0.09813322949877665,0.0,0.0019244687270104576,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
HalliThindi,4.95,Low,0.09723704576292894,0.0,0.0019244687270104576,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
NIMHANS Junction,5.82,Low,0.09624074254803769,0.0,0.025167811661137823,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
ChandrikaJunction,4.86,Low,0.09568582492874723,0.0,0.0013290441266196606,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
KalyanNagar-ORR Junc,5.68,Low,0.09539910449336116,0.0,0.04456629367639071,0.7048527576772889,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Devanahalli new bus stand,4.83,Low,0.09410955688397601,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
LinkRoadMalleswaramJunc,4.72,Low,0.09285020672855171,0.0,0.000892615056621698,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
DevanahalliCrossJunc,4.73,Low,0.09282642733420637,0.0,0.0012048980474918692,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Geethanjali jn,4.74,Low,0.0920657417137108,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
LalbaghWestGate,4.7,Low,0.09106173083740979,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
ChandraLayoutJunc-nearWaterTank,4.06,Low,0.09029951893639865,0.0,0.0017633200301838039,0.6955979690300357,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
TC Palya-OM RoadJunc,4.82,Low,0.08837062059132146,0.0,0.008338113069786886,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
GovindapuraCross,4.57,Low,0.08815858338716898,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
NGV RearGateJunc,4.5,Low,0.08771767654155573,0.0,0.000892615056621698,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
D'SouzaCircle,4.71,Low,0.0870416987453013,0.0,0.0069218234325995305,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Minerva Circle,4.46,Low,0.08640827645387857,0.0,0.0013290441266196606,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
"Trilight Circle,Race course Road",10.43,Low,0.08608493400130339,0.0,0.001032137001168533,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
Basappa Circle Junction,4.74,Low,0.08553065870431086,0.0,0.009396572592064048,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
UpparpetJunction,4.4,Low,0.08523476630815595,0.0,0.000892615056621698,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
LowerAgaram(IndiaGarage)Junc,10.39,Low,0.08519588573860983,0.0,0.000892615056621698,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
HosmatJunction,4.57,Low,0.08438999219901502,0.0,0.006331793592384718,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
ShankarMuttCircle,4.56,Low,0.08405810928208919,0.0,0.006331793592384718,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Bamboobazar(Shivajinagar),4.32,Low,0.08337005542919203,0.0,0.000892615056621698,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
"Jayanagar 4th main,36th cross",4.3,Low,0.08292308142772585,0.0,0.000892615056621698,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
SafinaPlazaJunc,6.32,Low,0.08234174572929391,0.0,0.0003112119609678316,0.6075537164331523,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
BasavamantapaJunc-Dr RajkumarRd,4.26,Low,0.08203844326562311,0.0,0.000892615056621698,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
NTTF JunctionPeenya,4.25,Low,0.08176757332978596,0.0,0.0009583855198430036,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
NavarangBarJunc-Dr RajkumarRd,4.24,Low,0.0815002997696228,0.0,0.000892615056621698,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
KCG HospitalJunction,4.23,Low,0.081378181414121,0.0,0.000892615056621698,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
ISRO Junction-NewBEL Rd,4.26,Low,0.08077483676941519,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
MaharajaJunction,10.2,Low,0.08024169990474712,0.0,0.0013290441266196606,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
ColesParkJunc,4.23,Low,0.07999622141439056,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
NagaTheaterJunc-Ulsoor,4.19,Low,0.07985398082039079,0.0,0.0013290441266196606,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
ThomasCafe-New,4.21,Low,0.07964574752907008,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
DMRoadJunc(Basavangudi),10.21,Low,0.07964574752907008,0.0,0.0022482265194852494,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
DickensonRd-AdigasJunc,10.21,Low,0.07964574752907008,0.0,0.0022482265194852494,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
KensingtonOvalJunc,10.21,Low,0.07964574752907008,0.0,0.0022482265194852494,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
MSRamaiahHospitalJunc,4.21,Low,0.07964574752907008,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
K G Junction,4.21,Low,0.07964574752907008,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
YediyurMeternityHospital,4.21,Low,0.0796166185391471,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
KR Road-14thCross Junc,4.17,Low,0.07957529112463195,0.0,0.0012155426453288058,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
27th Cross Jayanagar(Ganapathi Temple),4.17,Low,0.079561346709943,0.0,0.0012155426453288058,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
BHEL Gate,4.2,Low,0.07940862222407107,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
TVS CrossJunction,4.16,Low,0.0793763634102519,0.0,0.0012155426453288058,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Geeta Circle,4.16,Low,0.07935152646907861,0.0,0.0012155426453288058,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
MarenahalliRd-18thMainRdJunc,10.19,Low,0.07929690716020951,0.0,0.0022482265194852494,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
GowdanapalyaJunction,4.19,Low,0.07921925830917403,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Basveshwarnagar 8th main Junction,4.19,Low,0.07915724595045041,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
BrigadeMillenium,4.19,Low,0.07915724595045041,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
ESI(k r puram),10.19,Low,0.07915724595045041,0.0,0.0022482265194852494,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
NationalCollege,10.19,Low,0.07915724595045041,0.0,0.0022482265194852494,0.6760714024045955,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
BEML GateJunc(SuranjandasRd),4.17,Low,0.0785366369815431,0.0,0.0022482265194852494,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
BhadrappaLayout,5.48,Low,0.06617617324800598,0.0,0.0018726451284026891,0.6145802507182587,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
Yemalur cross junc,35.79,Moderate,0.05144029933553053,0.0,0.01195131071130947,0.0,0.39999999999999986,0.617438,0.0,0.615665,-0.290193,0.394354
"KuvempuCircleJunc,HAL MainGate",28.04,Low,0.02098202734105071,0.0,0.00021783783702293905,0.0,0.19999999999999993,0.617438,0.0,0.615665,-0.290193,0.394354
"Narayanapura cross, Hegde nagar",3.35,Low,0.0,0.0,0.0005078794119624125,0.5906995813366258,0.0,0.617438,0.0,0.615665,-0.290193,0.394354
