event_id,quantity,fused_value,fused_variance,fused_confidence,source_count,consensus_ratio,conflict_score,conflict_flag,fallback_mode,sensor_types_used,sensor_ids_used,generated_at
FKID001646,incident_indicator,0.3411,0.014965,0.9853,3,0.333333,0.154435,MEDIUM_CONFLICT,False,CCTV;Event Feed;Weather Feed,S-FKID001646-00;S-FKID001646-01;S-FKID001646-03,2026-06-20T02:04:02.163587+00:00
FKID001646,lane_availability,0.6903,0.021796,0.9787,2,1.0,0.02195,LOW_CONFLICT,False,CCTV;Event Feed,S-FKID001646-00;S-FKID001646-03,2026-06-20T02:04:02.163587+00:00
FKID004531,traffic_speed,45.0604,50.121117,0.0196,2,1.0,0.051708,LOW_CONFLICT,False,GPS Probe;Loop Detector,S-FKID004531-04;S-FKID004531-05,2026-06-20T02:04:02.163587+00:00
FKID004531,queue_length,183.9132,5015.166948,0.0002,1,1.0,0.0,LOW_CONFLICT,False,Loop Detector,S-FKID004531-05,2026-06-20T02:04:02.163587+00:00
FKID004531,travel_time,212.2794,615.77339,0.0016,3,0.666667,0.09005,LOW_CONFLICT,False,ANPR;Bluetooth Probe;GPS Probe,S-FKID004531-00;S-FKID004531-03;S-FKID004531-04,2026-06-20T02:04:02.163587+00:00
FKID004531,incident_indicator,0.4089,0.051241,0.9513,1,1.0,0.0,LOW_CONFLICT,False,Weather Feed,S-FKID004531-01,2026-06-20T02:04:02.163587+00:00
FKID004531,lane_availability,0.6191,0.155137,0.8657,1,1.0,0.0,LOW_CONFLICT,False,Roadwork Feed,S-FKID004531-02,2026-06-20T02:04:02.163587+00:00
FKID000164,traffic_speed,46.969,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID000164,queue_length,83.0292,5035.566125,0.0002,2,1.0,0.122758,MEDIUM_CONFLICT,False,CCTV;Signal Controller,S-FKID000164-02;S-FKID000164-04,2026-06-20T02:04:02.163587+00:00
FKID000164,travel_time,240.0,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID000164,incident_indicator,0.2861,0.010498,0.9896,4,0.5,0.261721,MEDIUM_CONFLICT,False,CCTV;Event Feed;Incident Dispatch Feed;Weather Feed,S-FKID000164-00;S-FKID000164-01;S-FKID000164-03;S-FKID000164-04,2026-06-20T02:04:02.163587+00:00
FKID000164,lane_availability,0.7234,0.013147,0.987,3,0.666667,0.139302,MEDIUM_CONFLICT,False,CCTV;Event Feed;Signal Controller,S-FKID000164-01;S-FKID000164-02;S-FKID000164-04,2026-06-20T02:04:02.163587+00:00
FKID005593,traffic_speed,51.5081,44.356947,0.022,1,1.0,0.0,LOW_CONFLICT,False,Radar,S-FKID005593-01,2026-06-20T02:04:02.163587+00:00
FKID005593,queue_length,180.0517,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID005593,travel_time,240.0,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID005593,incident_indicator,0.2523,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID005593,lane_availability,1.0,0.030828,0.9701,1,1.0,0.0,LOW_CONFLICT,False,Roadwork Feed,S-FKID005593-02,2026-06-20T02:04:02.163587+00:00
FKID004694,traffic_speed,51.0954,48.779696,0.0201,2,1.0,0.048328,LOW_CONFLICT,False,GPS Probe;Radar,S-FKID004694-00;S-FKID004694-01,2026-06-20T02:04:02.163587+00:00
FKID004694,queue_length,94.9864,3425.190578,0.0003,2,1.0,0.089233,LOW_CONFLICT,False,CCTV;Signal Controller,S-FKID004694-03;S-FKID004694-04,2026-06-20T02:04:02.163587+00:00
FKID004694,travel_time,210.7044,838.328091,0.0012,1,1.0,0.0,LOW_CONFLICT,False,GPS Probe,S-FKID004694-00,2026-06-20T02:04:02.163587+00:00
FKID004694,incident_indicator,0.1265,0.038637,0.9628,2,0.5,0.1189,MEDIUM_CONFLICT,False,CCTV;Event Feed,S-FKID004694-02;S-FKID004694-04,2026-06-20T02:04:02.163587+00:00
FKID004694,lane_availability,0.6822,0.008395,0.9917,3,0.666667,0.096373,LOW_CONFLICT,False,CCTV;Event Feed;Signal Controller,S-FKID004694-02;S-FKID004694-03;S-FKID004694-04,2026-06-20T02:04:02.163587+00:00
FKID003235,traffic_speed,39.1664,40.730705,0.024,1,1.0,0.0,LOW_CONFLICT,False,Loop Detector,S-FKID003235-01,2026-06-20T02:04:02.163587+00:00
FKID003235,queue_length,206.6836,3470.54528,0.0003,1,1.0,0.0,LOW_CONFLICT,False,Loop Detector,S-FKID003235-01,2026-06-20T02:04:02.163587+00:00
FKID003235,travel_time,239.7711,693.729494,0.0014,2,1.0,0.076829,LOW_CONFLICT,False,ANPR;Bluetooth Probe,S-FKID003235-00;S-FKID003235-02,2026-06-20T02:04:02.163587+00:00
FKID003235,incident_indicator,0.5261,0.050805,0.9517,1,1.0,0.0,LOW_CONFLICT,False,Weather Feed,S-FKID003235-03,2026-06-20T02:04:02.163587+00:00
FKID003235,lane_availability,0.7992,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID005137,traffic_speed,55.8516,67.465591,0.0146,1,1.0,0.0,LOW_CONFLICT,False,GPS Probe,S-FKID005137-05,2026-06-20T02:04:02.163587+00:00
FKID005137,queue_length,190.6609,2548.786198,0.0004,1,1.0,0.0,LOW_CONFLICT,False,LiDAR,S-FKID005137-03,2026-06-20T02:04:02.163587+00:00
FKID005137,travel_time,233.5441,311.310655,0.0032,3,0.333333,0.031702,LOW_CONFLICT,False,ANPR;Bluetooth Probe;GPS Probe,S-FKID005137-01;S-FKID005137-02;S-FKID005137-05,2026-06-20T02:04:02.163587+00:00
FKID005137,incident_indicator,0.4167,0.027799,0.973,1,1.0,0.0,LOW_CONFLICT,False,Incident Dispatch Feed,S-FKID005137-00,2026-06-20T02:04:02.163587+00:00
FKID005137,lane_availability,0.8325,0.006811,0.9932,2,0.5,0.0612,LOW_CONFLICT,False,LiDAR;Roadwork Feed,S-FKID005137-03;S-FKID005137-04,2026-06-20T02:04:02.163587+00:00
FKID001489,traffic_speed,48.021,50.32037,0.0195,1,1.0,0.0,LOW_CONFLICT,False,Radar,S-FKID001489-03,2026-06-20T02:04:02.163587+00:00
FKID001489,queue_length,198.8444,7271.356095,0.0001,1,1.0,0.0,LOW_CONFLICT,False,CCTV,S-FKID001489-01,2026-06-20T02:04:02.163587+00:00
FKID001489,travel_time,240.0,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID001489,incident_indicator,0.1628,0.009748,0.9903,3,0.666667,0.121118,MEDIUM_CONFLICT,False,CCTV;Incident Dispatch Feed;Weather Feed,S-FKID001489-00;S-FKID001489-01;S-FKID001489-04,2026-06-20T02:04:02.163587+00:00
FKID001489,lane_availability,0.9099,0.012327,0.9878,2,0.5,0.0052,LOW_CONFLICT,False,CCTV;Roadwork Feed,S-FKID001489-01;S-FKID001489-02,2026-06-20T02:04:02.163587+00:00
FKID004408,traffic_speed,47.1487,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID004408,queue_length,180.576,2330.91032,0.0004,2,0.5,0.01217,LOW_CONFLICT,False,CCTV;Signal Controller,S-FKID004408-00;S-FKID004408-03,2026-06-20T02:04:02.163587+00:00
FKID004408,travel_time,208.5052,494.014342,0.002,2,1.0,0.008604,LOW_CONFLICT,False,ANPR;Bluetooth Probe,S-FKID004408-01;S-FKID004408-02,2026-06-20T02:04:02.163587+00:00
FKID004408,incident_indicator,0.0543,0.01077,0.9893,3,0.666667,0.102352,MEDIUM_CONFLICT,False,CCTV;Incident Dispatch Feed;Weather Feed,S-FKID004408-03;S-FKID004408-04;S-FKID004408-05,2026-06-20T02:04:02.163587+00:00
FKID004408,lane_availability,0.7381,0.006475,0.9936,2,0.5,0.0046,LOW_CONFLICT,False,CCTV;Signal Controller,S-FKID004408-00;S-FKID004408-03,2026-06-20T02:04:02.163587+00:00
FKID004829,traffic_speed,56.0388,55.342685,0.0177,1,1.0,0.0,LOW_CONFLICT,False,Loop Detector,S-FKID004829-03,2026-06-20T02:04:02.163587+00:00
FKID004829,queue_length,135.1959,1039.935975,0.001,3,0.666667,0.067576,LOW_CONFLICT,False,LiDAR;Loop Detector;Signal Controller,S-FKID004829-03;S-FKID004829-04;S-FKID004829-05,2026-06-20T02:04:02.163587+00:00
FKID004829,travel_time,242.0149,1266.584943,0.0008,1,1.0,0.0,LOW_CONFLICT,False,ANPR,S-FKID004829-01,2026-06-20T02:04:02.163587+00:00
FKID004829,incident_indicator,0.1662,0.021902,0.9786,2,1.0,0.0906,LOW_CONFLICT,False,Incident Dispatch Feed;Weather Feed,S-FKID004829-00;S-FKID004829-02,2026-06-20T02:04:02.163587+00:00
FKID004829,lane_availability,0.7602,0.003706,0.9963,2,0.5,0.05115,LOW_CONFLICT,False,LiDAR;Signal Controller,S-FKID004829-04;S-FKID004829-05,2026-06-20T02:04:02.163587+00:00
FKID005079,traffic_speed,47.2582,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID005079,queue_length,226.5712,2153.789724,0.0005,1,1.0,0.0,LOW_CONFLICT,False,LiDAR,S-FKID005079-03,2026-06-20T02:04:02.163587+00:00
FKID005079,travel_time,307.2952,2930.729899,0.0003,1,1.0,0.0,LOW_CONFLICT,False,Bluetooth Probe,S-FKID005079-00,2026-06-20T02:04:02.163587+00:00
FKID005079,incident_indicator,0.3351,0.030175,0.9707,1,1.0,0.0,LOW_CONFLICT,False,Incident Dispatch Feed,S-FKID005079-01,2026-06-20T02:04:02.163587+00:00
FKID005079,lane_availability,0.7924,0.005076,0.9949,2,1.0,0.01435,LOW_CONFLICT,False,LiDAR;Roadwork Feed,S-FKID005079-02;S-FKID005079-03,2026-06-20T02:04:02.163587+00:00
FKID001592,traffic_speed,46.549,58.753733,0.0167,1,1.0,0.0,LOW_CONFLICT,False,GPS Probe,S-FKID001592-02,2026-06-20T02:04:02.163587+00:00
FKID001592,queue_length,121.2567,7196.983133,0.0001,2,1.0,0.130666,MEDIUM_CONFLICT,False,CCTV;Signal Controller,S-FKID001592-00;S-FKID001592-01,2026-06-20T02:04:02.163587+00:00
FKID001592,travel_time,230.6761,800.997637,0.0012,1,1.0,0.0,LOW_CONFLICT,False,GPS Probe,S-FKID001592-02,2026-06-20T02:04:02.163587+00:00
FKID001592,incident_indicator,0.4122,0.014971,0.9853,4,0.5,0.251223,MEDIUM_CONFLICT,False,CCTV;Event Feed;Incident Dispatch Feed;Weather Feed,S-FKID001592-01;S-FKID001592-03;S-FKID001592-04;S-FKID001592-05,2026-06-20T02:04:02.163587+00:00
FKID001592,lane_availability,0.7675,0.018392,0.9819,3,0.666667,0.04469,LOW_CONFLICT,False,CCTV;Event Feed;Signal Controller,S-FKID001592-00;S-FKID001592-01;S-FKID001592-04,2026-06-20T02:04:02.163587+00:00
FKID000346,traffic_speed,47.4981,74.712614,0.0132,1,1.0,0.0,LOW_CONFLICT,False,GPS Probe,S-FKID000346-02,2026-06-20T02:04:02.163587+00:00
FKID000346,queue_length,177.149,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID000346,travel_time,251.3551,1018.567238,0.001,1,1.0,0.0,LOW_CONFLICT,False,GPS Probe,S-FKID000346-02,2026-06-20T02:04:02.163587+00:00
FKID000346,incident_indicator,0.2843,0.015591,0.9846,3,0.666667,0.122958,MEDIUM_CONFLICT,False,Event Feed;Incident Dispatch Feed;Weather Feed,S-FKID000346-00;S-FKID000346-01;S-FKID000346-03,2026-06-20T02:04:02.163587+00:00
FKID000346,lane_availability,0.6198,0.040902,0.9607,1,1.0,0.0,LOW_CONFLICT,False,Event Feed,S-FKID000346-01,2026-06-20T02:04:02.163587+00:00
FKID004519,traffic_speed,47.3203,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID004519,queue_length,184.1323,2386.04823,0.0004,1,1.0,0.0,LOW_CONFLICT,False,LiDAR,S-FKID004519-03,2026-06-20T02:04:02.163587+00:00
FKID004519,travel_time,277.6338,1107.535041,0.0009,2,0.5,0.030448,LOW_CONFLICT,False,ANPR;Bluetooth Probe,S-FKID004519-00;S-FKID004519-02,2026-06-20T02:04:02.163587+00:00
FKID004519,incident_indicator,0.0,0.121799,0.8914,1,1.0,0.0,LOW_CONFLICT,False,Weather Feed,S-FKID004519-01,2026-06-20T02:04:02.163587+00:00
FKID004519,lane_availability,0.7595,0.006628,0.9934,1,1.0,0.0,LOW_CONFLICT,False,LiDAR,S-FKID004519-03,2026-06-20T02:04:02.163587+00:00
FKID003897,traffic_speed,47.3298,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID003897,queue_length,205.2539,2032.105296,0.0005,2,0.5,0.009375,LOW_CONFLICT,False,CCTV;LiDAR,S-FKID003897-01;S-FKID003897-02,2026-06-20T02:04:02.163587+00:00
FKID003897,travel_time,240.0,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID003897,incident_indicator,0.2906,0.024253,0.9763,2,0.5,0.10145,MEDIUM_CONFLICT,False,CCTV;Weather Feed,S-FKID003897-00;S-FKID003897-01,2026-06-20T02:04:02.163587+00:00
FKID003897,lane_availability,0.969,0.005645,0.9944,2,1.0,0.0869,LOW_CONFLICT,False,CCTV;LiDAR,S-FKID003897-01;S-FKID003897-02,2026-06-20T02:04:02.163587+00:00
FKID004967,traffic_speed,47.4008,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID004967,queue_length,175.9916,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID004967,travel_time,243.6991,2088.592856,0.0005,1,1.0,0.0,LOW_CONFLICT,False,Bluetooth Probe,S-FKID004967-02,2026-06-20T02:04:02.163587+00:00
FKID004967,incident_indicator,0.0,0.032023,0.969,1,1.0,0.0,LOW_CONFLICT,False,Incident Dispatch Feed,S-FKID004967-01,2026-06-20T02:04:02.163587+00:00
FKID004967,lane_availability,0.294,0.18365,0.8448,1,1.0,0.0,LOW_CONFLICT,False,Roadwork Feed,S-FKID004967-00,2026-06-20T02:04:02.163587+00:00
FKID005194,traffic_speed,40.6892,53.352499,0.0184,2,0.5,0.118258,MEDIUM_CONFLICT,False,GPS Probe;Radar,S-FKID005194-01;S-FKID005194-02,2026-06-20T02:04:02.163587+00:00
FKID005194,queue_length,112.4371,5990.095388,0.0002,2,0.5,0.039591,LOW_CONFLICT,False,CCTV;Signal Controller,S-FKID005194-00;S-FKID005194-05,2026-06-20T02:04:02.163587+00:00
FKID005194,travel_time,286.5875,1527.4541,0.0007,1,1.0,0.0,LOW_CONFLICT,False,GPS Probe,S-FKID005194-02,2026-06-20T02:04:02.163587+00:00
FKID005194,incident_indicator,0.4448,0.024083,0.9765,2,0.5,0.04455,LOW_CONFLICT,False,CCTV;Weather Feed,S-FKID005194-03;S-FKID005194-05,2026-06-20T02:04:02.163587+00:00
FKID005194,lane_availability,0.7977,0.011243,0.9889,3,0.333333,0.160607,MEDIUM_CONFLICT,False,CCTV;Roadwork Feed;Signal Controller,S-FKID005194-00;S-FKID005194-04;S-FKID005194-05,2026-06-20T02:04:02.163587+00:00
FKID004492,traffic_speed,47.8252,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID004492,queue_length,171.7481,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID004492,travel_time,207.7523,1195.192938,0.0008,1,1.0,0.0,LOW_CONFLICT,False,Bluetooth Probe,S-FKID004492-00,2026-06-20T02:04:02.163587+00:00
FKID004492,incident_indicator,0.0484,0.053131,0.9495,1,1.0,0.0,LOW_CONFLICT,False,Weather Feed,S-FKID004492-01,2026-06-20T02:04:02.163587+00:00
FKID004492,lane_availability,0.8106,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID005244,traffic_speed,45.0169,69.10108,0.0143,1,1.0,0.0,LOW_CONFLICT,False,GPS Probe,S-FKID005244-01,2026-06-20T02:04:02.163587+00:00
FKID005244,queue_length,34.5458,12348.792513,0.0001,1,1.0,0.0,LOW_CONFLICT,False,LiDAR,S-FKID005244-03,2026-06-20T02:04:02.163587+00:00
FKID005244,travel_time,232.1602,636.963128,0.0016,2,1.0,0.145818,MEDIUM_CONFLICT,False,ANPR;GPS Probe,S-FKID005244-01;S-FKID005244-02,2026-06-20T02:04:02.163587+00:00
FKID005244,incident_indicator,0.5235,0.060654,0.9428,2,1.0,0.0324,LOW_CONFLICT,False,Event Feed;Incident Dispatch Feed,S-FKID005244-00;S-FKID005244-04,2026-06-20T02:04:02.163587+00:00
FKID005244,lane_availability,0.6993,0.025364,0.9753,2,0.5,0.0386,LOW_CONFLICT,False,Event Feed;LiDAR,S-FKID005244-03;S-FKID005244-04,2026-06-20T02:04:02.163587+00:00
FKID004401,traffic_speed,52.0066,26.865782,0.0359,2,1.0,0.118605,MEDIUM_CONFLICT,False,GPS Probe;Radar,S-FKID004401-03;S-FKID004401-04,2026-06-20T02:04:02.163587+00:00
FKID004401,queue_length,200.5629,2143.430103,0.0005,1,1.0,0.0,LOW_CONFLICT,False,LiDAR,S-FKID004401-00,2026-06-20T02:04:02.163587+00:00
FKID004401,travel_time,249.5814,400.738441,0.0025,3,0.666667,0.063088,LOW_CONFLICT,False,ANPR;Bluetooth Probe;GPS Probe,S-FKID004401-01;S-FKID004401-02;S-FKID004401-03,2026-06-20T02:04:02.163587+00:00
FKID004401,incident_indicator,0.2303,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID004401,lane_availability,0.7269,0.005954,0.9941,1,1.0,0.0,LOW_CONFLICT,False,LiDAR,S-FKID004401-00,2026-06-20T02:04:02.163587+00:00
FKID000002,traffic_speed,49.1126,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID000002,queue_length,208.8842,2446.140827,0.0004,1,1.0,0.0,LOW_CONFLICT,False,LiDAR,S-FKID000002-01,2026-06-20T02:04:02.163587+00:00
FKID000002,travel_time,240.0,,0.2,0,1.0,0.0,LOW_CONFLICT,True,,,2026-06-20T02:04:02.163587+00:00
FKID000002,incident_indicator,0.1837,0.243939,0.8039,1,1.0,0.0,LOW_CONFLICT,False,Weather Feed,S-FKID000002-00,2026-06-20T02:04:02.163587+00:00
FKID000002,lane_availability,0.772,0.006549,0.9935,2,0.5,0.00755,LOW_CONFLICT,False,LiDAR;Roadwork Feed,S-FKID000002-01;S-FKID000002-02,2026-06-20T02:04:02.163587+00:00
