sensor_id,event_id,sensor_type,quantity,observed_value,sensor_reliability,sensor_obs_variance,sensor_mode,status
S-FKID005137-04,FKID005137,Roadwork Feed,lane_availability,0.7147,0.5334,0.09567886,REPLAY,STALE
S-FKID005137-05,FKID005137,GPS Probe,traffic_speed,55.8516,0.9424,63.57957274,REPLAY,ACTIVE
S-FKID005137-05,FKID005137,GPS Probe,travel_time,225.0306,0.9424,866.78896804,REPLAY,ACTIVE
S-FKID001489-00,FKID001489,Incident Dispatch Feed,incident_indicator,0.0,0.9484,0.02738529,REPLAY,ACTIVE
S-FKID001489-01,FKID001489,CCTV,queue_length,198.8444,0.9292,6756.54408324,REPLAY,ACTIVE
S-FKID001489-01,FKID001489,CCTV,incident_indicator,0.2352,0.9292,0.01876818,REPLAY,ACTIVE
S-FKID001489-01,FKID001489,CCTV,lane_availability,0.914,0.9292,0.01876818,REPLAY,ACTIVE
S-FKID001489-02,FKID001489,Roadwork Feed,lane_availability,0.9036,0.9564,0.03025547,REPLAY,ACTIVE
S-FKID001489-03,FKID001489,Radar,traffic_speed,48.021,0.9188,46.23435617,REPLAY,ACTIVE
S-FKID001489-04,FKID001489,Weather Feed,incident_indicator,0.2742,0.9366,0.05079434,REPLAY,ACTIVE
S-FKID004408-00,FKID004408,Signal Controller,queue_length,186.0523,0.9491,3539.55983364,REPLAY,ACTIVE
S-FKID004408-00,FKID004408,Signal Controller,lane_availability,0.7347,0.9491,0.00983211,REPLAY,ACTIVE
S-FKID004408-01,FKID004408,ANPR,travel_time,206.9654,0.9347,736.27566336,REPLAY,ACTIVE
S-FKID004408-02,FKID004408,Bluetooth Probe,travel_time,211.0951,0.9357,1239.77226816,REPLAY,ACTIVE
S-FKID004408-03,FKID004408,CCTV,queue_length,171.4485,0.9628,5984.724321,REPLAY,ACTIVE
S-FKID004408-03,FKID004408,CCTV,incident_indicator,0.0,0.9628,0.01662423,REPLAY,ACTIVE
S-FKID004408-03,FKID004408,CCTV,lane_availability,0.7439,0.9628,0.01662423,REPLAY,ACTIVE
S-FKID004408-04,FKID004408,Incident Dispatch Feed,incident_indicator,0.0301,0.7538,0.05011196,REPLAY,DEGRADED
S-FKID004408-05,FKID004408,Weather Feed,incident_indicator,0.2306,0.9528,0.04790451,REPLAY,ACTIVE
S-FKID004829-00,FKID004829,Weather Feed,incident_indicator,0.0302,0.8266,0.07256397,REPLAY,SIMULATED
S-FKID004829-01,FKID004829,ANPR,travel_time,242.0149,0.8261,1046.32582124,REPLAY,SIMULATED
S-FKID004829-02,FKID004829,Incident Dispatch Feed,incident_indicator,0.2114,0.9461,0.02761081,REPLAY,ACTIVE
S-FKID004829-03,FKID004829,Loop Detector,traffic_speed,56.0388,0.8432,46.66495188,REPLAY,SIMULATED
S-FKID004829-03,FKID004829,Loop Detector,queue_length,156.5051,0.8432,3976.185249,REPLAY,SIMULATED
S-FKID004829-04,FKID004829,LiDAR,queue_length,166.8311,0.9467,2159.90703504,REPLAY,ACTIVE
S-FKID004829-04,FKID004829,LiDAR,lane_availability,0.8027,0.9467,0.00599974,REPLAY,ACTIVE
S-FKID004829-05,FKID004829,Signal Controller,queue_length,76.1243,0.9803,3149.76867984,REPLAY,ACTIVE
S-FKID004829-05,FKID004829,Signal Controller,lane_availability,0.7004,0.9803,0.00874936,REPLAY,ACTIVE
S-FKID005079-00,FKID005079,Bluetooth Probe,travel_time,307.2952,0.7491,2195.40976704,REPLAY,DEGRADED
S-FKID005079-01,FKID005079,Incident Dispatch Feed,incident_indicator,0.3351,0.9389,0.02833095,REPLAY,ACTIVE
S-FKID005079-02,FKID005079,Roadwork Feed,lane_availability,0.8168,0.9442,0.03163169,REPLAY,ACTIVE
S-FKID005079-03,FKID005079,LiDAR,queue_length,226.5712,0.959,2065.48434576,REPLAY,ACTIVE
S-FKID005079-03,FKID005079,LiDAR,lane_availability,0.7881,0.959,0.00573746,REPLAY,ACTIVE
S-FKID001592-00,FKID001592,Signal Controller,queue_length,156.7998,0.7345,6835.68475524,REPLAY,DEGRADED
S-FKID001592-00,FKID001592,Signal Controller,lane_availability,0.7601,0.7345,0.01898801,REPLAY,DEGRADED
S-FKID001592-01,FKID001592,CCTV,queue_length,0.0,0.5677,18024.35132304,REPLAY,STALE
S-FKID001592-01,FKID001592,CCTV,incident_indicator,0.4583,0.5677,0.05006764,REPLAY,STALE
S-FKID001592-01,FKID001592,CCTV,lane_availability,0.7595,0.5677,0.05006764,REPLAY,STALE
S-FKID001592-02,FKID001592,GPS Probe,traffic_speed,46.549,0.9716,57.08512692,REPLAY,ACTIVE
S-FKID001592-02,FKID001592,GPS Probe,travel_time,230.6761,0.9716,778.24930429,REPLAY,ACTIVE
S-FKID001592-03,FKID001592,Weather Feed,incident_indicator,0.1028,0.9275,0.05243367,REPLAY,ACTIVE
S-FKID001592-04,FKID001592,Event Feed,incident_indicator,0.0,0.5303,0.12186104,REPLAY,STALE
S-FKID001592-04,FKID001592,Event Feed,lane_availability,0.8546,0.5303,0.12186104,REPLAY,STALE
S-FKID001592-05,FKID001592,Incident Dispatch Feed,incident_indicator,0.6141,0.9407,0.02814979,REPLAY,ACTIVE
S-FKID000346-00,FKID000346,Weather Feed,incident_indicator,0.4665,0.9468,0.0489728,REPLAY,ACTIVE
S-FKID000346-01,FKID000346,Event Feed,incident_indicator,0.1909,0.9519,0.03893439,REPLAY,ACTIVE
S-FKID000346-01,FKID000346,Event Feed,lane_availability,0.6198,0.9519,0.03893439,REPLAY,ACTIVE
S-FKID000346-02,FKID000346,GPS Probe,traffic_speed,47.4981,0.9202,68.75054764,REPLAY,ACTIVE
S-FKID000346-02,FKID000346,GPS Probe,travel_time,251.3551,0.9202,937.28557261,REPLAY,ACTIVE
S-FKID000346-03,FKID000346,Incident Dispatch Feed,incident_indicator,0.2235,0.8278,0.04066111,REPLAY,SIMULATED
S-FKID004519-00,FKID004519,Bluetooth Probe,travel_time,289.779,0.5435,3562.08436224,REPLAY,STALE
S-FKID004519-01,FKID004519,Weather Feed,incident_indicator,0.0,0.7463,0.09089863,REPLAY,DEGRADED
S-FKID004519-02,FKID004519,ANPR,travel_time,275.1641,0.8139,1084.72739904,REPLAY,SIMULATED
S-FKID004519-03,FKID004519,LiDAR,queue_length,184.1323,0.9371,2235.965796,REPLAY,ACTIVE
S-FKID004519-03,FKID004519,LiDAR,lane_availability,0.7595,0.9371,0.00621102,REPLAY,ACTIVE
S-FKID003897-00,FKID003897,Weather Feed,incident_indicator,0.1848,0.9511,0.04821538,REPLAY,ACTIVE
S-FKID003897-01,FKID003897,CCTV,queue_length,215.1379,0.7315,12245.192964,REPLAY,DEGRADED
S-FKID003897-01,FKID003897,CCTV,incident_indicator,0.3877,0.7315,0.03401442,REPLAY,DEGRADED
S-FKID003897-01,FKID003897,CCTV,lane_availability,0.8163,0.7315,0.03401442,REPLAY,DEGRADED
S-FKID003897-02,FKID003897,LiDAR,queue_length,203.8883,0.9438,2182.88921796,REPLAY,ACTIVE
S-FKID003897-02,FKID003897,LiDAR,lane_availability,0.9901,0.9438,0.00606358,REPLAY,ACTIVE
S-FKID004967-00,FKID004967,Roadwork Feed,lane_availability,0.294,0.5274,0.09685727,REPLAY,STALE
S-FKID004967-01,FKID004967,Incident Dispatch Feed,incident_indicator,0.0,0.926,0.02965284,REPLAY,ACTIVE
S-FKID004967-02,FKID004967,Bluetooth Probe,travel_time,243.6991,0.832,1737.70925651,REPLAY,SIMULATED
S-FKID005194-00,FKID005194,Signal Controller,queue_length,94.3208,0.7245,7014.63201156,REPLAY,DEGRADED
S-FKID005194-00,FKID005194,Signal Controller,lane_availability,0.8208,0.7245,0.01948509,REPLAY,DEGRADED
S-FKID005194-01,FKID005194,Radar,traffic_speed,33.3685,0.752,76.59505346,REPLAY,DEGRADED
S-FKID005194-02,FKID005194,GPS Probe,traffic_speed,48.742,0.8269,92.64572632,REPLAY,SIMULATED
S-FKID005194-02,FKID005194,GPS Probe,travel_time,286.5875,0.8269,1263.05179551,REPLAY,SIMULATED
S-FKID005194-03,FKID005194,Weather Feed,incident_indicator,0.494,0.9385,0.05044022,REPLAY,ACTIVE
S-FKID005194-04,FKID005194,Roadwork Feed,lane_availability,0.6071,0.9368,0.03247673,REPLAY,ACTIVE
S-FKID005194-05,FKID005194,CCTV,queue_length,141.8305,0.7475,11742.40973376,REPLAY,DEGRADED
S-FKID005194-05,FKID005194,CCTV,incident_indicator,0.4049,0.7475,0.0326178,REPLAY,DEGRADED
S-FKID005194-05,FKID005194,CCTV,lane_availability,1.0,0.7475,0.0326178,REPLAY,DEGRADED
S-FKID004492-00,FKID004492,Bluetooth Probe,travel_time,207.7523,0.9578,1144.75579638,REPLAY,ACTIVE
S-FKID004492-01,FKID004492,Weather Feed,incident_indicator,0.0484,0.941,0.04999651,REPLAY,ACTIVE
S-FKID005244-00,FKID005244,Incident Dispatch Feed,incident_indicator,0.5639,0.5282,0.08499674,REPLAY,STALE
S-FKID005244-01,FKID005244,GPS Probe,traffic_speed,45.0169,0.9372,64.76153198,REPLAY,ACTIVE
S-FKID005244-01,FKID005244,GPS Probe,travel_time,209.4921,0.9372,882.90277914,REPLAY,ACTIVE
S-FKID005244-02,FKID005244,ANPR,travel_time,279.4847,0.7174,1410.95192377,REPLAY,DEGRADED
S-FKID005244-03,FKID005244,LiDAR,queue_length,34.5458,0.5336,6589.31568516,REPLAY,STALE
S-FKID005244-03,FKID005244,LiDAR,lane_availability,0.7194,0.5336,0.01830365,REPLAY,STALE
S-FKID005244-04,FKID005244,Event Feed,incident_indicator,0.4991,0.7496,0.07297076,REPLAY,DEGRADED
S-FKID005244-04,FKID005244,Event Feed,lane_availability,0.6422,0.7496,0.07297076,REPLAY,DEGRADED
S-FKID004401-00,FKID004401,LiDAR,queue_length,200.5629,0.96,2057.69289924,REPLAY,ACTIVE
S-FKID004401-00,FKID004401,LiDAR,lane_availability,0.7269,0.96,0.00571581,REPLAY,ACTIVE
S-FKID004401-01,FKID004401,ANPR,travel_time,260.9003,0.9384,726.59143273,REPLAY,ACTIVE
S-FKID004401-02,FKID004401,Bluetooth Probe,travel_time,267.5572,0.5646,3407.18765005,REPLAY,STALE
S-FKID004401-03,FKID004401,GPS Probe,traffic_speed,61.5623,0.9324,65.87732876,REPLAY,ACTIVE
S-FKID004401-03,FKID004401,GPS Probe,travel_time,232.6313,0.9324,898.11458847,REPLAY,ACTIVE
S-FKID004401-04,FKID004401,Radar,traffic_speed,46.1437,0.9512,41.23373582,REPLAY,ACTIVE
S-FKID000002-00,FKID000002,Weather Feed,incident_indicator,0.1837,0.5688,0.13875253,REPLAY,STALE
S-FKID000002-01,FKID000002,LiDAR,queue_length,208.8842,0.9317,2279.06940816,REPLAY,ACTIVE
S-FKID000002-01,FKID000002,LiDAR,lane_availability,0.7715,0.9317,0.00633075,REPLAY,ACTIVE
S-FKID000002-02,FKID000002,Roadwork Feed,lane_availability,0.7866,0.531,0.09615891,REPLAY,STALE
