grid_time_utc,zone,horizon_h,prob_bin_hawkes,D_hat_norm,SSC_norm,ERI_base,ERI,ERI_ci_lo,ERI_ci_hi,SSC_adjustment,local_activity_contribution,spillover_contribution,Y_bin_actual,Y_count_actual,count_forecast,ci_note
2024-01-02T14:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.0285,
2024-01-02T15:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.03,
2024-01-02T16:00:00+00:00,West Zone 2,3,0.126582,0.162772,0.107807,0.020604,0.022825,0.0,0.120093,0.002221,0.020604,0.002221,0,0,0.1972,
2024-01-02T17:00:00+00:00,West Zone 2,3,0.440633,0.162772,0.107807,0.071723,0.079455,0.0,0.176723,0.007732,0.071723,0.007732,1,1,0.7137,
2024-01-02T18:00:00+00:00,West Zone 2,3,0.728916,0.162772,0.107807,0.118647,0.131438,0.034171,0.228706,0.012791,0.118647,0.012791,1,1,1.2138,
2024-01-02T19:00:00+00:00,West Zone 2,3,0.782609,0.162772,0.107807,0.127387,0.14112,0.043853,0.238388,0.013733,0.127387,0.013733,1,1,1.3225,
2024-01-02T20:00:00+00:00,West Zone 2,3,0.893204,0.162772,0.107807,0.145389,0.161063,0.063795,0.258331,0.015674,0.145389,0.015674,1,1,1.8906,
2024-01-02T21:00:00+00:00,West Zone 2,3,0.782609,0.162772,0.107807,0.127387,0.14112,0.043853,0.238388,0.013733,0.127387,0.013733,1,1,1.1519,
2024-01-02T22:00:00+00:00,West Zone 2,3,0.612903,0.162772,0.107807,0.099764,0.110519,0.013251,0.207787,0.010755,0.099764,0.010755,1,1,0.8519,
2024-01-02T23:00:00+00:00,West Zone 2,3,0.612903,0.162772,0.107807,0.099764,0.110519,0.013251,0.207787,0.010755,0.099764,0.010755,0,0,0.8992,
2024-01-03T00:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,1.0947,
2024-01-03T01:00:00+00:00,West Zone 2,3,0.540305,0.162772,0.107807,0.087947,0.097428,0.00016,0.194696,0.009481,0.087947,0.009481,0,0,0.8858,
2024-01-03T02:00:00+00:00,West Zone 2,3,0.504537,0.162772,0.107807,0.082125,0.090978,0.0,0.188246,0.008854,0.082125,0.008854,1,2,0.7713,
2024-01-03T03:00:00+00:00,West Zone 2,3,0.504537,0.162772,0.107807,0.082125,0.090978,0.0,0.188246,0.008854,0.082125,0.008854,1,4,0.809,
2024-01-03T04:00:00+00:00,West Zone 2,3,0.47314,0.162772,0.107807,0.077014,0.085317,0.0,0.182585,0.008303,0.077014,0.008303,1,4,0.7218,
2024-01-03T05:00:00+00:00,West Zone 2,3,0.540305,0.162772,0.107807,0.087947,0.097428,0.00016,0.194696,0.009481,0.087947,0.009481,1,2,1.0195,
2024-01-03T06:00:00+00:00,West Zone 2,3,0.504537,0.162772,0.107807,0.082125,0.090978,0.0,0.188246,0.008854,0.082125,0.008854,0,0,0.7526,
2024-01-03T07:00:00+00:00,West Zone 2,3,0.336842,0.162772,0.107807,0.054829,0.060739,0.0,0.158007,0.005911,0.054829,0.005911,0,0,0.355,
2024-01-03T08:00:00+00:00,West Zone 2,3,0.169811,0.162772,0.107807,0.027641,0.03062,0.0,0.127888,0.00298,0.027641,0.00298,0,0,0.1697,
2024-01-03T09:00:00+00:00,West Zone 2,3,0.126582,0.162772,0.107807,0.020604,0.022825,0.0,0.120093,0.002221,0.020604,0.002221,0,0,0.1394,
2024-01-03T10:00:00+00:00,West Zone 2,3,0.081301,0.162772,0.107807,0.013234,0.01466,0.0,0.111928,0.001427,0.013234,0.001427,0,0,0.0993,
2024-01-03T11:00:00+00:00,West Zone 2,3,0.048387,0.162772,0.107807,0.007876,0.008725,0.0,0.105993,0.000849,0.007876,0.000849,0,0,0.0603,
2024-01-03T12:00:00+00:00,West Zone 2,3,0.048387,0.162772,0.107807,0.007876,0.008725,0.0,0.105993,0.000849,0.007876,0.000849,0,0,0.0633,
2024-01-03T13:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.0284,
2024-01-03T14:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.0294,
2024-01-03T15:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.0307,
2024-01-03T16:00:00+00:00,West Zone 2,3,0.126582,0.162772,0.107807,0.020604,0.022825,0.0,0.120093,0.002221,0.020604,0.002221,0,0,0.2014,
2024-01-03T17:00:00+00:00,West Zone 2,3,0.440633,0.162772,0.107807,0.071723,0.079455,0.0,0.176723,0.007732,0.071723,0.007732,0,0,0.7284,
2024-01-03T18:00:00+00:00,West Zone 2,3,0.685043,0.162772,0.107807,0.111506,0.123527,0.026259,0.220795,0.012021,0.111506,0.012021,1,1,1.1639,
2024-01-03T19:00:00+00:00,West Zone 2,3,0.782609,0.162772,0.107807,0.127387,0.14112,0.043853,0.238388,0.013733,0.127387,0.013733,1,1,1.3491,
2024-01-03T20:00:00+00:00,West Zone 2,3,0.728916,0.162772,0.107807,0.118647,0.131438,0.034171,0.228706,0.012791,0.118647,0.012791,1,1,1.2597,
2024-01-03T21:00:00+00:00,West Zone 2,3,0.793893,0.162772,0.107807,0.129224,0.143155,0.045887,0.240423,0.013931,0.129224,0.013931,0,0,1.5627,
2024-01-03T22:00:00+00:00,West Zone 2,3,0.663342,0.162772,0.107807,0.107974,0.119614,0.022346,0.216882,0.01164,0.107974,0.01164,0,0,1.2073,
2024-01-03T23:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,1.111,
2024-01-04T00:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,1.036,
2024-01-04T01:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,0.9429,
2024-01-04T02:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,0.9029,
2024-01-04T03:00:00+00:00,West Zone 2,3,0.612903,0.162772,0.107807,0.099764,0.110519,0.013251,0.207787,0.010755,0.099764,0.010755,0,0,1.0383,
2024-01-04T04:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,0.9906,
2024-01-04T05:00:00+00:00,West Zone 2,3,0.540305,0.162772,0.107807,0.087947,0.097428,0.00016,0.194696,0.009481,0.087947,0.009481,0,0,0.822,
2024-01-04T06:00:00+00:00,West Zone 2,3,0.390625,0.162772,0.107807,0.063583,0.070438,0.0,0.167706,0.006855,0.063583,0.006855,0,0,0.4732,
2024-01-04T07:00:00+00:00,West Zone 2,3,0.363077,0.162772,0.107807,0.059099,0.06547,0.0,0.162738,0.006371,0.059099,0.006371,0,0,0.4597,
2024-01-04T08:00:00+00:00,West Zone 2,3,0.187302,0.162772,0.107807,0.030488,0.033774,0.0,0.131042,0.003287,0.030488,0.003287,0,0,0.2321,
2024-01-04T09:00:00+00:00,West Zone 2,3,0.090737,0.162772,0.107807,0.014769,0.016362,0.0,0.11363,0.001592,0.014769,0.001592,0,0,0.1104,
2024-01-04T10:00:00+00:00,West Zone 2,3,0.048387,0.162772,0.107807,0.007876,0.008725,0.0,0.105993,0.000849,0.007876,0.000849,0,0,0.0596,
2024-01-04T11:00:00+00:00,West Zone 2,3,0.017544,0.162772,0.107807,0.002856,0.003164,0.0,0.100431,0.000308,0.002856,0.000308,0,0,0.0223,
2024-01-04T12:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.022,
2024-01-04T13:00:00+00:00,West Zone 2,3,0.005089,0.162772,0.107807,0.000828,0.000918,0.0,0.098186,8.9e-05,0.000828,8.9e-05,0,0,0.0087,
2024-01-04T14:00:00+00:00,West Zone 2,3,0.005089,0.162772,0.107807,0.000828,0.000918,0.0,0.098186,8.9e-05,0.000828,8.9e-05,0,0,0.0092,
2024-01-04T15:00:00+00:00,West Zone 2,3,0.016032,0.162772,0.107807,0.00261,0.002891,0.0,0.100159,0.000281,0.00261,0.000281,0,0,0.0306,
2024-01-04T16:00:00+00:00,West Zone 2,3,0.051345,0.162772,0.107807,0.008358,0.009259,0.0,0.106526,0.000901,0.008358,0.000901,0,0,0.0841,
2024-01-04T17:00:00+00:00,West Zone 2,3,0.336842,0.162772,0.107807,0.054829,0.060739,0.0,0.158007,0.005911,0.054829,0.005911,0,0,0.5734,
2024-01-04T18:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,0,0,1.0027,
2024-01-04T19:00:00+00:00,West Zone 2,3,0.663342,0.162772,0.107807,0.107974,0.119614,0.022346,0.216882,0.01164,0.107974,0.01164,0,0,1.1781,
2024-01-04T20:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,1,1,1.0857,
2024-01-04T21:00:00+00:00,West Zone 2,3,0.142857,0.162772,0.107807,0.023253,0.02576,0.0,0.123028,0.002507,0.023253,0.002507,1,3,0.2509,
2024-01-04T22:00:00+00:00,West Zone 2,3,0.233962,0.162772,0.107807,0.038083,0.042188,0.0,0.139456,0.004106,0.038083,0.004106,1,3,0.4185,
2024-01-04T23:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,1,3,1.0433,
2024-01-05T00:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,1,1,1.2363,
2024-01-05T01:00:00+00:00,West Zone 2,3,0.612903,0.162772,0.107807,0.099764,0.110519,0.013251,0.207787,0.010755,0.099764,0.010755,1,2,1.215,
2024-01-05T02:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,1,1,1.2165,
2024-01-05T03:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,1,1,1.2648,
2024-01-05T04:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,1.2236,
2024-01-05T05:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,0,0,0.863,
2024-01-05T06:00:00+00:00,West Zone 2,3,0.47314,0.162772,0.107807,0.077014,0.085317,0.0,0.182585,0.008303,0.077014,0.008303,1,1,0.5173,
2024-01-05T07:00:00+00:00,West Zone 2,3,0.317972,0.162772,0.107807,0.051757,0.057337,0.0,0.154605,0.00558,0.051757,0.00558,1,2,0.3402,
2024-01-05T08:00:00+00:00,West Zone 2,3,0.17037,0.162772,0.107807,0.027732,0.030721,0.0,0.127989,0.00299,0.027732,0.00299,1,2,0.2026,
2024-01-05T09:00:00+00:00,West Zone 2,3,0.132632,0.162772,0.107807,0.021589,0.023916,0.0,0.121184,0.002327,0.021589,0.002327,1,1,0.1838,
2024-01-05T10:00:00+00:00,West Zone 2,3,0.051345,0.162772,0.107807,0.008358,0.009259,0.0,0.106526,0.000901,0.008358,0.000901,0,0,0.0794,
2024-01-05T11:00:00+00:00,West Zone 2,3,0.048387,0.162772,0.107807,0.007876,0.008725,0.0,0.105993,0.000849,0.007876,0.000849,0,0,0.0646,
2024-01-05T12:00:00+00:00,West Zone 2,3,0.041667,0.162772,0.107807,0.006782,0.007513,0.0,0.104781,0.000731,0.006782,0.000731,0,0,0.0568,
2024-01-05T13:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.0273,
2024-01-05T14:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.0302,
2024-01-05T15:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.0318,
2024-01-05T16:00:00+00:00,West Zone 2,3,0.126582,0.162772,0.107807,0.020604,0.022825,0.0,0.120093,0.002221,0.020604,0.002221,0,0,0.209,
2024-01-05T17:00:00+00:00,West Zone 2,3,0.440633,0.162772,0.107807,0.071723,0.079455,0.0,0.176723,0.007732,0.071723,0.007732,1,1,0.7562,
2024-01-05T18:00:00+00:00,West Zone 2,3,0.728916,0.162772,0.107807,0.118647,0.131438,0.034171,0.228706,0.012791,0.118647,0.012791,1,1,1.2861,
2024-01-05T19:00:00+00:00,West Zone 2,3,0.782609,0.162772,0.107807,0.127387,0.14112,0.043853,0.238388,0.013733,0.127387,0.013733,1,1,1.4084,
2024-01-05T20:00:00+00:00,West Zone 2,3,0.782609,0.162772,0.107807,0.127387,0.14112,0.043853,0.238388,0.013733,0.127387,0.013733,0,0,1.5599,
2024-01-05T21:00:00+00:00,West Zone 2,3,0.782609,0.162772,0.107807,0.127387,0.14112,0.043853,0.238388,0.013733,0.127387,0.013733,0,0,1.6236,
2024-01-05T22:00:00+00:00,West Zone 2,3,0.728916,0.162772,0.107807,0.118647,0.131438,0.034171,0.228706,0.012791,0.118647,0.012791,1,1,1.4778,
2024-01-05T23:00:00+00:00,West Zone 2,3,0.661538,0.162772,0.107807,0.10768,0.119289,0.022021,0.216557,0.011609,0.10768,0.011609,1,1,1.2564,
2024-01-06T00:00:00+00:00,West Zone 2,3,0.504537,0.162772,0.107807,0.082125,0.090978,0.0,0.188246,0.008854,0.082125,0.008854,1,2,0.7131,
2024-01-06T01:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,1,1,0.9142,
2024-01-06T02:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,1,1,0.8103,
2024-01-06T03:00:00+00:00,West Zone 2,3,0.663342,0.162772,0.107807,0.107974,0.119614,0.022346,0.216882,0.01164,0.107974,0.01164,0,0,1.1731,
2024-01-06T04:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,0,0,0.9825,
2024-01-06T05:00:00+00:00,West Zone 2,3,0.504537,0.162772,0.107807,0.082125,0.090978,0.0,0.188246,0.008854,0.082125,0.008854,0,0,0.7495,
2024-01-06T06:00:00+00:00,West Zone 2,3,0.455285,0.162772,0.107807,0.074108,0.082097,0.0,0.179365,0.007989,0.074108,0.007989,1,1,0.5445,
2024-01-06T07:00:00+00:00,West Zone 2,3,0.233962,0.162772,0.107807,0.038083,0.042188,0.0,0.139456,0.004106,0.038083,0.004106,1,1,0.2464,
2024-01-06T08:00:00+00:00,West Zone 2,3,0.17037,0.162772,0.107807,0.027732,0.030721,0.0,0.127989,0.00299,0.027732,0.00299,1,1,0.1784,
2024-01-06T09:00:00+00:00,West Zone 2,3,0.132632,0.162772,0.107807,0.021589,0.023916,0.0,0.121184,0.002327,0.021589,0.002327,0,0,0.1535,
2024-01-06T10:00:00+00:00,West Zone 2,3,0.051345,0.162772,0.107807,0.008358,0.009259,0.0,0.106526,0.000901,0.008358,0.000901,1,1,0.0631,
2024-01-06T11:00:00+00:00,West Zone 2,3,0.041667,0.162772,0.107807,0.006782,0.007513,0.0,0.104781,0.000731,0.006782,0.000731,1,1,0.0526,
2024-01-06T12:00:00+00:00,West Zone 2,3,0.040773,0.162772,0.107807,0.006637,0.007352,0.0,0.10462,0.000715,0.006637,0.000715,1,1,0.0537,
2024-01-06T13:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.031,
2024-01-06T14:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.0246,
2024-01-06T15:00:00+00:00,West Zone 2,3,0.016032,0.162772,0.107807,0.00261,0.002891,0.0,0.100159,0.000281,0.00261,0.000281,0,0,0.0244,
2024-01-06T16:00:00+00:00,West Zone 2,3,0.081301,0.162772,0.107807,0.013234,0.01466,0.0,0.111928,0.001427,0.013234,0.001427,0,0,0.1047,
2024-01-06T17:00:00+00:00,West Zone 2,3,0.317972,0.162772,0.107807,0.051757,0.057337,0.0,0.154605,0.00558,0.051757,0.00558,0,0,0.483,
2024-01-06T18:00:00+00:00,West Zone 2,3,0.540305,0.162772,0.107807,0.087947,0.097428,0.00016,0.194696,0.009481,0.087947,0.009481,1,1,0.8423,
2024-01-06T19:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,1,1,0.966,
2024-01-06T20:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,1,1,0.9683,
2024-01-06T21:00:00+00:00,West Zone 2,3,0.663342,0.162772,0.107807,0.107974,0.119614,0.022346,0.216882,0.01164,0.107974,0.01164,0,0,1.1572,
2024-01-06T22:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,0,0,0.9887,
2024-01-06T23:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,1.0489,
2024-01-07T00:00:00+00:00,West Zone 2,3,0.540305,0.162772,0.107807,0.087947,0.097428,0.00016,0.194696,0.009481,0.087947,0.009481,0,0,0.8717,
2024-01-07T01:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,0,0,0.8035,
2024-01-07T02:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,0,0,0.7747,
2024-01-07T03:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,0,0,0.8723,
2024-01-07T04:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,0.9041,
2024-01-07T05:00:00+00:00,West Zone 2,3,0.504537,0.162772,0.107807,0.082125,0.090978,0.0,0.188246,0.008854,0.082125,0.008854,0,0,0.7002,
2024-01-07T06:00:00+00:00,West Zone 2,3,0.440633,0.162772,0.107807,0.071723,0.079455,0.0,0.176723,0.007732,0.071723,0.007732,0,0,0.4812,
2024-01-07T07:00:00+00:00,West Zone 2,3,0.233962,0.162772,0.107807,0.038083,0.042188,0.0,0.139456,0.004106,0.038083,0.004106,1,1,0.2535,
2024-01-07T08:00:00+00:00,West Zone 2,3,0.145299,0.162772,0.107807,0.023651,0.0262,0.0,0.123468,0.00255,0.023651,0.00255,1,1,0.1561,
2024-01-07T09:00:00+00:00,West Zone 2,3,0.089128,0.162772,0.107807,0.014508,0.016072,0.0,0.113339,0.001564,0.014508,0.001564,1,1,0.097,
2024-01-07T10:00:00+00:00,West Zone 2,3,0.050462,0.162772,0.107807,0.008214,0.009099,0.0,0.106367,0.000886,0.008214,0.000886,0,0,0.0639,
2024-01-07T11:00:00+00:00,West Zone 2,3,0.048387,0.162772,0.107807,0.007876,0.008725,0.0,0.105993,0.000849,0.007876,0.000849,0,0,0.0623,
2024-01-07T12:00:00+00:00,West Zone 2,3,0.040773,0.162772,0.107807,0.006637,0.007352,0.0,0.10462,0.000715,0.006637,0.000715,0,0,0.0539,
2024-01-07T13:00:00+00:00,West Zone 2,3,0.015973,0.162772,0.107807,0.0026,0.00288,0.0,0.100148,0.00028,0.0026,0.00028,0,0,0.027,
2024-01-07T14:00:00+00:00,West Zone 2,3,0.015385,0.162772,0.107807,0.002504,0.002774,0.0,0.100042,0.00027,0.002504,0.00027,1,1,0.0255,
2024-01-07T15:00:00+00:00,West Zone 2,3,0.016032,0.162772,0.107807,0.00261,0.002891,0.0,0.100159,0.000281,0.00261,0.000281,1,1,0.028,
2024-01-07T16:00:00+00:00,West Zone 2,3,0.048387,0.162772,0.107807,0.007876,0.008725,0.0,0.105993,0.000849,0.007876,0.000849,1,1,0.0724,
2024-01-07T17:00:00+00:00,West Zone 2,3,0.363077,0.162772,0.107807,0.059099,0.06547,0.0,0.162738,0.006371,0.059099,0.006371,0,0,0.626,
2024-01-07T18:00:00+00:00,West Zone 2,3,0.504537,0.162772,0.107807,0.082125,0.090978,0.0,0.188246,0.008854,0.082125,0.008854,0,0,0.923,
2024-01-07T19:00:00+00:00,West Zone 2,3,0.663342,0.162772,0.107807,0.107974,0.119614,0.022346,0.216882,0.01164,0.107974,0.01164,0,0,1.2612,
2024-01-07T20:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,0,0,1.058,
2024-01-07T21:00:00+00:00,West Zone 2,3,0.540305,0.162772,0.107807,0.087947,0.097428,0.00016,0.194696,0.009481,0.087947,0.009481,0,0,0.8713,
2024-01-07T22:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,0.9848,
2024-01-07T23:00:00+00:00,West Zone 2,3,0.47314,0.162772,0.107807,0.077014,0.085317,0.0,0.182585,0.008303,0.077014,0.008303,0,0,0.7189,
2024-01-08T00:00:00+00:00,West Zone 2,3,0.390625,0.162772,0.107807,0.063583,0.070438,0.0,0.167706,0.006855,0.063583,0.006855,0,0,0.5781,
2024-01-08T01:00:00+00:00,West Zone 2,3,0.390625,0.162772,0.107807,0.063583,0.070438,0.0,0.167706,0.006855,0.063583,0.006855,0,0,0.5468,
2024-01-08T02:00:00+00:00,West Zone 2,3,0.390625,0.162772,0.107807,0.063583,0.070438,0.0,0.167706,0.006855,0.063583,0.006855,0,0,0.5173,
2024-01-08T03:00:00+00:00,West Zone 2,3,0.540305,0.162772,0.107807,0.087947,0.097428,0.00016,0.194696,0.009481,0.087947,0.009481,0,0,0.8567,
2024-01-08T04:00:00+00:00,West Zone 2,3,0.455285,0.162772,0.107807,0.074108,0.082097,0.0,0.179365,0.007989,0.074108,0.007989,0,0,0.6747,
2024-01-08T05:00:00+00:00,West Zone 2,3,0.440633,0.162772,0.107807,0.071723,0.079455,0.0,0.176723,0.007732,0.071723,0.007732,0,0,0.6231,
2024-01-08T06:00:00+00:00,West Zone 2,3,0.363077,0.162772,0.107807,0.059099,0.06547,0.0,0.162738,0.006371,0.059099,0.006371,0,0,0.4072,
2024-01-08T07:00:00+00:00,West Zone 2,3,0.196911,0.162772,0.107807,0.032052,0.035507,0.0,0.132775,0.003455,0.032052,0.003455,0,0,0.2174,
2024-01-08T08:00:00+00:00,West Zone 2,3,0.132632,0.162772,0.107807,0.021589,0.023916,0.0,0.121184,0.002327,0.021589,0.002327,0,0,0.1463,
2024-01-08T09:00:00+00:00,West Zone 2,3,0.081301,0.162772,0.107807,0.013234,0.01466,0.0,0.111928,0.001427,0.013234,0.001427,0,0,0.0909,
2024-01-08T10:00:00+00:00,West Zone 2,3,0.040773,0.162772,0.107807,0.006637,0.007352,0.0,0.10462,0.000715,0.006637,0.000715,0,0,0.0469,
2024-01-08T11:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.0198,
2024-01-08T12:00:00+00:00,West Zone 2,3,0.016518,0.162772,0.107807,0.002689,0.002979,0.0,0.100246,0.00029,0.002689,0.00029,0,0,0.0207,
2024-01-08T13:00:00+00:00,West Zone 2,3,0.005089,0.162772,0.107807,0.000828,0.000918,0.0,0.098186,8.9e-05,0.000828,8.9e-05,0,0,0.0082,
2024-01-08T14:00:00+00:00,West Zone 2,3,0.005089,0.162772,0.107807,0.000828,0.000918,0.0,0.098186,8.9e-05,0.000828,8.9e-05,0,0,0.0087,
2024-01-08T15:00:00+00:00,West Zone 2,3,0.016032,0.162772,0.107807,0.00261,0.002891,0.0,0.100159,0.000281,0.00261,0.000281,0,0,0.0305,
2024-01-08T16:00:00+00:00,West Zone 2,3,0.048387,0.162772,0.107807,0.007876,0.008725,0.0,0.105993,0.000849,0.007876,0.000849,0,0,0.0764,
2024-01-08T17:00:00+00:00,West Zone 2,3,0.126582,0.162772,0.107807,0.020604,0.022825,0.0,0.120093,0.002221,0.020604,0.002221,1,2,0.2051,
2024-01-08T18:00:00+00:00,West Zone 2,3,0.233962,0.162772,0.107807,0.038083,0.042188,0.0,0.139456,0.004106,0.038083,0.004106,1,2,0.3876,
2024-01-08T19:00:00+00:00,West Zone 2,3,0.504537,0.162772,0.107807,0.082125,0.090978,0.0,0.188246,0.008854,0.082125,0.008854,1,4,0.8758,
2024-01-08T20:00:00+00:00,West Zone 2,3,0.938776,0.162772,0.107807,0.152807,0.169281,0.072013,0.266548,0.016474,0.152807,0.016474,1,2,2.0199,
2024-01-08T21:00:00+00:00,West Zone 2,3,0.820896,0.162772,0.107807,0.133619,0.148024,0.050756,0.245292,0.014405,0.133619,0.014405,1,2,1.4987,
2024-01-08T22:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,1.1972,
2024-01-08T23:00:00+00:00,West Zone 2,3,0.572917,0.162772,0.107807,0.093255,0.103309,0.006041,0.200577,0.010054,0.093255,0.010054,1,1,1.0942,
2024-01-09T00:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,1,1,1.1292,
2024-01-09T01:00:00+00:00,West Zone 2,3,0.540305,0.162772,0.107807,0.087947,0.097428,0.00016,0.194696,0.009481,0.087947,0.009481,1,1,0.9211,
2024-01-09T02:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,0,0,0.9331,
2024-01-09T03:00:00+00:00,West Zone 2,3,0.612903,0.162772,0.107807,0.099764,0.110519,0.013251,0.207787,0.010755,0.099764,0.010755,0,0,1.0674,
2024-01-09T04:00:00+00:00,West Zone 2,3,0.612903,0.162772,0.107807,0.099764,0.110519,0.013251,0.207787,0.010755,0.099764,0.010755,0,0,1.0374,
2024-01-09T05:00:00+00:00,West Zone 2,3,0.610994,0.162772,0.107807,0.099453,0.110175,0.012907,0.207443,0.010722,0.099453,0.010722,1,1,0.9854,
2024-01-09T06:00:00+00:00,West Zone 2,3,0.455285,0.162772,0.107807,0.074108,0.082097,0.0,0.179365,0.007989,0.074108,0.007989,1,3,0.5287,
2024-01-09T07:00:00+00:00,West Zone 2,3,0.233962,0.162772,0.107807,0.038083,0.042188,0.0,0.139456,0.004106,0.038083,0.004106,1,3,0.2665,
