event_id,event_cause,corridor,junction,T,archetype,archetype_label
FKID002145,vehicle_breakdown,Bellary Road 2,,59.57834488333333,1,quick_clear
FKID002151,vehicle_breakdown,Tumkur Road,,12.384581016666667,1,quick_clear
FKID002154,vehicle_breakdown,Bannerghata Road,,16.992135533333332,1,quick_clear
FKID002156,vehicle_breakdown,Non-corridor,,13.267902833333332,0,severe
FKID002159,vehicle_breakdown,Bellary Road 2,,25.298768399999997,1,quick_clear
FKID002160,vehicle_breakdown,Hosur Road,,2.2634015499999998,1,quick_clear
FKID002167,vehicle_breakdown,Non-corridor,,25.79376715,0,severe
FKID002168,construction,ORR East 2,,793.8934666666667,2,extreme
FKID002170,vehicle_breakdown,Hosur Road,,12.6312672,1,quick_clear
FKID002171,vehicle_breakdown,Tumkur Road,,16.656762166666667,1,quick_clear
FKID002172,construction,Non-corridor,,1311.6875813333331,0,severe
FKID002174,others,Hennur Main Road,,8581.651106383333,2,extreme
FKID002175,vehicle_breakdown,Non-corridor,,6.593964850000001,0,severe
FKID002177,vehicle_breakdown,Mysore Road,,45.96836663333333,1,quick_clear
FKID002178,vehicle_breakdown,ORR East 2,,42.19713446666666,1,quick_clear
FKID002179,vehicle_breakdown,Non-corridor,,54.65853513333333,0,severe
FKID002181,vehicle_breakdown,Tumkur Road,,67.62782723333333,1,quick_clear
FKID002190,others,Bellary Road 1,,122.96864301666666,1,quick_clear
FKID002191,vehicle_breakdown,Old Airport Road,,113.27622685,1,quick_clear
FKID002192,construction,ORR North 2,,1440.9784666666667,2,extreme
FKID002195,vehicle_breakdown,Tumkur Road,,66.48960311666666,1,quick_clear
FKID002197,vehicle_breakdown,Mysore Road,,79.15418580000001,1,quick_clear
FKID002200,accident,Bellary Road 2,,22.644470733333332,1,quick_clear
FKID002201,vehicle_breakdown,Non-corridor,,95.58107615,0,severe
FKID002202,others,Non-corridor,,3.5981080333333333,0,severe
FKID002205,vehicle_breakdown,Bannerghata Road,,35.7911427,1,quick_clear
FKID002207,vehicle_breakdown,Tumkur Road,,84.46969001666666,1,quick_clear
FKID002209,vehicle_breakdown,Hosur Road,,14.2335291,1,quick_clear
FKID002210,vehicle_breakdown,Old Madras Road,,33.554378899999996,1,quick_clear
FKID002212,procession,Bannerghata Road,,0.6228666666666667,1,quick_clear
FKID002213,vehicle_breakdown,Varthur Road,,30.59855698333333,1,quick_clear
FKID002220,vehicle_breakdown,Hosur Road,,59.47093031666667,1,quick_clear
FKID002221,vehicle_breakdown,Non-corridor,,28.422718233333335,0,severe
FKID002222,vehicle_breakdown,Non-corridor,,46.03317931666666,0,severe
FKID002223,vehicle_breakdown,Tumkur Road,,105.15403339999999,1,quick_clear
FKID002224,construction,Non-corridor,,35287.8212,3,moderate
FKID002225,construction,Varthur Road,,322.89588333333336,3,moderate
FKID002226,vehicle_breakdown,Mysore Road,,97.20824538333333,1,quick_clear
FKID002227,vehicle_breakdown,Bellary Road 2,,35.270044866666666,1,quick_clear
FKID002230,vehicle_breakdown,Mysore Road,,24.78094095,1,quick_clear
FKID002232,vehicle_breakdown,Non-corridor,,103.95695343333334,0,severe
FKID002233,others,Mysore Road,,7852.317056133334,2,extreme
FKID002235,vehicle_breakdown,ORR North 1,,76.73107366666666,1,quick_clear
FKID002236,vehicle_breakdown,Bellary Road 1,,25.963968299999998,1,quick_clear
FKID002238,vehicle_breakdown,Tumkur Road,,47.135134183333335,1,quick_clear
FKID002239,others,Non-corridor,,2024.4999115666665,0,severe
FKID002240,vehicle_breakdown,Non-corridor,,41.44027543333333,0,severe
FKID002241,accident,Bellary Road 1,,52.424526316666665,1,quick_clear
FKID002244,vehicle_breakdown,Hosur Road,,21.590795766666666,1,quick_clear
FKID002245,construction,ORR East 2,,822.2734166666667,2,extreme
FKID002249,vehicle_breakdown,Non-corridor,,149.32047236666668,0,severe
FKID002250,vehicle_breakdown,ORR West 1,,21.186916433333334,1,quick_clear
FKID002251,vehicle_breakdown,Old Madras Road,,64.23054711666667,1,quick_clear
FKID002254,procession,Non-corridor,,6.63138725,3,moderate
FKID002257,road_conditions,Bellary Road 2,,17146.48260291667,2,extreme
FKID002261,vehicle_breakdown,ORR East 1,,10.150801150000001,1,quick_clear
FKID002263,tree_fall,Non-corridor,,29120.036457983333,0,severe
FKID002264,vehicle_breakdown,ORR East 1,,146.0768349,1,quick_clear
FKID002267,vehicle_breakdown,Non-corridor,,73.34186823333333,0,severe
FKID002270,vehicle_breakdown,Non-corridor,,56.471942150000004,0,severe
FKID002276,vehicle_breakdown,Mysore Road,,63.264801049999996,1,quick_clear
FKID002278,vehicle_breakdown,Mysore Road,,2.348085033333333,1,quick_clear
FKID002283,vehicle_breakdown,Non-corridor,,111.59204438333333,0,severe
FKID002284,others,Varthur Road,,99.1271216,1,quick_clear
FKID002285,vehicle_breakdown,Hennur Main Road,,46.373055349999994,1,quick_clear
FKID002286,tree_fall,Non-corridor,,16.442733933333333,0,severe
FKID002287,vehicle_breakdown,Non-corridor,,48.24556945,0,severe
FKID002291,vehicle_breakdown,Non-corridor,,23.094677766666667,0,severe
FKID002293,vehicle_breakdown,Old Madras Road,,10.697492350000001,1,quick_clear
FKID002294,vehicle_breakdown,Bellary Road 2,,61.77526506666666,1,quick_clear
FKID002301,vehicle_breakdown,Hosur Road,,89.98981611666666,1,quick_clear
FKID002304,vehicle_breakdown,Mysore Road,,44.60061098333333,1,quick_clear
FKID002308,vehicle_breakdown,Non-corridor,,102.37431906666667,0,severe
FKID002309,others,Hosur Road,,330.18084595,2,extreme
FKID002311,tree_fall,Tumkur Road,,239.99684209999998,1,quick_clear
FKID002312,construction,Bellary Road 1,,17719.356407383333,3,moderate
FKID002316,vehicle_breakdown,ORR North 2,,83.04273458333334,1,quick_clear
FKID002320,construction,ORR East 2,,8641.04915,2,extreme
FKID002321,vehicle_breakdown,Mysore Road,,17.988405883333332,1,quick_clear
FKID002327,vehicle_breakdown,Non-corridor,,120.1229665,0,severe
FKID002330,others,ORR North 1,,31801.64129331667,2,extreme
FKID002333,vehicle_breakdown,Magadi Road,,15.682897033333335,1,quick_clear
FKID002334,vehicle_breakdown,ORR East 2,,18.770652916666666,1,quick_clear
FKID002335,vehicle_breakdown,Bellary Road 2,,26.713455833333335,1,quick_clear
FKID002336,vehicle_breakdown,Old Airport Road,,27.165104633333332,1,quick_clear
FKID002337,construction,Mysore Road,,0.30724999999999997,1,quick_clear
FKID002340,tree_fall,Non-corridor,,58927.27698916666,0,severe
FKID002345,road_conditions,Non-corridor,,7204.02068145,0,severe
FKID002348,pot_holes,CBD 2,,1.5017334166666667,1,quick_clear
FKID002349,vehicle_breakdown,Magadi Road,,32.257464766666665,1,quick_clear
FKID002350,vehicle_breakdown,Non-corridor,,72.78544391666667,0,severe
FKID002351,vehicle_breakdown,Non-corridor,,107.52890245,0,severe
FKID002353,construction,Non-corridor,,276.06891666666667,0,severe
FKID002360,vehicle_breakdown,Old Madras Road,,55.235213316666666,1,quick_clear
FKID002363,others,Mysore Road,,302.99378225,2,extreme
FKID002366,vehicle_breakdown,Magadi Road,,86.55830583333334,1,quick_clear
FKID002367,vehicle_breakdown,Mysore Road,,78.09311583333333,1,quick_clear
FKID002368,accident,ORR North 1,,34.21685993333333,1,quick_clear
FKID002370,vehicle_breakdown,ORR North 1,,22.854111483333334,1,quick_clear
FKID002377,vehicle_breakdown,Hosur Road,,2.5054130166666666,1,quick_clear
FKID002378,vehicle_breakdown,Magadi Road,,64.30445040000001,1,quick_clear
FKID002380,construction,ORR East 2,,823.1908999999999,2,extreme
FKID002381,water_logging,Bellary Road 1,,6866.7838292666665,2,extreme
FKID002383,others,Non-corridor,,9677.060467866666,0,severe
FKID002385,construction,Non-corridor,,21.925417683333333,0,severe
FKID002387,others,Bellary Road 1,,14.34505785,1,quick_clear
FKID002388,vehicle_breakdown,Non-corridor,,50.05725543333333,0,severe
FKID002389,vehicle_breakdown,Mysore Road,,39.02434768333333,1,quick_clear
FKID002396,vehicle_breakdown,Bellary Road 1,,29.16649395,1,quick_clear
FKID002401,vehicle_breakdown,Non-corridor,,84.40798688333332,0,severe
FKID002406,others,Old Airport Road,,1.6053822999999998,1,quick_clear
FKID002408,public_event,Old Airport Road,,410.30448333333334,2,extreme
FKID002409,public_event,Old Airport Road,,409.17351666666667,2,extreme
FKID002410,public_event,Old Airport Road,,413.85461666666663,2,extreme
FKID002411,public_event,Old Airport Road,,384.93605,2,extreme
FKID002414,vehicle_breakdown,Tumkur Road,,12.03063225,1,quick_clear
FKID002415,vehicle_breakdown,Mysore Road,,8.410828716666666,1,quick_clear
FKID002416,public_event,Old Airport Road,,400.49101666666667,2,extreme
FKID002417,vehicle_breakdown,Mysore Road,,23.780724000000003,1,quick_clear
FKID002418,others,Non-corridor,,31835.84156751667,0,severe
FKID002419,pot_holes,Non-corridor,,2122.3967791833334,0,severe
FKID002420,vehicle_breakdown,West of Chord Road,,29.734221366666667,1,quick_clear
FKID002421,vehicle_breakdown,Mysore Road,,60.74641678333333,1,quick_clear
FKID002428,others,Non-corridor,,38.768891116666666,0,severe
FKID002429,vehicle_breakdown,Non-corridor,,57.316075016666666,0,severe
FKID002434,others,Mysore Road,,6.82868555,1,quick_clear
FKID002437,vehicle_breakdown,Non-corridor,,54.46608108333333,0,severe
FKID002438,vehicle_breakdown,ORR North 1,,40.761785499999995,1,quick_clear
FKID002439,vehicle_breakdown,Mysore Road,,90.19987731666667,1,quick_clear
FKID002440,public_event,Non-corridor,,0.20875000000000002,0,severe
FKID002442,construction,Non-corridor,,19646.09310235,0,severe
FKID002444,vehicle_breakdown,Bellary Road 1,,86.78634966666667,1,quick_clear
FKID002446,vehicle_breakdown,Non-corridor,,81.11977473333333,0,severe
FKID002447,construction,Non-corridor,,2880.14515,0,severe
FKID002450,vehicle_breakdown,Non-corridor,,8.9473605,0,severe
FKID002453,vehicle_breakdown,Non-corridor,,30.47674805,3,moderate
FKID002455,vehicle_breakdown,Magadi Road,,67.566669,1,quick_clear
FKID002456,water_logging,Non-corridor,,4.666376866666667,0,severe
FKID002457,vehicle_breakdown,Tumkur Road,,21.935244516666668,1,quick_clear
FKID002458,vehicle_breakdown,Non-corridor,,31.711534466666667,0,severe
FKID002460,vehicle_breakdown,Non-corridor,,121.07565023333333,0,severe
FKID002461,water_logging,Non-corridor,,121.41991448333333,0,severe
FKID002462,pot_holes,Bellary Road 1,,3171.436475616667,2,extreme
FKID002463,construction,ORR East 2,,784.37205,2,extreme
FKID002466,vehicle_breakdown,Non-corridor,,55.092613899999996,0,severe
FKID002467,vehicle_breakdown,Mysore Road,,9.4180207,1,quick_clear
FKID002471,vehicle_breakdown,Tumkur Road,,9.946038833333334,1,quick_clear
FKID002474,pot_holes,CBD 1,,45.08455431666666,3,moderate
FKID002475,vehicle_breakdown,Hennur Main Road,,39.94712393333334,1,quick_clear
FKID002476,vehicle_breakdown,ORR West 1,,47.0778124,1,quick_clear
FKID002477,vehicle_breakdown,Mysore Road,,43.93709355,1,quick_clear
FKID002478,accident,Hosur Road,,19.286777033333333,1,quick_clear
FKID002481,vehicle_breakdown,Bellary Road 1,,26.211784233333333,1,quick_clear
FKID002488,vehicle_breakdown,Mysore Road,,20.760291183333333,1,quick_clear
FKID002489,pot_holes,Non-corridor,,55012.060823416665,0,severe
FKID002495,construction,Non-corridor,,66.40621666666667,0,severe
FKID002496,pot_holes,Non-corridor,,6753.669983233333,0,severe
FKID002500,vehicle_breakdown,Tumkur Road,,14.798998433333333,1,quick_clear
FKID002501,vehicle_breakdown,ORR East 2,,1.3184935833333333,1,quick_clear
FKID002503,water_logging,CBD 2,,1397.64799305,2,extreme
FKID002505,vehicle_breakdown,Tumkur Road,,17.37361458333333,1,quick_clear
FKID002506,vehicle_breakdown,Non-corridor,,137.26294234999997,0,severe
FKID002517,vehicle_breakdown,Mysore Road,,55.2758047,1,quick_clear
FKID002521,vehicle_breakdown,Non-corridor,,12.261251683333334,0,severe
FKID002523,vehicle_breakdown,Magadi Road,,61.61077986666667,1,quick_clear
FKID002527,vehicle_breakdown,Magadi Road,,64.27595888333333,1,quick_clear
FKID002528,vehicle_breakdown,Bellary Road 1,,14.07579545,1,quick_clear
FKID002532,vehicle_breakdown,ORR East 1,,21.646528683333333,3,moderate
FKID002533,construction,Non-corridor,,2881.3424833333333,0,severe
FKID002534,road_conditions,Non-corridor,,19176.481665083335,0,severe
FKID002535,road_conditions,Non-corridor,,19180.275299733334,0,severe
FKID002541,vehicle_breakdown,Bellary Road 2,,24.362505416666668,1,quick_clear
FKID002542,vehicle_breakdown,Non-corridor,,39.91352521666667,0,severe
FKID002544,vehicle_breakdown,Non-corridor,,20.05264845,3,moderate
FKID002545,road_conditions,Non-corridor,,19168.524886033334,0,severe
FKID002548,water_logging,Bellary Road 2,YelhankaCircle,59786.04160051666,2,extreme
FKID002549,others,Hennur Main Road,,10404.144533566667,2,extreme
FKID002550,others,Bellary Road 1,,4304.7043229,2,extreme
FKID002553,vehicle_breakdown,Tumkur Road,,10.195782266666667,1,quick_clear
FKID002554,vehicle_breakdown,Mysore Road,,6.759156316666666,1,quick_clear
FKID002555,others,Mysore Road,,2073.54119145,2,extreme
FKID002556,vehicle_breakdown,Tumkur Road,,23.556338,1,quick_clear
FKID002557,others,Non-corridor,,1954.8978021666667,0,severe
FKID002560,congestion,Hennur Main Road,,157.83113301666666,1,quick_clear
FKID002561,construction,ORR East 2,,778.3801666666666,2,extreme
FKID002562,test_demo,Non-corridor,,2.3584172666666663,0,severe
FKID002565,vehicle_breakdown,ORR North 2,,98.79469238333333,1,quick_clear
FKID002569,vehicle_breakdown,Non-corridor,,19.4802817,0,severe
FKID002573,vehicle_breakdown,Mysore Road,,112.59205778333333,1,quick_clear
FKID002574,others,Bellary Road 1,,23212.68517465,2,extreme
FKID002578,vehicle_breakdown,Non-corridor,,36.436371050000005,0,severe
FKID002579,vehicle_breakdown,Non-corridor,,41.06278635,0,severe
FKID002581,construction,ORR East 2,,806.1592166666667,2,extreme
FKID002583,vehicle_breakdown,Non-corridor,,63.735437633333326,0,severe
FKID002585,vehicle_breakdown,ORR North 2,,41.89284255,1,quick_clear
FKID002590,others,Non-corridor,,12.775447683333335,0,severe
FKID002591,congestion,ORR North 1,,52.42753255,1,quick_clear
FKID002592,others,ORR West 1,,20.280152166666667,1,quick_clear
FKID002593,others,Magadi Road,,13.76268395,1,quick_clear
FKID002598,tree_fall,Non-corridor,,48.95543648333333,0,severe
FKID002599,vehicle_breakdown,Bellary Road 1,,9.997270066666665,1,quick_clear
FKID002602,procession,Non-corridor,,3.0139137333333332,0,severe
FKID002606,vehicle_breakdown,Old Madras Road,,18.148097683333333,1,quick_clear
FKID002607,vehicle_breakdown,Mysore Road,,32.78711466666667,1,quick_clear
FKID002608,vehicle_breakdown,Non-corridor,,0.5196999999999999,0,severe
FKID002609,vehicle_breakdown,Non-corridor,,104.44264348333333,0,severe
FKID002610,construction,ORR East 2,,30240.56625,2,extreme
FKID002612,congestion,Non-corridor,,12.732202816666668,3,moderate
FKID002614,vehicle_breakdown,Bellary Road 1,,4.05119445,1,quick_clear
FKID002615,others,Non-corridor,,46986.866745549996,3,moderate
FKID002617,vehicle_breakdown,Non-corridor,,42.46220125,0,severe
FKID002618,water_logging,Tumkur Road,,72.85393916666666,1,quick_clear
FKID002619,road_conditions,Mysore Road,,20560.756528333335,2,extreme
FKID002624,congestion,ORR North 1,,154.51919141666667,1,quick_clear
FKID002626,vehicle_breakdown,Mysore Road,,31.87520885,1,quick_clear
FKID002627,vehicle_breakdown,Old Madras Road,,78.34826575000001,1,quick_clear
FKID002630,vehicle_breakdown,ORR North 2,,29.89324733333333,1,quick_clear
FKID002634,vehicle_breakdown,Non-corridor,,26.941963933333334,0,severe
FKID002642,vehicle_breakdown,Hosur Road,,22.988230849999997,1,quick_clear
FKID002643,vehicle_breakdown,Tumkur Road,,22.34844435,1,quick_clear
FKID002644,pot_holes,Hosur Road,AyyappaTempleJunc,117103.4595215,2,extreme
FKID002645,vehicle_breakdown,West of Chord Road,,24.466795816666668,1,quick_clear
FKID002651,vehicle_breakdown,Non-corridor,,158.45544278333332,0,severe
FKID002656,construction,Non-corridor,,121.63026666666666,0,severe
FKID002658,tree_fall,Non-corridor,,92.98989458333334,0,severe
FKID002659,construction,ORR East 2,,772.6570333333333,2,extreme
FKID002660,vehicle_breakdown,Non-corridor,,70.00693796666665,0,severe
FKID002661,others,Tumkur Road,,1848.5386914833332,2,extreme
FKID002663,debris,Bellary Road 2,,19189.641194183332,2,extreme
FKID002665,construction,Non-corridor,,3822.70962675,3,moderate
FKID002668,others,Non-corridor,,21664.008974133336,0,severe
FKID002672,construction,Non-corridor,,18.41146666666667,0,severe
FKID002673,construction,Non-corridor,,2.7310666666666665,0,severe
FKID002677,vehicle_breakdown,Non-corridor,,39.133124849999994,0,severe
FKID002687,vehicle_breakdown,Non-corridor,,17.2937739,3,moderate
FKID002688,vehicle_breakdown,Varthur Road,,122.43185746666667,1,quick_clear
FKID002689,others,Tumkur Road,,243.29029311666667,1,quick_clear
FKID002692,water_logging,Mysore Road,,6592.442654816667,2,extreme
FKID002693,construction,Non-corridor,,457.3643166666667,0,severe
FKID002694,vehicle_breakdown,Non-corridor,,13.885744066666666,0,severe
FKID002695,water_logging,Non-corridor,,165.4671482,0,severe
FKID002696,vehicle_breakdown,ORR North 2,,9.381939516666668,1,quick_clear
FKID002698,tree_fall,Bellary Road 1,,971.1941217166666,3,moderate
FKID002699,vehicle_breakdown,ORR West 1,,84.86862455,1,quick_clear
FKID002700,construction,Non-corridor,,3954.1524874666666,0,severe
FKID002702,tree_fall,Non-corridor,,63.69129203333333,3,moderate
FKID002703,tree_fall,Non-corridor,,412.24392695,0,severe
FKID002704,construction,Non-corridor,,1464.6774282000001,0,severe
FKID002708,others,Hosur Road,AyyappaTempleJunc,112.07313198333333,3,moderate
FKID002709,vehicle_breakdown,Tumkur Road,,29.151570016666668,1,quick_clear
FKID002710,vehicle_breakdown,Mysore Road,,22.22487305,1,quick_clear
FKID002711,vehicle_breakdown,ORR North 1,,36.730649516666666,1,quick_clear
FKID002712,accident,Bellary Road 1,,47.199177299999995,1,quick_clear
FKID002713,pot_holes,West of Chord Road,,10209.279705933333,2,extreme
FKID002715,tree_fall,Non-corridor,,44729.253384033334,3,moderate
FKID002717,water_logging,Non-corridor,,7424.366825533333,0,severe
FKID002718,water_logging,Hosur Road,,18154.880316283332,2,extreme
FKID002720,tree_fall,Non-corridor,,4073.313846416667,3,moderate
FKID002721,water_logging,Non-corridor,,5552.9631245166665,0,severe
FKID002722,water_logging,Mysore Road,,20160.041983233335,2,extreme
FKID002724,others,Mysore Road,,35558.66326551666,2,extreme
FKID002726,tree_fall,Non-corridor,,37153.890531783334,0,severe
FKID002729,tree_fall,Non-corridor,,31783.7834142,0,severe
FKID002731,tree_fall,Mysore Road,,829.2974442333333,2,extreme
FKID002733,water_logging,Hosur Road,,2847.0369545333333,2,extreme
FKID002734,water_logging,Mysore Road,,6570.558955500001,2,extreme
FKID002735,tree_fall,Non-corridor,,21000.96031298333,0,severe
FKID002736,accident,Non-corridor,,8.980089583333333,0,severe
FKID002740,water_logging,ORR West 1,,1218.6891324166668,2,extreme
FKID002741,tree_fall,CBD 2,,26812.21993335,2,extreme
FKID002742,water_logging,Non-corridor,,50341.18918006667,0,severe
FKID002745,water_logging,Old Airport Road,,93.40865363333334,1,quick_clear
FKID002748,water_logging,ORR East 2,,30.67920825,1,quick_clear
FKID002749,water_logging,Mysore Road,,177.56342588333334,3,moderate
FKID002753,water_logging,Non-corridor,,3898.6085132,0,severe
FKID002754,tree_fall,Non-corridor,,16715.2699351,0,severe
FKID002758,others,Non-corridor,,1291.4888951166665,0,severe
FKID002759,tree_fall,ORR West 1,,66.95399586666666,1,quick_clear
FKID002760,tree_fall,Non-corridor,,1114.93334045,3,moderate
FKID002765,vehicle_breakdown,West of Chord Road,,72.65351976666668,1,quick_clear
FKID002766,tree_fall,Non-corridor,,38932.58754488333,0,severe
FKID002767,road_conditions,Magadi Road,,19134.726547916667,2,extreme
FKID002768,vehicle_breakdown,Mysore Road,,8.7606476,1,quick_clear
FKID002769,water_logging,Mysore Road,,26811.17271485,3,moderate
FKID002771,water_logging,Non-corridor,,2421.883144183333,3,moderate
FKID002776,water_logging,Mysore Road,,26809.619967733335,3,moderate
FKID002777,water_logging,Non-corridor,,51651.45217408333,0,severe
FKID002778,water_logging,Non-corridor,,188.00503193333333,0,severe
FKID002781,tree_fall,Non-corridor,,18.082762549999998,0,severe
FKID002786,vehicle_breakdown,Bannerghata Road,,146.04922566666667,1,quick_clear
FKID002792,water_logging,Non-corridor,,41.48510733333333,0,severe
FKID002793,water_logging,Bellary Road 1,,3886.3786027166666,2,extreme
FKID002795,vehicle_breakdown,Bellary Road 2,,14.264672216666666,1,quick_clear
FKID002797,vehicle_breakdown,Tumkur Road,,108.20570536666668,1,quick_clear
FKID002798,tree_fall,Non-corridor,,2904.7070553500002,3,moderate
FKID002799,water_logging,Non-corridor,,71.25115430000001,3,moderate
FKID002800,water_logging,Non-corridor,,149.96828003333334,3,moderate
FKID002804,tree_fall,Non-corridor,,914.0249496,0,severe
FKID002805,construction,ORR East 2,,70.73783333333334,1,quick_clear
FKID002806,water_logging,Non-corridor,,72.15094443333334,0,severe
FKID002807,water_logging,Old Madras Road,,201.7505084166667,3,moderate
FKID002810,tree_fall,Tumkur Road,,933.8846359333334,2,extreme
FKID002811,water_logging,ORR West 1,,1190.4635745833334,2,extreme
FKID002813,water_logging,Mysore Road,,36880.80059298334,3,moderate
FKID002814,vehicle_breakdown,Non-corridor,,1.7176543333333332,1,quick_clear
FKID002815,water_logging,ORR West 1,,118.58968551666666,1,quick_clear
FKID002817,tree_fall,ORR West 1,,1.9152,1,quick_clear
FKID002818,tree_fall,Non-corridor,,220.28841453333334,3,moderate
FKID002819,water_logging,Bellary Road 1,,42.345254966666666,1,quick_clear
FKID002822,vehicle_breakdown,Bannerghata Road,,108.71099421666666,1,quick_clear
FKID002823,vehicle_breakdown,Mysore Road,,93.48512965,1,quick_clear
FKID002824,water_logging,ORR East 1,,8507.797322316666,2,extreme
FKID002825,water_logging,Non-corridor,,20131.716831383335,0,severe
FKID002828,vehicle_breakdown,Non-corridor,,7.642841166666667,0,severe
FKID002835,water_logging,Non-corridor,,14395.4198455,0,severe
FKID002840,others,Tumkur Road,,61764.8110647,2,extreme
FKID002842,tree_fall,Tumkur Road,,28204.771228,2,extreme
FKID002845,vehicle_breakdown,Bellary Road 2,,151.79433328333334,1,quick_clear
FKID002846,vehicle_breakdown,ORR East 1,,16.044057783333333,1,quick_clear
FKID002848,vehicle_breakdown,Non-corridor,,29.089931583333335,0,severe
FKID002849,vehicle_breakdown,Bannerghata Road,,34.15102665,1,quick_clear
FKID002851,vehicle_breakdown,Tumkur Road,,91.52639778333334,1,quick_clear
FKID002853,others,Non-corridor,,2163.54553765,0,severe
FKID002854,tree_fall,CBD 2,,6519.827883249999,2,extreme
FKID002855,tree_fall,Non-corridor,,31142.1346171,3,moderate
FKID002856,water_logging,Non-corridor,,18112.855905,3,moderate
FKID002857,vehicle_breakdown,Mysore Road,,35.252319033333336,1,quick_clear
FKID002858,water_logging,Bannerghata Road,,1.26526015,1,quick_clear
FKID002861,vehicle_breakdown,Tumkur Road,,6.159646333333333,1,quick_clear
FKID002864,tree_fall,Non-corridor,,1173.6232398833333,0,severe
FKID002865,water_logging,Bannerghata Road,,2294.902803066667,2,extreme
FKID002867,others,West of Chord Road,,39.91002743333333,3,moderate
FKID002868,tree_fall,Non-corridor,,31140.59239556667,3,moderate
FKID002872,water_logging,Non-corridor,,282.94748196666666,0,severe
FKID002875,water_logging,Non-corridor,,1785.8880387,0,severe
FKID002876,tree_fall,Tumkur Road,,61745.06009625,2,extreme
FKID002877,others,Tumkur Road,,61.567407450000005,1,quick_clear
FKID002883,public_event,Hennur Main Road,,5939.989983333333,2,extreme
FKID002885,vehicle_breakdown,Bellary Road 1,,36.67477173333334,3,moderate
FKID002887,water_logging,Non-corridor,,2863.879304833333,0,severe
FKID002889,others,Mysore Road,,14100.886411849999,2,extreme
FKID002890,others,Mysore Road,,16.937478916666667,1,quick_clear
FKID002893,vehicle_breakdown,Old Madras Road,,41.53308571666666,1,quick_clear
FKID002894,road_conditions,Non-corridor,,37266.54718006667,3,moderate
FKID002897,tree_fall,Non-corridor,,76.98202371666666,3,moderate
FKID002898,water_logging,ORR East 1,,759.0033270166666,2,extreme
FKID002901,water_logging,Non-corridor,,18072.047706783334,3,moderate
FKID002902,tree_fall,Non-corridor,,75.3254728,0,severe
FKID002904,vehicle_breakdown,Non-corridor,,133.49633208333333,0,severe
FKID002905,tree_fall,Bellary Road 1,,12688.42250265,3,moderate
FKID002909,tree_fall,Non-corridor,,8604.974344016668,3,moderate
FKID002910,vehicle_breakdown,Mysore Road,,32.21089145,1,quick_clear
FKID002914,tree_fall,West of Chord Road,,37409.31172533333,2,extreme
FKID002916,water_logging,Non-corridor,,2055.8126417666667,0,severe
FKID002918,vehicle_breakdown,Non-corridor,,9.313865683333335,0,severe
FKID002920,vehicle_breakdown,Hosur Road,,133.745803,1,quick_clear
FKID002922,vehicle_breakdown,Non-corridor,,18.826966283333334,0,severe
FKID002924,tree_fall,Non-corridor,,1414.7297125500002,3,moderate
FKID002925,tree_fall,Non-corridor,,8590.158413066667,3,moderate
FKID002934,vehicle_breakdown,Non-corridor,,23.6800304,0,severe
FKID002935,vehicle_breakdown,Bellary Road 1,,12.157235616666666,1,quick_clear
FKID002937,vehicle_breakdown,Non-corridor,,162.0998554,0,severe
FKID002938,vehicle_breakdown,Varthur Road,,9.947234283333334,1,quick_clear
FKID002939,tree_fall,Non-corridor,,2809.7633005666667,0,severe
FKID002947,vehicle_breakdown,Hosur Road,,21.60461613333333,1,quick_clear
FKID002950,vehicle_breakdown,Tumkur Road,,18.087688816666667,1,quick_clear
FKID002959,road_conditions,Non-corridor,,625.0678506666667,0,severe
FKID002961,water_logging,ORR East 2,,9742.5049553,2,extreme
FKID002962,vehicle_breakdown,Non-corridor,,43.03527413333334,0,severe
FKID002963,vehicle_breakdown,Non-corridor,,79.89617193333333,0,severe
FKID002972,others,ORR East 2,,91.73039343333333,1,quick_clear
FKID002977,vehicle_breakdown,West of Chord Road,,26.33293743333333,1,quick_clear
FKID002982,vehicle_breakdown,ORR East 2,,21.892671399999998,1,quick_clear
FKID002986,pot_holes,Non-corridor,,4714.33184145,0,severe
FKID002987,construction,Non-corridor,,2926.57525605,0,severe
FKID002988,vehicle_breakdown,ORR East 1,,15.380214683333332,1,quick_clear
FKID002990,vehicle_breakdown,Non-corridor,,24.384054283333334,0,severe
FKID002991,construction,Non-corridor,,5149.374220950001,0,severe
FKID002993,water_logging,Old Madras Road,,34.37859473333333,1,quick_clear
FKID002994,vehicle_breakdown,IRR(Thanisandra road),,19.590632416666665,1,quick_clear
FKID002995,water_logging,Old Madras Road,,48.38724398333333,1,quick_clear
FKID002997,water_logging,Non-corridor,,171.4411991,0,severe
FKID002999,water_logging,West of Chord Road,,79.3147058,1,quick_clear
FKID003000,water_logging,Mysore Road,,106.8736322,3,moderate
FKID003003,water_logging,Mysore Road,,77.6084918,3,moderate
FKID003004,water_logging,Non-corridor,,389.9546150833333,0,severe
FKID003006,water_logging,Mysore Road,,25.367189333333332,1,quick_clear
FKID003007,water_logging,CBD 2,CoffeeBoardJunc,115282.48160251667,2,extreme
FKID003008,water_logging,Bellary Road 1,,38.08992445,1,quick_clear
FKID003011,water_logging,Bellary Road 1,,47.5818911,1,quick_clear
FKID003012,water_logging,CBD 1,,24580.005907333332,2,extreme
FKID003013,tree_fall,West of Chord Road,,72.68515286666667,1,quick_clear
